subject,session,block,runsheet,trial,exposure,valence,action,robot,stimulus,rune,rune_set,correct,choice,rt,accuracy,sham,outcome,total_keys
91ozs28t2tqcv9vxg71418gq,2,1,3a,89,3,lose,go,GAL,10.0,N,elianto,1,0,,0,0.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,90,3,win,no-go,NGW,9.0,F,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,91,5,win,go,GW,8.0,X,elianto,1,1,0.668,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,92,1,win,no-go,NGW,11.0,Q,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,93,4,win,no-go,NGW,9.0,F,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,94,6,win,go,GW,8.0,X,elianto,1,1,0.445,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,95,2,win,no-go,NGW,11.0,Q,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,96,4,lose,go,GAL,10.0,N,elianto,1,1,0.652,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,97,5,win,no-go,NGW,9.0,F,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,98,3,win,no-go,NGW,11.0,Q,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,99,5,lose,go,GAL,10.0,N,elianto,1,1,0.853,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,100,7,win,go,GW,8.0,X,elianto,1,1,0.575,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,101,4,win,no-go,NGW,11.0,Q,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,102,6,lose,go,GAL,10.0,N,elianto,1,1,0.573,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,103,8,win,go,GW,8.0,X,elianto,1,1,0.59,1,1.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,104,6,win,no-go,NGW,9.0,F,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,105,7,lose,go,GAL,10.0,N,elianto,1,1,0.616,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,106,7,win,no-go,NGW,9.0,F,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,107,5,win,no-go,NGW,11.0,Q,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,108,9,win,go,GW,8.0,X,elianto,1,1,0.427,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,109,6,win,no-go,NGW,11.0,Q,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,110,8,win,no-go,NGW,9.0,F,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,111,8,lose,go,GAL,10.0,N,elianto,1,1,0.507,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,112,10,win,go,GW,8.0,X,elianto,1,1,0.43,1,1.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,113,9,lose,go,GAL,10.0,N,elianto,1,1,0.484,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,114,7,win,no-go,NGW,11.0,Q,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,115,11,win,go,GW,8.0,X,elianto,1,1,0.877,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,116,9,win,no-go,NGW,9.0,F,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,117,10,win,no-go,NGW,9.0,F,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,118,8,win,no-go,NGW,11.0,Q,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,1,3a,119,12,win,go,GW,8.0,X,elianto,1,1,0.547,1,1.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,1,3a,120,10,lose,go,GAL,10.0,N,elianto,1,1,0.525,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,121,1,win,no-go,NGW,3.0,K,elianto,0,1,0.465,0,0.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,122,1,win,go,GW,0.0,V,elianto,1,1,0.273,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,123,1,lose,no-go,NGAL,2.0,D,elianto,0,1,0.311,0,1.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,124,1,lose,go,GAL,1.0,J,elianto,1,1,0.672,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,125,2,win,no-go,NGW,3.0,K,elianto,0,1,0.911,0,1.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,126,2,lose,no-go,NGAL,2.0,D,elianto,0,1,0.558,0,0.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,127,2,win,go,GW,0.0,V,elianto,1,1,0.577,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,128,2,lose,go,GAL,1.0,J,elianto,1,1,0.469,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,129,3,lose,go,GAL,1.0,J,elianto,1,1,0.458,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,130,3,win,no-go,NGW,3.0,K,elianto,0,1,0.738,0,0.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,131,3,lose,no-go,NGAL,2.0,D,elianto,0,0,,1,1.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,132,3,win,go,GW,0.0,V,elianto,1,1,0.421,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,133,4,lose,no-go,NGAL,2.0,D,elianto,0,1,0.436,0,0.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,134,4,win,go,GW,0.0,V,elianto,1,1,0.529,1,1.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,135,4,win,no-go,NGW,3.0,K,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,136,4,lose,go,GAL,1.0,J,elianto,1,1,0.626,1,1.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,137,5,win,go,GW,0.0,V,elianto,1,1,0.488,1,1.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,138,5,lose,go,GAL,1.0,J,elianto,1,1,0.404,1,1.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,139,5,win,no-go,NGW,3.0,K,elianto,0,1,0.725,0,1.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,140,5,lose,no-go,NGAL,2.0,D,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,141,6,win,no-go,NGW,3.0,K,elianto,0,1,0.509,0,0.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,142,6,lose,go,GAL,1.0,J,elianto,1,0,,0,0.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,143,6,win,go,GW,0.0,V,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,144,6,lose,no-go,NGAL,2.0,D,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,145,7,win,go,GW,0.0,V,elianto,1,1,0.459,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,146,7,lose,go,GAL,1.0,J,elianto,1,1,0.631,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,147,7,win,no-go,NGW,3.0,K,elianto,0,1,0.419,0,0.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,148,7,lose,no-go,NGAL,2.0,D,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,149,8,win,no-go,NGW,3.0,K,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,150,8,lose,no-go,NGAL,2.0,D,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,151,8,lose,go,GAL,1.0,J,elianto,1,1,0.494,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,152,8,win,go,GW,0.0,V,elianto,1,1,0.447,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,153,1,lose,no-go,NGAL,4.0,E,elianto,0,1,0.962,0,0.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,154,9,lose,go,GAL,1.0,J,elianto,1,1,0.693,1,1.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,155,9,win,go,GW,0.0,V,elianto,1,1,0.568,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,156,9,win,no-go,NGW,3.0,K,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,157,10,win,go,GW,0.0,V,elianto,1,1,0.846,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,158,2,lose,no-go,NGAL,4.0,E,elianto,0,1,0.756,0,0.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,159,10,lose,go,GAL,1.0,J,elianto,1,1,0.719,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,160,10,win,no-go,NGW,3.0,K,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,161,11,win,go,GW,0.0,V,elianto,1,1,0.538,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,162,3,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,163,11,win,no-go,NGW,3.0,K,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,164,1,lose,go,GAL,5.0,W,elianto,1,1,1.014,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,165,4,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,166,2,lose,go,GAL,5.0,W,elianto,1,1,0.714,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,167,12,win,no-go,NGW,3.0,K,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,168,12,win,go,GW,0.0,V,elianto,1,1,0.893,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,169,1,win,no-go,NGW,7.0,P,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,170,3,lose,go,GAL,5.0,W,elianto,1,1,0.714,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,171,5,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,172,1,win,no-go,NGW,6.0,S,elianto,0,1,0.632,0,0.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,173,2,win,no-go,NGW,7.0,P,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,174,2,win,no-go,NGW,6.0,S,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,175,6,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,176,4,lose,go,GAL,5.0,W,elianto,1,1,0.54,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,177,3,win,no-go,NGW,7.0,P,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,178,3,win,no-go,NGW,6.0,S,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,179,5,lose,go,GAL,5.0,W,elianto,1,1,0.507,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,180,7,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,181,4,win,no-go,NGW,6.0,S,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,182,4,win,no-go,NGW,7.0,P,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,183,6,lose,go,GAL,5.0,W,elianto,1,1,0.497,1,1.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,184,8,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,1.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,185,7,lose,go,GAL,5.0,W,elianto,1,1,0.5,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,186,5,win,no-go,NGW,6.0,S,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,187,9,lose,no-go,NGAL,4.0,E,elianto,0,1,1.048,0,0.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,188,5,win,no-go,NGW,7.0,P,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,189,6,win,no-go,NGW,7.0,P,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,190,6,win,no-go,NGW,6.0,S,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,191,8,lose,go,GAL,5.0,W,elianto,1,1,0.513,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,192,10,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,1.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,193,7,win,no-go,NGW,6.0,S,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,194,7,win,no-go,NGW,7.0,P,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,195,11,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,196,9,lose,go,GAL,5.0,W,elianto,1,1,0.683,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,197,10,lose,go,GAL,5.0,W,elianto,1,1,1.271,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,198,12,lose,no-go,NGAL,4.0,E,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,199,8,win,no-go,NGW,7.0,P,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,200,8,win,no-go,NGW,6.0,S,elianto,0,0,,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,201,1,win,go,GW,8.0,G,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,202,1,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,203,9,win,no-go,NGW,7.0,P,elianto,0,0,,1,1.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,204,11,lose,go,GAL,5.0,W,elianto,1,0,,0,1.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,205,2,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,206,10,win,no-go,NGW,7.0,P,elianto,0,0,,1,0.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,207,2,win,go,GW,8.0,G,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,208,12,lose,go,GAL,5.0,W,elianto,1,1,0.474,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,209,3,win,go,GW,8.0,G,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,210,3,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,211,1,win,go,GW,11.0,U,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,212,1,lose,go,GAL,10.0,L,elianto,1,0,,0,1.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,213,4,win,go,GW,8.0,G,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,214,2,win,go,GW,11.0,U,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,215,2,lose,go,GAL,10.0,L,elianto,1,0,,0,0.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,216,4,lose,no-go,NGAL,9.0,A,elianto,0,1,0.588,0,0.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,217,3,win,go,GW,11.0,U,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,218,3,lose,go,GAL,10.0,L,elianto,1,0,,0,0.0,-10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,219,5,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,220,5,win,go,GW,8.0,G,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,221,6,win,go,GW,8.0,G,elianto,1,0,,0,0.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,222,4,lose,go,GAL,10.0,L,elianto,1,1,0.79,1,0.0,-1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,223,4,win,go,GW,11.0,U,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,224,6,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,225,7,win,go,GW,8.0,G,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,226,5,lose,go,GAL,10.0,L,elianto,1,0,,0,0.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,227,5,win,go,GW,11.0,U,elianto,1,0,,0,0.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,228,7,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,1.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,229,6,lose,go,GAL,10.0,L,elianto,1,0,,0,0.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,230,6,win,go,GW,11.0,U,elianto,1,0,,0,0.0,+1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,231,8,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,232,8,win,go,GW,8.0,G,elianto,1,0,,0,1.0,+10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,233,9,win,go,GW,8.0,G,elianto,1,1,0.978,1,1.0,+1,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,234,7,lose,go,GAL,10.0,L,elianto,1,0,,0,0.0,-10,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,235,7,win,go,GW,11.0,U,elianto,1,1,0.303,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,236,9,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,237,8,win,go,GW,11.0,U,elianto,1,1,0.718,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,238,10,lose,no-go,NGAL,9.0,A,elianto,0,0,,1,0.0,-1,0
91ozs28t2tqcv9vxg71418gq,2,2,3a,239,10,win,go,GW,8.0,G,elianto,1,1,0.641,1,0.0,+10,1
91ozs28t2tqcv9vxg71418gq,2,2,3a,240,8,lose,go,GAL,10.0,L,elianto,1,0,,0,0.0,-10,0
9837apqznjy786osu3nc4ocv,2,1,3a,1,1,lose,no-go,NGAL,2.0,A,bacs2,0,1,0.499,0,0.0,-10,1
9837apqznjy786osu3nc4ocv,2,1,3a,2,1,win,no-go,NGW,3.0,U,bacs2,0,1,0.753,0,0.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,3,1,win,go,GW,0.0,N,bacs2,1,1,1.19,1,1.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,4,1,lose,go,GAL,1.0,F,bacs2,1,1,0.551,1,0.0,-1,1
9837apqznjy786osu3nc4ocv,2,1,3a,5,2,lose,no-go,NGAL,2.0,A,bacs2,0,0,,1,1.0,-10,0
9837apqznjy786osu3nc4ocv,2,1,3a,6,2,win,go,GW,0.0,N,bacs2,1,1,0.907,1,0.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,7,2,lose,go,GAL,1.0,F,bacs2,1,1,0.974,1,0.0,-1,1
9837apqznjy786osu3nc4ocv,2,1,3a,8,2,win,no-go,NGW,3.0,U,bacs2,0,0,,1,1.0,+1,0
9837apqznjy786osu3nc4ocv,2,1,3a,9,3,lose,go,GAL,1.0,F,bacs2,1,1,1.046,1,0.0,-1,1
9837apqznjy786osu3nc4ocv,2,1,3a,10,3,win,no-go,NGW,3.0,U,bacs2,0,1,0.975,0,0.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,11,3,lose,no-go,NGAL,2.0,A,bacs2,0,0,,1,0.0,-1,0
9837apqznjy786osu3nc4ocv,2,1,3a,12,3,win,go,GW,0.0,N,bacs2,1,1,0.902,1,0.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,13,4,lose,go,GAL,1.0,F,bacs2,1,0,,0,0.0,-10,0
9837apqznjy786osu3nc4ocv,2,1,3a,14,4,win,no-go,NGW,3.0,U,bacs2,0,0,,1,0.0,+10,0
9837apqznjy786osu3nc4ocv,2,1,3a,15,4,lose,no-go,NGAL,2.0,A,bacs2,0,1,1.22,0,0.0,-10,1
9837apqznjy786osu3nc4ocv,2,1,3a,16,4,win,go,GW,0.0,N,bacs2,1,0,,0,0.0,+1,0
9837apqznjy786osu3nc4ocv,2,1,3a,17,5,win,no-go,NGW,3.0,U,bacs2,0,1,0.908,0,0.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,18,5,win,go,GW,0.0,N,bacs2,1,1,0.634,1,0.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,19,5,lose,go,GAL,1.0,F,bacs2,1,0,,0,0.0,-10,0
9837apqznjy786osu3nc4ocv,2,1,3a,20,5,lose,no-go,NGAL,2.0,A,bacs2,0,1,0.979,0,0.0,-10,1
9837apqznjy786osu3nc4ocv,2,1,3a,21,6,win,go,GW,0.0,N,bacs2,1,1,0.653,1,0.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,22,6,lose,go,GAL,1.0,F,bacs2,1,0,,0,0.0,-10,0
9837apqznjy786osu3nc4ocv,2,1,3a,23,6,lose,no-go,NGAL,2.0,A,bacs2,0,1,1.29,0,0.0,-10,1
9837apqznjy786osu3nc4ocv,2,1,3a,24,6,win,no-go,NGW,3.0,U,bacs2,0,1,0.841,0,1.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,25,7,win,go,GW,0.0,N,bacs2,1,1,0.553,1,0.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,26,7,win,no-go,NGW,3.0,U,bacs2,0,1,0.927,0,0.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,27,7,lose,go,GAL,1.0,F,bacs2,1,1,0.852,1,0.0,-1,1
9837apqznjy786osu3nc4ocv,2,1,3a,28,7,lose,no-go,NGAL,2.0,A,bacs2,0,1,0.956,0,1.0,-1,1
9837apqznjy786osu3nc4ocv,2,1,3a,29,8,lose,go,GAL,1.0,F,bacs2,1,1,0.871,1,0.0,-1,1
9837apqznjy786osu3nc4ocv,2,1,3a,30,8,lose,no-go,NGAL,2.0,A,bacs2,0,1,0.896,0,0.0,-10,1
9837apqznjy786osu3nc4ocv,2,1,3a,31,8,win,go,GW,0.0,N,bacs2,1,1,0.618,1,1.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,32,8,win,no-go,NGW,3.0,U,bacs2,0,1,0.603,0,0.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,33,9,win,no-go,NGW,3.0,U,bacs2,0,0,,1,0.0,+10,0
9837apqznjy786osu3nc4ocv,2,1,3a,34,1,lose,no-go,NGAL,4.0,S,bacs2,0,1,1.187,0,0.0,-10,1
9837apqznjy786osu3nc4ocv,2,1,3a,35,9,lose,go,GAL,1.0,F,bacs2,1,0,,0,0.0,-10,0
9837apqznjy786osu3nc4ocv,2,1,3a,36,9,win,go,GW,0.0,N,bacs2,1,1,0.623,1,0.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,37,10,win,go,GW,0.0,N,bacs2,1,1,0.558,1,1.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,38,10,win,no-go,NGW,3.0,U,bacs2,0,0,,1,0.0,+10,0
9837apqznjy786osu3nc4ocv,2,1,3a,39,10,lose,go,GAL,1.0,F,bacs2,1,1,0.954,1,1.0,-10,1
9837apqznjy786osu3nc4ocv,2,1,3a,40,2,lose,no-go,NGAL,4.0,S,bacs2,0,0,,1,0.0,-1,0
9837apqznjy786osu3nc4ocv,2,1,3a,41,11,win,go,GW,0.0,N,bacs2,1,1,0.828,1,0.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,42,3,lose,no-go,NGAL,4.0,S,bacs2,0,0,,1,0.0,-1,0
9837apqznjy786osu3nc4ocv,2,1,3a,43,11,win,no-go,NGW,3.0,U,bacs2,0,0,,1,0.0,+10,0
9837apqznjy786osu3nc4ocv,2,1,3a,44,1,lose,go,GAL,5.0,L,bacs2,1,0,,0,1.0,-1,0
9837apqznjy786osu3nc4ocv,2,1,3a,45,4,lose,no-go,NGAL,4.0,S,bacs2,0,0,,1,0.0,-1,0
9837apqznjy786osu3nc4ocv,2,1,3a,46,2,lose,go,GAL,5.0,L,bacs2,1,0,,0,1.0,-1,0
9837apqznjy786osu3nc4ocv,2,1,3a,47,12,win,go,GW,0.0,N,bacs2,1,1,0.551,1,0.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,48,12,win,no-go,NGW,3.0,U,bacs2,0,0,,1,0.0,+10,0
9837apqznjy786osu3nc4ocv,2,1,3a,49,1,win,no-go,NGW,7.0,R,bacs2,0,1,0.917,0,1.0,+10,1
9837apqznjy786osu3nc4ocv,2,1,3a,50,3,lose,go,GAL,5.0,L,bacs2,1,0,,0,0.0,-10,0
9837apqznjy786osu3nc4ocv,2,1,3a,51,5,lose,no-go,NGAL,4.0,S,bacs2,0,0,,1,1.0,-10,0
9837apqznjy786osu3nc4ocv,2,1,3a,52,1,win,no-go,NGW,6.0,P,bacs2,0,1,1.005,0,0.0,+1,1
9837apqznjy786osu3nc4ocv,2,1,3a,53,2,win,no-go,NGW,7.0,R,bacs2,0,1,0.843,0,0.0,+1,1
