name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	0.933	0.00266	0.0529	0.847	0.932	1.02	396.0	0.168	1.0
beta_mu[1,2]	1.01	0.0026	0.0529	0.916	1.01	1.09	413.0	0.175	1.0
beta_mu[2,1]	1.01	0.00366	0.0972	0.842	1.01	1.16	707.0	0.299	1.0
beta_mu[2,2]	0.831	0.00371	0.102	0.667	0.832	0.995	748.0	0.317	1.0
beta_mu[3,1]	0.265	0.00284	0.0851	0.129	0.265	0.406	897.0	0.379	1.0
beta_mu[3,2]	0.236	0.00281	0.0847	0.0942	0.237	0.373	910.0	0.385	1.0
beta_mu[4,1]	-1.92	0.00637	0.164	-2.19	-1.92	-1.65	667.0	0.282	1.0
beta_mu[4,2]	-1.37	0.00633	0.167	-1.64	-1.37	-1.09	699.0	0.296	1.0
alpha[1]	-0.19	0.000531	0.021	-0.224	-0.19	-0.156	1560.0	0.66	1.0
beta_c_pr[1,1]	-1.44	0.00759	0.259	-1.88	-1.43	-1.02	1167.0	0.494	1.0
beta_c_pr[1,2]	-0.2	0.00601	0.242	-0.595	-0.2	0.202	1613.0	0.683	1.0
beta_c_pr[1,3]	0.866	0.00668	0.281	0.422	0.857	1.34	1769.0	0.748	1.0
beta_c_pr[1,4]	-0.421	0.00573	0.237	-0.81	-0.419	-0.0258	1712.0	0.724	1.0
beta_c_pr[1,5]	0.0232	0.00622	0.25	-0.388	0.024	0.428	1619.0	0.685	1.0
beta_c_pr[1,6]	-0.351	0.00623	0.233	-0.727	-0.358	0.0361	1398.0	0.591	1.0
beta_c_pr[1,7]	-0.416	0.00657	0.257	-0.844	-0.421	0.0136	1534.0	0.649	1.0
beta_c_pr[1,8]	0.19	0.0063	0.268	-0.247	0.185	0.641	1812.0	0.767	1.0
beta_c_pr[1,9]	1.27	0.00717	0.302	0.782	1.27	1.77	1774.0	0.751	0.999
beta_c_pr[1,10]	0.184	0.00565	0.247	-0.202	0.183	0.592	1911.0	0.809	0.999
beta_c_pr[1,11]	1.3	0.00701	0.281	0.849	1.29	1.76	1608.0	0.68	1.0
beta_c_pr[1,12]	-0.331	0.00606	0.242	-0.721	-0.335	0.0752	1592.0	0.674	1.0
beta_c_pr[1,13]	-1.03	0.00678	0.246	-1.44	-1.02	-0.64	1321.0	0.559	1.0
beta_c_pr[1,14]	1.38	0.00739	0.306	0.904	1.37	1.91	1710.0	0.724	0.999
beta_c_pr[1,15]	-1.4	0.00789	0.252	-1.82	-1.4	-1.0	1020.0	0.432	1.0
beta_c_pr[1,16]	0.158	0.00567	0.244	-0.24	0.157	0.568	1845.0	0.781	1.0
beta_c_pr[1,17]	-0.88	0.0065	0.251	-1.3	-0.877	-0.476	1493.0	0.632	1.0
beta_c_pr[1,18]	-0.932	0.00666	0.248	-1.36	-0.926	-0.536	1391.0	0.589	1.0
beta_c_pr[1,19]	-0.0577	0.00613	0.258	-0.48	-0.0579	0.377	1776.0	0.751	1.0
beta_c_pr[1,20]	1.09	0.00689	0.277	0.646	1.08	1.55	1615.0	0.683	1.0
beta_c_pr[1,21]	-0.635	0.00645	0.241	-1.04	-0.636	-0.239	1398.0	0.591	1.0
beta_c_pr[1,22]	-0.589	0.00609	0.244	-0.994	-0.588	-0.19	1600.0	0.677	1.0
beta_c_pr[1,23]	-0.127	0.00614	0.266	-0.556	-0.13	0.311	1872.0	0.792	1.0
beta_c_pr[1,24]	-0.615	0.00637	0.237	-1.0	-0.619	-0.225	1381.0	0.584	1.0
beta_c_pr[1,25]	-0.334	0.00639	0.24	-0.724	-0.338	0.0634	1406.0	0.595	1.0
beta_c_pr[1,26]	0.543	0.00668	0.264	0.122	0.537	0.984	1563.0	0.661	1.0
beta_c_pr[1,27]	-1.13	0.00737	0.252	-1.56	-1.12	-0.721	1167.0	0.494	1.0
beta_c_pr[1,28]	-1.61	0.00776	0.264	-2.06	-1.6	-1.19	1155.0	0.489	1.0
beta_c_pr[1,29]	-0.851	0.00699	0.264	-1.29	-0.848	-0.411	1429.0	0.605	1.0
beta_c_pr[1,30]	-0.694	0.00648	0.241	-1.09	-0.691	-0.302	1379.0	0.584	1.0
beta_c_pr[1,31]	0.355	0.0063	0.258	-0.0607	0.35	0.779	1681.0	0.711	1.0
beta_c_pr[1,32]	0.233	0.00628	0.262	-0.182	0.234	0.672	1743.0	0.737	1.0
beta_c_pr[1,33]	1.1	0.00742	0.292	0.642	1.08	1.61	1551.0	0.656	1.0
beta_c_pr[1,34]	-0.312	0.00677	0.258	-0.735	-0.316	0.125	1454.0	0.615	1.0
beta_c_pr[1,35]	0.942	0.00683	0.273	0.494	0.935	1.4	1594.0	0.674	1.0
beta_c_pr[1,36]	1.2	0.00712	0.308	0.709	1.19	1.73	1868.0	0.79	1.0
beta_c_pr[1,37]	1.86	0.0085	0.332	1.34	1.85	2.42	1523.0	0.644	1.0
beta_c_pr[1,38]	0.617	0.00623	0.261	0.194	0.615	1.05	1763.0	0.746	1.0
beta_c_pr[1,39]	2.02	0.00851	0.329	1.49	2.01	2.58	1497.0	0.633	1.0
beta_c_pr[1,40]	0.114	0.00714	0.268	-0.312	0.11	0.558	1411.0	0.597	1.0
beta_c_pr[1,41]	-0.373	0.00652	0.248	-0.776	-0.383	0.0399	1443.0	0.611	1.0
beta_c_pr[1,42]	0.785	0.00678	0.28	0.335	0.774	1.26	1706.0	0.722	0.999
beta_c_pr[1,43]	-1.21	0.00747	0.243	-1.61	-1.21	-0.813	1057.0	0.447	1.0
beta_c_pr[1,44]	-0.97	0.00656	0.236	-1.36	-0.968	-0.578	1299.0	0.55	1.0
beta_c_pr[1,45]	0.106	0.00632	0.263	-0.324	0.102	0.538	1727.0	0.731	0.999
beta_c_pr[1,46]	-1.09	0.00698	0.271	-1.55	-1.09	-0.643	1505.0	0.637	1.0
beta_c_pr[1,47]	0.143	0.00633	0.246	-0.257	0.141	0.553	1511.0	0.639	0.999
beta_c_pr[1,48]	-0.245	0.00562	0.235	-0.628	-0.243	0.133	1752.0	0.741	1.0
beta_c_pr[1,49]	-0.76	0.00648	0.271	-1.21	-0.764	-0.326	1749.0	0.74	1.0
beta_c_pr[1,50]	-1.58	0.00798	0.254	-2.02	-1.57	-1.17	1014.0	0.429	1.0
beta_c_pr[1,51]	-0.352	0.0064	0.24	-0.744	-0.356	0.0433	1401.0	0.593	1.0
beta_c_pr[1,52]	1.09	0.00757	0.293	0.621	1.09	1.58	1501.0	0.635	1.0
beta_c_pr[1,53]	-0.94	0.00699	0.261	-1.37	-0.938	-0.517	1398.0	0.591	1.0
beta_c_pr[1,54]	-0.775	0.00648	0.248	-1.19	-0.773	-0.377	1458.0	0.617	1.0
beta_c_pr[1,55]	2.12	0.00865	0.337	1.59	2.11	2.69	1519.0	0.643	1.0
beta_c_pr[1,56]	-0.268	0.00612	0.25	-0.679	-0.269	0.136	1674.0	0.708	1.0
beta_c_pr[1,57]	-1.27	0.00659	0.253	-1.7	-1.27	-0.866	1476.0	0.625	1.0
beta_c_pr[1,58]	-0.848	0.00645	0.247	-1.26	-0.851	-0.439	1464.0	0.62	1.0
beta_c_pr[1,59]	-0.725	0.00658	0.238	-1.12	-0.726	-0.332	1303.0	0.551	1.0
beta_c_pr[1,60]	2.17	0.00905	0.366	1.59	2.16	2.79	1637.0	0.693	1.0
