name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	0.932	0.00266	0.055	0.843	0.932	1.02	427.0	0.174	1.0
beta_mu[1,2]	1.0	0.00257	0.0542	0.914	1.0	1.09	444.0	0.181	1.01
beta_mu[2,1]	-0.65	0.00152	0.0644	-0.757	-0.649	-0.545	1797.0	0.732	1.0
beta_mu[2,2]	-0.304	0.00156	0.0668	-0.414	-0.304	-0.195	1825.0	0.743	1.0
beta_mu[3,1]	0.27	0.00228	0.0896	0.123	0.268	0.417	1542.0	0.628	1.0
beta_mu[3,2]	0.238	0.00227	0.0888	0.0921	0.239	0.382	1525.0	0.621	1.0
beta_mu[4,1]	1.4	0.00273	0.118	1.21	1.39	1.6	1875.0	0.763	1.0
beta_mu[4,2]	0.904	0.00271	0.119	0.707	0.904	1.1	1932.0	0.786	1.0
alpha[1]	-0.188	0.000469	0.0204	-0.222	-0.188	-0.155	1883.0	0.766	1.0
beta_c_pr[1,1]	-1.44	0.00729	0.263	-1.88	-1.44	-1.02	1299.0	0.529	1.0
beta_c_pr[1,2]	-0.196	0.00578	0.233	-0.571	-0.197	0.201	1628.0	0.663	1.0
beta_c_pr[1,3]	0.873	0.00651	0.286	0.42	0.868	1.36	1927.0	0.784	1.0
beta_c_pr[1,4]	-0.425	0.00624	0.247	-0.832	-0.422	-0.0302	1563.0	0.636	1.0
beta_c_pr[1,5]	0.0347	0.00584	0.249	-0.368	0.0312	0.44	1823.0	0.742	1.0
beta_c_pr[1,6]	-0.35	0.00645	0.245	-0.755	-0.345	0.0448	1443.0	0.588	1.0
beta_c_pr[1,7]	-0.417	0.00621	0.261	-0.851	-0.41	0.00264	1762.0	0.717	1.0
beta_c_pr[1,8]	0.202	0.00593	0.27	-0.234	0.199	0.655	2076.0	0.845	1.0
beta_c_pr[1,9]	1.28	0.00632	0.297	0.793	1.27	1.79	2212.0	0.9	1.0
beta_c_pr[1,10]	0.181	0.00598	0.249	-0.234	0.185	0.585	1738.0	0.707	1.0
beta_c_pr[1,11]	1.31	0.00727	0.293	0.834	1.31	1.8	1626.0	0.662	1.0
beta_c_pr[1,12]	-0.331	0.00626	0.252	-0.734	-0.329	0.0896	1619.0	0.659	1.0
beta_c_pr[1,13]	-1.02	0.00646	0.249	-1.43	-1.02	-0.625	1482.0	0.603	1.0
beta_c_pr[1,14]	1.39	0.00762	0.301	0.915	1.39	1.9	1559.0	0.635	1.0
beta_c_pr[1,15]	-1.4	0.00706	0.251	-1.82	-1.39	-0.998	1268.0	0.516	1.0
beta_c_pr[1,16]	0.164	0.00615	0.254	-0.26	0.162	0.586	1711.0	0.696	1.0
beta_c_pr[1,17]	-0.884	0.00658	0.259	-1.32	-0.886	-0.461	1547.0	0.63	1.0
beta_c_pr[1,18]	-0.935	0.0071	0.253	-1.37	-0.929	-0.539	1273.0	0.518	1.0
beta_c_pr[1,19]	-0.0478	0.00625	0.262	-0.482	-0.0523	0.385	1758.0	0.716	1.0
beta_c_pr[1,20]	1.09	0.00666	0.275	0.642	1.08	1.55	1711.0	0.697	1.0
beta_c_pr[1,21]	-0.628	0.00611	0.244	-1.03	-0.629	-0.22	1598.0	0.65	1.0
beta_c_pr[1,22]	-0.591	0.00632	0.253	-1.01	-0.588	-0.173	1597.0	0.65	1.0
beta_c_pr[1,23]	-0.115	0.00585	0.268	-0.546	-0.122	0.342	2102.0	0.856	1.0
beta_c_pr[1,24]	-0.615	0.00626	0.237	-1.01	-0.612	-0.225	1432.0	0.583	1.0
beta_c_pr[1,25]	-0.333	0.00597	0.239	-0.729	-0.333	0.0546	1607.0	0.654	1.0
beta_c_pr[1,26]	0.556	0.0058	0.266	0.124	0.557	0.999	2103.0	0.856	1.0
beta_c_pr[1,27]	-1.13	0.00701	0.253	-1.56	-1.12	-0.732	1305.0	0.531	1.0
beta_c_pr[1,28]	-1.61	0.00774	0.268	-2.05	-1.6	-1.18	1194.0	0.486	1.0
beta_c_pr[1,29]	-0.843	0.00651	0.264	-1.27	-0.841	-0.426	1647.0	0.67	1.0
beta_c_pr[1,30]	-0.692	0.00631	0.244	-1.1	-0.686	-0.297	1503.0	0.612	1.0
beta_c_pr[1,31]	0.358	0.00629	0.252	-0.0537	0.355	0.779	1607.0	0.654	1.0
beta_c_pr[1,32]	0.247	0.00614	0.276	-0.21	0.245	0.696	2018.0	0.821	1.0
beta_c_pr[1,33]	1.1	0.00688	0.292	0.625	1.09	1.59	1806.0	0.735	1.0
beta_c_pr[1,34]	-0.307	0.00603	0.265	-0.748	-0.305	0.129	1932.0	0.786	1.0
beta_c_pr[1,35]	0.956	0.00621	0.277	0.505	0.949	1.42	1997.0	0.813	1.0
beta_c_pr[1,36]	1.21	0.00669	0.314	0.707	1.2	1.75	2201.0	0.896	1.0
beta_c_pr[1,37]	1.87	0.00726	0.335	1.35	1.86	2.44	2134.0	0.869	1.0
beta_c_pr[1,38]	0.62	0.00651	0.266	0.183	0.62	1.06	1669.0	0.68	1.0
beta_c_pr[1,39]	2.03	0.00761	0.332	1.51	2.03	2.6	1900.0	0.773	1.0
beta_c_pr[1,40]	0.126	0.00628	0.27	-0.305	0.123	0.583	1845.0	0.751	1.0
beta_c_pr[1,41]	-0.367	0.00584	0.246	-0.766	-0.371	0.0359	1767.0	0.72	1.0
beta_c_pr[1,42]	0.793	0.00651	0.28	0.34	0.794	1.25	1851.0	0.754	1.0
beta_c_pr[1,43]	-1.21	0.00713	0.251	-1.63	-1.2	-0.803	1243.0	0.506	1.0
beta_c_pr[1,44]	-0.968	0.00673	0.238	-1.37	-0.96	-0.587	1255.0	0.511	1.0
beta_c_pr[1,45]	0.111	0.00585	0.271	-0.338	0.11	0.568	2140.0	0.871	1.0
beta_c_pr[1,46]	-1.08	0.00653	0.275	-1.54	-1.07	-0.638	1776.0	0.723	1.0
beta_c_pr[1,47]	0.148	0.00595	0.246	-0.251	0.145	0.56	1713.0	0.697	1.0
beta_c_pr[1,48]	-0.242	0.00623	0.245	-0.645	-0.246	0.161	1543.0	0.628	1.0
beta_c_pr[1,49]	-0.745	0.00616	0.283	-1.2	-0.739	-0.273	2106.0	0.857	1.0
beta_c_pr[1,50]	-1.58	0.00759	0.253	-2.0	-1.57	-1.17	1108.0	0.451	1.0
beta_c_pr[1,51]	-0.352	0.00622	0.248	-0.766	-0.353	0.0608	1590.0	0.647	1.0
beta_c_pr[1,52]	1.1	0.00695	0.299	0.616	1.1	1.6	1848.0	0.752	1.0
beta_c_pr[1,53]	-0.942	0.0071	0.267	-1.39	-0.945	-0.509	1412.0	0.575	1.0
beta_c_pr[1,54]	-0.776	0.00621	0.248	-1.2	-0.773	-0.371	1598.0	0.65	1.0
beta_c_pr[1,55]	2.13	0.00801	0.337	1.61	2.12	2.7	1765.0	0.719	1.0
beta_c_pr[1,56]	-0.262	0.00629	0.251	-0.667	-0.264	0.151	1586.0	0.646	1.0
beta_c_pr[1,57]	-1.27	0.00662	0.256	-1.69	-1.27	-0.86	1494.0	0.608	1.0
beta_c_pr[1,58]	-0.844	0.00629	0.254	-1.26	-0.837	-0.426	1631.0	0.664	1.0
beta_c_pr[1,59]	-0.729	0.00636	0.236	-1.12	-0.726	-0.344	1384.0	0.564	1.0
beta_c_pr[1,60]	2.2	0.00808	0.364	1.62	2.18	2.81	2034.0	0.828	1.0
beta_c_pr[1,61]	0.825	0.00642	0.275	0.387	0.816	1.28	1833.0	0.746	1.0
beta_c_pr[1,62]	-1.11	0.00715	0.256	-1.55	-1.11	-0.695	1279.0	0.521	1.0
beta_c_pr[1,63]	-0.355	0.00624	0.234	-0.735	-0.351	0.0323	1407.0	0.573	1.0
beta_c_pr[1,64]	-0.627	0.00595	0.252	-1.05	-0.626	-0.225	1788.0	0.728	1.0
beta_c_pr[1,65]	0.227	0.00555	0.26	-0.191	0.218	0.674	2195.0	0.894	1.0
beta_c_pr[1,66]	0.5	0.00562	0.264	0.0721	0.492	0.941	2198.0	0.895	1.0
beta_c_pr[1,67]	0.112	0.00603	0.275	-0.337	0.111	0.569	2079.0	0.847	1.0
beta_c_pr[1,68]	1.14	0.00727	0.282	0.686	1.13	1.61	1507.0	0.614	1.0
beta_c_pr[1,69]	0.285	0.00623	0.268	-0.157	0.287	0.73	1847.0	0.752	1.0
beta_c_pr[1,70]	1.05	0.00658	0.284	0.586	1.04	1.52	1855.0	0.755	1.0
beta_c_pr[1,71]	0.236	0.00597	0.263	-0.181	0.237	0.671	1937.0	0.788	1.0
beta_c_pr[1,72]	1.81	0.00805	0.329	1.27	1.81	2.36	1668.0	0.679	1.0
beta_c_pr[1,73]	1.84	0.0078	0.337	1.3	1.84	2.41	1868.0	0.761	1.0
beta_c_pr[1,74]	-0.0269	0.00581	0.244	-0.424	-0.0353	0.376	1761.0	0.717	1.0
beta_c_pr[1,75]	-1.04	0.00695	0.253	-1.46	-1.04	-0.626	1329.0	0.541	1.0
beta_c_pr[1,76]	1.69	0.00763	0.314	1.2	1.68	2.22	1693.0	0.689	1.0
beta_c_pr[1,77]	-0.46	0.00674	0.26	-0.887	-0.461	-0.0288	1490.0	0.607	1.0
beta_c_pr[1,78]	-0.638	0.00626	0.244	-1.04	-0.635	-0.236	1523.0	0.62	1.0
beta_c_pr[1,79]	0.967	0.00654	0.274	0.525	0.96	1.43	1757.0	0.715	1.0
beta_c_pr[1,80]	0.65	0.00612	0.257	0.243	0.643	1.07	1757.0	0.715	1.0
beta_c_pr[1,81]	-0.957	0.00647	0.261	-1.4	-0.956	-0.532	1626.0	0.662	1.0
beta_c_pr[1,82]	-0.107	0.00568	0.255	-0.527	-0.104	0.315	2017.0	0.821	1.0
beta_c_pr[1,83]	-1.08	0.00718	0.261	-1.51	-1.08	-0.663	1316.0	0.536	1.0
beta_c_pr[1,84]	-0.522	0.00628	0.234	-0.906	-0.524	-0.141	1388.0	0.565	1.0
beta_c_pr[1,85]	0.716	0.00592	0.28	0.262	0.708	1.19	2245.0	0.914	1.0
beta_c_pr[1,86]	-0.663	0.00629	0.244	-1.07	-0.662	-0.272	1501.0	0.611	1.0
beta_c_pr[1,87]	-0.714	0.006	0.248	-1.12	-0.713	-0.314	1710.0	0.696	1.0
beta_c_pr[1,88]	0.816	0.00601	0.275	0.373	0.809	1.28	2094.0	0.853	1.0
beta_c_pr[1,89]	-0.644	0.00613	0.244	-1.04	-0.646	-0.25	1588.0	0.646	1.0
beta_c_pr[1,90]	0.344	0.00634	0.247	-0.0668	0.341	0.752	1526.0	0.621	1.0
beta_c_pr[1,91]	-1.13	0.00698	0.281	-1.59	-1.13	-0.67	1625.0	0.661	1.0
beta_c_pr[1,92]	1.13	0.00712	0.289	0.668	1.11	1.62	1642.0	0.669	1.0
beta_c_pr[1,93]	1.62	0.00728	0.316	1.11	1.6	2.16	1877.0	0.764	1.0
beta_c_pr[1,94]	-1.04	0.00676	0.24	-1.43	-1.03	-0.65	1259.0	0.513	1.0
beta_c_pr[1,95]	-1.23	0.00707	0.265	-1.65	-1.22	-0.8	1401.0	0.57	1.0
beta_c_pr[1,96]	0.379	0.00645	0.273	-0.0678	0.375	0.837	1793.0	0.73	1.0
beta_c_pr[1,97]	-1.09	0.00686	0.267	-1.54	-1.09	-0.664	1510.0	0.615	1.0
beta_c_pr[1,98]	-0.474	0.0062	0.231	-0.857	-0.47	-0.0952	1390.0	0.566	1.0
beta_c_pr[1,99]	0.901	0.00595	0.279	0.449	0.898	1.36	2205.0	0.898	1.0
beta_c_pr[2,1]	-1.23	0.00743	0.567	-2.17	-1.23	-0.307	5831.0	2.37	0.999
beta_c_pr[2,2]	0.789	0.00632	0.576	-0.152	0.778	1.74	8299.0	3.38	0.999
beta_c_pr[2,3]	-0.834	0.0081	0.603	-1.81	-0.834	0.144	5546.0	2.26	1.0
beta_c_pr[2,4]	-0.679	0.00732	0.589	-1.69	-0.674	0.275	6485.0	2.64	1.0
beta_c_pr[2,5]	0.641	0.00727	0.597	-0.339	0.641	1.63	6739.0	2.74	0.999
