name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	0.984	0.0027	0.0655	0.876	0.984	1.09	590.0	0.427	1.0
beta_mu[1,2]	1.08	0.00274	0.066	0.971	1.08	1.19	581.0	0.42	1.0
beta_mu[2,1]	0.776	0.00445	0.134	0.552	0.777	0.993	911.0	0.659	1.0
beta_mu[2,2]	0.9	0.00428	0.133	0.68	0.899	1.12	970.0	0.702	1.0
beta_mu[3,1]	0.169	0.00336	0.114	-0.0209	0.171	0.354	1160.0	0.839	1.0
beta_mu[3,2]	0.291	0.00333	0.117	0.1	0.293	0.483	1226.0	0.886	1.0
beta_mu[4,1]	-1.26	0.00713	0.21	-1.6	-1.26	-0.915	868.0	0.628	1.0
beta_mu[4,2]	-1.49	0.00714	0.21	-1.83	-1.48	-1.15	863.0	0.624	1.0
alpha[1]	-0.247	0.000515	0.0261	-0.29	-0.246	-0.205	2573.0	1.86	1.0
beta_c_pr[1,1]	-1.34	0.00696	0.263	-1.78	-1.34	-0.914	1428.0	1.03	1.0
beta_c_pr[1,2]	-0.00448	0.00521	0.278	-0.467	-0.00553	0.457	2846.0	2.06	1.0
beta_c_pr[1,3]	1.29	0.00638	0.343	0.742	1.28	1.86	2888.0	2.09	1.0
beta_c_pr[1,4]	-1.09	0.00625	0.261	-1.53	-1.09	-0.656	1747.0	1.26	1.0
beta_c_pr[1,5]	0.17	0.00511	0.273	-0.274	0.173	0.615	2845.0	2.06	1.0
beta_c_pr[1,6]	-0.0446	0.00526	0.268	-0.475	-0.0414	0.398	2598.0	1.88	1.0
beta_c_pr[1,7]	-0.0943	0.00565	0.281	-0.545	-0.103	0.36	2483.0	1.8	1.0
beta_c_pr[1,8]	0.172	0.00529	0.283	-0.288	0.167	0.644	2865.0	2.07	1.0
beta_c_pr[1,9]	1.39	0.00643	0.346	0.835	1.37	1.98	2897.0	2.1	1.0
beta_c_pr[1,10]	0.25	0.00541	0.285	-0.206	0.252	0.729	2780.0	2.01	1.0
beta_c_pr[1,11]	0.925	0.00545	0.306	0.433	0.916	1.44	3158.0	2.28	1.0
beta_c_pr[1,12]	-0.568	0.00555	0.272	-1.01	-0.569	-0.129	2398.0	1.73	1.0
beta_c_pr[1,13]	-1.11	0.0065	0.275	-1.57	-1.09	-0.674	1789.0	1.29	1.0
beta_c_pr[1,14]	0.75	0.00516	0.304	0.255	0.747	1.25	3476.0	2.51	1.0
beta_c_pr[1,15]	-1.18	0.00659	0.267	-1.62	-1.19	-0.743	1638.0	1.19	1.0
beta_c_pr[1,16]	0.78	0.00563	0.302	0.289	0.776	1.29	2874.0	2.08	1.0
beta_c_pr[1,17]	-0.983	0.00592	0.274	-1.44	-0.976	-0.539	2139.0	1.55	1.0
beta_c_pr[1,18]	-0.946	0.00608	0.265	-1.39	-0.945	-0.52	1907.0	1.38	1.0
beta_c_pr[1,19]	-0.0692	0.00533	0.261	-0.487	-0.071	0.361	2397.0	1.73	1.0
beta_c_pr[1,20]	0.943	0.00557	0.307	0.453	0.935	1.46	3033.0	2.19	1.0
beta_c_pr[1,21]	-0.579	0.00561	0.261	-1.01	-0.577	-0.162	2169.0	1.57	1.0
beta_c_pr[1,22]	-0.333	0.00536	0.28	-0.79	-0.332	0.124	2719.0	1.97	1.0
beta_c_pr[1,23]	1.1	0.00606	0.345	0.541	1.09	1.68	3245.0	2.35	0.999
beta_c_pr[1,24]	-0.855	0.00585	0.259	-1.29	-0.848	-0.428	1970.0	1.43	1.0
beta_c_pr[1,25]	-0.148	0.00476	0.266	-0.584	-0.148	0.296	3125.0	2.26	1.0
beta_c_pr[1,26]	0.883	0.00557	0.307	0.397	0.874	1.4	3038.0	2.2	0.999
beta_c_pr[1,27]	-1.23	0.00668	0.271	-1.68	-1.22	-0.793	1642.0	1.19	1.0
beta_c_pr[1,28]	-1.56	0.00742	0.276	-2.03	-1.56	-1.11	1388.0	1.0	1.0
beta_c_pr[1,29]	-0.752	0.00591	0.299	-1.25	-0.754	-0.258	2565.0	1.86	1.0
beta_c_pr[1,30]	-0.516	0.00562	0.257	-0.939	-0.519	-0.0927	2088.0	1.51	1.0
beta_c_pr[1,31]	0.411	0.00502	0.29	-0.0671	0.413	0.891	3333.0	2.41	1.0
beta_c_pr[1,32]	-0.964	0.00605	0.265	-1.41	-0.96	-0.537	1924.0	1.39	1.0
beta_c_pr[1,33]	0.629	0.00554	0.287	0.169	0.628	1.11	2685.0	1.94	1.0
beta_c_pr[1,34]	-0.339	0.00568	0.28	-0.805	-0.341	0.114	2440.0	1.76	1.0
beta_c_pr[1,35]	0.814	0.00579	0.298	0.34	0.807	1.32	2647.0	1.91	1.0
beta_c_pr[1,36]	0.505	0.00574	0.307	0.018	0.494	1.02	2867.0	2.07	1.0
beta_c_pr[1,37]	1.68	0.00632	0.355	1.11	1.67	2.27	3150.0	2.28	1.0
beta_c_pr[1,38]	0.893	0.00558	0.312	0.387	0.879	1.42	3123.0	2.26	1.0
beta_c_pr[1,39]	1.78	0.00663	0.357	1.22	1.76	2.4	2903.0	2.1	0.999
beta_c_pr[1,40]	0.158	0.00535	0.28	-0.302	0.158	0.621	2731.0	1.98	1.0
beta_c_pr[1,41]	-0.248	0.00545	0.264	-0.681	-0.248	0.185	2352.0	1.7	1.0
beta_c_pr[1,42]	0.318	0.0056	0.278	-0.135	0.317	0.785	2464.0	1.78	1.0
beta_c_pr[1,43]	-1.04	0.00646	0.264	-1.49	-1.04	-0.614	1670.0	1.21	1.0
beta_c_pr[1,44]	-0.965	0.00612	0.259	-1.4	-0.963	-0.55	1789.0	1.29	1.0
beta_c_pr[1,45]	0.59	0.00545	0.308	0.0942	0.581	1.1	3189.0	2.31	1.0
beta_c_pr[1,46]	-1.3	0.00724	0.325	-1.83	-1.29	-0.763	2017.0	1.46	1.0
beta_c_pr[1,47]	-0.443	0.00549	0.259	-0.871	-0.443	-0.0148	2232.0	1.61	1.0
beta_c_pr[1,48]	-0.339	0.00583	0.263	-0.769	-0.338	0.094	2028.0	1.47	1.0
beta_c_pr[1,49]	-0.468	0.00569	0.301	-0.965	-0.469	0.0383	2802.0	2.03	1.0
