name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	1.03	0.00311	0.0572	0.934	1.03	1.12	337.0	0.205	1.01
beta_mu[1,2]	1.04	0.00325	0.057	0.951	1.05	1.14	308.0	0.187	1.01
beta_mu[2,1]	0.804	0.0056	0.115	0.618	0.802	0.995	420.0	0.255	1.01
beta_mu[2,2]	0.847	0.00548	0.116	0.658	0.846	1.04	447.0	0.271	1.01
beta_mu[3,1]	0.172	0.00469	0.0971	0.0097	0.17	0.332	429.0	0.261	1.02
beta_mu[3,2]	0.232	0.00368	0.0969	0.072	0.232	0.391	693.0	0.421	1.01
beta_mu[4,1]	-1.34	0.00912	0.181	-1.64	-1.34	-1.04	395.0	0.24	1.02
beta_mu[4,2]	-1.39	0.00841	0.181	-1.69	-1.39	-1.1	463.0	0.281	1.01
alpha[1]	-0.151	0.000512	0.0206	-0.185	-0.152	-0.117	1620.0	0.984	1.0
beta_c_pr[1,1]	-1.57	0.0105	0.242	-1.98	-1.57	-1.18	533.0	0.323	1.01
beta_c_pr[1,2]	-0.216	0.00634	0.223	-0.575	-0.218	0.148	1236.0	0.751	1.0
beta_c_pr[1,3]	0.751	0.00702	0.261	0.326	0.744	1.19	1379.0	0.837	1.0
beta_c_pr[1,4]	-1.25	0.00934	0.234	-1.63	-1.24	-0.877	625.0	0.38	1.01
beta_c_pr[1,5]	0.0616	0.00619	0.228	-0.314	0.0638	0.441	1359.0	0.825	1.0
beta_c_pr[1,6]	-0.0292	0.00703	0.235	-0.419	-0.0253	0.352	1116.0	0.678	1.0
beta_c_pr[1,7]	-0.309	0.00752	0.234	-0.69	-0.312	0.0704	966.0	0.587	1.0
beta_c_pr[1,8]	0.408	0.00622	0.235	0.0194	0.409	0.792	1423.0	0.864	1.0
beta_c_pr[1,9]	1.32	0.00772	0.292	0.872	1.31	1.82	1428.0	0.867	1.0
beta_c_pr[1,10]	0.348	0.00614	0.235	-0.033	0.347	0.745	1463.0	0.889	1.0
beta_c_pr[1,11]	1.22	0.00687	0.277	0.786	1.21	1.7	1629.0	0.989	1.0
beta_c_pr[1,12]	-0.386	0.00759	0.228	-0.764	-0.387	-0.00874	899.0	0.546	1.0
