name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	0.954	0.00214	0.0478	0.877	0.954	1.03	498.0	0.115	1.01
beta_mu[1,2]	1.03	0.00223	0.0481	0.948	1.03	1.11	467.0	0.108	1.01
beta_mu[2,1]	0.98	0.00279	0.0953	0.822	0.98	1.14	1167.0	0.269	1.0
beta_mu[2,2]	0.808	0.00286	0.0957	0.65	0.806	0.964	1116.0	0.257	1.0
beta_mu[3,1]	0.249	0.00242	0.0834	0.11	0.25	0.386	1192.0	0.274	1.0
beta_mu[3,2]	0.178	0.00237	0.0852	0.0396	0.176	0.319	1294.0	0.298	1.0
beta_mu[4,1]	-1.89	0.0047	0.155	-2.15	-1.89	-1.64	1082.0	0.249	1.0
beta_mu[4,2]	-1.32	0.00485	0.155	-1.58	-1.32	-1.07	1019.0	0.235	1.0
alpha[1]	-0.176	0.000474	0.0205	-0.21	-0.176	-0.143	1881.0	0.433	1.0
beta_c_pr[1,1]	-1.53	0.00663	0.265	-1.98	-1.52	-1.1	1599.0	0.368	1.0
beta_c_pr[1,2]	-1.48	0.00634	0.255	-1.91	-1.48	-1.07	1620.0	0.373	1.0
beta_c_pr[1,3]	-0.367	0.00512	0.239	-0.751	-0.369	0.0225	2178.0	0.502	1.0
beta_c_pr[1,4]	0.0722	0.00534	0.261	-0.359	0.0768	0.491	2386.0	0.549	1.0
beta_c_pr[1,5]	-0.363	0.0047	0.241	-0.753	-0.362	0.0269	2625.0	0.605	1.0
beta_c_pr[1,6]	-0.0807	0.00527	0.254	-0.5	-0.0797	0.335	2318.0	0.534	1.0
beta_c_pr[1,7]	-0.356	0.00532	0.245	-0.766	-0.353	0.0465	2117.0	0.488	1.0
beta_c_pr[1,8]	-0.651	0.00564	0.252	-1.07	-0.646	-0.241	2002.0	0.461	1.0
beta_c_pr[1,9]	0.489	0.00577	0.267	0.0572	0.483	0.94	2136.0	0.492	1.0
beta_c_pr[1,10]	-0.206	0.00546	0.249	-0.615	-0.208	0.196	2083.0	0.48	1.0
beta_c_pr[1,11]	1.03	0.00592	0.297	0.554	1.02	1.53	2521.0	0.581	1.0
beta_c_pr[1,12]	0.297	0.00583	0.248	-0.118	0.293	0.698	1806.0	0.416	1.0
beta_c_pr[1,13]	1.59	0.00595	0.314	1.1	1.59	2.12	2785.0	0.641	1.0
beta_c_pr[1,14]	-0.0283	0.00545	0.251	-0.439	-0.0299	0.399	2128.0	0.49	1.0
beta_c_pr[1,15]	-1.4	0.00628	0.255	-1.84	-1.39	-0.995	1648.0	0.38	1.0
beta_c_pr[1,16]	1.86	0.0071	0.324	1.34	1.84	2.41	2080.0	0.479	1.0
beta_c_pr[1,17]	-1.32	0.00646	0.258	-1.75	-1.31	-0.9	1600.0	0.368	1.0
beta_c_pr[1,18]	1.25	0.00665	0.296	0.788	1.24	1.75	1975.0	0.455	1.0
beta_c_pr[1,19]	-0.535	0.00535	0.25	-0.952	-0.53	-0.139	2174.0	0.501	1.0
beta_c_pr[1,20]	-0.692	0.00561	0.262	-1.12	-0.693	-0.259	2178.0	0.502	1.0
beta_c_pr[1,21]	-0.315	0.00517	0.244	-0.719	-0.311	0.0811	2236.0	0.515	1.0
beta_c_pr[1,22]	0.169	0.00567	0.279	-0.292	0.165	0.631	2424.0	0.558	1.0
beta_c_pr[1,23]	0.851	0.00635	0.289	0.39	0.842	1.34	2078.0	0.479	1.0
beta_c_pr[1,24]	-0.808	0.00572	0.245	-1.21	-0.804	-0.411	1839.0	0.424	1.0
beta_c_pr[1,25]	-0.43	0.00572	0.248	-0.845	-0.427	-0.0307	1884.0	0.434	1.0
beta_c_pr[1,26]	-0.859	0.00576	0.251	-1.28	-0.854	-0.452	1906.0	0.439	1.0
beta_c_pr[1,27]	0.272	0.00538	0.255	-0.134	0.264	0.703	2247.0	0.517	1.0
beta_c_pr[1,28]	-0.285	0.00525	0.246	-0.699	-0.288	0.12	2192.0	0.505	1.0
beta_c_pr[1,29]	0.335	0.00561	0.269	-0.11	0.326	0.786	2301.0	0.53	1.0
beta_c_pr[1,30]	-1.64	0.00652	0.279	-2.11	-1.63	-1.19	1829.0	0.421	1.0
beta_c_pr[1,31]	-0.877	0.00572	0.244	-1.28	-0.878	-0.462	1821.0	0.419	1.0
beta_c_pr[1,32]	-0.928	0.00576	0.244	-1.34	-0.925	-0.533	1800.0	0.415	1.0
beta_c_pr[1,33]	-0.195	0.00546	0.249	-0.598	-0.205	0.226	2082.0	0.48	1.0
