name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	1.68	0.0025	0.0833	1.54	1.68	1.81	1107.0	0.629	1.0
beta_mu[1,2]	1.7	0.00255	0.085	1.56	1.7	1.84	1112.0	0.632	1.0
beta_mu[2,1]	0.513	0.00357	0.088	0.367	0.515	0.657	607.0	0.345	1.01
beta_mu[2,2]	0.54	0.00376	0.0904	0.387	0.542	0.687	578.0	0.328	1.0
beta_mu[3,1]	1.04	0.00215	0.0754	0.917	1.04	1.17	1225.0	0.696	1.0
beta_mu[3,2]	1.08	0.00222	0.0766	0.955	1.08	1.21	1185.0	0.673	1.0
beta_mu[4,1]	0.875	0.00259	0.0818	0.741	0.875	1.01	999.0	0.567	1.0
beta_mu[4,2]	0.856	0.0027	0.083	0.717	0.857	0.992	946.0	0.537	1.0
alpha[1]	-0.15	0.000418	0.0205	-0.183	-0.15	-0.116	2402.0	1.36	1.0
beta_c_pr[1,1]	-2.05	0.00646	0.327	-2.61	-2.05	-1.54	2559.0	1.45	1.0
beta_c_pr[1,2]	-0.579	0.0054	0.347	-1.14	-0.586	0.0133	4114.0	2.34	1.0
beta_c_pr[1,3]	1.29	0.00646	0.464	0.549	1.27	2.07	5160.0	2.93	1.0
beta_c_pr[1,4]	-1.01	0.00549	0.324	-1.54	-1.01	-0.487	3482.0	1.98	1.0
beta_c_pr[1,5]	-0.292	0.00523	0.347	-0.852	-0.296	0.286	4420.0	2.51	1.0
beta_c_pr[1,6]	-0.38	0.00528	0.343	-0.93	-0.387	0.184	4216.0	2.4	1.0
beta_c_pr[1,7]	0.417	0.00596	0.375	-0.183	0.415	1.05	3952.0	2.24	1.0
beta_c_pr[1,8]	-0.279	0.00482	0.349	-0.84	-0.291	0.311	5247.0	2.98	1.0
beta_c_pr[1,9]	1.19	0.00595	0.446	0.491	1.17	1.94	5625.0	3.2	1.0
beta_c_pr[1,10]	-0.901	0.00532	0.318	-1.42	-0.899	-0.381	3571.0	2.03	0.999
beta_c_pr[1,11]	0.186	0.00575	0.379	-0.432	0.189	0.82	4342.0	2.47	1.0
beta_c_pr[1,12]	0.298	0.00522	0.362	-0.292	0.291	0.901	4808.0	2.73	1.0
beta_c_pr[1,13]	-1.53	0.00614	0.331	-2.08	-1.53	-0.986	2910.0	1.65	1.0
beta_c_pr[1,14]	-0.497	0.00559	0.332	-1.04	-0.5	0.0684	3539.0	2.01	1.0
beta_c_pr[1,15]	-1.28	0.00568	0.329	-1.81	-1.28	-0.747	3355.0	1.91	1.0
beta_c_pr[1,16]	-1.16	0.00578	0.321	-1.7	-1.16	-0.647	3079.0	1.75	1.0
beta_c_pr[1,17]	0.295	0.00622	0.399	-0.348	0.287	0.953	4125.0	2.34	1.0
beta_c_pr[1,18]	-0.504	0.00489	0.329	-1.05	-0.502	0.0408	4524.0	2.57	1.0
beta_c_pr[1,19]	0.861	0.00592	0.396	0.227	0.85	1.53	4489.0	2.55	1.0
beta_c_pr[1,20]	0.732	0.00599	0.404	0.0855	0.723	1.41	4549.0	2.58	1.0
beta_c_pr[1,21]	-0.321	0.00534	0.344	-0.872	-0.322	0.256	4159.0	2.36	1.0
beta_c_pr[1,22]	0.722	0.00601	0.416	0.0561	0.717	1.43	4796.0	2.72	1.0
beta_c_pr[1,23]	0.381	0.00582	0.383	-0.229	0.362	1.03	4333.0	2.46	1.0
beta_c_pr[1,24]	-1.09	0.00566	0.322	-1.64	-1.09	-0.575	3242.0	1.84	1.0
beta_c_pr[1,25]	0.187	0.00539	0.345	-0.365	0.175	0.779	4098.0	2.33	1.0
beta_c_pr[1,26]	0.975	0.00621	0.446	0.267	0.957	1.76	5159.0	2.93	1.0
beta_c_pr[1,27]	-0.51	0.005	0.323	-1.04	-0.503	0.00684	4177.0	2.37	1.0
beta_c_pr[1,28]	-3.58	0.00878	0.394	-4.24	-3.57	-2.95	2018.0	1.15	1.0
beta_c_pr[1,29]	-1.04	0.00575	0.318	-1.58	-1.04	-0.539	3057.0	1.74	1.0
beta_c_pr[1,30]	-0.208	0.00549	0.349	-0.774	-0.211	0.379	4036.0	2.29	1.0
beta_c_pr[1,31]	0.511	0.00547	0.401	-0.123	0.495	1.2	5368.0	3.05	1.0
