name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	0.985	0.00232	0.0646	0.879	0.985	1.09	776.0	0.545	1.0
beta_mu[1,2]	1.08	0.00239	0.0655	0.975	1.08	1.19	751.0	0.527	1.0
beta_mu[2,1]	-0.317	0.00178	0.0924	-0.466	-0.318	-0.165	2690.0	1.89	1.0
beta_mu[2,2]	-0.299	0.00184	0.0924	-0.449	-0.3	-0.148	2514.0	1.76	1.0
beta_mu[3,1]	0.179	0.0029	0.12	-0.0163	0.177	0.381	1704.0	1.2	1.0
beta_mu[3,2]	0.299	0.00297	0.121	0.0992	0.3	0.496	1662.0	1.17	1.0
beta_mu[4,1]	0.933	0.00281	0.144	0.694	0.934	1.17	2623.0	1.84	0.999
beta_mu[4,2]	0.917	0.00287	0.15	0.67	0.919	1.16	2742.0	1.92	1.0
alpha[1]	-0.245	0.000439	0.0255	-0.288	-0.245	-0.204	3371.0	2.37	1.0
beta_c_pr[1,1]	-1.35	0.00586	0.261	-1.78	-1.34	-0.923	1976.0	1.39	1.0
beta_c_pr[1,2]	-0.00971	0.00466	0.269	-0.443	-0.0129	0.438	3340.0	2.34	1.0
beta_c_pr[1,3]	1.3	0.0055	0.347	0.754	1.29	1.91	3992.0	2.8	1.0
beta_c_pr[1,4]	-1.1	0.00597	0.255	-1.52	-1.09	-0.685	1828.0	1.28	1.0
beta_c_pr[1,5]	0.171	0.00503	0.283	-0.285	0.172	0.638	3151.0	2.21	1.0
beta_c_pr[1,6]	-0.0482	0.00474	0.263	-0.483	-0.0476	0.387	3077.0	2.16	1.0
beta_c_pr[1,7]	-0.0914	0.00486	0.28	-0.543	-0.0961	0.382	3315.0	2.33	1.0
beta_c_pr[1,8]	0.172	0.00517	0.283	-0.295	0.174	0.651	2995.0	2.1	1.0
beta_c_pr[1,9]	1.39	0.00569	0.351	0.837	1.38	1.99	3799.0	2.67	1.0
beta_c_pr[1,10]	0.25	0.0048	0.286	-0.204	0.244	0.729	3552.0	2.49	1.0
beta_c_pr[1,11]	0.94	0.00557	0.31	0.433	0.932	1.46	3096.0	2.17	1.0
beta_c_pr[1,12]	-0.57	0.00471	0.261	-0.994	-0.571	-0.15	3073.0	2.16	1.0
beta_c_pr[1,13]	-1.1	0.00572	0.277	-1.56	-1.1	-0.656	2344.0	1.64	0.999
beta_c_pr[1,14]	0.752	0.00551	0.31	0.254	0.747	1.27	3158.0	2.22	1.0
beta_c_pr[1,15]	-1.19	0.00548	0.263	-1.63	-1.19	-0.777	2299.0	1.61	1.0
beta_c_pr[1,16]	0.781	0.00516	0.298	0.308	0.777	1.27	3326.0	2.33	1.0
beta_c_pr[1,17]	-0.983	0.00558	0.276	-1.44	-0.983	-0.539	2439.0	1.71	1.0
beta_c_pr[1,18]	-0.956	0.00559	0.271	-1.39	-0.95	-0.525	2348.0	1.65	1.0
beta_c_pr[1,19]	-0.0664	0.00466	0.266	-0.491	-0.0669	0.378	3262.0	2.29	1.0
beta_c_pr[1,20]	0.942	0.00516	0.31	0.436	0.935	1.46	3620.0	2.54	1.0
beta_c_pr[1,21]	-0.583	0.0053	0.264	-1.03	-0.581	-0.163	2477.0	1.74	1.0
beta_c_pr[1,22]	-0.334	0.00483	0.281	-0.795	-0.332	0.126	3396.0	2.38	1.0
beta_c_pr[1,23]	1.11	0.00616	0.358	0.537	1.1	1.71	3374.0	2.37	1.0
beta_c_pr[1,24]	-0.856	0.00495	0.259	-1.27	-0.857	-0.435	2725.0	1.91	1.0
beta_c_pr[1,25]	-0.151	0.00492	0.263	-0.584	-0.153	0.283	2861.0	2.01	1.0
beta_c_pr[1,26]	0.888	0.00497	0.3	0.42	0.883	1.4	3661.0	2.57	1.0
beta_c_pr[1,27]	-1.23	0.0056	0.264	-1.66	-1.23	-0.8	2215.0	1.55	1.0
beta_c_pr[1,28]	-1.56	0.00608	0.27	-2.02	-1.56	-1.14	1969.0	1.38	1.0
beta_c_pr[1,29]	-0.752	0.00528	0.308	-1.27	-0.75	-0.254	3397.0	2.38	1.0
beta_c_pr[1,30]	-0.526	0.00512	0.254	-0.95	-0.524	-0.114	2459.0	1.73	1.0
beta_c_pr[1,31]	0.415	0.00501	0.299	-0.061	0.405	0.922	3577.0	2.51	1.0
beta_c_pr[1,32]	-0.969	0.0054	0.262	-1.41	-0.963	-0.542	2350.0	1.65	1.0
beta_c_pr[1,33]	0.641	0.00498	0.31	0.151	0.627	1.17	3884.0	2.73	0.999
beta_c_pr[1,34]	-0.333	0.00496	0.292	-0.801	-0.337	0.158	3466.0	2.43	1.0
beta_c_pr[1,35]	0.813	0.00504	0.293	0.346	0.802	1.3	3383.0	2.37	1.0
beta_c_pr[1,36]	0.523	0.00549	0.321	0.00835	0.517	1.06	3410.0	2.39	1.0
beta_c_pr[1,37]	1.69	0.00607	0.373	1.09	1.67	2.32	3766.0	2.64	1.0
beta_c_pr[1,38]	0.897	0.00463	0.31	0.389	0.893	1.41	4470.0	3.14	1.0
beta_c_pr[1,39]	1.79	0.0063	0.366	1.23	1.77	2.4	3365.0	2.36	1.0
beta_c_pr[1,40]	0.163	0.00476	0.281	-0.289	0.156	0.623	3489.0	2.45	1.0
beta_c_pr[1,41]	-0.247	0.00452	0.26	-0.672	-0.245	0.177	3296.0	2.31	1.0
beta_c_pr[1,42]	0.322	0.0049	0.294	-0.171	0.317	0.799	3602.0	2.53	1.0
beta_c_pr[1,43]	-1.05	0.00538	0.26	-1.49	-1.04	-0.637	2334.0	1.64	1.0
beta_c_pr[1,44]	-0.967	0.00507	0.257	-1.4	-0.961	-0.558	2564.0	1.8	1.0
beta_c_pr[1,45]	0.593	0.00505	0.31	0.102	0.586	1.12	3755.0	2.64	1.0
beta_c_pr[1,46]	-1.29	0.00597	0.336	-1.84	-1.29	-0.745	3161.0	2.22	1.0
beta_c_pr[1,47]	-0.452	0.00563	0.259	-0.878	-0.449	-0.0372	2113.0	1.48	1.0
beta_c_pr[1,48]	-0.341	0.00497	0.272	-0.786	-0.339	0.101	2997.0	2.1	1.0
beta_c_pr[1,49]	-0.444	0.00537	0.306	-0.934	-0.452	0.0606	3255.0	2.28	1.0
beta_c_pr[1,50]	-1.27	0.00601	0.279	-1.74	-1.26	-0.809	2150.0	1.51	1.0
beta_c_pr[1,51]	-0.325	0.00515	0.263	-0.753	-0.321	0.104	2615.0	1.84	1.0
beta_c_pr[1,52]	1.14	0.00558	0.331	0.608	1.13	1.71	3521.0	2.47	1.0
beta_c_pr[1,53]	-1.42	0.00597	0.288	-1.9	-1.41	-0.953	2323.0	1.63	1.0
beta_c_pr[1,54]	-0.732	0.00609	0.272	-1.19	-0.727	-0.293	1988.0	1.4	1.0
beta_c_pr[1,55]	1.86	0.00608	0.363	1.29	1.86	2.47	3560.0	2.5	1.0
beta_c_pr[1,56]	-0.252	0.00466	0.253	-0.667	-0.255	0.169	2939.0	2.06	1.0
