name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	2.0	0.00197	0.102	1.84	2.01	2.17	2667.0	2.11	1.0
beta_mu[1,2]	1.69	0.00209	0.1	1.53	1.69	1.86	2293.0	1.81	1.0
beta_mu[2,1]	0.00781	0.0023	0.0932	-0.146	0.00615	0.158	1647.0	1.3	1.0
beta_mu[2,2]	0.232	0.00236	0.0901	0.0797	0.232	0.382	1453.0	1.15	1.0
beta_mu[3,1]	1.02	0.0015	0.0762	0.896	1.02	1.14	2567.0	2.03	1.0
beta_mu[3,2]	1.01	0.0015	0.0765	0.884	1.0	1.13	2609.0	2.06	1.0
beta_mu[4,1]	0.805	0.00136	0.0702	0.69	0.804	0.923	2671.0	2.11	1.0
beta_mu[4,2]	0.777	0.00141	0.0704	0.662	0.776	0.895	2500.0	1.98	1.0
alpha[1]	-0.284	0.000432	0.0258	-0.326	-0.283	-0.241	3556.0	2.81	1.0
beta_c_pr[1,1]	-1.21	0.00621	0.448	-1.94	-1.22	-0.468	5199.0	4.11	1.0
beta_c_pr[1,2]	0.0179	0.00594	0.482	-0.746	-0.00142	0.84	6583.0	5.21	1.0
beta_c_pr[1,3]	-0.8	0.00572	0.403	-1.46	-0.808	-0.116	4973.0	3.93	1.0
beta_c_pr[1,4]	0.58	0.00684	0.519	-0.237	0.568	1.45	5750.0	4.55	1.0
beta_c_pr[1,5]	0.0459	0.00726	0.52	-0.77	0.0227	0.927	5124.0	4.05	1.0
beta_c_pr[1,6]	-0.368	0.00577	0.452	-1.1	-0.379	0.384	6133.0	4.85	0.999
beta_c_pr[1,7]	-0.474	0.00566	0.437	-1.18	-0.476	0.25	5961.0	4.72	0.999
beta_c_pr[1,8]	0.11	0.00659	0.508	-0.692	0.0923	0.989	5933.0	4.7	1.0
beta_c_pr[1,9]	0.939	0.0071	0.543	0.0756	0.925	1.85	5853.0	4.63	1.0
beta_c_pr[1,10]	0.0556	0.00663	0.495	-0.732	0.0455	0.895	5570.0	4.41	1.0
beta_c_pr[1,11]	1.01	0.007	0.565	0.105	1.01	1.95	6517.0	5.16	1.0
beta_c_pr[1,12]	0.298	0.00654	0.48	-0.475	0.289	1.11	5404.0	4.28	1.0
beta_c_pr[1,13]	0.482	0.00729	0.524	-0.35	0.456	1.39	5168.0	4.09	1.0
beta_c_pr[1,14]	0.502	0.00691	0.517	-0.32	0.492	1.39	5590.0	4.42	1.0
beta_c_pr[1,15]	-0.326	0.0062	0.461	-1.07	-0.329	0.432	5530.0	4.38	1.0
beta_c_pr[1,16]	-0.336	0.00607	0.47	-1.11	-0.345	0.439	5996.0	4.74	1.0
beta_c_pr[1,17]	-2.35	0.00604	0.389	-3.01	-2.34	-1.72	4156.0	3.29	1.0
beta_c_pr[1,18]	-0.338	0.00677	0.503	-1.15	-0.349	0.514	5517.0	4.37	1.0
beta_c_pr[1,19]	-0.688	0.00534	0.412	-1.35	-0.693	-0.00866	5957.0	4.71	1.0
beta_c_pr[1,20]	-0.25	0.00601	0.472	-1.0	-0.257	0.535	6167.0	4.88	1.0
beta_c_pr[1,21]	0.334	0.00674	0.506	-0.457	0.312	1.18	5635.0	4.46	0.999
beta_c_pr[1,22]	0.908	0.00754	0.573	0.0247	0.881	1.87	5775.0	4.57	1.0
beta_c_pr[1,23]	1.04	0.00688	0.531	0.196	1.03	1.95	5955.0	4.71	0.999
beta_c_pr[1,24]	-0.571	0.00571	0.437	-1.27	-0.578	0.167	5877.0	4.65	1.0
beta_c_pr[1,25]	-0.561	0.00543	0.399	-1.22	-0.566	0.0851	5412.0	4.28	1.0
beta_c_pr[1,26]	-0.435	0.00656	0.488	-1.23	-0.452	0.388	5534.0	4.38	1.0
beta_c_pr[1,27]	-1.07	0.0057	0.404	-1.74	-1.07	-0.407	5020.0	3.97	1.0
beta_c_pr[1,28]	-0.484	0.0053	0.426	-1.15	-0.496	0.216	6459.0	5.11	0.999
beta_c_pr[1,29]	0.0945	0.00605	0.474	-0.646	0.081	0.902	6123.0	4.85	0.999
beta_c_pr[1,30]	-0.0178	0.00661	0.515	-0.845	-0.0204	0.847	6055.0	4.79	1.0
beta_c_pr[1,31]	-0.0743	0.00586	0.461	-0.818	-0.0792	0.702	6189.0	4.9	1.0
beta_c_pr[1,32]	-0.283	0.00595	0.462	-1.02	-0.29	0.503	6023.0	4.77	0.999
beta_c_pr[1,33]	-0.326	0.00528	0.428	-1.02	-0.339	0.401	6585.0	5.21	1.0
beta_c_pr[1,34]	0.0369	0.00666	0.492	-0.749	0.0163	0.879	5453.0	4.31	1.0
beta_c_pr[1,35]	1.6	0.00784	0.641	0.594	1.57	2.67	6681.0	5.29	0.999
beta_c_pr[1,36]	1.32	0.0078	0.59	0.37	1.3	2.31	5717.0	4.52	1.0
beta_c_pr[1,37]	0.462	0.00656	0.515	-0.362	0.448	1.34	6160.0	4.87	1.0
beta_c_pr[1,38]	0.625	0.00688	0.549	-0.227	0.612	1.55	6357.0	5.03	1.0
beta_c_pr[1,39]	1.56	0.00733	0.596	0.594	1.55	2.58	6602.0	5.22	1.0
beta_c_pr[1,40]	1.15	0.00716	0.563	0.248	1.14	2.11	6173.0	4.88	1.0
beta_c_pr[1,41]	-1.35	0.00604	0.434	-2.04	-1.36	-0.623	5164.0	4.09	1.0
beta_c_pr[1,42]	0.645	0.00698	0.528	-0.223	0.633	1.54	5711.0	4.52	1.0
beta_c_pr[1,43]	-1.26	0.00547	0.4	-1.92	-1.25	-0.61	5366.0	4.25	1.0
beta_c_pr[1,44]	1.62	0.0081	0.598	0.67	1.59	2.63	5461.0	4.32	0.999
beta_c_pr[1,45]	0.0153	0.00595	0.476	-0.754	0.00702	0.847	6401.0	5.07	1.0
beta_c_pr[1,46]	1.62	0.00916	0.602	0.692	1.6	2.63	4324.0	3.42	1.0
beta_c_pr[1,47]	1.24	0.00731	0.582	0.306	1.24	2.21	6348.0	5.02	1.0
beta_c_pr[1,48]	-0.748	0.00566	0.429	-1.45	-0.751	-0.0495	5740.0	4.54	1.0
beta_c_pr[1,49]	-1.39	0.0054	0.382	-2.02	-1.39	-0.786	5017.0	3.97	1.0
