name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	0.953	0.00236	0.0513	0.868	0.954	1.04	471.0	0.102	1.01
beta_mu[1,2]	1.03	0.00255	0.0507	0.943	1.03	1.11	397.0	0.0861	1.01
beta_mu[2,1]	-0.663	0.00169	0.0706	-0.779	-0.663	-0.548	1751.0	0.38	1.0
beta_mu[2,2]	-0.336	0.00193	0.0712	-0.453	-0.336	-0.22	1356.0	0.294	1.0
beta_mu[3,1]	0.25	0.00235	0.086	0.111	0.249	0.395	1340.0	0.291	1.0
beta_mu[3,2]	0.174	0.00231	0.0852	0.0327	0.175	0.311	1358.0	0.294	1.0
beta_mu[4,1]	1.4	0.00283	0.124	1.19	1.4	1.6	1924.0	0.417	1.0
beta_mu[4,2]	0.968	0.00322	0.125	0.762	0.968	1.18	1505.0	0.326	1.0
alpha[1]	-0.176	0.00044	0.0205	-0.21	-0.176	-0.142	2168.0	0.47	1.0
beta_c_pr[1,1]	-1.52	0.00701	0.262	-1.98	-1.51	-1.11	1402.0	0.304	1.0
beta_c_pr[1,2]	-1.48	0.00662	0.257	-1.91	-1.47	-1.07	1502.0	0.326	1.0
beta_c_pr[1,3]	-0.364	0.00583	0.249	-0.788	-0.364	0.0445	1821.0	0.395	1.0
beta_c_pr[1,4]	0.0742	0.00496	0.261	-0.345	0.0723	0.508	2777.0	0.602	1.0
beta_c_pr[1,5]	-0.364	0.00506	0.246	-0.767	-0.364	0.0433	2367.0	0.513	1.0
beta_c_pr[1,6]	-0.0778	0.00564	0.257	-0.503	-0.0803	0.349	2078.0	0.451	1.0
beta_c_pr[1,7]	-0.347	0.00559	0.253	-0.773	-0.347	0.0707	2056.0	0.446	1.0
beta_c_pr[1,8]	-0.645	0.00564	0.252	-1.06	-0.646	-0.234	1999.0	0.434	1.0
beta_c_pr[1,9]	0.496	0.00561	0.266	0.0589	0.494	0.934	2259.0	0.49	1.0
beta_c_pr[1,10]	-0.202	0.00556	0.25	-0.621	-0.2	0.205	2025.0	0.439	1.0
beta_c_pr[1,11]	1.02	0.00578	0.299	0.552	1.01	1.53	2679.0	0.581	1.0
beta_c_pr[1,12]	0.296	0.00554	0.249	-0.108	0.292	0.711	2019.0	0.438	1.0
beta_c_pr[1,13]	1.59	0.00622	0.312	1.09	1.59	2.12	2516.0	0.546	0.999
beta_c_pr[1,14]	-0.0213	0.00578	0.268	-0.457	-0.0163	0.415	2157.0	0.468	1.0
beta_c_pr[1,15]	-1.4	0.0067	0.257	-1.83	-1.39	-0.994	1472.0	0.319	1.0
beta_c_pr[1,16]	1.85	0.00638	0.316	1.35	1.85	2.39	2457.0	0.533	1.0
beta_c_pr[1,17]	-1.31	0.0068	0.255	-1.74	-1.3	-0.904	1410.0	0.306	1.0
beta_c_pr[1,18]	1.24	0.00592	0.288	0.779	1.24	1.75	2374.0	0.515	1.0
