name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	1.02	0.00281	0.0606	0.923	1.02	1.12	465.0	0.1	1.0
beta_mu[1,2]	1.04	0.00276	0.0593	0.949	1.04	1.14	461.0	0.0994	1.0
beta_mu[2,1]	-0.36	0.00152	0.066	-0.469	-0.358	-0.251	1875.0	0.404	1.0
beta_mu[2,2]	-0.316	0.00155	0.0667	-0.426	-0.315	-0.208	1857.0	0.4	1.0
beta_mu[3,1]	0.172	0.00292	0.0977	0.0116	0.172	0.331	1118.0	0.241	1.0
beta_mu[3,2]	0.228	0.00295	0.0985	0.0685	0.227	0.393	1114.0	0.24	1.0
beta_mu[4,1]	0.996	0.0029	0.121	0.796	0.995	1.19	1752.0	0.378	1.0
beta_mu[4,2]	0.937	0.00294	0.123	0.735	0.935	1.14	1758.0	0.379	1.0
alpha[1]	-0.15	0.000382	0.02	-0.183	-0.149	-0.117	2739.0	0.59	0.999
beta_c_pr[1,1]	-1.57	0.00827	0.25	-1.99	-1.57	-1.17	910.0	0.196	1.0
beta_c_pr[1,2]	-0.215	0.00588	0.233	-0.602	-0.21	0.156	1565.0	0.337	1.0
beta_c_pr[1,3]	0.76	0.00604	0.278	0.316	0.753	1.23	2112.0	0.455	1.0
beta_c_pr[1,4]	-1.25	0.00767	0.239	-1.65	-1.25	-0.853	969.0	0.209	1.0
beta_c_pr[1,5]	0.0671	0.00565	0.238	-0.318	0.0578	0.473	1775.0	0.383	1.0
beta_c_pr[1,6]	-0.0279	0.00575	0.229	-0.407	-0.0307	0.344	1587.0	0.342	0.999
beta_c_pr[1,7]	-0.312	0.00608	0.237	-0.703	-0.31	0.0686	1520.0	0.328	0.999
beta_c_pr[1,8]	0.41	0.00588	0.244	0.0168	0.408	0.811	1719.0	0.37	1.0
beta_c_pr[1,9]	1.34	0.00657	0.293	0.869	1.33	1.83	1987.0	0.428	1.0
beta_c_pr[1,10]	0.352	0.00623	0.239	-0.0323	0.346	0.758	1479.0	0.319	1.0
beta_c_pr[1,11]	1.23	0.0061	0.283	0.777	1.22	1.71	2152.0	0.464	1.0
beta_c_pr[1,12]	-0.377	0.00612	0.238	-0.758	-0.38	0.0151	1513.0	0.326	0.999
beta_c_pr[1,13]	-1.64	0.00801	0.26	-2.08	-1.63	-1.22	1053.0	0.227	1.0
beta_c_pr[1,14]	1.22	0.00635	0.286	0.769	1.21	1.7	2033.0	0.438	0.999
beta_c_pr[1,15]	-1.29	0.00758	0.244	-1.71	-1.28	-0.909	1034.0	0.223	1.0
beta_c_pr[1,16]	0.2	0.00551	0.228	-0.18	0.199	0.574	1712.0	0.369	1.0
beta_c_pr[1,17]	-0.94	0.00682	0.247	-1.35	-0.933	-0.536	1315.0	0.284	1.0
beta_c_pr[1,18]	-0.596	0.00607	0.228	-0.977	-0.595	-0.218	1407.0	0.303	1.0
beta_c_pr[1,19]	0.126	0.00561	0.238	-0.276	0.125	0.526	1800.0	0.388	1.0
beta_c_pr[1,20]	0.851	0.00606	0.265	0.441	0.842	1.29	1912.0	0.412	1.0
beta_c_pr[1,21]	-0.819	0.00672	0.236	-1.21	-0.813	-0.435	1232.0	0.266	0.999
beta_c_pr[1,22]	-0.211	0.00598	0.243	-0.619	-0.208	0.174	1655.0	0.357	1.0
beta_c_pr[1,23]	0.452	0.00608	0.253	0.0418	0.455	0.874	1735.0	0.374	1.0
beta_c_pr[1,24]	-0.22	0.00608	0.239	-0.616	-0.218	0.185	1541.0	0.332	1.0
beta_c_pr[1,25]	-0.105	0.00584	0.239	-0.498	-0.102	0.293	1665.0	0.359	1.0
beta_c_pr[1,26]	0.875	0.00591	0.269	0.447	0.869	1.33	2063.0	0.445	1.0
beta_c_pr[1,27]	-1.81	0.00831	0.257	-2.25	-1.8	-1.41	960.0	0.207	1.0
beta_c_pr[1,28]	-0.998	0.00695	0.251	-1.42	-0.987	-0.597	1308.0	0.282	1.0
beta_c_pr[1,29]	-0.779	0.00653	0.227	-1.15	-0.778	-0.411	1212.0	0.261	1.0
beta_c_pr[1,30]	-0.153	0.00579	0.238	-0.551	-0.151	0.242	1694.0	0.365	1.0
beta_c_pr[1,31]	0.192	0.00602	0.257	-0.22	0.19	0.628	1828.0	0.394	0.999
beta_c_pr[1,32]	0.791	0.00599	0.263	0.366	0.793	1.22	1932.0	0.417	1.0
beta_c_pr[1,33]	-0.287	0.0056	0.25	-0.695	-0.289	0.132	1989.0	0.429	0.999
beta_c_pr[1,34]	0.733	0.0062	0.255	0.31	0.731	1.15	1696.0	0.366	1.0
beta_c_pr[1,35]	0.72	0.00553	0.272	0.286	0.72	1.18	2411.0	0.52	1.0
beta_c_pr[1,36]	1.14	0.0064	0.281	0.684	1.13	1.61	1932.0	0.416	1.0
beta_c_pr[1,37]	0.548	0.00572	0.25	0.136	0.541	0.96	1913.0	0.412	0.999
beta_c_pr[1,38]	1.85	0.00745	0.328	1.33	1.83	2.41	1941.0	0.418	1.0
beta_c_pr[1,39]	0.318	0.00559	0.247	-0.0888	0.317	0.722	1960.0	0.422	1.0
beta_c_pr[1,40]	-0.142	0.006	0.243	-0.531	-0.145	0.265	1646.0	0.355	0.999
beta_c_pr[1,41]	0.695	0.00589	0.256	0.285	0.697	1.12	1897.0	0.409	1.0
beta_c_pr[1,42]	-1.25	0.00742	0.236	-1.64	-1.23	-0.865	1015.0	0.219	1.0
beta_c_pr[1,43]	-0.131	0.00632	0.243	-0.53	-0.132	0.267	1476.0	0.318	1.0
beta_c_pr[1,44]	-1.05	0.0072	0.262	-1.49	-1.04	-0.634	1321.0	0.285	1.0
beta_c_pr[1,45]	0.0151	0.00578	0.237	-0.379	0.014	0.407	1687.0	0.364	1.0
beta_c_pr[1,46]	-0.307	0.00642	0.241	-0.687	-0.313	0.0895	1406.0	0.303	1.0
beta_c_pr[1,47]	-0.137	0.00608	0.288	-0.611	-0.136	0.342	2244.0	0.484	1.0
beta_c_pr[1,48]	1.26	0.00669	0.282	0.801	1.25	1.72	1777.0	0.383	1.0
beta_c_pr[1,49]	-1.7	0.00823	0.259	-2.12	-1.69	-1.28	992.0	0.214	1.0
beta_c_pr[1,50]	-0.952	0.00701	0.244	-1.36	-0.949	-0.554	1209.0	0.261	1.0
beta_c_pr[1,51]	1.77	0.0067	0.311	1.27	1.76	2.3	2163.0	0.466	1.0
beta_c_pr[1,52]	-1.36	0.00764	0.263	-1.8	-1.36	-0.932	1184.0	0.255	1.0
beta_c_pr[1,53]	-0.765	0.00681	0.238	-1.17	-0.76	-0.376	1221.0	0.263	1.0
beta_c_pr[1,54]	-0.832	0.00648	0.223	-1.21	-0.826	-0.482	1181.0	0.254	1.0
beta_c_pr[1,55]	1.88	0.00731	0.321	1.36	1.87	2.42	1935.0	0.417	1.0
beta_c_pr[1,56]	0.67	0.00582	0.248	0.265	0.668	1.09	1815.0	0.391	1.0
beta_c_pr[1,57]	-1.18	0.00717	0.241	-1.59	-1.18	-0.787	1132.0	0.244	1.0
beta_c_pr[1,58]	-0.197	0.00637	0.233	-0.576	-0.199	0.19	1337.0	0.288	1.0
beta_c_pr[1,59]	-1.5	0.00805	0.275	-1.95	-1.49	-1.06	1165.0	0.251	1.0
beta_c_pr[1,60]	0.777	0.00621	0.279	0.322	0.772	1.25	2018.0	0.435	1.0
beta_c_pr[1,61]	0.472	0.00551	0.239	0.0831	0.472	0.87	1887.0	0.407	1.0
beta_c_pr[1,62]	0.149	0.0065	0.258	-0.276	0.146	0.571	1576.0	0.34	1.0
beta_c_pr[1,63]	0.871	0.00648	0.268	0.44	0.864	1.32	1706.0	0.368	1.0
beta_c_pr[1,64]	0.925	0.00614	0.263	0.514	0.928	1.37	1831.0	0.395	1.0
beta_c_pr[1,65]	0.925	0.00616	0.27	0.5	0.918	1.37	1920.0	0.414	1.0
beta_c_pr[1,66]	0.00694	0.00597	0.239	-0.374	0.00638	0.399	1604.0	0.346	0.999
beta_c_pr[1,67]	2.52	0.00845	0.383	1.92	2.51	3.17	2059.0	0.444	1.0
beta_c_pr[1,68]	1.69	0.00664	0.302	1.21	1.68	2.2	2075.0	0.447	1.0
beta_c_pr[1,69]	-0.0858	0.00557	0.232	-0.466	-0.0855	0.297	1738.0	0.375	1.0
beta_c_pr[1,70]	-0.802	0.00658	0.231	-1.18	-0.8	-0.424	1236.0	0.266	1.0
beta_c_pr[1,71]	1.39	0.00714	0.304	0.915	1.38	1.91	1809.0	0.39	1.0
beta_c_pr[1,72]	-0.578	0.00634	0.257	-1.0	-0.575	-0.161	1646.0	0.355	1.0
beta_c_pr[1,73]	-0.927	0.00707	0.249	-1.35	-0.919	-0.525	1235.0	0.266	1.0
beta_c_pr[1,74]	0.867	0.00582	0.263	0.445	0.863	1.31	2044.0	0.441	1.0
beta_c_pr[1,75]	-0.162	0.00643	0.232	-0.543	-0.165	0.22	1304.0	0.281	1.0
beta_c_pr[1,76]	-0.534	0.00644	0.236	-0.915	-0.531	-0.144	1338.0	0.288	1.0
beta_c_pr[1,77]	-0.606	0.00656	0.243	-1.01	-0.606	-0.214	1373.0	0.296	1.0
beta_c_pr[1,78]	-1.61	0.00798	0.255	-2.03	-1.6	-1.19	1023.0	0.221	1.0
beta_c_pr[1,79]	0.712	0.00586	0.262	0.283	0.707	1.16	1996.0	0.43	1.0
beta_c_pr[1,80]	-0.0273	0.00619	0.233	-0.417	-0.0253	0.358	1411.0	0.304	1.0
beta_c_pr[1,81]	0.23	0.00568	0.242	-0.171	0.229	0.625	1824.0	0.393	1.0
beta_c_pr[1,82]	-0.237	0.00602	0.249	-0.656	-0.235	0.174	1711.0	0.369	1.0
beta_c_pr[1,83]	-0.154	0.00588	0.234	-0.545	-0.155	0.223	1583.0	0.341	0.999
beta_c_pr[1,84]	-1.04	0.00677	0.25	-1.45	-1.04	-0.632	1360.0	0.293	1.0
beta_c_pr[1,85]	1.07	0.00624	0.268	0.639	1.07	1.52	1846.0	0.398	1.0
beta_c_pr[1,86]	1.3	0.00604	0.273	0.86	1.29	1.76	2048.0	0.442	1.0
beta_c_pr[1,87]	-0.726	0.00684	0.232	-1.11	-0.725	-0.346	1155.0	0.249	1.0
beta_c_pr[1,88]	-1.54	0.0076	0.26	-1.98	-1.53	-1.13	1166.0	0.251	1.0
beta_c_pr[1,89]	0.0394	0.00627	0.256	-0.368	0.0361	0.459	1673.0	0.361	1.0
beta_c_pr[1,90]	-0.526	0.00637	0.232	-0.919	-0.527	-0.151	1328.0	0.286	1.0
beta_c_pr[1,91]	1.24	0.00684	0.281	0.792	1.23	1.71	1690.0	0.364	1.0
beta_c_pr[2,1]	0.14	0.00784	0.544	-0.748	0.135	1.04	4822.0	1.04	1.0
beta_c_pr[2,2]	0.144	0.00744	0.55	-0.774	0.136	1.06	5452.0	1.18	0.999
beta_c_pr[2,3]	0.534	0.00781	0.593	-0.425	0.522	1.54	5762.0	1.24	1.0
beta_c_pr[2,4]	-0.886	0.00828	0.551	-1.81	-0.876	0.00843	4435.0	0.956	1.0
beta_c_pr[2,5]	0.6	0.00702	0.566	-0.324	0.593	1.55	6494.0	1.4	1.0
beta_c_pr[2,6]	0.932	0.00733	0.568	-0.018	0.934	1.86	6007.0	1.29	0.999
beta_c_pr[2,7]	-0.371	0.00677	0.535	-1.25	-0.365	0.496	6249.0	1.35	0.999
beta_c_pr[2,8]	1.07	0.00762	0.599	0.0832	1.07	2.07	6192.0	1.33	1.0
beta_c_pr[2,9]	0.816	0.00851	0.607	-0.189	0.811	1.82	5096.0	1.1	1.0
beta_c_pr[2,10]	0.486	0.00779	0.6	-0.487	0.493	1.48	5921.0	1.28	1.0
beta_c_pr[2,11]	-0.702	0.00769	0.646	-1.76	-0.704	0.362	7073.0	1.52	1.0
beta_c_pr[2,12]	0.416	0.00699	0.542	-0.471	0.418	1.3	6010.0	1.3	0.999
beta_c_pr[2,13]	0.46	0.00823	0.548	-0.452	0.468	1.34	4428.0	0.954	1.0
beta_c_pr[2,14]	0.0975	0.00986	0.68	-1.02	0.106	1.22	4754.0	1.02	0.999
beta_c_pr[2,15]	1.42	0.00702	0.533	0.549	1.41	2.31	5768.0	1.24	1.0
beta_c_pr[2,16]	0.757	0.00746	0.591	-0.243	0.766	1.72	6281.0	1.35	1.0
beta_c_pr[2,17]	0.506	0.00753	0.536	-0.398	0.51	1.38	5072.0	1.09	1.0
beta_c_pr[2,18]	-1.0	0.00703	0.549	-1.92	-0.999	-0.104	6094.0	1.31	0.999
beta_c_pr[2,19]	-0.089	0.0072	0.55	-0.988	-0.0973	0.8	5831.0	1.26	1.0
beta_c_pr[2,20]	-1.14	0.00803	0.601	-2.14	-1.13	-0.156	5597.0	1.21	1.0
beta_c_pr[2,21]	1.01	0.00716	0.533	0.121	0.998	1.89	5537.0	1.19	1.0
beta_c_pr[2,22]	-1.37	0.0066	0.554	-2.26	-1.37	-0.466	7034.0	1.52	0.999
beta_c_pr[2,23]	1.53	0.00721	0.568	0.594	1.53	2.46	6200.0	1.34	0.999
beta_c_pr[2,24]	0.941	0.00713	0.589	-0.0247	0.943	1.92	6823.0	1.47	0.999
beta_c_pr[2,25]	-0.607	0.00712	0.565	-1.55	-0.611	0.313	6304.0	1.36	0.999
beta_c_pr[2,26]	-0.318	0.00768	0.621	-1.32	-0.31	0.69	6548.0	1.41	0.999
beta_c_pr[2,27]	0.142	0.00846	0.569	-0.819	0.153	1.06	4527.0	0.976	0.999
beta_c_pr[2,28]	0.827	0.0123	0.673	-0.315	0.846	1.91	2992.0	0.645	1.0
beta_c_pr[2,29]	0.924	0.00717	0.557	0.00668	0.919	1.86	6027.0	1.3	0.999
beta_c_pr[2,30]	-1.1	0.00764	0.568	-2.03	-1.08	-0.168	5523.0	1.19	1.0
beta_c_pr[2,31]	1.17	0.00749	0.545	0.293	1.17	2.06	5289.0	1.14	1.0
beta_c_pr[2,32]	-0.515	0.00762	0.6	-1.51	-0.506	0.458	6191.0	1.33	1.0
beta_c_pr[2,33]	0.491	0.00737	0.531	-0.393	0.495	1.38	5199.0	1.12	1.0
beta_c_pr[2,34]	-0.748	0.00852	0.598	-1.73	-0.748	0.235	4931.0	1.06	1.0
beta_c_pr[2,35]	0.287	0.00738	0.567	-0.648	0.297	1.2	5904.0	1.27	1.0
beta_c_pr[2,36]	-0.567	0.00839	0.586	-1.53	-0.567	0.368	4888.0	1.05	1.0
beta_c_pr[2,37]	-0.556	0.00747	0.601	-1.55	-0.555	0.453	6472.0	1.39	0.999
beta_c_pr[2,38]	-0.786	0.00877	0.699	-1.95	-0.777	0.404	6360.0	1.37	1.0
beta_c_pr[2,39]	0.317	0.00707	0.571	-0.622	0.315	1.27	6526.0	1.41	0.999
beta_c_pr[2,40]	1.14	0.00721	0.527	0.29	1.13	2.0	5338.0	1.15	1.0
beta_c_pr[2,41]	0.0941	0.00739	0.589	-0.883	0.103	1.06	6345.0	1.37	0.999
beta_c_pr[2,42]	1.18	0.00813	0.546	0.291	1.17	2.1	4513.0	0.973	1.0
beta_c_pr[2,43]	-0.128	0.00709	0.565	-1.07	-0.119	0.805	6367.0	1.37	1.0
beta_c_pr[2,44]	0.76	0.00891	0.57	-0.173	0.753	1.72	4094.0	0.882	1.0
beta_c_pr[2,45]	0.149	0.0082	0.603	-0.845	0.141	1.13	5416.0	1.17	1.0
beta_c_pr[2,46]	-0.738	0.00704	0.551	-1.65	-0.735	0.167	6131.0	1.32	0.999
beta_c_pr[2,47]	1.34	0.00917	0.555	0.428	1.35	2.25	3670.0	0.791	1.0
beta_c_pr[2,48]	-0.639	0.00809	0.663	-1.73	-0.646	0.461	6713.0	1.45	0.999
beta_c_pr[2,49]	-0.0497	0.00858	0.591	-1.01	-0.0612	0.92	4740.0	1.02	1.0
beta_c_pr[2,50]	-1.31	0.00733	0.555	-2.25	-1.3	-0.423	5746.0	1.24	0.999
beta_c_pr[2,51]	0.575	0.00824	0.63	-0.456	0.563	1.62	5849.0	1.26	0.999
beta_c_pr[2,52]	-2.01	0.00806	0.587	-2.96	-2.01	-1.06	5294.0	1.14	1.0
beta_c_pr[2,53]	0.676	0.00771	0.56	-0.263	0.669	1.6	5281.0	1.14	1.0
beta_c_pr[2,54]	0.604	0.00726	0.547	-0.284	0.611	1.49	5681.0	1.22	1.0
beta_c_pr[2,55]	0.615	0.00913	0.651	-0.458	0.607	1.71	5084.0	1.1	1.0
beta_c_pr[2,56]	-0.27	0.00684	0.589	-1.24	-0.268	0.697	7411.0	1.6	1.0
beta_c_pr[2,57]	-1.09	0.00749	0.55	-2.01	-1.09	-0.2	5384.0	1.16	1.0
beta_c_pr[2,58]	0.0034	0.00737	0.56	-0.928	0.00198	0.938	5766.0	1.24	0.999
beta_c_pr[2,59]	-1.55	0.00777	0.582	-2.5	-1.54	-0.61	5616.0	1.21	1.0
beta_c_pr[2,60]	0.0943	0.00737	0.557	-0.798	0.0889	1.0	5702.0	1.23	1.0
beta_c_pr[2,61]	0.523	0.00699	0.547	-0.375	0.525	1.42	6121.0	1.32	1.0
beta_c_pr[2,62]	0.125	0.00736	0.555	-0.798	0.133	1.02	5680.0	1.22	1.0
beta_c_pr[2,63]	0.31	0.00768	0.588	-0.646	0.312	1.28	5871.0	1.27	1.0
beta_c_pr[2,64]	-0.121	0.00778	0.618	-1.12	-0.117	0.875	6317.0	1.36	0.999
beta_c_pr[2,65]	-0.00966	0.00745	0.615	-1.02	-0.0121	1.01	6810.0	1.47	0.999
beta_c_pr[2,66]	-0.243	0.00763	0.553	-1.16	-0.236	0.647	5250.0	1.13	1.0
beta_c_pr[2,67]	0.0396	0.0138	0.807	-1.29	0.0613	1.34	3402.0	0.733	1.0
beta_c_pr[2,68]	0.529	0.00964	0.662	-0.562	0.543	1.62	4707.0	1.01	1.0
beta_c_pr[2,69]	0.151	0.0071	0.554	-0.746	0.148	1.08	6092.0	1.31	1.0
beta_c_pr[2,70]	-0.501	0.00687	0.537	-1.4	-0.5	0.377	6114.0	1.32	1.0
beta_c_pr[2,71]	-0.751	0.00911	0.595	-1.75	-0.739	0.247	4271.0	0.921	1.0
beta_c_pr[2,72]	0.239	0.00705	0.534	-0.636	0.233	1.12	5748.0	1.24	1.0
beta_c_pr[2,73]	0.582	0.00789	0.53	-0.284	0.583	1.47	4501.0	0.97	1.0
beta_c_pr[2,74]	-0.578	0.00932	0.68	-1.71	-0.563	0.527	5327.0	1.15	1.0
beta_c_pr[2,75]	2.21	0.00735	0.582	1.26	2.22	3.18	6271.0	1.35	0.999
beta_c_pr[2,76]	-1.67	0.00767	0.579	-2.63	-1.67	-0.725	5712.0	1.23	0.999
