name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	1.03	0.00213	0.0637	0.927	1.03	1.14	892.0	0.565	1.0
beta_mu[1,2]	1.12	0.0021	0.0628	1.01	1.12	1.22	895.0	0.567	1.0
beta_mu[2,1]	-0.443	0.00178	0.0906	-0.591	-0.442	-0.288	2596.0	1.64	1.0
beta_mu[2,2]	-0.265	0.00195	0.0945	-0.423	-0.263	-0.111	2344.0	1.48	1.0
beta_mu[3,1]	0.242	0.00251	0.112	0.0578	0.243	0.426	2001.0	1.27	1.0
beta_mu[3,2]	0.121	0.00238	0.111	-0.0578	0.122	0.301	2168.0	1.37	1.0
beta_mu[4,1]	1.12	0.0035	0.16	0.858	1.13	1.38	2106.0	1.33	1.0
beta_mu[4,2]	0.884	0.00336	0.161	0.618	0.883	1.15	2300.0	1.46	1.0
alpha[1]	-0.205	0.00049	0.0273	-0.25	-0.205	-0.159	3117.0	1.97	1.0
beta_c_pr[1,1]	-1.21	0.00568	0.3	-1.7	-1.22	-0.725	2778.0	1.76	1.0
beta_c_pr[1,2]	-1.48	0.00607	0.297	-1.96	-1.48	-0.994	2388.0	1.51	1.0
beta_c_pr[1,3]	-0.281	0.00509	0.304	-0.791	-0.278	0.216	3554.0	2.25	1.0
beta_c_pr[1,4]	0.0793	0.00515	0.314	-0.435	0.0716	0.61	3725.0	2.36	1.0
beta_c_pr[1,5]	-1.13	0.00548	0.299	-1.64	-1.12	-0.646	2976.0	1.88	1.0
beta_c_pr[1,6]	0.025	0.00496	0.306	-0.482	0.0193	0.534	3810.0	2.41	1.0
beta_c_pr[1,7]	0.0698	0.00508	0.313	-0.438	0.0643	0.595	3803.0	2.41	1.0
beta_c_pr[1,8]	-0.437	0.00526	0.299	-0.92	-0.437	0.0565	3225.0	2.04	1.0
beta_c_pr[1,9]	0.638	0.00542	0.331	0.105	0.63	1.19	3721.0	2.36	1.0
beta_c_pr[1,10]	0.283	0.00539	0.333	-0.249	0.28	0.836	3813.0	2.42	1.0
beta_c_pr[1,11]	1.03	0.00579	0.351	0.453	1.02	1.62	3671.0	2.33	1.0
beta_c_pr[1,12]	0.376	0.00512	0.301	-0.116	0.373	0.871	3453.0	2.19	1.0
beta_c_pr[1,13]	1.4	0.00584	0.363	0.829	1.39	2.01	3861.0	2.45	1.0
beta_c_pr[1,14]	-0.0675	0.00495	0.304	-0.561	-0.0717	0.442	3756.0	2.38	1.0
beta_c_pr[1,15]	-1.89	0.00673	0.31	-2.39	-1.88	-1.39	2122.0	1.34	1.0
beta_c_pr[1,16]	1.52	0.00609	0.375	0.915	1.5	2.15	3788.0	2.4	1.0
beta_c_pr[1,17]	-1.08	0.00538	0.303	-1.58	-1.08	-0.583	3172.0	2.01	1.0
beta_c_pr[1,18]	1.11	0.00551	0.353	0.55	1.1	1.7	4107.0	2.6	1.0
beta_c_pr[1,19]	-0.428	0.00523	0.293	-0.91	-0.428	0.059	3147.0	1.99	1.0
beta_c_pr[1,20]	-0.713	0.00534	0.308	-1.23	-0.713	-0.207	3317.0	2.1	1.0
beta_c_pr[1,21]	-0.0101	0.00521	0.292	-0.495	-0.0132	0.474	3153.0	2.0	1.0
beta_c_pr[1,22]	0.334	0.0055	0.325	-0.173	0.322	0.876	3493.0	2.21	1.0
beta_c_pr[1,23]	0.689	0.00544	0.358	0.13	0.679	1.29	4346.0	2.75	1.0
beta_c_pr[1,24]	-0.901	0.005	0.29	-1.39	-0.9	-0.427	3355.0	2.12	1.0
beta_c_pr[1,25]	-0.0586	0.00554	0.312	-0.569	-0.0675	0.449	3179.0	2.01	1.0
beta_c_pr[1,26]	-0.193	0.00495	0.304	-0.685	-0.191	0.312	3781.0	2.39	1.0
beta_c_pr[1,27]	0.744	0.00529	0.338	0.193	0.739	1.3	4093.0	2.59	1.0
beta_c_pr[1,28]	-0.00121	0.00495	0.306	-0.506	-0.00735	0.51	3840.0	2.43	1.0
beta_c_pr[1,29]	0.671	0.00569	0.349	0.107	0.66	1.26	3757.0	2.38	1.0
beta_c_pr[1,30]	-1.66	0.00623	0.308	-2.17	-1.65	-1.15	2438.0	1.54	1.0
beta_c_pr[1,31]	-1.0	0.0055	0.296	-1.5	-1.0	-0.526	2905.0	1.84	1.0
beta_c_pr[1,32]	-0.868	0.00509	0.294	-1.35	-0.86	-0.39	3338.0	2.11	1.0
beta_c_pr[1,33]	-0.622	0.00511	0.302	-1.13	-0.62	-0.121	3490.0	2.21	1.0
beta_c_pr[1,34]	1.63	0.00664	0.399	0.995	1.62	2.27	3608.0	2.28	1.0
beta_c_pr[1,35]	0.797	0.00584	0.354	0.224	0.789	1.4	3678.0	2.33	0.999
beta_c_pr[1,36]	-0.192	0.00526	0.326	-0.728	-0.19	0.347	3846.0	2.44	1.0
beta_c_pr[1,37]	0.533	0.00521	0.321	0.0242	0.524	1.08	3785.0	2.4	1.0
beta_c_pr[1,38]	0.875	0.00555	0.352	0.316	0.868	1.47	4025.0	2.55	1.0
beta_c_pr[1,39]	0.396	0.00501	0.312	-0.107	0.389	0.927	3873.0	2.45	1.0
beta_c_pr[1,40]	0.0676	0.00505	0.309	-0.434	0.0613	0.586	3743.0	2.37	1.0
beta_c_pr[1,41]	1.56	0.00622	0.394	0.923	1.55	2.22	4018.0	2.55	1.0
beta_c_pr[1,42]	0.513	0.00493	0.319	0.00153	0.503	1.05	4197.0	2.66	1.0
beta_c_pr[1,43]	0.0377	0.00529	0.329	-0.491	0.0368	0.59	3859.0	2.44	1.0
beta_c_pr[1,44]	1.02	0.00532	0.349	0.472	1.02	1.61	4299.0	2.72	1.0
beta_c_pr[1,45]	-1.28	0.00576	0.288	-1.76	-1.26	-0.819	2497.0	1.58	1.0
beta_c_pr[1,46]	-0.902	0.00511	0.295	-1.39	-0.902	-0.414	3346.0	2.12	1.0
beta_c_pr[1,47]	-0.67	0.00541	0.301	-1.18	-0.665	-0.177	3089.0	1.96	1.0
beta_c_pr[1,48]	0.694	0.0053	0.335	0.144	0.69	1.24	4002.0	2.53	1.0
beta_c_pr[1,49]	-0.17	0.00527	0.307	-0.671	-0.173	0.33	3384.0	2.14	1.0
beta_c_pr[1,50]	0.0765	0.00628	0.37	-0.504	0.064	0.7	3469.0	2.2	1.0
beta_c_pr[1,51]	1.2	0.00648	0.363	0.633	1.19	1.83	3151.0	2.0	1.0
beta_c_pr[1,52]	-1.62	0.00614	0.311	-2.13	-1.61	-1.12	2574.0	1.63	1.0
beta_c_pr[1,53]	-0.958	0.00495	0.297	-1.45	-0.961	-0.469	3604.0	2.28	1.0
beta_c_pr[1,54]	1.34	0.00593	0.384	0.728	1.33	1.99	4190.0	2.65	1.0
beta_c_pr[1,55]	1.41	0.00652	0.401	0.767	1.4	2.07	3777.0	2.39	1.0
beta_c_pr[1,56]	-1.05	0.00576	0.324	-1.59	-1.05	-0.513	3159.0	2.0	1.0
beta_c_pr[1,57]	-0.806	0.00518	0.303	-1.31	-0.81	-0.308	3429.0	2.17	1.0
beta_c_pr[1,58]	-0.773	0.00515	0.287	-1.24	-0.77	-0.314	3108.0	1.97	1.0
beta_c_pr[1,59]	1.59	0.00612	0.393	0.962	1.58	2.26	4130.0	2.62	1.0
beta_c_pr[1,60]	0.689	0.00553	0.341	0.136	0.674	1.26	3806.0	2.41	1.0
beta_c_pr[1,61]	-1.0	0.00525	0.293	-1.5	-0.994	-0.53	3109.0	1.97	1.0
beta_c_pr[1,62]	-0.106	0.00478	0.309	-0.603	-0.107	0.406	4189.0	2.65	1.0
beta_c_pr[1,63]	-0.823	0.00527	0.297	-1.31	-0.819	-0.34	3165.0	2.0	0.999
beta_c_pr[1,64]	-2.22	0.00672	0.346	-2.8	-2.21	-1.66	2651.0	1.68	1.0
beta_c_pr[1,65]	0.681	0.00587	0.351	0.131	0.666	1.27	3573.0	2.26	1.0
beta_c_pr[1,66]	0.487	0.0049	0.328	-0.0413	0.474	1.03	4476.0	2.83	1.0
beta_c_pr[1,67]	-0.468	0.00501	0.301	-0.968	-0.467	0.0293	3606.0	2.28	0.999
beta_c_pr[1,68]	1.29	0.00595	0.361	0.725	1.28	1.91	3669.0	2.32	1.0
beta_c_pr[1,69]	0.563	0.00456	0.317	0.0563	0.557	1.1	4854.0	3.07	0.999
beta_c_pr[1,70]	1.34	0.00614	0.371	0.755	1.33	1.97	3661.0	2.32	1.0
beta_c_pr[1,71]	-0.0372	0.00528	0.317	-0.557	-0.047	0.484	3604.0	2.28	1.0
beta_c_pr[1,72]	2.3	0.00713	0.444	1.58	2.3	3.03	3878.0	2.46	1.0
beta_c_pr[1,73]	1.06	0.00589	0.355	0.503	1.05	1.67	3639.0	2.3	0.999
beta_c_pr[1,74]	-0.0212	0.00512	0.297	-0.505	-0.028	0.491	3368.0	2.13	1.0
beta_c_pr[1,75]	-0.168	0.0048	0.295	-0.653	-0.17	0.317	3772.0	2.39	0.999
beta_c_pr[1,76]	0.835	0.00577	0.36	0.244	0.831	1.44	3895.0	2.47	0.999
beta_c_pr[1,77]	-0.433	0.00556	0.331	-0.986	-0.438	0.117	3539.0	2.24	1.0
beta_c_pr[1,78]	-0.726	0.00497	0.3	-1.22	-0.732	-0.245	3629.0	2.3	1.0
beta_c_pr[1,79]	-1.25	0.00561	0.31	-1.77	-1.24	-0.765	3060.0	1.94	1.0
beta_c_pr[1,80]	0.864	0.00545	0.337	0.328	0.851	1.43	3833.0	2.43	1.0
beta_c_pr[1,81]	-0.318	0.00453	0.306	-0.816	-0.319	0.178	4558.0	2.89	1.0
beta_c_pr[1,82]	-0.273	0.00529	0.319	-0.798	-0.274	0.259	3632.0	2.3	1.0
beta_c_pr[1,83]	-1.17	0.00563	0.3	-1.68	-1.16	-0.679	2847.0	1.8	1.0
beta_c_pr[1,84]	-1.73	0.00617	0.317	-2.29	-1.72	-1.24	2642.0	1.67	1.0
beta_c_pr[1,85]	-0.257	0.00484	0.299	-0.745	-0.252	0.235	3814.0	2.42	1.0
beta_c_pr[1,86]	0.0366	0.00464	0.295	-0.442	0.0292	0.532	4035.0	2.56	1.0
beta_c_pr[1,87]	-0.22	0.00526	0.31	-0.727	-0.221	0.287	3477.0	2.2	1.0
beta_c_pr[1,88]	1.07	0.00576	0.358	0.505	1.06	1.68	3856.0	2.44	1.0
beta_c_pr[1,89]	-0.211	0.00468	0.304	-0.707	-0.218	0.292	4207.0	2.66	1.0
beta_c_pr[1,90]	-1.08	0.0054	0.295	-1.57	-1.08	-0.595	2990.0	1.89	1.0
beta_c_pr[1,91]	1.2	0.00599	0.349	0.637	1.19	1.78	3389.0	2.15	1.0
beta_c_pr[1,92]	0.407	0.0047	0.317	-0.108	0.403	0.931	4547.0	2.88	1.0
beta_c_pr[1,93]	-0.177	0.00474	0.3	-0.673	-0.172	0.301	4012.0	2.54	1.0
beta_c_pr[1,94]	-1.62	0.00631	0.319	-2.15	-1.62	-1.1	2557.0	1.62	1.0
beta_c_pr[1,95]	0.0717	0.00515	0.325	-0.454	0.0694	0.613	3979.0	2.52	1.0
beta_c_pr[1,96]	-0.295	0.00466	0.308	-0.794	-0.294	0.217	4377.0	2.77	1.0
beta_c_pr[1,97]	0.747	0.00584	0.334	0.204	0.741	1.31	3282.0	2.08	1.0
beta_c_pr[2,1]	0.27	0.00681	0.59	-0.731	0.289	1.21	7501.0	4.75	0.999
beta_c_pr[2,2]	1.13	0.00761	0.592	0.162	1.11	2.1	6066.0	3.84	1.0
beta_c_pr[2,3]	0.114	0.00668	0.584	-0.853	0.133	1.06	7662.0	4.85	0.999
beta_c_pr[2,4]	1.27	0.00678	0.583	0.312	1.28	2.24	7401.0	4.69	0.999
beta_c_pr[2,5]	-1.1	0.00749	0.598	-2.08	-1.09	-0.12	6365.0	4.03	1.0
beta_c_pr[2,6]	0.131	0.00727	0.604	-0.853	0.131	1.13	6899.0	4.37	1.0
beta_c_pr[2,7]	1.49	0.00758	0.585	0.523	1.5	2.46	5955.0	3.77	1.0
