name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	0.963	0.00156	0.0515	0.88	0.962	1.05	1094.0	0.579	1.0
beta_mu[1,2]	0.931	0.00148	0.0504	0.85	0.931	1.01	1167.0	0.618	1.0
beta_mu[2,1]	-0.794	0.00185	0.089	-0.939	-0.795	-0.65	2314.0	1.22	1.0
beta_mu[2,2]	-0.542	0.00178	0.0888	-0.688	-0.544	-0.392	2499.0	1.32	1.0
beta_mu[3,1]	0.214	0.00212	0.0986	0.0536	0.215	0.377	2154.0	1.14	1.0
beta_mu[3,2]	0.229	0.00208	0.0978	0.065	0.229	0.389	2211.0	1.17	1.0
beta_mu[4,1]	1.78	0.00339	0.16	1.52	1.78	2.04	2232.0	1.18	1.0
beta_mu[4,2]	1.23	0.00355	0.16	0.968	1.23	1.5	2042.0	1.08	1.0
alpha[1]	-0.285	0.000508	0.025	-0.327	-0.285	-0.244	2419.0	1.28	1.0
beta_c_pr[1,1]	-1.54	0.0057	0.328	-2.09	-1.53	-1.0	3326.0	1.76	1.0
beta_c_pr[1,2]	-1.13	0.0051	0.346	-1.71	-1.13	-0.565	4614.0	2.44	1.0
beta_c_pr[1,3]	-0.273	0.00485	0.334	-0.816	-0.281	0.287	4755.0	2.52	1.0
beta_c_pr[1,4]	0.172	0.00479	0.358	-0.406	0.168	0.755	5597.0	2.96	1.0
beta_c_pr[1,5]	0.806	0.00603	0.38	0.194	0.797	1.46	3983.0	2.11	1.0
beta_c_pr[1,6]	-0.108	0.00478	0.34	-0.677	-0.109	0.445	5058.0	2.68	1.0
beta_c_pr[1,7]	-0.657	0.00537	0.313	-1.17	-0.662	-0.14	3391.0	1.79	1.0
beta_c_pr[1,8]	-0.744	0.00458	0.337	-1.29	-0.753	-0.172	5407.0	2.86	1.0
beta_c_pr[1,9]	0.308	0.0057	0.377	-0.296	0.292	0.941	4375.0	2.31	1.0
beta_c_pr[1,10]	-0.419	0.00452	0.335	-0.974	-0.414	0.133	5467.0	2.89	1.0
beta_c_pr[1,11]	0.988	0.0054	0.382	0.384	0.976	1.63	4998.0	2.64	0.999
beta_c_pr[1,12]	0.27	0.00476	0.346	-0.298	0.263	0.86	5287.0	2.8	1.0
beta_c_pr[1,13]	1.62	0.00631	0.401	0.99	1.61	2.29	4036.0	2.14	1.0
beta_c_pr[1,14]	0.082	0.00493	0.341	-0.468	0.0832	0.667	4770.0	2.52	1.0
beta_c_pr[1,15]	-0.573	0.00476	0.322	-1.08	-0.576	-0.0377	4579.0	2.42	1.0
beta_c_pr[1,16]	1.86	0.00663	0.412	1.21	1.85	2.57	3866.0	2.05	1.0
beta_c_pr[1,17]	-1.28	0.0046	0.311	-1.79	-1.28	-0.764	4577.0	2.42	1.0
beta_c_pr[1,18]	1.33	0.00593	0.39	0.693	1.33	1.99	4325.0	2.29	1.0
beta_c_pr[1,19]	-0.537	0.00448	0.329	-1.08	-0.53	-0.00229	5384.0	2.85	1.0
beta_c_pr[1,20]	-0.533	0.00444	0.341	-1.1	-0.532	0.0157	5887.0	3.12	0.999
beta_c_pr[1,21]	-0.55	0.00521	0.353	-1.13	-0.546	0.0218	4575.0	2.42	1.0
beta_c_pr[1,22]	-0.0812	0.00533	0.362	-0.658	-0.0865	0.526	4612.0	2.44	1.0
beta_c_pr[1,23]	1.05	0.00584	0.368	0.456	1.04	1.67	3975.0	2.1	1.0
beta_c_pr[1,24]	-0.53	0.00484	0.329	-1.08	-0.53	0.016	4629.0	2.45	1.0
beta_c_pr[1,25]	-0.716	0.0047	0.325	-1.24	-0.715	-0.193	4781.0	2.53	0.999
beta_c_pr[1,26]	-1.47	0.00549	0.342	-2.05	-1.46	-0.916	3878.0	2.05	1.0
beta_c_pr[1,27]	-0.0816	0.0047	0.316	-0.605	-0.0796	0.439	4526.0	2.39	1.0
beta_c_pr[1,28]	-0.507	0.00463	0.319	-1.04	-0.501	0.0186	4736.0	2.51	1.0
beta_c_pr[1,29]	-0.0115	0.00515	0.342	-0.564	-0.0107	0.541	4420.0	2.34	1.0
beta_c_pr[1,30]	-0.694	0.00472	0.344	-1.26	-0.699	-0.121	5299.0	2.8	0.999
beta_c_pr[1,31]	-1.21	0.00511	0.346	-1.79	-1.2	-0.658	4575.0	2.42	1.0
beta_c_pr[1,32]	-0.613	0.00462	0.321	-1.15	-0.609	-0.0957	4830.0	2.56	0.999
beta_c_pr[1,33]	-0.769	0.00464	0.317	-1.29	-0.768	-0.248	4668.0	2.47	1.0
beta_c_pr[1,34]	0.428	0.00513	0.346	-0.138	0.422	1.01	4564.0	2.41	1.0
beta_c_pr[1,35]	1.73	0.00629	0.439	1.03	1.72	2.48	4868.0	2.58	1.0
beta_c_pr[1,36]	1.4	0.00582	0.385	0.79	1.39	2.05	4372.0	2.31	1.0
beta_c_pr[1,37]	-0.154	0.00503	0.36	-0.734	-0.164	0.445	5132.0	2.72	1.0
beta_c_pr[1,38]	0.957	0.00614	0.382	0.341	0.951	1.6	3867.0	2.05	1.0
beta_c_pr[1,39]	1.79	0.00653	0.445	1.08	1.77	2.56	4645.0	2.46	1.0
beta_c_pr[1,40]	1.53	0.00581	0.398	0.887	1.53	2.22	4707.0	2.49	1.0
beta_c_pr[1,41]	0.303	0.00498	0.342	-0.233	0.294	0.878	4704.0	2.49	1.0
beta_c_pr[1,42]	1.8	0.0065	0.407	1.14	1.79	2.5	3930.0	2.08	1.0
beta_c_pr[1,43]	-1.12	0.00508	0.322	-1.67	-1.11	-0.593	4025.0	2.13	1.0
beta_c_pr[1,44]	0.0152	0.0054	0.393	-0.623	0.0123	0.676	5280.0	2.79	1.0
beta_c_pr[1,45]	-0.428	0.00466	0.338	-0.993	-0.435	0.133	5274.0	2.79	1.0
beta_c_pr[1,46]	-0.443	0.0055	0.386	-1.06	-0.443	0.206	4929.0	2.61	1.0
beta_c_pr[1,47]	1.16	0.00583	0.407	0.511	1.14	1.85	4860.0	2.57	0.999
beta_c_pr[1,48]	-1.04	0.00479	0.327	-1.58	-1.03	-0.5	4676.0	2.47	1.0
beta_c_pr[1,49]	-0.733	0.00455	0.308	-1.26	-0.734	-0.22	4573.0	2.42	0.999
beta_c_pr[1,50]	-0.469	0.00499	0.34	-1.03	-0.47	0.0909	4646.0	2.46	1.0
beta_c_pr[1,51]	-0.474	0.00483	0.334	-1.01	-0.472	0.0652	4760.0	2.52	1.0
beta_c_pr[1,52]	0.93	0.00513	0.366	0.33	0.918	1.55	5097.0	2.7	1.0
beta_c_pr[1,53]	-0.058	0.00451	0.32	-0.571	-0.0625	0.468	5021.0	2.66	1.0
beta_c_pr[1,54]	-0.992	0.00523	0.372	-1.61	-0.988	-0.384	5051.0	2.67	1.0
beta_c_pr[1,55]	-1.42	0.00536	0.327	-1.96	-1.42	-0.896	3734.0	1.98	1.0
beta_c_pr[1,56]	-0.32	0.00468	0.325	-0.85	-0.321	0.203	4818.0	2.55	1.0
beta_c_pr[1,57]	0.762	0.00544	0.37	0.156	0.758	1.38	4624.0	2.45	1.0
beta_c_pr[1,58]	-0.0483	0.0052	0.37	-0.651	-0.0518	0.569	5052.0	2.67	1.0
beta_c_pr[1,59]	0.204	0.0052	0.356	-0.376	0.197	0.794	4679.0	2.48	1.0
beta_c_pr[1,60]	-0.636	0.00508	0.33	-1.18	-0.639	-0.0878	4229.0	2.24	1.0
beta_c_pr[1,61]	1.85	0.00637	0.421	1.17	1.83	2.58	4376.0	2.32	1.0
