	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	5.631	0.015	0.567	4.57	5.604	6.783	1396.599	0.39	1.001
b2_mu	4.472	0.009	0.371	3.772	4.453	5.211	1738.582	0.485	1.0
b3_mu	1.0	0.001	0.067	0.859	0.999	1.123	2008.212	0.561	1.0
b4_mu	0.127	0.001	0.05	0.024	0.127	0.221	2653.038	0.741	1.0
a1_mu	0.292	0.001	0.033	0.226	0.292	0.354	1758.419	0.491	1.0
a2_mu	0.394	0.001	0.039	0.316	0.394	0.47	2272.902	0.634	1.0
sigma[1]	0.38	0.00122	0.0496	0.29	0.377	0.483	1640.0	0.458	1.0
sigma[2]	0.269	0.000729	0.0315	0.211	0.266	0.334	1868.0	0.521	1.0
sigma[3]	0.128	0.000245	0.0107	0.108	0.128	0.15	1893.0	0.528	1.0
sigma[4]	0.0934	0.000181	0.00819	0.0782	0.0929	0.111	2044.0	0.571	1.0
sigma[5]	0.577	0.0024	0.0865	0.414	0.572	0.754	1294.0	0.361	1.0
sigma[6]	0.736	0.00244	0.0953	0.556	0.731	0.929	1523.0	0.425	1.0
b1[1]	2.24	0.0495	2.26	0.116	1.48	8.44	2083.0	0.581	1.0
b1[2]	3.27	0.0143	0.985	1.61	3.17	5.26	4767.0	1.33	1.0
b1[3]	6.02	0.0234	1.74	3.31	5.73	9.9	5547.0	1.55	0.999
b1[4]	5.08	0.0285	1.89	2.46	4.69	9.61	4425.0	1.24	0.999
b1[5]	5.3	0.0365	2.55	1.77	4.77	11.0	4889.0	1.36	1.0
b1[6]	4.07	0.012	0.902	2.56	3.97	6.02	5612.0	1.57	1.0
b1[7]	5.61	0.0334	2.36	2.23	5.16	11.0	4992.0	1.39	1.0
b1[8]	2.83	0.0357	1.7	0.815	2.4	7.11	2270.0	0.634	1.0
b1[9]	3.26	0.00748	0.623	2.08	3.24	4.5	6956.0	1.94	1.0
b1[10]	5.26	0.0366	2.67	1.5	4.74	11.4	5341.0	1.49	1.0
b1[11]	6.55	0.0247	1.98	3.55	6.23	11.0	6443.0	1.8	0.999
b1[12]	5.52	0.0228	1.66	2.85	5.29	9.28	5293.0	1.48	1.0
b1[13]	13.9	0.0391	2.86	8.58	13.7	19.8	5355.0	1.49	1.0
b1[14]	6.39	0.0185	1.45	3.92	6.26	9.52	6163.0	1.72	1.0
b1[15]	2.64	0.0242	0.989	1.34	2.46	4.82	1665.0	0.465	1.0
b1[16]	11.3	0.0367	2.7	6.74	11.1	17.1	5430.0	1.52	1.0
b1[17]	2.66	0.0407	2.19	0.321	1.91	8.15	2886.0	0.805	1.0
b1[18]	9.27	0.0218	1.95	5.78	9.12	13.3	7965.0	2.22	1.0
b1[19]	3.58	0.00891	0.673	2.31	3.55	4.94	5701.0	1.59	1.0
b1[20]	3.06	0.0407	2.17	0.695	2.36	8.72	2847.0	0.795	1.0
b1[21]	3.35	0.0334	1.93	0.994	2.85	8.31	3351.0	0.935	1.0
b1[22]	5.58	0.0181	1.35	3.35	5.42	8.57	5570.0	1.55	1.0
b1[23]	9.42	0.0332	2.66	4.92	9.14	15.1	6433.0	1.8	1.0
b1[24]	4.07	0.0188	1.07	2.5	3.91	6.46	3234.0	0.903	1.0
b1[25]	2.3	0.0415	2.21	-0.206	1.6	8.26	2845.0	0.794	1.0
b1[26]	4.19	0.0225	1.45	2.12	3.9	7.68	4134.0	1.15	1.0
b1[27]	4.09	0.0326	1.93	1.71	3.61	8.91	3490.0	0.974	1.0
b1[28]	5.05	0.0343	2.35	1.95	4.52	10.5	4695.0	1.31	0.999
b1[29]	6.14	0.0261	1.79	3.48	5.86	10.2	4725.0	1.32	1.0
b1[30]	4.66	0.0396	2.54	1.45	4.02	10.6	4101.0	1.14	1.0
b1[31]	1.77	0.0378	1.91	-0.507	1.3	7.09	2546.0	0.711	1.0
b1[32]	4.33	0.0289	1.66	2.09	3.96	8.19	3310.0	0.924	1.0
b1[33]	2.82	0.0171	1.03	1.34	2.65	5.16	3602.0	1.01	1.0
b1[34]	5.05	0.0274	1.89	2.27	4.69	9.32	4780.0	1.33	1.0
b1[35]	11.3	0.0291	2.31	7.11	11.1	16.0	6346.0	1.77	1.0
b1[36]	9.97	0.0303	2.43	5.98	9.67	15.2	6424.0	1.79	1.0
b1[37]	3.54	0.0226	1.33	1.78	3.26	6.77	3481.0	0.972	1.0
b1[38]	7.59	0.0268	2.06	4.24	7.3	12.1	5936.0	1.66	1.0
b1[39]	9.92	0.0276	2.27	6.01	9.69	14.7	6767.0	1.89	1.0
b1[40]	10.4	0.0307	2.4	6.25	10.1	15.5	6105.0	1.7	1.0
b1[41]	4.12	0.0351	1.94	1.89	3.58	9.13	3049.0	0.851	1.0
b1[42]	12.4	0.0365	2.76	7.35	12.3	18.2	5727.0	1.6	1.0
b1[43]	2.81	0.0389	2.18	0.45	2.12	8.46	3151.0	0.879	1.0
b1[44]	3.98	0.0347	1.96	1.5	3.47	9.04	3188.0	0.89	1.0
b1[45]	5.02	0.0315	2.07	2.16	4.56	9.71	4314.0	1.2	1.0
b1[46]	7.08	0.0345	2.6	2.87	6.77	12.9	5672.0	1.58	1.0
b1[47]	9.07	0.0293	2.29	5.26	8.83	14.0	6088.0	1.7	1.0
b1[48]	2.68	0.0423	2.34	-0.0554	1.99	8.64	3064.0	0.855	1.0
b1[49]	5.02	0.0349	2.3	1.95	4.46	10.5	4364.0	1.22	1.0
b1[50]	4.42	0.0405	2.69	0.757	3.86	10.6	4418.0	1.23	1.0
b1[51]	2.4	0.0378	2.06	-0.042	1.8	7.88	2978.0	0.831	1.0
b1[52]	8.22	0.026	2.07	4.82	7.97	12.7	6336.0	1.77	1.0
b1[53]	3.41	0.021	1.18	1.8	3.17	6.12	3176.0	0.887	1.0
b1[54]	2.5	0.037	1.87	0.171	2.06	7.44	2542.0	0.71	1.0
b1[55]	2.19	0.0418	2.03	0.177	1.54	7.83	2353.0	0.657	1.0
b1[56]	4.52	0.0202	1.26	2.72	4.3	7.38	3891.0	1.09	1.0
b1[57]	5.45	0.021	1.53	3.06	5.22	8.83	5282.0	1.47	1.0
b1[58]	2.54	0.0355	1.97	0.0418	2.01	7.49	3082.0	0.86	1.0
b1[59]	9.22	0.0311	2.34	5.35	8.94	14.2	5673.0	1.58	1.0
b1[60]	4.2	0.0353	2.1	1.57	3.66	9.42	3515.0	0.981	1.0
b1[61]	11.8	0.0298	2.39	7.41	11.6	16.7	6397.0	1.79	1.0
b1[62]	5.43	0.0328	2.14	2.38	5.02	10.5	4271.0	1.19	1.0
b1[63]	8.15	0.0351	2.74	3.65	7.82	14.0	6105.0	1.7	1.0
b1[64]	3.31	0.0378	2.38	0.422	2.67	9.15	3943.0	1.1	1.0
b1[65]	4.25	0.033	2.02	1.7	3.71	9.14	3772.0	1.05	1.0
b1[66]	2.2	0.0344	1.71	0.33	1.72	6.68	2468.0	0.689	1.0
