	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	5.056	0.018	0.462	4.179	5.037	5.968	631.257	0.136	1.009
b3_mu	0.968	0.002	0.065	0.835	0.967	1.092	970.85	0.209	1.002
b4_mu	0.132	0.001	0.048	0.032	0.132	0.221	1583.166	0.341	1.001
a1_mu	0.374	0.001	0.034	0.307	0.374	0.439	1206.342	0.26	1.001
sigma[1]	0.385	0.00132	0.0424	0.307	0.382	0.471	1030.0	0.222	1.0
sigma[2]	0.126	0.000268	0.0102	0.107	0.126	0.146	1447.0	0.312	1.0
sigma[3]	0.0912	0.000187	0.00815	0.0758	0.0909	0.107	1900.0	0.409	1.0
sigma[4]	0.693	0.00208	0.0774	0.553	0.689	0.846	1388.0	0.299	1.0
b1[1]	1.66	0.0401	1.25	0.641	1.31	5.02	980.0	0.211	1.0
b1[2]	2.43	0.00578	0.47	1.58	2.39	3.41	6621.0	1.43	1.0
b1[3]	4.93	0.0269	1.51	2.81	4.63	8.67	3161.0	0.681	1.0
b1[4]	3.91	0.0237	1.25	2.22	3.67	6.93	2784.0	0.6	1.0
b1[5]	7.87	0.0389	2.36	4.1	7.55	13.0	3675.0	0.792	1.0
b1[6]	2.63	0.00564	0.428	1.89	2.59	3.53	5769.0	1.24	1.0
b1[7]	1.91	0.0229	0.783	1.05	1.74	3.73	1165.0	0.251	1.0
b1[8]	3.65	0.0369	1.98	1.2	3.15	8.49	2863.0	0.617	1.0
b1[9]	2.79	0.00495	0.405	2.02	2.77	3.61	6686.0	1.44	1.0
b1[10]	5.66	0.0411	2.57	1.88	5.23	11.5	3909.0	0.842	1.0
b1[11]	8.19	0.0309	2.03	4.92	7.95	12.7	4288.0	0.924	1.0
b1[12]	4.75	0.0138	0.979	3.04	4.66	6.88	4998.0	1.08	1.0
b1[13]	12.9	0.0361	2.36	8.6	12.7	17.8	4270.0	0.92	1.0
b1[14]	4.7	0.0315	1.66	2.56	4.33	8.82	2774.0	0.598	1.0
b1[15]	1.74	0.00611	0.394	1.09	1.7	2.53	4147.0	0.893	1.0
b1[16]	12.8	0.0358	2.51	8.37	12.6	18.1	4917.0	1.06	1.0
b1[17]	1.53	0.0379	1.36	0.472	1.12	5.38	1297.0	0.279	1.0
b1[18]	8.43	0.0203	1.53	5.69	8.31	11.7	5637.0	1.21	1.0
b1[19]	1.93	0.0037	0.296	1.36	1.91	2.51	6426.0	1.38	1.0
b1[20]	4.11	0.0402	2.0	1.75	3.56	9.12	2470.0	0.532	1.0
b1[21]	3.27	0.0275	1.48	1.34	2.94	6.91	2915.0	0.628	1.0
b1[22]	3.49	0.0302	1.45	1.79	3.13	7.02	2297.0	0.495	1.0
b1[23]	8.57	0.028	2.01	5.15	8.35	12.9	5139.0	1.11	1.0
b1[24]	3.09	0.00601	0.502	2.19	3.05	4.15	6961.0	1.5	1.0
b1[25]	2.23	0.0227	0.91	1.14	2.06	4.25	1606.0	0.346	1.0
b1[26]	2.58	0.0447	1.68	0.954	2.04	7.33	1420.0	0.306	1.0
b1[27]	4.41	0.0364	2.09	1.77	3.9	9.64	3291.0	0.709	1.0
b1[28]	2.83	0.0431	1.6	1.28	2.33	7.15	1378.0	0.297	1.0
b1[29]	4.73	0.0212	1.27	2.9	4.5	7.73	3590.0	0.773	1.0
b1[30]	2.47	0.0293	1.09	1.34	2.19	5.19	1393.0	0.3	1.0
b1[31]	1.96	0.0455	1.98	0.175	1.25	7.24	1897.0	0.409	1.0
b1[32]	4.6	0.0324	1.78	2.25	4.2	8.92	3012.0	0.649	1.0
b1[33]	2.48	0.018	0.795	1.39	2.34	4.19	1945.0	0.419	1.0
b1[34]	7.37	0.0344	2.17	3.91	7.08	12.2	3982.0	0.858	1.0
b1[35]	10.2	0.0331	2.34	6.2	9.93	15.2	5027.0	1.08	1.0
b1[36]	8.54	0.0225	1.59	5.85	8.35	12.0	4972.0	1.07	1.0
b1[37]	3.46	0.0304	1.28	1.93	3.18	6.57	1771.0	0.382	1.0
b1[38]	7.06	0.0316	1.85	4.19	6.73	11.3	3430.0	0.739	1.0
b1[39]	9.37	0.0278	1.89	6.23	9.12	13.5	4652.0	1.0	1.0
b1[40]	11.2	0.0302	2.16	7.38	11.0	15.9	5119.0	1.1	1.0
