	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	7.582	0.015	0.709	6.238	7.538	8.998	2249.308	0.295	1.001
b2_mu	6.626	0.014	0.656	5.39	6.579	7.95	2290.713	0.3	1.0
b3_mu	1.448	0.003	0.123	1.208	1.444	1.689	1903.928	0.249	1.001
b4_mu	0.182	0.001	0.068	0.043	0.182	0.31	2221.28	0.291	1.002
a1_mu	0.316	0.001	0.031	0.251	0.316	0.374	2075.763	0.272	1.001
a2_mu	0.408	0.001	0.044	0.321	0.407	0.491	1908.597	0.25	1.003
c1_mu	0.083	0.0	0.019	0.047	0.083	0.12	2021.765	0.265	1.003
sigma[1]	0.424	0.0013	0.0586	0.318	0.42	0.549	2040.0	0.267	1.0
sigma[2]	0.369	0.00118	0.0522	0.276	0.366	0.477	1960.0	0.257	1.0
sigma[3]	0.195	0.000548	0.0218	0.155	0.194	0.24	1589.0	0.208	1.01
sigma[4]	0.123	0.000271	0.0123	0.101	0.122	0.149	2059.0	0.27	1.0
sigma[5]	0.551	0.0023	0.0824	0.393	0.548	0.711	1283.0	0.168	1.0
sigma[6]	0.867	0.00261	0.11	0.659	0.861	1.09	1792.0	0.235	1.0
sigma[7]	1.57	0.00442	0.205	1.21	1.56	2.01	2153.0	0.282	1.0
b1[1]	3.3	0.0545	2.64	0.221	2.57	9.75	2355.0	0.308	1.0
b1[2]	4.67	0.0244	1.56	2.14	4.46	8.12	4079.0	0.534	1.0
b1[3]	7.11	0.0348	2.32	3.59	6.7	12.4	4461.0	0.584	1.0
b1[4]	6.93	0.0434	2.75	2.91	6.41	13.1	3999.0	0.524	1.0
b1[5]	6.32	0.0441	3.03	2.06	5.74	13.4	4716.0	0.618	1.0
b1[6]	4.77	0.0215	1.29	2.82	4.55	7.78	3623.0	0.474	1.0
b1[7]	9.53	0.0514	3.35	3.57	9.26	16.6	4247.0	0.556	1.0
b1[8]	5.03	0.0419	2.57	1.45	4.52	11.1	3772.0	0.494	1.0
b1[9]	5.68	0.0606	2.65	2.56	4.73	11.8	1911.0	0.25	1.0
b1[10]	6.55	0.05	3.13	1.88	6.0	13.4	3918.0	0.513	1.0
b1[11]	7.34	0.0303	2.28	3.8	7.0	12.4	5657.0	0.741	1.0
b1[12]	6.68	0.0293	2.09	3.38	6.41	11.3	5085.0	0.666	1.0
b1[13]	15.6	0.0447	3.22	9.74	15.4	22.3	5166.0	0.677	1.0
b1[14]	8.15	0.0282	2.09	4.58	7.92	12.5	5517.0	0.722	1.0
b1[15]	4.59	0.0297	1.7	2.01	4.3	8.45	3287.0	0.43	1.0
b1[16]	12.7	0.0438	3.08	7.26	12.4	19.0	4932.0	0.646	1.0
b1[17]	6.14	0.0566	3.46	0.954	5.56	13.7	3733.0	0.489	1.0
b1[18]	10.3	0.0271	2.2	6.33	10.1	14.8	6597.0	0.864	1.0
b1[19]	7.4	0.0664	2.92	3.11	7.0	13.9	1931.0	0.253	1.0
b1[20]	3.41	0.0479	2.39	0.885	2.63	9.72	2485.0	0.325	1.0
b1[21]	6.38	0.0412	2.74	2.0	6.01	12.5	4411.0	0.578	1.0
b1[22]	7.15	0.0297	2.01	4.07	6.84	11.6	4587.0	0.601	1.0
b1[23]	11.8	0.0386	3.21	6.24	11.5	18.5	6918.0	0.906	1.0
b1[24]	6.27	0.0467	2.44	2.98	5.71	11.9	2721.0	0.356	1.0
b1[25]	3.08	0.0595	2.8	-0.0695	2.18	10.4	2208.0	0.289	1.0
b1[26]	5.53	0.0302	2.01	2.55	5.2	10.1	4439.0	0.581	1.0
b1[27]	9.22	0.0434	3.34	3.25	9.02	16.0	5936.0	0.777	1.0
b1[28]	7.59	0.0473	3.25	2.56	7.19	14.5	4720.0	0.618	1.0
b1[29]	7.67	0.037	2.47	3.9	7.26	13.3	4444.0	0.582	1.0
b1[30]	5.84	0.0447	2.97	1.8	5.2	12.6	4427.0	0.58	1.0
b1[31]	2.95	0.0511	2.6	-0.515	2.3	9.32	2596.0	0.34	1.0
b1[32]	6.8	0.0431	2.62	2.79	6.42	12.4	3695.0	0.484	1.0
b1[33]	7.8	0.0458	2.97	2.77	7.46	14.0	4213.0	0.552	1.0
b1[34]	5.51	0.0321	2.15	2.39	5.11	10.5	4493.0	0.588	1.0
b1[35]	14.2	0.0401	3.19	8.4	14.0	20.9	6322.0	0.828	1.0
b1[36]	11.3	0.036	2.68	6.84	11.0	17.1	5512.0	0.722	1.0
b1[37]	4.58	0.0228	1.47	2.3	4.38	7.81	4150.0	0.543	1.0
b1[38]	10.1	0.0372	2.85	5.27	9.73	16.1	5890.0	0.771	1.0
b1[39]	11.9	0.0341	2.76	7.03	11.7	17.7	6548.0	0.857	1.0
b1[40]	11.7	0.037	2.78	6.93	11.4	17.6	5646.0	0.739	1.0
b1[41]	5.78	0.054	2.86	2.34	4.98	12.8	2802.0	0.367	1.0
b1[42]	14.0	0.0422	3.19	8.29	13.8	20.6	5716.0	0.748	1.0
b1[43]	6.89	0.0553	3.49	1.19	6.67	13.9	3988.0	0.522	1.0
b1[44]	4.49	0.0398	2.2	1.72	3.95	10.3	3056.0	0.4	1.0
b1[45]	7.04	0.0296	2.24	3.36	6.78	11.9	5722.0	0.749	1.0
b1[46]	8.28	0.0391	2.94	3.27	7.94	14.6	5674.0	0.743	1.0
b1[47]	10.7	0.0388	2.88	5.84	10.4	16.9	5502.0	0.72	1.0
b1[48]	6.15	0.0452	3.18	0.589	5.87	12.7	4946.0	0.648	1.0
b1[49]	6.98	0.0495	2.97	2.55	6.55	13.4	3597.0	0.471	1.0
b1[50]	5.59	0.0469	3.27	0.906	5.04	12.7	4861.0	0.636	1.0
b1[51]	3.02	0.043	2.31	0.057	2.44	8.93	2870.0	0.376	1.0
b1[52]	9.92	0.0395	2.84	5.34	9.56	16.0	5155.0	0.675	1.0
b1[53]	8.37	0.0309	2.26	4.51	8.14	13.3	5338.0	0.699	1.0
b1[54]	4.5	0.0384	2.27	0.81	4.31	9.26	3504.0	0.459	1.0
b1[55]	5.09	0.0489	2.94	0.775	4.61	11.7	3630.0	0.475	1.0
b1[56]	7.08	0.0584	3.07	3.18	6.3	14.5	2767.0	0.362	1.0
b1[57]	6.86	0.0352	2.24	3.49	6.49	12.0	4060.0	0.532	1.0
b1[58]	4.8	0.0454	2.83	0.668	4.29	11.4	3870.0	0.507	1.0
b1[59]	10.9	0.0387	2.96	6.0	10.5	17.4	5832.0	0.764	0.999
b1[60]	7.31	0.0453	3.0	2.57	6.87	13.8	4376.0	0.573	1.0
b1[61]	13.2	0.0329	2.75	8.18	13.0	18.8	6987.0	0.915	1.0
b1[62]	6.74	0.04	2.6	3.02	6.28	12.8	4210.0	0.551	1.0
b1[63]	10.3	0.0334	2.87	5.17	10.1	16.3	7374.0	0.966	1.0
b1[64]	4.79	0.0436	2.71	0.787	4.31	11.0	3854.0	0.505	1.0
b1[65]	6.6	0.0379	2.5	2.7	6.25	12.0	4350.0	0.57	1.0
b1[66]	2.56	0.0475	2.07	0.41	1.97	8.33	1895.0	0.248	1.0
b1[67]	14.3	0.0449	3.4	8.31	14.1	21.3	5740.0	0.752	1.0
b1[68]	9.37	0.0315	2.43	5.42	9.04	14.8	5933.0	0.777	1.0
b1[69]	6.85	0.0401	2.86	2.64	6.36	13.2	5074.0	0.664	1.0
b1[70]	7.78	0.0355	2.41	3.68	7.49	13.0	4611.0	0.604	1.0
b1[71]	5.55	0.0418	2.52	1.67	5.13	11.2	3646.0	0.477	1.0
b1[72]	6.02	0.0446	3.07	1.84	5.39	13.1	4749.0	0.622	0.999
b1[73]	3.1	0.0117	0.815	1.68	3.01	4.79	4876.0	0.639	1.0
b1[74]	8.92	0.0401	2.91	4.24	8.53	15.3	5266.0	0.69	1.0
b1[75]	3.87	0.0129	0.906	2.33	3.78	5.8	4931.0	0.646	1.0
b1[76]	15.6	0.0489	3.46	9.54	15.3	22.9	5008.0	0.656	1.0
b1[77]	7.74	0.0436	3.23	2.43	7.41	14.7	5478.0	0.717	1.0
b1[78]	13.8	0.0372	3.01	8.42	13.6	20.2	6530.0	0.855	1.0
b1[79]	5.07	0.0586	3.21	0.999	4.3	12.4	3002.0	0.393	1.0
b1[80]	3.64	0.0342	1.56	1.68	3.28	7.51	2070.0	0.271	1.0
b1[81]	11.9	0.043	3.2	6.24	11.6	18.6	5517.0	0.722	1.0
b1[82]	15.3	0.0496	3.47	9.04	15.1	22.4	4902.0	0.642	1.0
b1[83]	5.51	0.0432	2.62	2.23	4.8	12.0	3673.0	0.481	1.0
b1[84]	7.89	0.0403	2.61	3.94	7.52	13.8	4176.0	0.547	1.0
b1[85]	5.02	0.0399	2.4	2.06	4.38	10.7	3606.0	0.472	1.0
b1[86]	15.9	0.0474	3.49	9.55	15.6	23.4	5404.0	0.708	1.0
b1[87]	5.45	0.044	2.58	2.07	4.86	11.6	3435.0	0.45	1.0
b1[88]	8.07	0.0325	2.49	4.07	7.74	13.6	5848.0	0.766	1.0
b1[89]	4.89	0.0371	2.1	1.82	4.49	9.68	3208.0	0.42	1.0
b1[90]	10.6	0.0388	3.08	5.15	10.4	17.2	6299.0	0.825	1.0
b1[91]	13.4	0.0393	3.17	7.7	13.1	20.1	6508.0	0.852	1.0
b1[92]	8.49	0.0392	2.69	4.07	8.1	14.3	4712.0	0.617	1.0
b1[93]	8.11	0.0346	2.77	3.49	7.77	14.1	6389.0	0.837	1.0
b1[94]	0.983	0.0575	2.84	-2.9	0.258	8.49	2439.0	0.319	1.0
b1[95]	9.65	0.0402	3.28	3.72	9.37	16.6	6649.0	0.871	1.0
b1[96]	6.65	0.0545	3.19	2.29	6.03	13.9	3439.0	0.45	1.0
b1[97]	9.02	0.0568	3.85	2.13	8.83	16.7	4586.0	0.601	1.0
b1[98]	5.32	0.0319	1.85	2.78	4.92	9.77	3363.0	0.44	1.0
b1[99]	10.8	0.0397	3.02	5.62	10.5	17.3	5776.0	0.756	1.0
b1[100]	7.87	0.0305	2.26	4.01	7.67	12.7	5525.0	0.724	1.0
b1[101]	8.44	0.0301	2.44	4.39	8.09	13.7	6577.0	0.861	1.0
b1[102]	3.7	0.0498	2.8	0.0434	3.0	10.7	3155.0	0.413	1.0
b1[103]	10.7	0.0374	2.74	6.06	10.3	16.5	5367.0	0.703	1.0
b1[104]	12.7	0.039	3.08	7.43	12.5	19.1	6213.0	0.814	1.0
b1[105]	4.46	0.046	2.67	0.825	3.9	11.0	3357.0	0.44	1.0
b1[106]	4.86	0.0481	2.7	0.977	4.35	11.2	3156.0	0.413	1.0
b1[107]	5.44	0.0242	1.59	3.01	5.19	9.08	4311.0	0.565	1.0
b1[108]	2.37	0.0485	2.22	-0.248	1.78	8.24	2096.0	0.275	1.0
b1[109]	6.25	0.0407	2.76	2.31	5.77	12.6	4601.0	0.602	1.0
b1[110]	6.69	0.0284	1.86	3.72	6.43	10.9	4312.0	0.565	1.0
b2[1]	3.6	0.0522	2.42	1.09	2.77	9.99	2158.0	0.283	1.0
b2[2]	3.13	0.0285	1.33	1.54	2.81	6.35	2180.0	0.285	1.0
b2[3]	5.12	0.0385	2.39	2.06	4.56	10.9	3851.0	0.504	1.0
b2[4]	5.08	0.0398	2.3	1.98	4.59	10.5	3338.0	0.437	1.0
b2[5]	11.7	0.0397	2.82	6.73	11.5	17.7	5053.0	0.662	1.0
b2[6]	3.3	0.0319	1.54	1.53	2.89	7.31	2329.0	0.305	1.0
b2[7]	5.56	0.0661	3.24	0.981	5.28	12.4	2401.0	0.314	1.0
b2[8]	6.82	0.0388	2.98	1.94	6.52	13.1	5915.0	0.775	1.0
b2[9]	4.97	0.0521	2.4	2.08	4.27	10.6	2123.0	0.278	1.0
b2[10]	6.6	0.0419	3.0	1.83	6.22	12.9	5114.0	0.67	1.0
b2[11]	9.69	0.0325	2.47	5.48	9.45	15.0	5744.0	0.752	1.0
b2[12]	6.05	0.0307	1.98	3.05	5.74	10.6	4130.0	0.541	1.0
b2[13]	10.5	0.0386	2.85	5.62	10.2	16.7	5453.0	0.714	1.0
b2[14]	6.49	0.0369	2.72	2.37	6.01	12.5	5437.0	0.712	0.999
b2[15]	4.23	0.0526	2.98	1.02	3.18	11.3	3207.0	0.42	1.0
b2[16]	11.7	0.0337	2.58	7.11	11.5	17.0	5883.0	0.77	1.0
b2[17]	7.5	0.062	3.53	1.16	7.52	14.5	3238.0	0.424	1.0
b2[18]	9.47	0.0312	2.49	5.19	9.18	14.7	6400.0	0.838	1.0
b2[19]	7.29	0.105	4.07	1.1	7.52	14.9	1494.0	0.196	1.0
b2[20]	7.23	0.0361	2.73	3.03	6.81	13.2	5736.0	0.751	1.0
b2[21]	6.05	0.0341	2.53	2.18	5.67	11.8	5499.0	0.72	0.999
b2[22]	4.1	0.0434	2.79	0.938	3.27	10.8	4112.0	0.538	1.0
b2[23]	12.3	0.0365	2.78	7.25	12.2	18.0	5810.0	0.761	1.0
b2[24]	3.9	0.0279	1.44	1.92	3.6	7.31	2640.0	0.346	1.0
b2[25]	5.98	0.0501	2.61	2.5	5.35	12.1	2713.0	0.355	1.0
b2[26]	3.89	0.0478	3.24	0.0966	2.98	11.2	4599.0	0.602	1.0
b2[27]	7.04	0.0368	2.95	2.24	6.74	13.3	6431.0	0.842	1.0
b2[28]	3.99	0.0476	2.55	1.06	3.22	10.3	2874.0	0.376	1.0
b2[29]	5.55	0.0389	2.35	2.32	4.99	11.1	3659.0	0.479	1.0
b2[30]	3.61	0.0433	1.97	1.45	3.04	8.48	2076.0	0.272	1.0
b2[31]	4.53	0.0448	3.17	0.368	3.88	11.6	5014.0	0.657	0.999
b2[32]	6.98	0.0365	2.81	2.43	6.65	13.2	5946.0	0.779	1.0
b2[33]	6.08	0.0388	2.74	1.91	5.66	12.2	4990.0	0.653	0.999
b2[34]	9.95	0.0346	2.77	5.2	9.71	15.7	6396.0	0.837	1.0
b2[35]	8.99	0.0377	2.9	4.02	8.68	15.1	5889.0	0.771	1.0
b2[36]	8.56	0.0227	1.81	5.38	8.4	12.4	6390.0	0.837	1.0
b2[37]	5.92	0.0381	2.7	2.16	5.38	12.0	5001.0	0.655	1.0
b2[38]	8.27	0.0376	2.82	3.82	7.89	14.4	5636.0	0.738	1.0
b2[39]	10.6	0.0401	2.87	5.8	10.2	16.7	5149.0	0.674	0.999
