	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	4.998	0.013	0.404	4.188	4.99	5.79	973.743	0.167	1.002
b3_mu	0.987	0.001	0.066	0.854	0.988	1.112	2179.079	0.373	1.001
b4_mu	0.126	0.001	0.05	0.022	0.126	0.223	2791.618	0.478	1.0
a1_mu	0.342	0.0	0.027	0.289	0.341	0.396	3485.496	0.597	1.001
a2_mu	0.361	0.001	0.032	0.298	0.361	0.423	2695.674	0.462	1.001
sigma[1]	0.367	0.00107	0.0389	0.295	0.364	0.446	1332.0	0.228	1.0
sigma[2]	0.127	0.000236	0.0106	0.108	0.126	0.148	2015.0	0.345	1.0
sigma[3]	0.094	0.000184	0.00836	0.0784	0.0935	0.111	2075.0	0.355	1.0
sigma[4]	0.569	0.00146	0.0688	0.44	0.564	0.707	2210.0	0.378	1.0
sigma[5]	0.683	0.00171	0.0782	0.535	0.68	0.84	2080.0	0.356	1.0
b1[1]	1.59	0.0128	0.584	0.781	1.5	2.77	2077.0	0.356	1.0
b1[2]	2.56	0.0062	0.493	1.65	2.52	3.61	6337.0	1.09	1.0
b1[3]	4.91	0.018	1.26	2.86	4.73	7.69	4871.0	0.834	1.0
b1[4]	3.72	0.0137	0.978	2.25	3.58	5.86	5117.0	0.876	1.0
b1[5]	8.52	0.0287	2.14	4.88	8.29	13.0	5554.0	0.951	1.0
b1[6]	3.32	0.00804	0.643	2.24	3.24	4.69	6398.0	1.1	1.0
b1[7]	2.53	0.0221	1.21	1.19	2.16	5.56	2988.0	0.512	1.0
b1[8]	2.67	0.0188	1.12	1.15	2.47	5.28	3532.0	0.605	1.0
b1[9]	2.96	0.0047	0.433	2.17	2.94	3.83	8467.0	1.45	0.999
b1[10]	3.88	0.0244	1.72	1.52	3.52	8.02	4962.0	0.85	1.0
b1[11]	7.58	0.0223	1.77	4.65	7.38	11.5	6356.0	1.09	1.0
b1[12]	4.7	0.0104	0.88	3.19	4.63	6.5	7188.0	1.23	1.0
b1[13]	13.0	0.0344	2.46	8.57	12.8	18.2	5097.0	0.873	1.0
b1[14]	5.8	0.0156	1.24	3.65	5.68	8.45	6393.0	1.09	1.0
b1[15]	2.09	0.00695	0.513	1.26	2.02	3.2	5451.0	0.934	1.0
b1[16]	12.5	0.0306	2.31	8.33	12.4	17.2	5693.0	0.975	1.0
b1[17]	1.19	0.00893	0.496	0.473	1.11	2.23	3084.0	0.528	1.0
b1[18]	9.16	0.0194	1.65	6.17	9.03	12.6	7236.0	1.24	1.0
b1[19]	2.88	0.00806	0.671	1.71	2.83	4.25	6926.0	1.19	1.0
b1[20]	4.26	0.024	1.64	1.98	3.93	8.15	4643.0	0.795	1.0
b1[21]	2.9	0.0154	1.05	1.36	2.73	5.25	4643.0	0.795	1.0
b1[22]	4.83	0.0145	1.14	2.87	4.71	7.13	6182.0	1.06	1.0
b1[23]	8.0	0.0227	1.82	4.95	7.76	11.9	6416.0	1.1	1.0
b1[24]	3.37	0.00671	0.549	2.38	3.33	4.51	6686.0	1.15	1.0
b1[25]	3.06	0.0122	0.883	1.64	2.96	4.97	5269.0	0.902	0.999
b1[26]	3.32	0.0138	0.999	1.73	3.17	5.57	5238.0	0.897	1.0
b1[27]	3.48	0.0216	1.27	1.77	3.21	6.5	3488.0	0.597	1.0
b1[28]	2.84	0.0189	1.1	1.46	2.58	5.6	3410.0	0.584	1.0
b1[29]	4.99	0.0188	1.21	3.09	4.81	7.64	4104.0	0.703	1.0
b1[30]	2.4	0.012	0.661	1.44	2.29	3.82	3011.0	0.516	1.0
b1[31]	1.17	0.0156	0.737	0.163	1.05	2.8	2247.0	0.385	1.0
b1[32]	3.97	0.0182	1.21	2.24	3.77	6.8	4395.0	0.753	1.0
b1[33]	2.58	0.00964	0.678	1.49	2.5	3.97	4945.0	0.847	1.0
b1[34]	6.65	0.0256	1.9	3.58	6.4	10.8	5509.0	0.943	1.0
b1[35]	11.0	0.0271	2.1	7.25	10.8	15.4	6001.0	1.03	1.0
b1[36]	8.74	0.0167	1.44	6.18	8.61	11.7	7506.0	1.29	1.0
b1[37]	3.28	0.0139	0.885	1.96	3.13	5.26	4027.0	0.69	1.0
b1[38]	6.64	0.0192	1.52	4.19	6.46	10.0	6300.0	1.08	1.0
b1[39]	9.17	0.0216	1.67	6.28	9.02	12.7	5985.0	1.03	1.0
b1[40]	10.7	0.0266	1.97	7.18	10.6	14.8	5499.0	0.942	1.0
b1[41]	6.75	0.0284	2.07	3.49	6.47	11.4	5305.0	0.909	1.0
b1[42]	12.5	0.0289	2.29	8.27	12.3	17.2	6279.0	1.08	1.0
b1[43]	1.39	0.0143	0.767	0.37	1.23	3.07	2873.0	0.492	1.0
b1[44]	2.78	0.00593	0.467	1.87	2.75	3.74	6207.0	1.06	1.0
b1[45]	3.97	0.0211	1.33	2.08	3.72	7.0	3938.0	0.674	1.0
b1[46]	4.32	0.0263	1.67	2.12	3.93	8.39	4018.0	0.688	1.0
