	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	6.073	0.017	0.627	4.884	6.034	7.314	1400.399	0.182	1.002
a1_mu	0.266	0.001	0.034	0.2	0.265	0.334	1669.892	0.217	1.002
sigma[1]	0.461	0.00137	0.0553	0.359	0.457	0.576	1640.0	0.213	1.0
sigma[2]	0.768	0.00194	0.0837	0.61	0.765	0.935	1872.0	0.243	1.0
b1[1]	3.47	0.0493	2.9	0.69	2.34	10.7	3455.0	0.449	1.0
b1[2]	1.93	0.00438	0.351	1.28	1.92	2.66	6412.0	0.833	1.0
b1[3]	5.19	0.0361	2.08	2.64	4.66	10.5	3314.0	0.43	1.0
b1[4]	4.87	0.0393	2.46	1.94	4.18	10.9	3933.0	0.511	1.0
b1[5]	9.95	0.0368	3.12	4.95	9.53	16.7	7196.0	0.934	1.0
b1[6]	2.46	0.00504	0.385	1.76	2.42	3.23	5851.0	0.76	0.999
b1[7]	2.23	0.0431	1.7	0.985	1.73	7.02	1553.0	0.202	1.0
b1[8]	5.01	0.0438	3.06	1.21	4.24	12.2	4863.0	0.632	1.0
b1[9]	2.23	0.00996	0.574	1.44	2.14	3.43	3328.0	0.432	1.0
b1[10]	6.82	0.0419	3.28	1.85	6.31	14.1	6143.0	0.798	1.0
b1[11]	8.24	0.0327	2.5	4.52	7.79	13.8	5853.0	0.76	1.0
b1[12]	4.9	0.0193	1.37	2.86	4.67	8.02	5027.0	0.653	1.0
b1[13]	14.7	0.0395	2.94	9.47	14.5	21.0	5544.0	0.72	1.0
b1[14]	5.6	0.0413	2.65	2.32	4.9	12.0	4114.0	0.534	1.0
b1[15]	1.94	0.0367	1.38	0.942	1.57	5.76	1413.0	0.184	1.0
b1[16]	14.7	0.0423	3.14	9.21	14.4	21.2	5503.0	0.715	0.999
b1[17]	2.2	0.0524	2.3	0.519	1.27	8.69	1924.0	0.25	1.0
b1[18]	8.89	0.0184	1.67	5.88	8.76	12.5	8298.0	1.08	0.999
b1[19]	1.77	0.00375	0.28	1.21	1.76	2.31	5571.0	0.723	1.0
b1[20]	6.26	0.0393	3.09	1.98	5.7	13.2	6165.0	0.8	1.0
b1[21]	5.4	0.0448	2.95	1.67	4.67	12.5	4328.0	0.562	1.0
b1[22]	6.1	0.0409	3.01	2.05	5.43	13.0	5412.0	0.703	1.0
b1[23]	11.2	0.0395	2.93	6.28	10.8	17.5	5509.0	0.715	1.0
b1[24]	2.95	0.017	0.882	1.88	2.79	4.82	2687.0	0.349	1.0
b1[25]	3.33	0.0498	2.66	0.842	2.33	10.4	2866.0	0.372	1.0
b1[26]	4.41	0.0477	2.94	1.13	3.48	11.7	3779.0	0.491	1.0
b1[27]	5.23	0.0433	2.76	1.87	4.47	11.8	4067.0	0.528	1.0
b1[28]	3.42	0.0482	2.51	1.18	2.43	10.0	2714.0	0.352	1.0
b1[29]	6.44	0.0378	2.44	3.22	5.89	12.2	4166.0	0.541	1.0
b1[30]	4.36	0.0436	2.88	1.31	3.39	11.4	4352.0	0.565	1.0
b1[31]	2.89	0.0522	3.02	0.0969	1.62	10.6	3353.0	0.435	1.0
b1[32]	5.91	0.0398	2.72	2.34	5.27	12.3	4657.0	0.605	1.0
b1[33]	2.89	0.0365	1.52	1.28	2.52	6.58	1725.0	0.224	1.0
b1[34]	8.69	0.0382	3.07	3.81	8.31	15.4	6460.0	0.839	1.0
b1[35]	12.5	0.0385	2.93	7.39	12.2	18.6	5772.0	0.75	1.0
b1[36]	9.93	0.0357	2.76	5.6	9.55	15.9	5966.0	0.775	1.0
b1[37]	4.9	0.0444	2.96	1.55	4.02	12.1	4435.0	0.576	1.0
b1[38]	7.87	0.0332	2.52	4.2	7.41	13.7	5788.0	0.752	1.0
b1[39]	9.7	0.0372	2.47	5.86	9.31	15.4	4418.0	0.574	1.0
b1[40]	12.1	0.0341	2.62	7.71	11.8	17.8	5914.0	0.768	1.0
b1[41]	5.26	0.0338	1.98	2.82	4.75	10.3	3413.0	0.443	1.0
