	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	5.29	0.013	0.438	4.452	5.265	6.152	1131.765	0.319	1.003
b2_mu	4.993	0.013	0.401	4.207	4.978	5.775	986.819	0.278	1.004
b3_mu	1.004	0.002	0.069	0.858	1.005	1.13	1466.736	0.413	1.001
b4_mu	0.135	0.001	0.049	0.032	0.135	0.225	2067.513	0.583	1.0
a1_mu	0.323	0.001	0.031	0.26	0.322	0.383	1193.373	0.336	1.002
sigma[1]	0.336	0.000957	0.038	0.265	0.334	0.414	1579.0	0.445	1.0
sigma[2]	0.299	0.000814	0.0323	0.238	0.296	0.365	1577.0	0.444	1.0
sigma[3]	0.13	0.000248	0.0106	0.111	0.13	0.151	1835.0	0.517	1.0
sigma[4]	0.0922	0.000186	0.00817	0.0764	0.0918	0.108	1924.0	0.542	1.0
sigma[5]	0.677	0.00189	0.072	0.539	0.675	0.818	1447.0	0.408	1.01
b1[1]	1.82	0.0374	1.6	0.0492	1.27	5.93	1830.0	0.516	1.0
b1[2]	2.89	0.0104	0.783	1.49	2.84	4.5	5712.0	1.61	1.0
b1[3]	5.92	0.0259	1.6	3.28	5.72	9.42	3789.0	1.07	1.0
b1[4]	4.46	0.0241	1.42	2.28	4.23	7.72	3468.0	0.978	1.0
b1[5]	4.45	0.0203	1.35	2.12	4.31	7.33	4418.0	1.25	1.0
b1[6]	3.85	0.0105	0.763	2.48	3.77	5.38	5266.0	1.48	1.0
b1[7]	4.81	0.0486	2.4	1.66	4.27	10.5	2441.0	0.688	1.0
b1[8]	4.05	0.0336	1.84	1.19	3.74	8.11	2985.0	0.841	1.0
b1[9]	3.15	0.00724	0.593	2.02	3.13	4.35	6707.0	1.89	1.0
b1[10]	5.78	0.0375	2.17	2.15	5.55	10.4	3365.0	0.949	1.0
b1[11]	7.07	0.0241	1.7	4.23	6.87	10.7	4982.0	1.4	1.0
b1[12]	4.68	0.0155	1.15	2.65	4.57	7.11	5446.0	1.54	1.0
b1[13]	12.7	0.0329	2.36	8.22	12.5	17.4	5140.0	1.45	1.0
b1[14]	7.16	0.0313	1.77	4.25	6.93	11.0	3213.0	0.906	1.0
b1[15]	2.46	0.0188	0.859	1.28	2.32	4.31	2079.0	0.586	1.0
b1[16]	8.78	0.0261	1.84	5.48	8.63	12.5	4970.0	1.4	1.0
b1[17]	3.36	0.054	2.47	0.357	2.73	8.93	2087.0	0.588	1.0
b1[18]	9.42	0.0237	1.81	6.09	9.27	13.1	5808.0	1.64	1.0
b1[19]	3.42	0.00816	0.64	2.23	3.39	4.71	6143.0	1.73	1.0
b1[20]	3.01	0.0233	1.33	0.954	2.8	5.97	3255.0	0.918	1.0
b1[21]	3.51	0.0296	1.61	1.11	3.21	7.35	2943.0	0.83	1.0
b1[22]	5.67	0.0241	1.38	3.44	5.47	8.73	3289.0	0.927	1.0
b1[23]	8.16	0.03	1.98	4.69	7.96	12.3	4362.0	1.23	1.0
b1[24]	3.71	0.00923	0.701	2.45	3.66	5.18	5766.0	1.63	1.0
b1[25]	1.14	0.0137	0.766	-0.127	1.05	2.8	3141.0	0.886	1.0
b1[26]	4.63	0.0346	1.78	2.19	4.23	8.79	2657.0	0.749	1.0
b1[27]	5.51	0.0373	2.11	2.28	5.17	10.1	3194.0	0.9	1.0
b1[28]	5.07	0.0438	2.29	1.86	4.59	10.1	2722.0	0.767	1.0
b1[29]	5.93	0.0245	1.54	3.4	5.73	9.26	3932.0	1.11	1.0
b1[30]	2.96	0.0346	1.54	1.11	2.55	6.87	1969.0	0.555	1.0
b1[31]	3.1	0.0418	2.51	-0.793	2.63	8.72	3612.0	1.02	1.0
b1[32]	5.1	0.0268	1.62	2.53	4.87	8.68	3650.0	1.03	1.0
b1[33]	3.16	0.0234	1.13	1.46	2.98	5.79	2305.0	0.65	1.0
b1[34]	5.8	0.0232	1.63	2.96	5.63	9.33	4949.0	1.4	1.0
b1[35]	11.5	0.0323	2.17	7.63	11.4	16.0	4518.0	1.27	1.0
b1[36]	7.39	0.0195	1.47	4.76	7.28	10.4	5653.0	1.59	1.0
b1[37]	3.95	0.0242	1.34	1.98	3.68	6.99	3053.0	0.861	1.0
b1[38]	7.23	0.025	1.7	4.31	7.07	10.9	4637.0	1.31	1.0
b1[39]	9.37	0.0255	1.82	6.04	9.22	13.1	5094.0	1.44	1.0
b1[40]	9.03	0.0234	1.77	5.84	8.9	12.6	5700.0	1.61	1.0
b1[41]	3.81	0.0148	0.979	2.17	3.69	5.95	4403.0	1.24	1.0
