	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1[2,59]	9.71	0.0319	2.44	5.67	9.38	15.0	5832.0	1.18	1.0
b1[1,60]	4.59	0.03	1.88	1.92	4.24	8.97	3933.0	0.797	1.0
b1[2,60]	3.78	0.0347	2.1	0.8	3.34	8.77	3665.0	0.743	1.0
b1[1,61]	12.7	0.0335	2.66	7.81	12.5	18.1	6319.0	1.28	1.0
b1[2,61]	11.9	0.0347	2.67	7.03	11.7	17.3	5920.0	1.2	1.0
b1[1,62]	5.04	0.0385	2.48	1.13	4.67	10.8	4161.0	0.844	1.0
b1[2,62]	5.44	0.0316	2.16	2.35	5.01	10.6	4671.0	0.947	1.0
b1[1,63]	8.84	0.0669	3.44	2.45	8.65	15.7	2641.0	0.535	1.0
b1[2,63]	9.98	0.0405	2.86	5.17	9.68	16.0	4996.0	1.01	1.0
b1[1,64]	3.78	0.0367	1.91	1.29	3.34	8.39	2701.0	0.548	1.0
b1[2,64]	2.01	0.0518	2.42	-1.01	1.35	7.81	2178.0	0.442	1.0
b1[1,65]	3.67	0.0309	2.04	0.554	3.37	8.18	4373.0	0.887	1.0
b1[2,65]	3.95	0.0276	1.65	1.75	3.57	8.05	3599.0	0.73	1.0
b1[1,66]	2.22	0.0384	1.89	-0.28	1.75	6.88	2436.0	0.494	1.0
b1[2,66]	2.79	0.03	1.66	0.52	2.45	6.81	3081.0	0.625	0.999
b1[1,67]	12.5	0.0458	3.04	7.24	12.2	19.1	4413.0	0.895	1.0
b1[2,67]	12.7	0.0411	3.05	7.09	12.5	19.0	5529.0	1.12	1.0
b1[1,68]	9.47	0.0272	2.15	5.86	9.24	14.2	6247.0	1.27	1.0
b1[2,68]	8.27	0.0324	2.35	4.36	7.99	13.2	5263.0	1.07	1.0
b1[1,69]	4.51	0.0257	1.69	2.0	4.2	8.47	4311.0	0.874	1.0
b1[2,69]	3.79	0.0302	1.88	1.18	3.4	8.21	3864.0	0.783	1.0
b1[1,70]	5.27	0.021	1.34	2.88	5.16	8.05	4080.0	0.827	1.0
b1[2,70]	3.39	0.0109	0.765	1.98	3.34	4.98	4899.0	0.993	1.0
b1[1,71]	4.34	0.0243	1.39	2.11	4.18	7.23	3254.0	0.66	1.0
b1[2,71]	1.64	0.0557	1.87	-0.689	1.11	6.69	1121.0	0.227	1.0
b1[1,72]	4.76	0.0549	2.87	0.738	4.21	11.2	2736.0	0.555	1.0
b1[2,72]	5.63	0.0374	2.33	2.37	5.14	11.2	3891.0	0.789	1.0
b1[1,73]	2.64	0.0174	1.05	0.989	2.47	5.03	3665.0	0.743	1.0
b1[2,73]	3.49	0.011	0.93	1.8	3.42	5.44	7132.0	1.45	1.0
b1[1,74]	7.18	0.0441	2.76	2.47	6.89	13.1	3919.0	0.795	1.0
b1[2,74]	7.71	0.033	2.3	4.0	7.37	12.7	4853.0	0.984	1.0
b1[1,75]	4.2	0.0141	1.02	2.35	4.13	6.24	5233.0	1.06	1.0
b1[2,75]	3.05	0.0125	0.911	1.38	2.99	4.9	5311.0	1.08	1.0
b1[1,76]	14.3	0.0522	3.23	8.34	14.0	20.7	3837.0	0.778	1.0
b1[2,76]	14.1	0.0487	3.13	8.53	13.9	20.5	4131.0	0.837	1.0
b1[1,77]	3.62	0.0404	2.36	0.634	3.02	9.4	3404.0	0.69	1.0
b1[2,77]	4.2	0.0339	2.23	0.893	3.77	9.36	4323.0	0.876	1.0
b1[1,78]	12.9	0.0369	2.86	7.56	12.7	18.7	6003.0	1.22	1.0
b1[2,78]	12.6	0.0373	2.86	7.23	12.4	18.5	5901.0	1.2	1.0
b1[1,79]	4.35	0.0295	1.79	1.73	4.02	8.51	3686.0	0.747	0.999
b1[2,79]	2.27	0.052	2.28	-0.254	1.52	8.09	1915.0	0.388	1.0
b1[1,80]	2.57	0.0233	1.34	0.614	2.33	5.75	3305.0	0.67	1.0
b1[2,80]	3.95	0.0164	1.12	2.02	3.84	6.35	4660.0	0.945	0.999
b1[1,81]	10.5	0.0458	3.0	5.23	10.3	16.7	4296.0	0.871	1.0
b1[2,81]	10.9	0.0382	2.86	5.78	10.7	17.0	5601.0	1.14	1.0
b1[1,82]	14.5	0.0464	3.13	8.7	14.3	20.8	4542.0	0.921	1.0
b1[2,82]	14.0	0.0504	3.26	8.01	13.9	20.6	4176.0	0.847	1.0
b1[1,83]	4.5	0.0358	1.95	1.91	4.06	9.37	2957.0	0.599	1.0
b1[2,83]	4.63	0.0366	2.1	1.77	4.18	9.64	3285.0	0.666	1.0
b1[1,84]	4.03	0.0117	0.897	2.43	3.96	5.87	5878.0	1.19	1.0
b1[2,84]	4.49	0.0147	1.05	2.68	4.38	6.64	5078.0	1.03	1.0
b1[1,85]	4.33	0.0275	1.59	2.14	4.01	8.09	3352.0	0.68	0.999
b1[2,85]	3.02	0.0399	1.99	0.23	2.58	7.96	2474.0	0.501	1.0
b1[1,86]	14.3	0.0516	3.23	8.43	14.1	20.9	3916.0	0.794	1.0
b1[2,86]	14.1	0.0473	3.11	8.43	13.8	20.6	4322.0	0.876	1.0
b1[1,87]	4.78	0.0318	2.09	1.88	4.37	9.66	4323.0	0.876	1.0
b1[2,87]	3.82	0.0366	2.26	0.751	3.32	9.04	3827.0	0.776	1.0
b1[1,88]	5.98	0.0329	2.15	2.66	5.64	10.9	4267.0	0.865	0.999
b1[2,88]	6.02	0.0259	1.89	2.92	5.8	10.3	5310.0	1.08	1.0
b1[1,89]	3.06	0.0327	1.36	1.29	2.79	6.08	1731.0	0.351	1.0
b1[2,89]	2.04	0.0384	1.49	-0.227	1.84	5.31	1504.0	0.305	1.0
b1[1,90]	7.92	0.0318	2.31	4.12	7.64	13.0	5289.0	1.07	1.0
b1[2,90]	6.3	0.0391	2.46	2.85	5.83	12.1	3935.0	0.798	1.0
b1[1,91]	11.3	0.0402	2.77	6.34	11.1	17.0	4756.0	0.964	1.0
b1[2,91]	11.3	0.0377	2.69	6.48	11.1	16.9	5078.0	1.03	1.0
b1[1,92]	6.63	0.0331	2.39	2.71	6.32	11.9	5196.0	1.05	1.0
b1[2,92]	6.98	0.0304	2.25	3.42	6.69	11.8	5456.0	1.11	1.0
b1[1,93]	6.58	0.04	2.56	2.62	6.19	12.3	4082.0	0.828	1.0
b1[2,93]	5.92	0.0421	2.77	1.77	5.45	12.2	4335.0	0.879	1.0
b1[1,94]	0.88	0.0329	1.89	-2.48	0.722	5.04	3281.0	0.665	1.0
b1[2,94]	-0.379	0.0366	1.84	-3.45	-0.588	4.04	2532.0	0.513	1.0
b1[1,95]	2.99	0.0575	2.77	-0.356	2.18	9.87	2319.0	0.47	1.0
b1[2,95]	4.41	0.0371	2.21	1.6	3.9	9.73	3534.0	0.717	1.0
b1[1,96]	4.18	0.0355	1.88	1.71	3.74	8.86	2805.0	0.569	1.0
b1[2,96]	3.96	0.0335	1.85	1.49	3.53	8.43	3056.0	0.62	1.0
b1[1,97]	2.77	0.0633	2.68	-0.271	1.82	9.41	1790.0	0.363	1.0
b1[2,97]	4.53	0.0372	1.95	1.92	4.1	9.42	2732.0	0.554	1.0
b1[1,98]	6.42	0.0301	1.94	3.41	6.11	11.0	4171.0	0.846	1.0
b1[2,98]	4.14	0.0581	2.4	1.28	3.39	10.1	1698.0	0.344	1.0
b1[1,99]	8.53	0.0512	3.12	2.59	8.36	14.8	3717.0	0.754	1.0
b1[2,99]	9.36	0.0356	2.55	5.04	9.12	14.9	5125.0	1.04	1.0
b1[1,100]	6.14	0.0233	1.87	2.8	5.98	10.1	6444.0	1.31	0.999
b1[2,100]	6.08	0.0189	1.66	3.14	5.95	9.56	7774.0	1.58	1.0
b1[1,101]	6.6	0.0299	2.11	3.24	6.3	11.3	4980.0	1.01	1.0
b1[2,101]	6.53	0.0291	2.16	3.05	6.23	11.4	5512.0	1.12	1.0
b1[1,102]	2.64	0.044	2.21	-0.223	2.07	8.36	2528.0	0.513	1.0
b1[2,102]	2.57	0.0418	2.26	-0.7	2.09	8.02	2926.0	0.593	1.0
b1[1,103]	9.63	0.0419	2.79	4.86	9.36	15.5	4430.0	0.898	1.0
b1[2,103]	10.3	0.0315	2.5	5.9	10.1	15.5	6271.0	1.27	1.0
b1[1,104]	11.8	0.04	2.8	6.77	11.5	17.5	4905.0	0.995	1.0
b1[2,104]	11.0	0.0425	2.99	5.71	10.7	17.3	4944.0	1.0	1.0
b1[1,105]	1.76	0.0552	2.26	-0.981	1.13	7.93	1677.0	0.34	1.0
b1[2,105]	2.85	0.0417	1.95	0.558	2.34	7.95	2181.0	0.442	1.0
b1[1,106]	3.37	0.0412	2.3	0.334	2.84	9.16	3131.0	0.635	1.0
b1[2,106]	3.42	0.037	2.32	-0.00282	3.02	9.0	3912.0	0.793	1.0
b1[1,107]	4.63	0.0244	1.61	2.16	4.4	8.29	4387.0	0.889	1.0
b1[2,107]	5.37	0.0182	1.46	2.94	5.21	8.44	6405.0	1.3	1.0
b1[1,108]	1.52	0.0466	2.02	-0.924	0.95	6.71	1871.0	0.379	1.0
b1[2,108]	2.3	0.0334	1.85	-0.348	1.96	6.8	3065.0	0.621	1.0
b1[1,109]	5.46	0.0631	3.08	1.13	4.9	12.4	2388.0	0.484	1.0
b1[2,109]	6.76	0.0424	2.56	2.92	6.29	12.4	3653.0	0.741	1.0
b1[1,110]	5.97	0.0152	1.33	3.51	5.89	8.69	7634.0	1.55	1.0
b1[2,110]	6.21	0.0209	1.7	3.16	6.09	9.8	6651.0	1.35	1.0
b2[1,1]	1.7	0.0257	1.26	0.246	1.41	4.87	2409.0	0.488	1.0
b2[2,1]	2.88	0.0262	1.37	1.13	2.57	6.42	2710.0	0.549	1.0
b2[1,2]	2.36	0.0175	0.903	1.1	2.22	4.34	2669.0	0.541	1.0
b2[2,2]	2.92	0.0169	1.05	1.22	2.78	5.19	3819.0	0.774	1.0
b2[1,3]	5.43	0.0248	1.94	2.44	5.13	9.76	6094.0	1.24	1.0
b2[2,3]	4.25	0.0331	2.12	1.4	3.78	9.14	4100.0	0.831	1.0
b2[1,4]	2.43	0.0274	1.33	0.736	2.09	5.77	2343.0	0.475	1.0
b2[2,4]	4.21	0.0184	1.2	2.32	4.05	6.84	4282.0	0.868	1.0
b2[1,5]	8.1	0.03	2.18	4.38	7.89	12.9	5276.0	1.07	1.0
b2[2,5]	9.3	0.0261	2.15	5.4	9.13	13.8	6807.0	1.38	1.0
b2[1,6]	3.84	0.021	1.27	1.96	3.63	6.74	3674.0	0.745	1.0
b2[2,6]	2.4	0.0305	1.41	0.742	2.04	6.01	2147.0	0.435	1.0
b2[1,7]	1.07	0.0252	1.04	-0.325	0.93	3.53	1691.0	0.343	1.0
b2[2,7]	2.32	0.029	1.17	0.794	2.07	5.19	1621.0	0.329	1.0
b2[1,8]	5.46	0.0285	2.16	1.96	5.18	10.0	5709.0	1.16	1.0
b2[2,8]	4.45	0.0396	2.63	0.144	4.17	9.95	4396.0	0.891	1.0
b2[1,9]	4.01	0.0148	1.05	2.2	3.89	6.17	5003.0	1.01	0.999
b2[2,9]	2.5	0.0166	0.914	1.15	2.38	4.45	3037.0	0.616	1.0
b2[1,10]	4.93	0.0256	2.09	1.68	4.67	9.37	6675.0	1.35	1.0
b2[2,10]	4.29	0.0328	2.39	0.407	3.99	9.29	5292.0	1.07	0.999
b2[1,11]	8.27	0.0251	2.0	4.71	8.08	12.3	6320.0	1.28	1.0
b2[2,11]	8.02	0.0278	2.16	4.19	7.83	12.6	6040.0	1.22	0.999
b2[1,12]	4.85	0.0148	1.3	2.57	4.71	7.7	7733.0	1.57	1.0
b2[2,12]	4.88	0.0177	1.44	2.39	4.73	7.98	6610.0	1.34	1.0
b2[1,13]	6.74	0.0449	2.13	3.29	6.4	11.4	2245.0	0.455	1.0
b2[2,13]	9.2	0.0276	2.04	5.6	9.05	13.5	5480.0	1.11	1.0
b2[1,14]	5.95	0.0265	2.05	2.68	5.66	10.4	6002.0	1.22	1.0
b2[2,14]	4.65	0.0408	2.42	1.0	4.34	10.0	3512.0	0.712	1.0
b2[1,15]	3.35	0.0205	1.07	1.7	3.23	5.47	2740.0	0.555	1.0
b2[2,15]	1.07	0.0367	1.25	-0.294	0.787	4.52	1163.0	0.236	1.0
b2[1,16]	10.3	0.0292	2.28	6.17	10.1	15.0	6094.0	1.24	1.0
b2[2,16]	9.8	0.0319	2.31	5.64	9.64	14.6	5224.0	1.06	1.0
b2[1,17]	1.95	0.0407	1.93	-0.0511	1.3	7.16	2259.0	0.458	1.0
b2[2,17]	2.42	0.0363	1.86	0.322	1.83	7.32	2615.0	0.53	1.0
b2[1,18]	7.29	0.0284	1.96	4.0	7.06	11.5	4763.0	0.966	1.0
b2[2,18]	8.7	0.0264	2.09	4.83	8.57	13.0	6261.0	1.27	1.0
b2[1,19]	2.48	0.0329	1.25	1.04	2.18	5.93	1453.0	0.295	1.0
b2[2,19]	1.35	0.0377	1.31	0.00946	1.04	4.93	1214.0	0.246	1.0
b2[1,20]	7.09	0.0269	2.17	3.31	6.86	11.6	6489.0	1.32	1.0
b2[2,20]	6.19	0.0339	2.25	2.58	5.82	11.1	4424.0	0.897	1.0
b2[1,21]	5.21	0.0269	2.05	1.86	4.94	9.7	5841.0	1.18	1.0
b2[2,21]	4.23	0.0335	2.2	0.889	3.85	9.29	4317.0	0.875	1.0
b2[1,22]	3.52	0.032	2.05	0.854	3.02	8.23	4078.0	0.827	1.0
b2[2,22]	3.6	0.0332	2.18	0.58	3.19	8.49	4304.0	0.873	1.0
b2[1,23]	8.53	0.0232	2.0	4.89	8.39	12.5	7418.0	1.5	1.0
b2[2,23]	6.64	0.0458	2.21	3.12	6.33	11.5	2325.0	0.471	1.0
b2[1,24]	3.56	0.0113	0.925	1.92	3.49	5.48	6722.0	1.36	0.999
b2[2,24]	2.95	0.0174	1.14	1.14	2.79	5.48	4305.0	0.873	1.0
b2[1,25]	3.49	0.0234	1.41	1.35	3.25	6.68	3628.0	0.736	1.0
b2[2,25]	4.31	0.0159	1.21	2.25	4.17	6.91	5814.0	1.18	1.0
b2[1,26]	3.37	0.0355	2.33	0.0998	2.9	8.6	4293.0	0.87	1.0
b2[2,26]	2.45	0.0474	2.67	-1.06	1.67	8.48	3173.0	0.643	1.0
b2[1,27]	5.53	0.0259	2.02	2.26	5.29	9.91	6085.0	1.23	1.0
b2[2,27]	4.43	0.0367	2.32	0.893	4.05	9.4	4002.0	0.811	1.0
b2[1,28]	1.68	0.0379	1.72	-0.233	1.18	6.3	2057.0	0.417	1.0
b2[2,28]	2.99	0.0322	1.6	1.11	2.55	7.24	2474.0	0.502	1.0
