subject,session,block,runsheet,trial,exposure,stimulus,valence,action,robot,choice,accuracy,rt,outcome,Y_hat,Y_pred,pwaic,k_u,loo
02lqpjp4pevk73p8f7ipewf9,1,2,1a,161,1,1,1,go,gw,0,0,,0,0.5072,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,167,2,1,1,go,gw,0,0,,0,0.547,0.452073,0.000398,-0.059134,0.451873
02lqpjp4pevk73p8f7ipewf9,1,2,1a,170,3,1,1,go,gw,0,0,,0,0.582,0.418734,0.000615,-0.147412,0.418425
02lqpjp4pevk73p8f7ipewf9,1,2,1a,174,4,1,1,go,gw,0,0,,1,0.601,0.393091,0.000749,-0.144922,0.392716
02lqpjp4pevk73p8f7ipewf9,1,2,1a,177,5,1,1,go,gw,1,1,0.918,1,0.5308,0.534636,0.001251,-0.160882,0.534001
02lqpjp4pevk73p8f7ipewf9,1,2,1a,184,6,1,1,go,gw,1,1,0.82,1,0.5878,0.58196,0.000726,-0.420466,0.581596
02lqpjp4pevk73p8f7ipewf9,1,2,1a,187,7,1,1,go,gw,1,1,0.901,0,0.6076,0.614357,0.001166,-0.314071,0.613773
02lqpjp4pevk73p8f7ipewf9,1,2,1a,192,8,1,1,go,gw,1,1,1.058,1,0.5526,0.547016,0.003626,-0.172301,0.545148
02lqpjp4pevk73p8f7ipewf9,1,2,1a,123,1,2,1,go,gw,0,0,,0,0.4934,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,127,2,2,1,go,gw,0,0,,0,0.5496,0.452073,0.000398,-0.059134,0.451873
02lqpjp4pevk73p8f7ipewf9,1,2,1a,129,3,2,1,go,gw,1,1,0.732,1,0.5698,0.581266,0.000615,-0.139102,0.58096
02lqpjp4pevk73p8f7ipewf9,1,2,1a,133,4,2,1,go,gw,1,1,1.072,1,0.6304,0.62648,0.001709,-0.157942,0.625632
02lqpjp4pevk73p8f7ipewf9,1,2,1a,140,5,2,1,go,gw,1,1,0.796,1,0.6518,0.657223,0.002037,-0.129156,0.656209
02lqpjp4pevk73p8f7ipewf9,1,2,1a,142,6,2,1,go,gw,1,1,0.936,1,0.6734,0.680544,0.002095,-0.102943,0.679497
02lqpjp4pevk73p8f7ipewf9,1,2,1a,147,7,2,1,go,gw,1,1,0.956,1,0.7052,0.699205,0.002123,-0.105726,0.698142
02lqpjp4pevk73p8f7ipewf9,1,2,1a,152,8,2,1,go,gw,1,1,0.295,1,0.722,0.714606,0.0022,-0.072707,0.713503
02lqpjp4pevk73p8f7ipewf9,1,2,1a,155,9,2,1,go,gw,1,1,0.513,1,0.724,0.727569,0.002342,-0.018123,0.726394
02lqpjp4pevk73p8f7ipewf9,1,2,1a,160,10,2,1,go,gw,1,1,0.653,1,0.7436,0.738631,0.002547,-0.023351,0.737353
02lqpjp4pevk73p8f7ipewf9,1,2,1a,194,1,3,1,go,gw,1,1,1.055,1,0.4972,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,197,2,3,1,go,gw,1,1,1.105,1,0.5492,0.547927,0.000398,-0.197079,0.547729
02lqpjp4pevk73p8f7ipewf9,1,2,1a,201,3,3,1,go,gw,1,1,1.018,1,0.5892,0.581266,0.000615,-0.139102,0.58096
02lqpjp4pevk73p8f7ipewf9,1,2,1a,208,4,3,1,go,gw,1,1,0.892,1,0.607,0.606909,0.000749,-0.112829,0.606535
02lqpjp4pevk73p8f7ipewf9,1,2,1a,210,5,3,1,go,gw,0,0,,0,0.6188,0.37233,0.000945,-0.173745,0.371858
02lqpjp4pevk73p8f7ipewf9,1,2,1a,214,6,3,1,go,gw,0,0,,0,0.679,0.329378,0.001707,-0.182903,0.328525
02lqpjp4pevk73p8f7ipewf9,1,2,1a,219,7,3,1,go,gw,0,0,,0,0.7064,0.300795,0.002123,-0.17347,0.299735
02lqpjp4pevk73p8f7ipewf9,1,2,1a,223,8,3,1,go,gw,1,1,0.766,1,0.7332,0.720541,0.002351,-0.092584,0.719363
02lqpjp4pevk73p8f7ipewf9,1,2,1a,227,9,3,1,go,gw,1,1,0.717,1,0.7388,0.735083,0.002487,-0.028088,0.733835
02lqpjp4pevk73p8f7ipewf9,1,2,1a,230,10,3,1,go,gw,1,1,0.394,0,0.7406,0.747267,0.002667,-0.056944,0.745928
02lqpjp4pevk73p8f7ipewf9,1,2,1a,233,11,3,1,go,gw,0,0,,0,0.6744,0.318175,0.00389,-0.12012,0.316243
02lqpjp4pevk73p8f7ipewf9,1,2,1a,239,12,3,1,go,gw,1,1,0.64,1,0.6996,0.699392,0.00476,-0.435683,0.696992
02lqpjp4pevk73p8f7ipewf9,1,2,1a,212,1,4,1,no-go,ngw,0,1,,1,0.4876,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,215,2,4,1,no-go,ngw,1,0,0.786,1,0.4544,0.452073,0.000398,-0.059134,0.451873
02lqpjp4pevk73p8f7ipewf9,1,2,1a,217,3,4,1,no-go,ngw,1,0,0.334,0,0.4986,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,222,4,4,1,no-go,ngw,1,0,0.952,0,0.4378,0.43849,0.00131,-0.099943,0.437822
02lqpjp4pevk73p8f7ipewf9,1,2,1a,225,5,4,1,no-go,ngw,1,0,0.572,1,0.4064,0.398746,0.001858,-0.093252,0.397804
02lqpjp4pevk73p8f7ipewf9,1,2,1a,229,6,4,1,no-go,ngw,1,0,0.172,0,0.4674,0.461494,0.000131,-0.040522,0.461429
02lqpjp4pevk73p8f7ipewf9,1,2,1a,236,7,4,1,no-go,ngw,0,1,,1,0.4102,0.590622,0.001158,-0.181074,0.590049
02lqpjp4pevk73p8f7ipewf9,1,2,1a,240,8,4,1,no-go,ngw,0,1,,1,0.3768,0.622779,0.001434,-0.142269,0.622067
02lqpjp4pevk73p8f7ipewf9,1,2,1a,121,1,5,1,no-go,ngw,1,0,0.64,0,0.4982,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,126,2,5,1,no-go,ngw,1,0,0.98,0,0.4614,0.452073,0.000398,-0.059134,0.451873
02lqpjp4pevk73p8f7ipewf9,1,2,1a,132,3,5,1,no-go,ngw,0,1,,1,0.4392,0.581266,0.000615,-0.139102,0.58096
02lqpjp4pevk73p8f7ipewf9,1,2,1a,136,4,5,1,no-go,ngw,0,1,,0,0.3736,0.62648,0.001709,-0.157942,0.625632
02lqpjp4pevk73p8f7ipewf9,1,2,1a,139,5,5,1,no-go,ngw,1,0,0.679,0,0.4564,0.432412,0.000348,-0.174728,0.432238
02lqpjp4pevk73p8f7ipewf9,1,2,1a,143,6,5,1,no-go,ngw,0,1,,1,0.405,0.593438,0.000704,-0.232355,0.593085
02lqpjp4pevk73p8f7ipewf9,1,2,1a,148,7,5,1,no-go,ngw,0,1,,1,0.3544,0.644523,0.001426,-0.115262,0.643812
02lqpjp4pevk73p8f7ipewf9,1,2,1a,149,8,5,1,no-go,ngw,1,0,1.02,1,0.321,0.323241,0.001955,-0.188247,0.322263
02lqpjp4pevk73p8f7ipewf9,1,2,1a,156,9,5,1,no-go,ngw,1,0,1.029,0,0.3872,0.389934,0.001151,-0.100442,0.38936
02lqpjp4pevk73p8f7ipewf9,1,2,1a,159,10,5,1,no-go,ngw,1,0,0.619,0,0.3418,0.346392,0.001278,-0.114101,0.345753
02lqpjp4pevk73p8f7ipewf9,1,2,1a,164,1,6,1,no-go,ngw,1,0,0.835,0,0.4904,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,168,2,6,1,no-go,ngw,1,0,0.479,0,0.4492,0.452073,0.000398,-0.059134,0.451873
02lqpjp4pevk73p8f7ipewf9,1,2,1a,171,3,6,1,no-go,ngw,1,0,0.732,1,0.4194,0.418734,0.000615,-0.147412,0.418425
02lqpjp4pevk73p8f7ipewf9,1,2,1a,173,4,6,1,no-go,ngw,1,0,1.001,0,0.488,0.487381,0.000663,-0.021895,0.487055
02lqpjp4pevk73p8f7ipewf9,1,2,1a,179,5,6,1,no-go,ngw,1,0,0.402,0,0.4408,0.437378,0.000243,-0.046574,0.437256
02lqpjp4pevk73p8f7ipewf9,1,2,1a,183,6,6,1,no-go,ngw,1,0,0.803,0,0.4036,0.40471,0.000535,-0.142548,0.404442
02lqpjp4pevk73p8f7ipewf9,1,2,1a,186,7,6,1,no-go,ngw,1,0,1.026,0,0.383,0.380324,0.000809,-0.120556,0.37992
02lqpjp4pevk73p8f7ipewf9,1,2,1a,189,8,6,1,no-go,ngw,0,1,,1,0.3548,0.639123,0.001139,-0.054265,0.638554
02lqpjp4pevk73p8f7ipewf9,1,2,1a,195,9,6,1,no-go,ngw,1,0,1.01,0,0.3174,0.318495,0.001677,-0.162462,0.317657
02lqpjp4pevk73p8f7ipewf9,1,2,1a,200,10,6,1,no-go,ngw,1,0,0.936,0,0.3152,0.303391,0.001865,-0.130313,0.30246
02lqpjp4pevk73p8f7ipewf9,1,2,1a,204,11,6,1,no-go,ngw,1,0,0.77,0,0.2898,0.290669,0.002118,-0.135533,0.289612
02lqpjp4pevk73p8f7ipewf9,1,2,1a,206,12,6,1,no-go,ngw,1,0,0.435,0,0.2844,0.279793,0.002431,-0.14734,0.278579
02lqpjp4pevk73p8f7ipewf9,1,2,1a,211,1,7,0,go,gal,0,0,,1,0.5006,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,213,2,7,0,go,gal,0,0,,1,0.448,0.547927,0.000398,-0.197079,0.547729
02lqpjp4pevk73p8f7ipewf9,1,2,1a,218,3,7,0,go,gal,0,0,,0,0.4162,0.581266,0.000615,-0.139102,0.58096
02lqpjp4pevk73p8f7ipewf9,1,2,1a,221,4,7,0,go,gal,1,1,0.349,0,0.4858,0.487381,0.000663,-0.021895,0.487055
02lqpjp4pevk73p8f7ipewf9,1,2,1a,226,5,7,0,go,gal,1,1,0.917,1,0.4408,0.439599,0.000328,-0.154811,0.439435
02lqpjp4pevk73p8f7ipewf9,1,2,1a,232,6,7,0,go,gal,1,1,0.856,1,0.489,0.501268,0.001858,-0.039154,0.500365
02lqpjp4pevk73p8f7ipewf9,1,2,1a,235,7,7,0,go,gal,1,1,0.607,1,0.535,0.542154,0.002176,-0.428271,0.541092
02lqpjp4pevk73p8f7ipewf9,1,2,1a,237,8,7,0,go,gal,1,1,0.756,1,0.5708,0.572875,0.001889,-0.218745,0.571947
02lqpjp4pevk73p8f7ipewf9,1,2,1a,153,1,8,0,go,gal,0,0,,0,0.5094,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,158,2,8,0,go,gal,1,1,1.202,1,0.5476,0.547927,0.000398,-0.197079,0.547729
02lqpjp4pevk73p8f7ipewf9,1,2,1a,162,3,8,0,go,gal,0,0,,0,0.608,0.40552,0.001453,-0.079899,0.404784
02lqpjp4pevk73p8f7ipewf9,1,2,1a,166,4,8,0,go,gal,0,0,,0,0.6132,0.37352,0.001709,-0.15305,0.372659
02lqpjp4pevk73p8f7ipewf9,1,2,1a,169,5,8,0,go,gal,1,1,1.028,0,0.6576,0.650934,0.00171,-0.131635,0.650082
02lqpjp4pevk73p8f7ipewf9,1,2,1a,176,6,8,0,go,gal,0,0,,1,0.5934,0.406562,0.000704,-0.169296,0.406211
02lqpjp4pevk73p8f7ipewf9,1,2,1a,178,7,8,0,go,gal,0,0,,0,0.52,0.47924,0.002723,-0.020589,0.477917
02lqpjp4pevk73p8f7ipewf9,1,2,1a,181,8,8,0,go,gal,0,0,,0,0.5668,0.432729,0.000911,-0.061699,0.432274
02lqpjp4pevk73p8f7ipewf9,1,2,1a,188,9,8,0,go,gal,1,1,0.903,1,0.5966,0.597542,0.001077,-0.282821,0.597003
02lqpjp4pevk73p8f7ipewf9,1,2,1a,191,10,8,0,go,gal,1,1,0.861,1,0.6452,0.648707,0.001209,-0.032984,0.648102
02lqpjp4pevk73p8f7ipewf9,1,2,1a,196,1,9,0,go,gal,0,0,,0,0.4988,0.5,0.0,inf,0.5
02lqpjp4pevk73p8f7ipewf9,1,2,1a,198,2,9,0,go,gal,0,0,,0,0.5474,0.452073,0.000398,-0.059134,0.451873
02lqpjp4pevk73p8f7ipewf9,1,2,1a,202,3,9,0,go,gal,1,1,1.04,1,0.5798,0.581266,0.000615,-0.139102,0.58096
02lqpjp4pevk73p8f7ipewf9,1,2,1a,207,4,9,0,go,gal,0,0,,0,0.6136,0.37352,0.001709,-0.15305,0.372659
02lqpjp4pevk73p8f7ipewf9,1,2,1a,209,5,9,0,go,gal,0,0,,0,0.653,0.349066,0.00171,-0.155206,0.348208
02lqpjp4pevk73p8f7ipewf9,1,2,1a,216,6,9,0,go,gal,0,0,,0,0.6798,0.329378,0.001707,-0.182903,0.328525
