	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	5.489	0.023	0.521	4.497	5.463	6.531	509.479	0.136	1.007
b3_mu	0.525	0.001	0.044	0.435	0.524	0.609	924.047	0.247	1.004
a1_mu	0.326	0.001	0.034	0.258	0.326	0.391	945.693	0.253	1.002
sigma[1]	0.415	0.00128	0.0462	0.331	0.412	0.509	1307.0	0.349	1.0
sigma[2]	0.088	0.000186	0.00703	0.0746	0.0876	0.102	1429.0	0.382	1.0
sigma[3]	0.74	0.00234	0.0811	0.586	0.734	0.901	1204.0	0.322	1.0
b1[1]	2.79	0.0553	2.36	0.675	1.83	9.21	1828.0	0.489	1.0
b1[2]	2.31	0.00597	0.452	1.49	2.27	3.26	5739.0	1.53	1.0
b1[3]	5.17	0.0307	1.71	2.81	4.82	9.09	3094.0	0.827	1.0
b1[4]	3.59	0.028	1.38	1.88	3.26	7.03	2454.0	0.656	1.0
b1[5]	8.8	0.0443	2.64	4.48	8.41	14.6	3554.0	0.95	1.0
b1[6]	2.46	0.00489	0.377	1.78	2.43	3.23	5962.0	1.59	1.0
b1[7]	2.06	0.0587	1.55	0.982	1.68	5.85	699.0	0.187	1.01
b1[8]	4.35	0.0506	2.61	1.15	3.63	10.6	2658.0	0.71	1.0
b1[9]	2.73	0.005	0.394	1.99	2.71	3.52	6216.0	1.66	1.0
b1[10]	6.4	0.0483	2.88	2.09	6.0	12.7	3554.0	0.95	1.0
b1[11]	9.01	0.0359	2.35	5.26	8.68	14.0	4280.0	1.14	1.0
b1[12]	4.67	0.0167	1.03	2.98	4.54	6.82	3779.0	1.01	1.0
b1[13]	13.6	0.0405	2.6	8.97	13.4	19.1	4122.0	1.1	1.0
b1[14]	4.81	0.0348	1.78	2.55	4.36	9.29	2604.0	0.696	1.0
b1[15]	1.78	0.0104	0.518	1.07	1.7	2.81	2498.0	0.668	1.0
b1[16]	13.6	0.0429	2.73	8.76	13.4	19.4	4045.0	1.08	1.0
b1[17]	1.86	0.0584	1.88	0.467	1.19	7.43	1038.0	0.277	1.0
