subID TrialNo Threat(1)/Safe(2) Fractal CodeOutcomeRightSide CodeOutcomeWrongSide CodeOutcomeNoPress ActualOutcome Circleside(1Left2Right) response Accuracy rt 
58 1 1 4 -1 -1 0 -1 2 2 0 3.813733e-01 
58 2 1 3 0 0 1 0 2 2 0 4.317086e-01 
58 3 1 4 0 0 -1 0 2 2 0 8.406265e-01 
58 4 1 1 1 0 0 1 2 2 1 3.179314e-01 
58 5 1 1 0 1 1 0 1 1 1 3.353214e-01 
58 6 1 3 0 0 1 0 2 2 0 2.828438e-01 
58 7 1 4 -1 -1 0 0 2 0 1 NaN 
58 8 1 2 0 -1 -1 0 2 2 1 2.829457e-01 
58 9 1 4 -1 -1 0 0 1 0 1 NaN 
58 10 1 1 1 0 0 1 1 1 1 3.572792e-01 
58 11 1 2 -1 0 0 -1 2 2 1 3.846276e-01 
58 12 1 3 0 0 1 0 1 1 0 4.644971e-01 
58 13 1 1 1 0 0 1 2 2 1 3.303843e-01 
58 14 1 2 0 -1 -1 -1 1 0 0 NaN 
58 15 1 3 0 0 1 0 1 1 0 3.772904e-01 
58 16 1 1 1 0 0 1 1 1 1 5.318672e-01 
58 17 1 4 -1 -1 0 0 1 0 1 NaN 
58 18 1 2 0 -1 -1 0 1 1 1 6.304547e-01 
58 19 1 2 0 -1 -1 0 2 2 1 4.184181e-01 
58 20 1 3 1 1 0 1 1 1 0 3.434135e-01 
58 1 2 4 0 0 -1 0 2 2 0 3.272882e-01 
58 2 2 4 -1 -1 0 -1 2 2 0 2.932246e-01 
58 3 2 1 1 0 0 1 1 1 1 4.441934e-01 
58 4 2 1 0 1 1 0 1 1 1 3.894851e-01 
58 5 2 1 1 0 0 1 1 1 1 3.704161e-01 
58 6 2 1 1 0 0 1 2 2 1 3.598376e-01 
58 7 2 1 1 0 0 1 2 2 1 3.556425e-01 
58 8 2 4 -1 -1 0 0 2 0 1 NaN 
58 9 2 2 0 -1 -1 0 2 2 1 4.721482e-01 
58 10 2 2 0 -1 -1 0 1 1 1 3.745535e-01 
58 11 2 3 1 1 0 1 1 1 0 4.454728e-01 
58 12 2 3 0 0 1 0 1 1 0 3.824063e-01 
58 13 2 2 0 -1 -1 0 2 2 1 6.965442e-01 
58 14 2 3 0 0 1 0 2 2 0 5.016086e-01 
58 15 2 2 0 -1 -1 0 1 1 1 4.915831e-01 
