subID TrialNo Threat(1)/Safe(2) Fractal CodeOutcomeRightSide CodeOutcomeWrongSide CodeOutcomeNoPress ActualOutcome Circleside(1Left2Right) response Accuracy rt 
32 1 1 3 1 1 0 1 1 1 0 2.990474e-01 
32 2 1 1 0 1 1 0 1 1 1 2.856890e-01 
32 3 1 4 -1 -1 0 -1 1 1 0 3.856021e-01 
32 4 1 4 -1 -1 0 0 2 0 1 NaN 
32 5 1 3 0 0 1 0 1 1 0 2.718191e-01 
32 6 1 4 -1 -1 0 0 2 0 1 NaN 
32 7 1 3 0 0 1 0 1 1 0 2.927329e-01 
32 8 1 3 0 0 1 0 2 2 0 2.659792e-01 
32 9 1 1 1 0 0 1 2 2 1 3.429451e-01 
32 10 1 2 0 -1 -1 0 2 2 1 2.892520e-01 
32 11 1 4 0 0 -1 -1 2 0 1 NaN 
32 12 1 3 0 0 1 0 2 2 0 3.084400e-01 
32 13 1 2 -1 0 0 -1 2 2 1 2.776464e-01 
32 14 1 2 0 -1 -1 -1 1 0 0 NaN 
32 15 1 1 1 0 0 1 2 2 1 2.959833e-01 
32 16 1 4 -1 -1 0 0 1 0 1 NaN 
32 17 1 2 0 -1 -1 0 2 2 1 4.031160e-01 
32 18 1 1 1 0 0 1 1 1 1 2.842340e-01 
32 19 1 2 0 -1 -1 -1 1 0 0 NaN 
32 20 1 1 1 0 0 1 1 1 1 2.946242e-01 
32 1 2 1 1 0 0 1 1 1 1 5.542597e-01 
32 2 2 4 -1 -1 0 -1 2 2 0 2.684815e-01 
32 3 2 4 -1 -1 0 -1 1 1 0 2.824860e-01 
32 4 2 2 0 -1 -1 0 2 2 1 2.868488e-01 
32 5 2 3 0 0 1 0 2 2 0 4.617296e-01 
32 6 2 1 1 0 0 0 1 0 0 NaN 
32 7 2 1 0 1 1 1 1 0 0 NaN 
32 8 2 1 1 0 0 0 2 0 0 NaN 
32 9 2 2 -1 0 0 -1 2 2 1 3.242122e-01 
32 10 2 2 0 -1 -1 -1 1 0 0 NaN 
