subID TrialNo Threat(1)/Safe(2) Fractal CodeOutcomeRightSide CodeOutcomeWrongSide CodeOutcomeNoPress ActualOutcome Circleside(1Left2Right) response Accuracy rt 
225 1 2 3 1 1 0 1 1 1 0 4.442220e-01 
225 2 2 1 0 1 1 0 1 1 1 3.542794e-01 
225 3 2 4 -1 -1 0 -1 1 1 0 4.121758e-01 
225 4 2 4 -1 -1 0 0 2 0 1 NaN 
225 5 2 3 0 0 1 0 1 1 0 2.276317e-01 
225 6 2 4 -1 -1 0 0 2 0 1 NaN 
225 7 2 3 0 0 1 1 1 0 1 NaN 
225 8 2 3 0 0 1 0 2 2 0 4.081180e-01 
225 9 2 1 1 0 0 1 2 2 1 4.867843e-01 
225 10 2 2 0 -1 -1 0 2 2 1 2.992073e-01 
225 11 2 4 0 0 -1 0 2 2 0 3.519974e-01 
225 12 2 3 0 0 1 0 2 2 0 3.136330e-01 
225 13 2 2 -1 0 0 -1 2 2 1 2.893179e-01 
225 14 2 2 0 -1 -1 -1 1 0 0 NaN 
225 15 2 1 1 0 0 1 2 2 1 4.689313e-01 
225 16 2 4 -1 -1 0 -1 1 1 0 3.822814e-01 
225 17 2 2 0 -1 -1 0 2 2 1 7.231457e-01 
225 18 2 1 1 0 0 1 1 1 1 3.344648e-01 
225 19 2 2 0 -1 -1 -1 1 0 0 NaN 
225 20 2 1 1 0 0 1 1 1 1 2.922251e-01 
225 1 1 1 1 0 0 1 1 1 1 3.986398e-01 
225 2 1 4 -1 -1 0 -1 2 2 0 5.241201e-01 
225 3 1 4 -1 -1 0 0 1 0 1 NaN 
225 4 1 2 0 -1 -1 0 2 2 1 3.431332e-01 
225 5 1 3 0 0 1 0 2 2 0 3.135676e-01 
225 6 1 1 1 0 0 1 1 1 1 5.063513e-01 
225 7 1 1 0 1 1 0 1 1 1 3.390082e-01 
225 8 1 1 1 0 0 1 2 2 1 3.731101e-01 
225 9 1 2 -1 0 0 -1 2 2 1 2.849419e-01 
225 10 1 2 0 -1 -1 0 1 1 1 5.302188e-01 
225 11 1 4 -1 -1 0 0 1 0 1 NaN 
225 12 1 3 0 0 1 0 1 1 0 3.810607e-01 
225 13 1 4 -1 -1 0 0 2 0 1 NaN 
225 14 1 3 1 1 0 1 1 1 0 5.619044e-01 
225 15 1 3 0 0 1 0 2 2 0 6.088478e-01 
225 16 1 3 0 0 1 0 1 1 0 3.148233e-01 
225 17 1 2 0 -1 -1 0 2 2 1 3.729978e-01 
225 18 1 2 0 -1 -1 0 1 1 1 3.827598e-01 
225 19 1 1 1 0 0 0 2 0 0 NaN 
225 20 1 4 0 0 -1 -1 2 0 1 NaN 
225 1 2 3 0 0 1 0 1 1 0 5.486167e-01 
225 2 2 3 0 0 1 0 2 2 0 6.464733e-01 
225 3 2 4 0 0 -1 0 2 2 0 4.874004e-01 
225 4 2 1 1 0 0 1 1 1 1 3.943104e-01 
225 5 2 4 -1 -1 0 -1 1 1 0 3.060649e-01 
225 6 2 3 1 1 0 1 1 1 0 3.445704e-01 
225 7 2 1 0 1 1 0 1 1 1 2.830962e-01 
225 8 2 3 0 0 1 0 1 1 0 3.951172e-01 
225 9 2 1 1 0 0 1 1 1 1 3.868920e-01 
225 10 2 4 -1 -1 0 0 1 0 1 NaN 
225 11 2 2 0 -1 -1 0 2 2 1 2.771077e-01 
225 12 2 2 -1 0 0 0 2 0 0 NaN 
225 13 2 1 1 0 0 1 2 2 1 2.718000e-01 
225 14 2 2 0 -1 -1 -1 1 0 0 NaN 
225 15 2 1 1 0 0 1 2 2 1 4.078824e-01 
225 16 2 4 -1 -1 0 0 2 0 1 NaN 
225 17 2 3 0 0 1 0 2 2 0 2.916180e-01 
225 18 2 2 0 -1 -1 -1 2 0 0 NaN 
225 19 2 4 -1 -1 0 0 2 0 1 NaN 
225 20 2 2 0 -1 -1 0 1 1 1 4.376422e-01 
225 1 1 3 1 1 0 1 1 1 0 3.257133e-01 
225 2 1 3 0 0 1 0 2 2 0 2.739820e-01 
225 3 1 4 -1 -1 0 0 1 0 1 NaN 
