subID TrialNo Threat(1)/Safe(2) Fractal CodeOutcomeRightSide CodeOutcomeWrongSide CodeOutcomeNoPress ActualOutcome Circleside(1Left2Right) response Accuracy rt 
220 1 1 4 -1 -1 0 0 2 0 1 NaN 
220 2 1 3 0 0 1 0 2 2 0 5.082495e-01 
220 3 1 2 0 -1 -1 -1 1 0 0 NaN 
220 4 1 2 0 -1 -1 -1 2 0 0 NaN 
220 5 1 1 1 0 0 1 2 2 1 4.260957e-01 
220 6 1 4 -1 -1 0 -1 2 2 0 4.588447e-01 
220 7 1 3 0 0 1 1 1 0 1 NaN 
220 8 1 4 -1 -1 0 -1 1 1 0 9.592138e-01 
220 9 1 1 1 0 0 1 2 2 1 4.828747e-01 
220 10 1 4 0 0 -1 -1 2 0 1 NaN 
220 11 1 1 0 1 1 0 1 1 1 6.877710e-01 
220 12 1 3 0 0 1 0 2 2 0 4.437175e-01 
220 13 1 4 -1 -1 0 -1 1 1 0 7.856092e-01 
220 14 1 3 0 0 1 0 1 1 0 3.632477e-01 
220 15 1 2 0 -1 -1 0 1 1 1 5.127035e-01 
220 16 1 2 -1 0 0 -1 2 2 1 4.686317e-01 
220 17 1 1 1 0 0 1 1 1 1 6.972916e-01 
220 18 1 2 0 -1 -1 0 2 2 1 4.521597e-01 
220 19 1 1 1 0 0 0 1 0 0 NaN 
220 20 1 3 1 1 0 0 1 0 1 NaN 
220 1 2 3 0 0 1 0 2 2 0 3.393550e-01 
220 2 2 1 1 0 0 1 1 1 1 3.467946e-01 
220 3 2 3 1 1 0 1 1 1 0 3.660197e-01 
220 4 2 1 1 0 0 1 1 1 1 3.386116e-01 
220 5 2 2 0 -1 -1 0 2 2 1 3.011689e-01 
220 6 2 4 -1 -1 0 -1 2 2 0 4.546448e-01 
220 7 2 3 0 0 1 0 1 1 0 3.693101e-01 
220 8 2 1 0 1 1 1 1 0 0 NaN 
220 9 2 1 1 0 0 1 2 2 1 6.246587e-01 
220 10 2 2 -1 0 0 -1 2 2 1 6.493643e-01 
220 11 2 2 0 -1 -1 0 1 1 1 3.762241e-01 
220 12 2 3 0 0 1 0 2 2 0 4.350057e-01 
220 13 2 4 -1 -1 0 -1 1 1 0 5.638622e-01 
220 14 2 4 -1 -1 0 -1 1 1 0 4.253262e-01 
220 15 2 1 1 0 0 1 2 2 1 4.110034e-01 
