subject,session,block,trial,exposure,stimulus,valence,action,robot,rune,color,correct,choice,rt,accuracy,sham,outcome,totalkeys
35u9tjs3cet5fhuskp61780m,1,1,94,24,4,win,no-go,ngw,rune_02_haglaz,yellow,0,0,,1,1.0,+1,0
35u9tjs3cet5fhuskp61780m,1,1,95,24,3,lose,go,gal,rune_02_raido,blue,1,1,0.674,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,1,96,24,2,win,go,gw,rune_02_cen,yellow,1,1,0.518,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,1,97,25,2,win,go,gw,rune_02_cen,yellow,1,0,,0,1.0,+10,0
35u9tjs3cet5fhuskp61780m,1,1,98,25,4,win,no-go,ngw,rune_02_haglaz,yellow,0,1,0.773,0,0.0,+1,1
35u9tjs3cet5fhuskp61780m,1,1,99,25,1,lose,no-go,ngal,rune_02_os,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,1,100,25,3,lose,go,gal,rune_02_raido,blue,1,1,0.884,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,1,101,26,1,lose,no-go,ngal,rune_02_os,blue,0,1,0.869,0,0.0,-10,1
35u9tjs3cet5fhuskp61780m,1,1,102,26,4,win,no-go,ngw,rune_02_haglaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,1,103,26,2,win,go,gw,rune_02_cen,yellow,1,1,0.53,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,1,104,26,3,lose,go,gal,rune_02_raido,blue,1,1,0.687,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,1,105,27,1,lose,no-go,ngal,rune_02_os,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,1,106,27,3,lose,go,gal,rune_02_raido,blue,1,1,0.709,1,1.0,-10,1
35u9tjs3cet5fhuskp61780m,1,1,107,27,4,win,no-go,ngw,rune_02_haglaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,1,108,27,2,win,go,gw,rune_02_cen,yellow,1,1,0.733,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,1,109,28,4,win,no-go,ngw,rune_02_haglaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,1,110,28,3,lose,go,gal,rune_02_raido,blue,1,1,0.832,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,1,111,28,1,lose,no-go,ngal,rune_02_os,blue,0,0,,1,1.0,-10,0
35u9tjs3cet5fhuskp61780m,1,1,112,28,2,win,go,gw,rune_02_cen,yellow,1,1,0.806,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,1,113,29,1,lose,no-go,ngal,rune_02_os,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,1,114,29,4,win,no-go,ngw,rune_02_haglaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,1,115,29,2,win,go,gw,rune_02_cen,yellow,1,1,0.856,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,1,116,29,3,lose,go,gal,rune_02_raido,blue,1,1,0.848,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,1,117,30,2,win,go,gw,rune_02_cen,yellow,1,1,0.765,1,1.0,+1,1
35u9tjs3cet5fhuskp61780m,1,1,118,30,4,win,no-go,ngw,rune_02_haglaz,yellow,0,0,,1,1.0,+1,0
35u9tjs3cet5fhuskp61780m,1,1,119,30,3,lose,go,gal,rune_02_raido,blue,1,1,0.804,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,1,120,30,1,lose,no-go,ngal,rune_02_os,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,121,1,5,lose,go,gal,rune_01_ger,blue,1,1,0.653,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,122,1,6,lose,no-go,ngal,rune_01_ear,blue,0,1,0.806,0,1.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,123,1,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,124,1,8,win,go,gw,rune_01_yr,yellow,1,1,0.977,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,125,2,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,126,2,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,1,0.777,0,1.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,127,2,5,lose,go,gal,rune_01_ger,blue,1,0,,0,0.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,128,2,8,win,go,gw,rune_01_yr,yellow,1,1,0.887,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,129,3,5,lose,go,gal,rune_01_ger,blue,1,0,,0,0.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,130,3,8,win,go,gw,rune_01_yr,yellow,1,1,0.916,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,131,3,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,132,3,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,1,0.931,0,0.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,133,4,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,1,0.727,0,0.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,134,4,5,lose,go,gal,rune_01_ger,blue,1,1,0.749,1,1.0,-10,1
35u9tjs3cet5fhuskp61780m,1,2,135,4,8,win,go,gw,rune_01_yr,yellow,1,1,0.802,1,1.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,136,4,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,137,5,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,138,5,5,lose,go,gal,rune_01_ger,blue,1,0,,0,0.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,139,5,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,1,0.693,0,0.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,140,5,8,win,go,gw,rune_01_yr,yellow,1,1,0.657,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,141,6,8,win,go,gw,rune_01_yr,yellow,1,1,0.893,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,142,6,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,143,6,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,144,6,5,lose,go,gal,rune_01_ger,blue,1,1,0.694,1,1.0,-10,1
35u9tjs3cet5fhuskp61780m,1,2,145,7,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,1.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,146,7,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,147,7,5,lose,go,gal,rune_01_ger,blue,1,0,,0,0.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,148,7,8,win,go,gw,rune_01_yr,yellow,1,1,0.539,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,149,8,5,lose,go,gal,rune_01_ger,blue,1,1,0.39,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,150,8,8,win,go,gw,rune_01_yr,yellow,1,1,0.649,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,151,8,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,152,8,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,153,9,5,lose,go,gal,rune_01_ger,blue,1,1,0.856,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,154,9,8,win,go,gw,rune_01_yr,yellow,1,1,0.685,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,155,9,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,156,9,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,157,10,5,lose,go,gal,rune_01_ger,blue,1,1,0.69,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,158,10,8,win,go,gw,rune_01_yr,yellow,1,1,0.739,1,1.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,159,10,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,160,10,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,1.0,+1,0
35u9tjs3cet5fhuskp61780m,1,2,161,11,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,162,11,5,lose,go,gal,rune_01_ger,blue,1,1,0.721,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,163,11,8,win,go,gw,rune_01_yr,yellow,1,1,0.7,1,1.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,164,11,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,165,12,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,166,12,8,win,go,gw,rune_01_yr,yellow,1,1,0.764,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,167,12,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,1.0,+1,0
35u9tjs3cet5fhuskp61780m,1,2,168,12,5,lose,go,gal,rune_01_ger,blue,1,1,0.964,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,169,13,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,1.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,170,13,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,171,13,8,win,go,gw,rune_01_yr,yellow,1,1,0.649,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,172,13,5,lose,go,gal,rune_01_ger,blue,1,1,1.247,1,1.0,-10,1
35u9tjs3cet5fhuskp61780m,1,2,173,14,8,win,go,gw,rune_01_yr,yellow,1,1,0.949,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,174,14,5,lose,go,gal,rune_01_ger,blue,1,1,0.746,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,175,14,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,176,14,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,177,15,5,lose,go,gal,rune_01_ger,blue,1,1,0.647,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,178,15,8,win,go,gw,rune_01_yr,yellow,1,1,0.733,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,179,15,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,180,15,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,181,16,5,lose,go,gal,rune_01_ger,blue,1,1,0.608,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,182,16,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,1.0,+1,0
35u9tjs3cet5fhuskp61780m,1,2,183,16,8,win,go,gw,rune_01_yr,yellow,1,1,0.57,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,184,16,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,185,17,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,186,17,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,1.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,187,17,5,lose,go,gal,rune_01_ger,blue,1,1,0.69,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,188,17,8,win,go,gw,rune_01_yr,yellow,1,1,0.853,1,1.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,189,18,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,190,18,5,lose,go,gal,rune_01_ger,blue,1,1,0.635,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,191,18,8,win,go,gw,rune_01_yr,yellow,1,1,0.548,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,192,18,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,193,19,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,194,19,5,lose,go,gal,rune_01_ger,blue,1,1,0.64,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,195,19,8,win,go,gw,rune_01_yr,yellow,1,1,0.677,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,196,19,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,197,20,8,win,go,gw,rune_01_yr,yellow,1,1,0.734,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,198,20,5,lose,go,gal,rune_01_ger,blue,1,1,0.939,1,1.0,-10,1
35u9tjs3cet5fhuskp61780m,1,2,199,20,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,200,20,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,201,21,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,202,21,5,lose,go,gal,rune_01_ger,blue,1,1,0.698,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,203,21,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,204,21,8,win,go,gw,rune_01_yr,yellow,1,1,0.693,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,205,22,8,win,go,gw,rune_01_yr,yellow,1,1,0.682,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,206,22,5,lose,go,gal,rune_01_ger,blue,1,1,0.682,1,1.0,-10,1
35u9tjs3cet5fhuskp61780m,1,2,207,22,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,208,22,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,209,23,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,1.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,210,23,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,211,23,5,lose,go,gal,rune_01_ger,blue,1,1,0.642,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,212,23,8,win,go,gw,rune_01_yr,yellow,1,1,0.945,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,213,24,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,1.0,+1,0
35u9tjs3cet5fhuskp61780m,1,2,214,24,5,lose,go,gal,rune_01_ger,blue,1,1,0.68,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,215,24,8,win,go,gw,rune_01_yr,yellow,1,1,0.889,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,216,24,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,217,25,5,lose,go,gal,rune_01_ger,blue,1,1,0.76,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,218,25,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,219,25,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,220,25,8,win,go,gw,rune_01_yr,yellow,1,1,0.58,1,1.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,221,26,8,win,go,gw,rune_01_yr,yellow,1,1,0.549,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,222,26,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,223,26,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,224,26,5,lose,go,gal,rune_01_ger,blue,1,1,0.643,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,225,27,5,lose,go,gal,rune_01_ger,blue,1,1,0.5,1,1.0,-10,1
35u9tjs3cet5fhuskp61780m,1,2,226,27,8,win,go,gw,rune_01_yr,yellow,1,1,0.466,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,227,27,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,228,27,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,229,28,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,230,28,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,1.0,-10,0
35u9tjs3cet5fhuskp61780m,1,2,231,28,8,win,go,gw,rune_01_yr,yellow,1,1,0.399,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,232,28,5,lose,go,gal,rune_01_ger,blue,1,1,0.507,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,233,29,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
35u9tjs3cet5fhuskp61780m,1,2,234,29,8,win,go,gw,rune_01_yr,yellow,1,1,0.456,1,0.0,+10,1
35u9tjs3cet5fhuskp61780m,1,2,235,29,5,lose,go,gal,rune_01_ger,blue,1,1,0.992,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,236,29,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,0.0,+10,0
35u9tjs3cet5fhuskp61780m,1,2,237,30,5,lose,go,gal,rune_01_ger,blue,1,1,0.538,1,0.0,-1,1
35u9tjs3cet5fhuskp61780m,1,2,238,30,7,win,no-go,ngw,rune_01_ingwaz,yellow,0,0,,1,1.0,+1,0
35u9tjs3cet5fhuskp61780m,1,2,239,30,8,win,go,gw,rune_01_yr,yellow,1,1,0.512,1,1.0,+1,1
35u9tjs3cet5fhuskp61780m,1,2,240,30,6,lose,no-go,ngal,rune_01_ear,blue,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,1,1,1,win,go,gw,rune_01_ear,blue,1,1,1.102,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,2,1,2,lose,go,gal,rune_01_ger,yellow,1,0,,0,0.0,-10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,3,1,3,win,no-go,ngw,rune_01_ingwaz,blue,0,1,0.941,0,1.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,4,1,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,1.0,-10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,5,2,1,win,go,gw,rune_01_ear,blue,1,1,0.558,1,1.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,6,2,2,lose,go,gal,rune_01_ger,yellow,1,1,0.615,1,1.0,-10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,7,2,4,lose,no-go,ngal,rune_01_yr,yellow,0,1,0.699,0,0.0,-10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,8,2,3,win,no-go,ngw,rune_01_ingwaz,blue,0,1,0.627,0,0.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,9,3,2,lose,go,gal,rune_01_ger,yellow,1,0,,0,0.0,-10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,10,3,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,11,3,3,win,no-go,ngw,rune_01_ingwaz,blue,0,1,0.856,0,0.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,12,3,1,win,go,gw,rune_01_ear,blue,1,0,,0,0.0,+1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,13,4,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,14,4,1,win,go,gw,rune_01_ear,blue,1,1,0.581,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,15,4,3,win,no-go,ngw,rune_01_ingwaz,blue,0,0,,1,0.0,+10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,16,4,2,lose,go,gal,rune_01_ger,yellow,1,1,1.451,1,0.0,-1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,17,5,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,18,5,3,win,no-go,ngw,rune_01_ingwaz,blue,0,0,,1,0.0,+10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,19,5,2,lose,go,gal,rune_01_ger,yellow,1,1,1.134,1,0.0,-1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,20,5,1,win,go,gw,rune_01_ear,blue,1,1,1.279,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,21,6,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,22,6,3,win,no-go,ngw,rune_01_ingwaz,blue,0,0,,1,1.0,+1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,23,6,2,lose,go,gal,rune_01_ger,yellow,1,1,0.866,1,0.0,-1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,24,6,1,win,go,gw,rune_01_ear,blue,1,1,0.412,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,25,7,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,26,7,3,win,no-go,ngw,rune_01_ingwaz,blue,0,1,0.508,0,0.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,27,7,2,lose,go,gal,rune_01_ger,yellow,1,1,0.72,1,0.0,-1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,28,7,1,win,go,gw,rune_01_ear,blue,1,1,0.491,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,29,8,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,30,8,2,lose,go,gal,rune_01_ger,yellow,1,1,0.5,1,0.0,-1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,31,8,1,win,go,gw,rune_01_ear,blue,1,1,0.568,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,32,8,3,win,no-go,ngw,rune_01_ingwaz,blue,0,1,0.469,0,0.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,33,9,2,lose,go,gal,rune_01_ger,yellow,1,1,0.569,1,1.0,-10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,34,9,3,win,no-go,ngw,rune_01_ingwaz,blue,0,1,1.302,0,0.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,35,9,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,36,9,1,win,go,gw,rune_01_ear,blue,1,1,0.57,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,37,10,1,win,go,gw,rune_01_ear,blue,1,1,0.485,1,1.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,38,10,3,win,no-go,ngw,rune_01_ingwaz,blue,0,1,0.693,0,0.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,39,10,2,lose,go,gal,rune_01_ger,yellow,1,0,,0,0.0,-10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,40,10,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,1.0,-10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,41,11,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,42,11,2,lose,go,gal,rune_01_ger,yellow,1,1,0.642,1,0.0,-1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,43,11,3,win,no-go,ngw,rune_01_ingwaz,blue,0,1,0.871,0,0.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,44,11,1,win,go,gw,rune_01_ear,blue,1,1,0.687,1,1.0,+1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,45,12,3,win,no-go,ngw,rune_01_ingwaz,blue,0,0,,1,0.0,+10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,46,12,1,win,go,gw,rune_01_ear,blue,1,1,0.612,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,47,12,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,48,12,2,lose,go,gal,rune_01_ger,yellow,1,1,1.112,1,0.0,-1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,49,13,3,win,no-go,ngw,rune_01_ingwaz,blue,0,0,,1,1.0,+1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,50,13,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,0.0,-1,0
3eazb0ta6orlr8pndlxjcx7u,1,1,51,13,2,lose,go,gal,rune_01_ger,yellow,1,1,0.617,1,0.0,-1,1
3eazb0ta6orlr8pndlxjcx7u,1,1,52,13,1,win,go,gw,rune_01_ear,blue,1,1,0.87,1,0.0,+10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,53,14,4,lose,no-go,ngal,rune_01_yr,yellow,0,0,,1,1.0,-10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,54,14,2,lose,go,gal,rune_01_ger,yellow,1,1,0.601,1,1.0,-10,1
3eazb0ta6orlr8pndlxjcx7u,1,1,55,14,3,win,no-go,ngw,rune_01_ingwaz,blue,0,0,,1,0.0,+10,0
3eazb0ta6orlr8pndlxjcx7u,1,1,56,14,1,win,go,gw,rune_01_ear,blue,1,1,0.502,1,0.0,+10,1
