subID TrialNo Threat(1)/Safe(2) Fractal CodeOutcomeRightSide CodeOutcomeWrongSide CodeOutcomeNoPress ActualOutcome Circleside(1Left2Right) response Accuracy rt 
22 1 1 3 1 1 0 1 1 1 0 3.191258e-01 
22 2 1 1 0 1 1 0 1 1 1 3.048198e-01 
22 3 1 4 -1 -1 0 -1 1 1 0 3.390377e-01 
22 4 1 4 -1 -1 0 -1 2 2 0 3.897143e-01 
22 5 1 3 0 0 1 0 1 1 0 3.083243e-01 
22 6 1 4 -1 -1 0 -1 2 2 0 3.877579e-01 
22 7 1 3 0 0 1 0 1 1 0 3.325437e-01 
22 8 1 3 0 0 1 0 2 2 0 5.425000e-01 
22 9 1 1 1 0 0 1 2 2 1 4.507467e-01 
22 10 1 2 0 -1 -1 0 2 2 1 4.357245e-01 
22 11 1 4 0 0 -1 0 2 2 0 3.700069e-01 
22 12 1 3 0 0 1 0 2 2 0 2.866400e-01 
22 13 1 2 -1 0 0 -1 2 2 1 4.842872e-01 
22 14 1 2 0 -1 -1 0 1 1 1 4.364994e-01 
22 15 1 1 1 0 0 1 2 2 1 3.868875e-01 
22 16 1 4 -1 -1 0 -1 1 2 0 3.331165e-01 
22 17 1 2 0 -1 -1 0 2 2 1 3.919288e-01 
22 18 1 1 1 0 0 1 1 1 1 3.433456e-01 
22 19 1 2 0 -1 -1 0 1 1 1 7.482158e-01 
22 20 1 1 1 0 0 1 1 1 1 3.205568e-01 
22 1 2 1 1 0 0 1 1 1 1 6.087932e-01 
22 2 2 4 -1 -1 0 0 2 0 1 NaN 
22 3 2 4 -1 -1 0 -1 1 1 0 3.271380e-01 
22 4 2 2 0 -1 -1 -1 2 0 0 NaN 
22 5 2 3 0 0 1 0 2 2 0 3.712278e-01 
22 6 2 1 1 0 0 1 1 1 1 3.105436e-01 
22 7 2 1 0 1 1 0 1 1 1 4.280743e-01 
22 8 2 1 1 0 0 1 2 2 1 3.248264e-01 
22 9 2 2 -1 0 0 0 2 0 0 NaN 
22 10 2 2 0 -1 -1 0 1 1 1 2.979867e-01 
22 11 2 4 -1 -1 0 -1 1 1 0 3.134628e-01 
22 12 2 3 0 0 1 0 1 1 0 3.528527e-01 
22 13 2 4 -1 -1 0 -1 2 2 0 3.024675e-01 
22 14 2 3 1 1 0 1 1 1 0 2.874039e-01 
22 15 2 3 0 0 1 0 2 2 0 2.597600e-01 
22 16 2 3 0 0 1 0 1 1 0 3.057352e-01 
22 17 2 2 0 -1 -1 -1 2 0 0 NaN 
22 18 2 2 0 -1 -1 0 1 1 1 5.152146e-01 
22 19 2 1 1 0 0 1 2 2 1 3.120531e-01 
22 20 2 4 0 0 -1 0 2 2 0 3.687453e-01 
22 1 1 3 0 0 1 0 1 1 0 3.497085e-01 
22 2 1 3 0 0 1 0 2 2 0 2.538625e-01 
22 3 1 4 0 0 -1 0 2 2 0 4.118814e-01 
22 4 1 1 1 0 0 1 1 1 1 3.629326e-01 
22 5 1 4 -1 -1 0 -1 1 1 0 3.190635e-01 
22 6 1 3 1 1 0 1 1 1 0 3.283440e-01 
22 7 1 1 0 1 1 0 1 1 1 2.876620e-01 
22 8 1 3 0 0 1 0 1 1 0 2.665864e-01 
22 9 1 1 1 0 0 1 1 1 1 4.685834e-01 
22 10 1 4 -1 -1 0 -1 1 1 0 4.417812e-01 
22 11 1 2 0 -1 -1 0 2 2 1 4.251220e-01 
22 12 1 2 -1 0 0 -1 2 2 1 3.533335e-01 
22 13 1 1 1 0 0 1 2 2 1 2.325820e-01 
22 14 1 2 0 -1 -1 0 1 1 1 3.676396e-01 
22 15 1 1 1 0 0 1 2 2 1 2.408954e-01 
22 16 1 4 -1 -1 0 -1 2 2 0 3.585225e-01 
22 17 1 3 0 0 1 0 2 2 0 2.657460e-01 
22 18 1 2 0 -1 -1 0 2 2 1 5.943991e-01 
22 19 1 4 -1 -1 0 -1 2 2 0 2.793336e-01 
22 20 1 2 0 -1 -1 -1 1 0 0 NaN 
22 1 2 3 1 1 0 1 1 1 0 3.537934e-01 
22 2 2 3 0 0 1 0 2 2 0 3.791461e-01 
22 3 2 4 -1 -1 0 -1 1 1 0 4.294978e-01 
22 4 2 1 1 0 0 1 1 1 1 3.183075e-01 
22 5 2 2 0 -1 -1 0 1 1 1 5.007317e-01 
22 6 2 1 1 0 0 1 2 2 1 3.545383e-01 
22 7 2 3 0 0 1 0 2 2 0 2.808329e-01 
22 8 2 1 1 0 0 1 1 1 1 2.770670e-01 
22 9 2 4 -1 -1 0 0 2 0 1 NaN 
22 10 2 2 0 -1 -1 -1 1 0 0 NaN 
22 11 2 3 0 0 1 0 1 1 0 2.739911e-01 
22 12 2 4 0 0 -1 0 2 2 0 3.446167e-01 
22 13 2 2 0 -1 -1 0 2 2 1 3.725360e-01 
22 14 2 1 1 0 0 1 2 2 1 2.725337e-01 
22 15 2 3 0 0 1 0 1 1 0 3.358825e-01 
22 16 2 2 -1 0 0 -1 2 2 1 5.100177e-01 
22 17 2 4 -1 -1 0 -1 1 1 0 3.198356e-01 
22 18 2 1 0 1 1 0 1 1 1 3.212768e-01 
22 19 2 2 0 -1 -1 -1 2 0 0 NaN 
22 20 2 4 -1 -1 0 -1 2 2 0 3.126543e-01 
22 1 1 1 1 0 0 1 2 2 1 2.910778e-01 
22 2 1 3 1 1 0 1 1 1 0 3.677023e-01 
22 3 1 4 -1 -1 0 -1 2 2 0 3.447023e-01 
22 4 1 1 1 0 0 1 2 2 1 3.016507e-01 
