,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"mu_pr[1,1]",2.333278209146995,0.011667234852153626,0.20930321388872877,1.956299912251985,2.1899134791115253,2.315788996510503,2.4653578498734303,2.780053707175,321.8221368833573,1.013055321330443
"mu_pr[2,1]",-1.3867101380225575,0.0037067331502749217,0.0700836120049638,-1.5305563604519201,-1.433823354180103,-1.3842929308598397,-1.3380621587366754,-1.2574826660701701,357.47881459209225,1.0160980553595667
"mu_pr[3,1]",0.03265680118425593,0.00015794977854217604,0.004470854345574616,0.023820036968762746,0.029663375809105018,0.0325443737655782,0.035480125367039,0.042156556872115586,801.2037993655628,1.0041747650700419
"mu_pr[4,1]",0.015134257474002925,0.00013537495184564504,0.003878364641529311,0.007848596114802405,0.012573827171041087,0.015032023076782681,0.01778337714772062,0.022568162735313563,820.7684372476218,1.0033943252058963
"mu_pr[5,1]",0.032247006469281685,0.0007947617007942588,0.029013155046625258,-0.024422226436211864,0.012947944773884959,0.03180668531276991,0.051985924816888074,0.08829059673151915,1332.649856307298,1.0014115214833548
"mu_pr[1,2]",2.575751128114205,0.00955327427929607,0.2108710441921672,2.2028819555012475,2.4255076143126315,2.5614002030704857,2.7080635802735618,3.0184150106366525,487.22481984076506,1.006740171942876
"mu_pr[2,2]",-1.2372423824910177,0.0023224386878713124,0.0692741092528366,-1.3739729557686267,-1.2851911692895022,-1.2374909576728597,-1.19160601461359,-1.0991457901522677,889.7200660661429,1.0056636540237303
"mu_pr[3,2]",0.027986156635772665,0.0001264438158179351,0.004184403461801599,0.020477253102884875,0.02507044500618792,0.027802003208949114,0.030662111860265424,0.036611865509407246,1095.1457407962696,1.0036562875566875
"mu_pr[4,2]",0.00819955356804961,0.0001190265948864749,0.0036804792613078234,0.0010842409245330172,0.00574528470088841,0.008092259221449,0.010664732121011345,0.015552164405763767,956.1383348435909,1.0031464352707422
"mu_pr[5,2]",0.016308462882116515,0.0007901880229465559,0.027800715586094895,-0.03718977083279887,-0.0022941590931436356,0.01695370110262125,0.03433007985405697,0.07082675659461472,1237.8016693708323,1.0011515465469494
"theta_c_pr[1,1]",0.17092037039052893,0.01939837112165811,0.6801247071958116,-0.8670507049101203,-0.31235714640645296,0.05539655547574863,0.5782869215769981,1.7350484079619135,1229.267999797705,0.9998372016158924
"theta_c_pr[2,1]",0.20182243134784777,0.012056850918007882,0.45564233865858983,-0.662639361319727,-0.10558594403080757,0.18403834817139614,0.49478725810729346,1.139748171133643,1428.1715015770328,0.9996201163973981
"theta_c_pr[3,1]",0.5552906753442248,0.018553740528346796,0.6415583995218573,-0.599176316236933,0.09286092210356575,0.5460497422104715,0.9560318010093232,1.9377670087064853,1195.664770123163,1.0017661981222963
"theta_c_pr[4,1]",-0.14462817620582455,0.01956874917709079,0.7756002444031865,-1.6614702963032082,-0.6379573980998954,-0.1499446533345759,0.3416073187986084,1.4367433450846845,1570.904345712742,1.000764515909185
"theta_c_pr[5,1]",0.97564531102197,0.022389753589551635,0.8556189298099955,-0.7713841480485722,0.44469939941397474,0.9876892220906248,1.5383326693602148,2.6785745232320046,1460.3674378383398,1.0028342795176357
"theta_c_pr[1,2]",-0.3192433522178561,0.013177622563966237,0.3823155071338867,-0.9830880121373785,-0.5829843581989891,-0.3400555213666725,-0.09505192966513704,0.5365067930310029,841.7239783541595,1.0014652791467578
