,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"mu_pr[1,1]",0.3975462081419099,0.0008751164666002094,0.0238009040214642,0.3502795979639888,0.3815209797613167,0.39718137740258264,0.4137078039106262,0.4463036129969883,739.6992773881428,1.004399134603817
"mu_pr[2,1]",0.237278944365717,0.0031556469306010543,0.09311955127017661,0.047767657814639014,0.17496812464555295,0.23958371882422258,0.30019248029460527,0.41764476813268925,870.7729641086537,1.0020002353625157
"mu_pr[3,1]",0.1452909258757158,0.00046191735928667073,0.01722107881206648,0.11015466272528432,0.1342865277851782,0.14545440616827016,0.15689644171484754,0.17897435499638764,1389.9274790942195,1.0011013206636512
"mu_pr[4,1]",0.06802092651859899,0.0003768248908767166,0.013820323921002442,0.042316039751962506,0.05836984957251867,0.06808290933808596,0.07699667574130606,0.09623593271279487,1345.1083857742915,1.0003530773564977
"mu_pr[1,2]",0.3871738379193732,0.0008044957091364811,0.02303327838329961,0.3423125485611127,0.3721134701430225,0.38757176071867516,0.401747143874965,0.4324884898271347,819.7172019796308,1.0021385341255642
"mu_pr[2,2]",0.3713052033241429,0.002815685860278479,0.09481968225783496,0.19148677696335398,0.30604214081270475,0.36978765991539053,0.4366244124639139,0.561605706044514,1134.0405696815235,0.9990547521570557
"mu_pr[3,2]",0.1308214944412781,0.0004541635412643112,0.016596233449829797,0.09816077939346209,0.11966788049752897,0.13061426809667998,0.14179664431743358,0.16347139022845603,1335.3482303458493,1.0005383876689118
"mu_pr[4,2]",0.07624886045273772,0.0003383371035567402,0.013173742990491264,0.05152002035831822,0.0672840057889967,0.07578839807566032,0.0850116850536079,0.1021918720785795,1516.0695277865639,0.9997850619563889
"theta_c_pr[1,1]",1.8597697291489543,0.010791458814714674,0.4370231288656225,1.0540981394358264,1.5574894475232748,1.8409253333011506,2.1423234792260644,2.7839674884729235,1640.0176760096774,0.9998532805072581
"theta_c_pr[2,1]",-0.040904905847996886,0.01186792653471893,0.30936476961490683,-0.6087754465389448,-0.24999724335582463,-0.048646465510000014,0.15081776843530265,0.6350591360643904,679.5039898437086,0.9999957848759359
"theta_c_pr[3,1]",1.0168955510705244,0.009960288343220098,0.3469928858432297,0.37822054600047195,0.7795409546648084,0.9995983199737524,1.2463915823535239,1.7263053101223507,1213.6607847433888,1.0001705215260934
"theta_c_pr[4,1]",-0.28254937280979847,0.016735978277191563,0.6120721630595103,-1.500021829755458,-0.7152699437629064,-0.26672828831617973,0.11542416397247988,0.8776092323398117,1337.528515159857,1.0014368613644535
"theta_c_pr[1,2]",-0.9460661183227729,0.005912441206841204,0.2069027933407715,-1.3806055609738994,-1.0810762572911154,-0.9445561444085274,-0.797420875903328,-0.5433199508339973,1224.6134857772652,1.0033006022230035
"theta_c_pr[2,2]",0.044341292787406686,0.009533111480991037,0.34895975456485245,-0.5866471944032488,-0.1975161164647513,0.024516683798833816,0.2647286367241621,0.8116239647320397,1339.927628514769,0.9999406407366825
"theta_c_pr[3,2]",-0.1217925069444397,0.011388988299663299,0.41153111304227136,-0.9509432409004667,-0.39403974578501944,-0.11212998442727859,0.14576807622835913,0.666170033370274,1305.674901940176,1.0033035159731265
"theta_c_pr[4,2]",1.003422060802463,0.020066521939879213,0.7594845874298527,-0.5377504267812677,0.4982964492712494,1.0295045150004851,1.5171025866382761,2.4463972104465213,1432.4970008207006,1.0010740277904546
"theta_c_pr[1,3]",0.4165096000677101,0.008107705633028293,0.3094894670650452,-0.15150467866158737,0.19831017698184977,0.40819436077936744,0.6129599386027227,1.0613381638282045,1457.1216184212049,0.9998720457003176
"theta_c_pr[2,3]",-0.054512178714508766,0.0064248088177182834,0.21579015581392633,-0.4813377622353963,-0.1953564852346945,-0.0586122003435878,0.08566707927817016,0.36941634320963324,1128.0876360083694,1.0010119512555444
"theta_c_pr[3,3]",0.26137571356522993,0.008183817929370556,0.3178891836654512,-0.37063697124335004,0.05694175373803467,0.2532720276256355,0.47781423997981454,0.8952719068362436,1508.8274779445608,1.0006213590074051
"theta_c_pr[4,3]",-0.3314879495617814,0.017653894931353425,0.6788887865412511,-1.6869331333735147,-0.7691587694289115,-0.33169536252075704,0.12321628744519322,1.0440500481766362,1478.8229970251282,0.9990237087723615
"theta_c_pr[1,4]",-0.7323084754618806,0.006116232484277975,0.21020892884906345,-1.133608074361629,-0.8794185200266937,-0.730423234028758,-0.5932208317755548,-0.3266478419646085,1181.2296736837707,1.0019184497007443
"theta_c_pr[2,4]",1.180122250745593,0.011235225796593725,0.4634121416894309,0.3799492629509278,0.8639535740404892,1.137568680044895,1.465108451951766,2.2189151817501513,1701.262020894101,0.9997987849811921
"theta_c_pr[3,4]",0.9578872295307742,0.01085916526886758,0.4049870811179051,0.16169383171549329,0.6786187915497789,0.9554248863647681,1.2232347068261573,1.7579651645550671,1390.8793318490568,1.000165754359999
"theta_c_pr[4,4]",0.3309312687056232,0.01863602121417203,0.7237872256638305,-1.1098422127045164,-0.17085927543908896,0.3221425283431325,0.8374294470791633,1.7475687154402093,1508.3962199486466,1.0009592205945366
"theta_c_pr[1,5]",-0.5905541112032937,0.006570237370341949,0.23599418063832678,-1.079881437276285,-0.7434497298906433,-0.5933282521427095,-0.43710777167684756,-0.10933949266805572,1290.1507748765782,1.0006544394375847
"theta_c_pr[2,5]",0.923604897391016,0.009194143745285478,0.37306016167266187,0.2598451943510408,0.6640256114945611,0.8947036511048472,1.1605029295447473,1.6893761443230404,1646.3992871076048,1.0022886742691115
"theta_c_pr[3,5]",-1.6186800388530933,0.010652659393970941,0.404378273066729,-2.444377225484129,-1.8884120968029305,-1.6167019072659459,-1.3428599862941901,-0.8344602501085896,1440.9852788833844,1.002124135104943
"theta_c_pr[4,5]",-0.4607527189885504,0.018484059335480234,0.7306518942488117,-1.908951800863222,-0.949462844179364,-0.4608389125938104,0.026267609010149417,0.990685446165094,1562.5226487971013,0.9998161356425628
"theta_c_pr[1,6]",-0.06199323740124968,0.008326730455219129,0.27916743800199034,-0.6206137072917968,-0.24274376276655463,-0.06370481686774675,0.12267791762263552,0.49240437066495524,1124.0367464936373,1.0010278221868492
"theta_c_pr[2,6]",-0.834619320636879,0.008082895221759655,0.2594415560071186,-1.3488021587255936,-1.0076460161674787,-0.833474542539473,-0.6657739407537829,-0.3212439405933891,1030.2560713956962,1.0041160251650372
"theta_c_pr[3,6]",1.5184025482079526,0.009148349553908251,0.34402498528859343,0.8493654215791083,1.2940242918157385,1.510810264437199,1.7432458170453309,2.237646265616154,1414.146715102153,0.9991395687316859
"theta_c_pr[4,6]",-0.19901264329614435,0.01776915073333776,0.6678383849542958,-1.6059031586945578,-0.6445095174058953,-0.18368841132715627,0.23946609886825682,1.0945073368660565,1412.5681553275506,0.9995260179926458
"theta_c_pr[1,7]",-0.38626596222555837,0.008539886228271528,0.31910452190738037,-0.9785513768674492,-0.5991304196440467,-0.40312656613518477,-0.17341687443105536,0.2430588028242069,1396.2453737086107,1.0001791855002045
"theta_c_pr[2,7]",-1.3187953973499664,0.00974987848864757,0.38800813546584545,-2.0932120235961085,-1.5637090472003927,-1.3184327554924544,-1.0765874494447463,-0.5555111635055472,1583.7377071448407,1.0023207493930268
"theta_c_pr[3,7]",-0.2445578724121837,0.012490483546540646,0.47504105938650754,-1.153476530070679,-0.5701834006620068,-0.26058399424191103,0.07508810726637202,0.6973746671501179,1446.4512272184534,1.000386558491038
"theta_c_pr[4,7]",-0.07460017699110788,0.0185772475365518,0.7141731589017926,-1.4466131766762338,-0.5568306340541052,-0.07454112834123311,0.40830719038362817,1.2920068621568161,1477.8974907710492,1.0035151046370434
"theta_c_pr[1,8]",0.6204248258270797,0.015488879138021975,0.5777424167330726,-0.3619285184831408,0.20636843543746655,0.5636886489356661,0.9799699094830472,1.8499614822913353,1391.3247978556303,0.9998939470093672
"theta_c_pr[2,8]",-2.2515627638914646,0.010536928826422782,0.30109963673374646,-2.8651944127631497,-2.4593333960182653,-2.2418041109144573,-2.0517966698002814,-1.6844166970440406,816.5680252153386,1.0050379857597374
"theta_c_pr[3,8]",-0.6149886264053338,0.00992463506649866,0.37875321604653406,-1.3508740315939753,-0.863348191705247,-0.6113375225883383,-0.3817735887624727,0.13342231581897812,1456.4097085990345,0.9995834715989629
"theta_c_pr[4,8]",0.5415773240750287,0.0148118444652632,0.5950613922400056,-0.5890305193561324,0.14627734544104104,0.5301515250562945,0.928145826893463,1.7227469434195417,1614.0064354726894,0.9995982118699
"theta_c_pr[1,9]",-0.11760362960439832,0.01674808533131392,0.552032060294164,-0.8547107698274935,-0.4828999285268496,-0.2629734995772115,0.09978083135146125,1.3261628108950978,1086.4213007587819,1.002690254757702
"theta_c_pr[2,9]",-1.435426871069571,0.011923715513390377,0.46354771474925854,-2.2862714162629194,-1.7728634048310723,-1.463007858369778,-1.107843510356994,-0.505346154664436,1511.3521820131264,1.0022071483253905
"theta_c_pr[3,9]",-0.14164133416798796,0.01073282605358455,0.38745419583203533,-0.9013638261194097,-0.4053966376654593,-0.14463246576615407,0.11214653662733595,0.6136542329407914,1303.2044522116335,1.0024450717463464
"theta_c_pr[4,9]",1.518410787017535,0.01808320054382638,0.6766742698605812,0.2163502568015496,1.0749621023238753,1.503162312867158,1.9607263366000822,2.8747990558306236,1400.2601475920449,1.0020705971482584
"theta_c_pr[1,10]",0.9421765869727579,0.009786617647228527,0.3887951325904795,0.2452015077481693,0.6635198496142609,0.9283534773702355,1.201026134030187,1.7285589562290173,1578.252173438478,1.0009265511870402
"theta_c_pr[2,10]",-0.07392278779649022,0.010161235256638881,0.28884480245279504,-0.6313344504403837,-0.267449680449233,-0.07933815806543548,0.10882062348488694,0.544737968825306,808.0460310271013,1.0011093902356358
"theta_c_pr[3,10]",0.011962717781255591,0.00835202163605531,0.319997518928353,-0.6333579217922128,-0.19067450830983101,0.008315011036335123,0.23134528987541825,0.6081574448396425,1467.945732468792,1.001748907132901
"theta_c_pr[4,10]",0.3363147992291209,0.01616393094530528,0.6416422138412772,-0.900049965215788,-0.08602458591480427,0.33598917454331645,0.7460304623532283,1.6263832852093798,1575.766576201011,1.0010500191477536
"theta_c_pr[1,11]",-0.7748581218399258,0.006134952792421352,0.20921505612714147,-1.1770668036074576,-0.9186001964795759,-0.7720493107353968,-0.6346071479484955,-0.3747683899233959,1162.9563651058381,0.9998912184002238
"theta_c_pr[2,11]",-0.5785799889926896,0.008452655174950682,0.3345674949036843,-1.1958389026481484,-0.804019347940798,-0.5955945429957429,-0.36418571769316377,0.1319034138160115,1566.6831928490044,0.9995239873120456
"theta_c_pr[3,11]",0.3753918192846663,0.009758513684713041,0.3956532612730053,-0.4088187659596376,0.1134679723950138,0.3777418950946362,0.6451961129292327,1.1384341475105544,1643.8498590556283,1.0011179573379791
"theta_c_pr[4,11]",-0.2912945454330575,0.01964226983345277,0.7448784638995664,-1.7304765604093313,-0.8043965017856478,-0.30585909704852665,0.20564759463771404,1.2519755481363486,1438.0947155777396,1.0005455430666241
"theta_c_pr[1,12]",1.108132215509191,0.008823372480119345,0.36281063315812095,0.4322714699513199,0.8507729527527164,1.0951301738726669,1.353417790345914,1.8542497875748554,1690.7943451774697,0.9995132556619816
"theta_c_pr[2,12]",0.05113814208763026,0.008950890991540178,0.2691105617467395,-0.4567550040430769,-0.12407954756549483,0.038293039029288434,0.22370751164833277,0.6198461114466578,903.9178223898084,1.0014069597584772
"theta_c_pr[3,12]",0.37497981419937865,0.008271614283361104,0.3123224352213557,-0.22018376112749338,0.16612364732354457,0.37232275642490537,0.5801883921844193,0.9967092032039948,1425.6923378026256,1.0038247797443696
"theta_c_pr[4,12]",0.6851380100363763,0.013471472205083221,0.563988405061234,-0.4328765023017128,0.30618096059114563,0.6891349922067329,1.0573807623314035,1.8185378487235884,1752.7106767402315,1.0012090438368606
"theta_c_pr[1,13]",1.0521116143571534,0.009917489387999743,0.37956604026035734,0.3759376522092827,0.7821492121345881,1.036743905644483,1.2869623051139967,1.8472855909651011,1464.7759797307385,0.9994643099837075
"theta_c_pr[2,13]",0.1585402370878416,0.008228668683747385,0.23965487587017392,-0.29120105992737405,-0.0024399486750103123,0.15210914772621242,0.31504743578803235,0.6512096726128748,848.2295261743872,1.0046071919975061
"theta_c_pr[3,13]",1.1182310693909439,0.008142353217548946,0.30892073894106153,0.5126065341501747,0.9120506057707205,1.107086688237584,1.3248600303889253,1.734107356043971,1439.4422754406305,1.002847373240228
"theta_c_pr[4,13]",-0.4353972981181298,0.01571690916119855,0.6237628573164308,-1.6584478270024343,-0.8479172283072509,-0.4227728643090234,-0.014876446763023903,0.7676475547161675,1575.087681842533,1.0011595889201175
"theta_c_pr[1,14]",-1.0063055416879085,0.006202136948070022,0.20481861051596684,-1.4204830338082761,-1.1462383024848024,-1.0037614903304473,-0.8680367464317046,-0.6026541560304494,1090.576481990071,1.0029063033145227
"theta_c_pr[2,14]",0.19103350459734147,0.010662369614072619,0.37676622960677003,-0.4640780699724451,-0.0784294792034073,0.16402971850541775,0.42323720021945943,1.0012966148234415,1248.637780461773,1.0005836113208564
"theta_c_pr[3,14]",-0.8201585323499817,0.01071165827238929,0.43091676405273555,-1.712293810686234,-1.0802535569563894,-0.8028482357041553,-0.5358514012198727,0.02133733855035559,1618.353388101921,1.0005227713812037
"theta_c_pr[4,14]",0.4899758755156506,0.01942259346382196,0.7337748013419931,-0.8980602236563577,-0.011219325984613834,0.4823414781154991,0.9841681250883392,1.9236977323330562,1427.286463800667,0.9998966944707487
"theta_c_pr[1,15]",0.5290157460376904,0.009658883600934918,0.3495441415649982,-0.1142406133798608,0.2909813277953943,0.5109453629967005,0.751747665681989,1.2606254521937896,1309.6347508816762,1.0004746499961719
"theta_c_pr[2,15]",0.7224238354363692,0.008988570103411114,0.3380969945522151,0.13969540839974684,0.4828359288677302,0.6936678432548604,0.9309058189947574,1.4632074826211463,1414.8206847359074,1.0007701855117601
"theta_c_pr[3,15]",1.0107204074803857,0.009122486765845069,0.3434372029718663,0.3547144263253925,0.7777366791700484,1.0004555276449145,1.2485306865735604,1.668185136089602,1417.3209054183005,1.00206643494952
"theta_c_pr[4,15]",0.19980181186498858,0.01683649423164651,0.660158394729423,-1.0978977338255178,-0.23628133703669973,0.2111643190975155,0.6408095869789899,1.4354494950916812,1537.4215657556888,0.9996390586775437
"theta_c_pr[1,16]",-0.2643041184969382,0.007918542792735721,0.269897616456133,-0.7746927511110391,-0.44977812581722837,-0.2730934374106012,-0.07995250358462615,0.29228601008720895,1161.7363070204567,1.0029249997290148
