	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1[1,11]	5.12	0.0756	3.67	0.738	4.42	14.8	2360.0	0.118	1.0
b1[2,11]	28.7	1.82	9.55	4.26	29.8	44.4	27.5	0.00137	1.08
b1[1,12]	8.71	0.111	5.07	3.58	6.94	21.3	2098.0	0.105	1.0
b1[2,12]	34.7	0.325	7.18	21.3	34.2	50.0	487.0	0.0243	1.01
b1[1,13]	5.6	0.0901	4.3	1.28	4.06	17.1	2283.0	0.114	1.0
b1[2,13]	29.6	1.59	9.17	7.1	30.1	46.1	33.2	0.00166	1.07
b1[1,14]	15.0	0.0573	3.83	9.09	14.5	23.6	4473.0	0.223	1.0
b1[2,14]	38.9	1.02	7.76	20.8	39.2	52.8	57.9	0.00289	1.05
b1[1,15]	17.3	0.163	4.87	10.0	16.5	28.3	900.0	0.0449	1.01
b1[2,15]	40.8	0.864	7.68	23.3	41.0	54.6	79.1	0.00395	1.04
b1[1,16]	20.6	0.182	4.99	12.3	20.1	31.6	753.0	0.0376	1.01
b1[2,16]	43.9	0.845	7.7	27.5	44.1	58.1	83.0	0.00414	1.04
b1[1,17]	10.6	0.0378	2.56	6.52	10.3	16.2	4609.0	0.23	1.0
b1[2,17]	35.9	0.605	6.55	22.3	35.8	48.5	117.0	0.00584	1.03
b1[1,18]	15.4	0.127	5.27	7.39	14.4	27.1	1730.0	0.0864	1.0
b1[2,18]	39.4	0.811	7.69	23.1	39.4	53.8	89.9	0.00449	1.03
b1[1,19]	23.5	0.304	5.34	14.5	22.9	35.3	307.0	0.0153	1.01
b1[2,19]	46.4	0.986	7.86	29.2	46.5	60.6	63.5	0.00317	1.04
b1[1,20]	19.6	0.191	5.05	11.6	18.8	30.7	697.0	0.0348	1.01
b1[2,20]	43.5	0.755	7.34	28.1	43.6	57.5	94.5	0.00472	1.03
b1[1,21]	4.82	0.0855	4.31	0.681	3.29	16.4	2546.0	0.127	1.0
b1[2,21]	31.4	0.338	6.7	19.4	30.9	45.5	392.0	0.0196	1.01
b1[1,22]	13.0	0.085	4.81	6.57	11.9	24.7	3210.0	0.16	1.0
b1[2,22]	38.0	0.54	7.32	23.1	37.8	52.5	183.0	0.00916	1.02
b1[1,23]	11.2	0.0834	4.39	5.67	10.1	21.8	2779.0	0.139	1.0
b1[2,23]	36.1	0.592	7.21	21.0	36.2	50.3	148.0	0.00741	1.02
b1[1,24]	18.7	0.0818	4.64	11.1	18.1	28.7	3217.0	0.161	1.0
b1[2,24]	42.6	1.05	7.79	24.4	42.8	56.6	54.8	0.00274	1.04
b1[1,25]	18.2	0.15	5.08	9.78	17.6	29.2	1144.0	0.0571	1.01
b1[2,25]	41.4	1.07	8.22	22.4	41.7	56.8	59.0	0.00295	1.04
b1[1,26]	11.2	0.0741	4.02	6.03	10.2	20.9	2946.0	0.147	1.0
b1[2,26]	36.7	0.458	6.71	23.3	36.4	49.8	215.0	0.0107	1.02
b1[1,27]	9.43	0.0943	6.18	0.904	8.19	23.6	4295.0	0.215	1.0
b1[2,27]	34.3	0.787	8.55	16.4	34.3	50.8	118.0	0.0059	1.03
b1[1,28]	8.49	0.0712	3.72	4.42	7.44	18.3	2726.0	0.136	1.0
b1[2,28]	34.8	0.288	6.29	23.2	34.3	47.8	476.0	0.0238	1.01
b1[1,29]	8.85	0.0854	3.36	5.15	8.02	17.5	1546.0	0.0772	1.0
b1[2,29]	33.2	1.26	7.67	16.5	33.3	47.5	36.8	0.00184	1.06
b1[1,30]	16.6	0.141	5.46	7.5	16.0	28.1	1493.0	0.0746	1.01
b1[2,30]	40.9	0.539	7.46	25.4	41.0	55.1	191.0	0.00954	1.02
b1[1,31]	14.7	0.0831	4.35	8.6	13.7	25.5	2745.0	0.137	1.0
b1[2,31]	39.2	0.691	7.29	24.1	39.1	53.1	111.0	0.00556	1.03
b1[1,32]	4.86	0.0286	1.44	2.98	4.64	7.74	2529.0	0.126	1.0
b1[2,32]	29.0	1.48	8.01	8.22	29.8	42.6	29.4	0.00147	1.08
b1[1,33]	9.55	0.107	6.02	1.93	8.33	22.9	3174.0	0.159	1.0
b1[2,33]	35.0	0.482	7.63	20.8	34.4	50.4	251.0	0.0125	1.02
b1[1,34]	10.9	0.0814	5.5	2.83	9.95	23.2	4566.0	0.228	1.0
b1[2,34]	35.1	1.06	8.46	16.6	35.0	51.0	63.3	0.00316	1.04
b1[1,35]	12.3	0.0789	5.64	3.73	11.5	24.8	5107.0	0.255	1.0
b1[2,35]	35.3	1.56	10.0	7.2	36.0	52.2	41.3	0.00206	1.07
b1[1,36]	19.3	0.112	4.47	11.8	18.8	29.2	1579.0	0.0789	1.0
b1[2,36]	43.3	0.717	7.15	28.2	43.3	57.2	99.3	0.00496	1.03
b1[1,37]	11.2	0.0477	3.01	6.45	10.8	17.7	3995.0	0.2	1.0
b1[2,37]	35.1	1.23	7.65	18.6	35.5	48.9	38.4	0.00192	1.06
b1[1,38]	9.07	0.0252	1.82	5.84	8.96	12.9	5235.0	0.261	1.0
b1[2,38]	34.0	0.945	6.62	19.9	34.1	46.2	49.1	0.00245	1.05
b1[1,39]	24.6	0.372	5.48	15.3	23.9	36.2	216.0	0.0108	1.02
b1[2,39]	47.6	0.713	7.77	31.0	47.7	62.2	119.0	0.00593	1.03
b1[1,40]	8.95	0.0563	3.24	4.95	8.17	16.9	3304.0	0.165	0.999
b1[2,40]	33.8	0.962	7.41	16.3	33.9	47.4	59.4	0.00297	1.05
b1[1,41]	14.2	0.0792	4.76	7.38	13.3	25.6	3614.0	0.181	1.0
b1[2,41]	38.6	0.786	7.48	22.8	38.5	53.0	90.6	0.00452	1.03
b1[1,42]	8.64	0.0232	1.87	5.24	8.49	12.4	6461.0	0.323	1.0
b1[2,42]	34.3	0.501	6.24	21.8	34.2	46.6	155.0	0.00774	1.02
b1[1,43]	14.3	0.0847	5.27	6.88	13.3	26.2	3875.0	0.194	1.0
b1[2,43]	38.2	0.876	8.22	20.8	38.2	54.0	88.1	0.0044	1.04
b1[1,44]	9.8	0.0785	4.31	4.13	8.78	20.5	3008.0	0.15	1.0
b1[2,44]	34.5	0.974	7.53	18.8	34.4	48.8	59.7	0.00298	1.04
b1[1,45]	9.41	0.083	4.44	2.91	8.61	19.3	2859.0	0.143	1.0
b1[2,45]	32.0	2.3	11.1	-0.109	33.6	48.9	23.2	0.00116	1.09
b1[1,46]	15.6	0.0893	5.39	7.98	14.6	28.1	3644.0	0.182	1.0
b1[2,46]	38.6	1.54	9.33	18.0	39.0	55.6	36.6	0.00183	1.06
b1[1,47]	23.3	0.291	5.24	14.2	22.7	34.5	323.0	0.0161	1.02
b1[2,47]	45.7	1.08	8.28	27.0	46.0	60.7	58.8	0.00294	1.04
b1[1,48]	5.73	0.0972	4.59	0.805	4.36	18.1	2232.0	0.111	1.0
b1[2,48]	31.1	0.687	7.57	16.3	30.6	46.5	121.0	0.00605	1.03
b1[1,49]	14.8	0.0749	5.3	6.73	14.0	26.6	5015.0	0.25	1.0
b1[2,49]	37.5	1.76	9.72	12.0	38.3	53.6	30.6	0.00153	1.07
b1[1,50]	5.24	0.0533	2.34	2.79	4.75	10.5	1922.0	0.096	1.0
b1[2,50]	30.3	0.92	7.15	14.5	30.4	43.4	60.5	0.00302	1.04
b1[1,51]	21.1	0.226	5.25	12.3	20.5	32.6	542.0	0.0271	1.01
b1[2,51]	44.5	0.761	7.84	27.4	44.6	59.2	106.0	0.0053	1.03
b1[1,52]	4.87	0.062	2.35	2.7	4.31	11.6	1434.0	0.0716	1.0
b1[2,52]	30.6	0.556	6.5	17.5	30.4	43.1	137.0	0.00683	1.03
b1[1,53]	19.4	0.176	5.09	11.2	18.7	30.8	833.0	0.0416	1.01
b1[2,53]	42.9	0.866	7.6	26.8	43.0	56.9	77.0	0.00385	1.04
b1[1,54]	22.9	0.426	5.6	13.8	22.2	35.3	173.0	0.00862	1.02
b1[2,54]	45.6	0.849	7.92	28.2	45.7	60.3	87.0	0.00435	1.04
b1[1,55]	7.67	0.0257	1.76	4.81	7.4	11.6	4719.0	0.236	1.0
b1[2,55]	31.4	1.46	8.25	10.7	32.3	45.0	31.9	0.00159	1.07
b1[1,56]	6.88	0.0181	1.42	4.43	6.72	9.9	6128.0	0.306	0.999
b1[2,56]	33.1	0.395	6.06	20.8	32.9	45.0	235.0	0.0118	1.02
b1[1,57]	12.0	0.0832	5.38	4.22	11.1	24.0	4187.0	0.209	1.0
b1[2,57]	35.4	1.45	9.21	12.4	35.9	51.4	40.2	0.00201	1.06
b1[1,58]	15.1	0.0888	4.18	8.81	14.5	24.7	2213.0	0.111	1.0
b1[2,58]	40.3	0.475	6.67	27.2	40.2	53.7	197.0	0.00984	1.02
b1[1,59]	6.8	0.0478	1.98	4.31	6.46	11.1	1725.0	0.0861	1.0
b1[2,59]	31.6	0.911	6.89	16.0	31.8	44.5	57.2	0.00286	1.04
b1[1,60]	8.67	0.0859	5.55	0.463	7.6	21.2	4168.0	0.208	1.0
b1[2,60]	32.0	1.73	10.2	4.43	32.9	49.1	34.8	0.00174	1.07
b1[1,61]	13.0	0.0567	3.47	7.91	12.4	21.0	3735.0	0.187	1.0
b1[2,61]	36.5	1.38	8.18	16.0	37.1	50.5	35.2	0.00176	1.06
b1[1,62]	12.5	0.274	5.79	4.04	11.8	25.7	447.0	0.0223	1.01
b1[2,62]	34.8	2.37	12.1	2.02	36.7	52.5	25.9	0.00129	1.11
b1[1,63]	23.6	0.369	6.05	13.8	22.8	36.7	268.0	0.0134	1.02
b1[2,63]	45.8	1.23	8.69	26.7	45.9	62.2	49.7	0.00248	1.04
b1[1,64]	1.21	0.0998	4.12	-3.74	0.191	12.2	1702.0	0.085	1.01
b1[2,64]	26.9	0.791	7.78	10.8	26.8	42.4	96.7	0.00483	1.04
b1[1,65]	22.1	0.198	5.05	13.6	21.5	33.2	649.0	0.0324	1.01
b1[2,65]	45.5	0.869	7.62	29.4	45.8	59.8	76.8	0.00383	1.04
b1[1,66]	21.0	0.177	4.78	12.9	20.4	31.1	733.0	0.0366	1.01
b1[2,66]	44.7	0.901	7.39	28.5	44.8	58.5	67.2	0.00335	1.03
b1[1,67]	16.8	0.165	5.31	8.27	16.2	28.3	1032.0	0.0515	1.01
b1[2,67]	40.0	0.994	8.26	20.9	40.3	54.7	69.0	0.00345	1.05
b1[1,68]	9.33	0.0715	3.86	4.7	8.29	19.3	2922.0	0.146	1.0
b1[2,68]	34.9	0.444	6.57	21.9	34.6	47.8	219.0	0.0109	1.02
b1[1,69]	20.2	0.174	5.22	11.6	19.5	31.8	904.0	0.0451	1.01
b1[2,69]	43.3	1.09	7.99	25.3	43.4	57.9	53.9	0.00269	1.04
b1[1,70]	6.23	0.0178	1.25	4.14	6.1	8.71	4902.0	0.245	1.0
b1[2,70]	30.7	1.08	7.05	14.4	31.1	43.1	42.9	0.00214	1.06
b1[1,71]	19.6	0.185	5.11	11.5	19.0	30.9	766.0	0.0383	1.01
b1[2,71]	43.9	0.596	7.18	29.1	43.7	57.6	145.0	0.00724	1.02
b1[1,72]	20.3	0.183	5.06	11.7	19.8	31.0	766.0	0.0382	1.01
b1[2,72]	43.0	1.24	8.47	22.8	43.6	58.2	46.4	0.00232	1.05
b1[1,73]	8.09	0.0403	2.63	3.04	8.02	13.3	4258.0	0.213	1.0
b1[2,73]	32.7	1.15	7.61	14.1	33.2	46.2	44.2	0.00221	1.05
b1[1,74]	21.8	0.353	5.42	13.0	21.1	33.5	236.0	0.0118	1.02
b1[2,74]	45.3	0.644	7.55	29.6	45.2	59.6	137.0	0.00686	1.02
b1[1,75]	21.7	0.191	5.15	12.9	21.2	33.1	729.0	0.0364	1.01
b1[2,75]	45.0	0.941	7.84	27.1	45.2	59.2	69.4	0.00347	1.04
b1[1,76]	23.1	0.317	5.97	12.6	22.6	35.6	354.0	0.0177	1.01
b1[2,76]	46.4	0.763	7.96	29.4	46.5	61.1	109.0	0.00544	1.03
b1[1,77]	8.42	0.0244	1.86	5.08	8.23	12.3	5831.0	0.291	1.0
b1[2,77]	31.8	1.97	8.75	11.4	33.1	46.0	19.7	0.000984	1.11
b1[1,78]	23.8	0.296	5.21	15.0	23.3	34.7	309.0	0.0154	1.01
b1[2,78]	46.2	1.08	8.41	27.2	46.7	61.4	60.1	0.003	1.05
b1[1,79]	14.1	0.064	4.03	7.79	13.5	23.3	3974.0	0.198	1.0
b1[2,79]	37.8	1.2	7.86	19.8	38.2	51.7	42.6	0.00213	1.05
b1[1,80]	13.6	0.0679	4.43	7.19	12.8	23.3	4248.0	0.212	1.0
b1[2,80]	36.8	1.33	8.71	14.5	37.4	51.7	42.9	0.00214	1.06
b1[1,81]	7.72	0.0727	4.04	2.84	6.71	18.0	3082.0	0.154	1.0
b1[2,81]	31.3	1.69	8.97	8.46	31.8	46.8	28.3	0.00141	1.08
b1[1,82]	7.66	0.0341	1.76	4.96	7.46	11.1	2657.0	0.133	1.0
b1[2,82]	32.8	0.617	6.44	19.1	32.7	45.1	109.0	0.00544	1.03
b1[1,83]	9.56	0.0941	3.72	4.42	8.77	18.5	1566.0	0.0782	1.0
b1[2,83]	35.2	0.484	6.71	22.3	35.0	48.6	192.0	0.00959	1.02
b1[1,84]	5.29	0.0809	3.86	1.3	4.25	15.9	2281.0	0.114	1.0
b1[2,84]	29.0	1.55	9.08	7.22	29.6	45.2	34.3	0.00171	1.07
b1[1,85]	9.28	0.0305	2.19	5.65	9.01	13.9	5158.0	0.258	1.0
b1[2,85]	34.6	0.738	6.57	20.1	34.7	46.9	79.1	0.00395	1.03
b1[1,86]	10.4	0.0805	5.62	2.73	9.34	23.2	4862.0	0.243	1.0
b1[2,86]	35.4	0.627	7.78	20.0	35.1	50.6	154.0	0.00768	1.02
b1[1,87]	5.89	0.134	2.95	2.78	5.06	13.5	484.0	0.0242	1.01
b1[2,87]	27.9	2.87	11.4	5.32	30.4	44.5	15.7	0.000784	1.14
b1[1,88]	11.6	0.0864	4.81	5.59	10.4	23.2	3090.0	0.154	1.0
b1[2,88]	36.6	0.606	7.34	21.8	36.5	50.9	147.0	0.00733	1.03
b1[1,89]	15.4	0.121	5.35	7.13	14.7	27.0	1960.0	0.0979	1.0
b1[2,89]	40.1	0.48	7.21	25.8	39.9	54.7	226.0	0.0113	1.02
b1[1,90]	10.4	0.095	5.46	2.67	9.4	22.7	3302.0	0.165	1.0
b1[2,90]	33.3	1.99	10.8	1.55	34.3	50.9	29.6	0.00148	1.07
b2[1,1]	29.8	0.657	9.91	14.4	28.4	51.7	228.0	0.0114	1.01
b2[2,1]	35.5	0.571	10.1	16.3	35.2	55.3	314.0	0.0157	1.01
b2[1,2]	11.7	0.467	11.7	-0.109	7.56	39.1	625.0	0.0312	1.0
b2[2,2]	26.7	0.223	9.16	12.5	25.2	47.1	1688.0	0.0843	1.0
b2[1,3]	12.0	0.282	7.86	2.92	9.79	31.3	779.0	0.0389	1.01
b2[2,3]	14.5	1.97	14.9	0.0088	6.56	44.3	57.6	0.00288	1.06
b2[1,4]	20.7	0.684	8.63	9.9	18.3	41.1	159.0	0.00794	1.02
b2[2,4]	29.6	0.237	7.08	17.0	29.2	44.4	896.0	0.0447	1.0
b2[1,5]	34.2	0.986	12.3	14.3	32.8	59.6	155.0	0.00772	1.02
b2[2,5]	42.5	0.129	9.87	24.1	41.8	63.5	5875.0	0.293	1.0
b2[1,6]	22.5	0.423	8.32	10.2	21.0	41.0	387.0	0.0193	1.01
b2[2,6]	28.7	0.651	9.39	14.3	27.6	48.8	208.0	0.0104	1.01
b2[1,7]	22.0	0.482	10.6	6.19	20.4	45.2	484.0	0.0242	1.0
b2[2,7]	29.8	0.56	10.6	11.5	29.1	51.1	355.0	0.0177	1.01
b2[1,8]	29.8	0.77	10.6	13.6	28.1	52.8	190.0	0.00948	1.01
b2[2,8]	38.6	0.156	9.07	22.4	37.9	57.4	3385.0	0.169	1.0
b2[1,9]	16.8	0.411	9.73	3.48	15.1	38.8	559.0	0.0279	1.0
b2[2,9]	26.6	0.558	9.87	10.6	25.6	47.5	313.0	0.0156	1.01
b2[1,10]	28.1	0.635	11.2	10.4	26.4	52.5	313.0	0.0156	1.01
b2[2,10]	39.7	0.129	9.3	23.4	39.1	58.7	5213.0	0.26	1.0
b2[1,11]	8.92	0.176	7.66	1.19	6.32	28.2	1901.0	0.095	1.0
b2[2,11]	15.1	1.3	12.3	1.77	11.4	41.5	90.1	0.0045	1.03
b2[1,12]	20.5	0.593	11.5	4.03	18.6	46.1	379.0	0.0189	1.01
b2[2,12]	33.3	0.146	8.94	18.4	32.4	52.5	3747.0	0.187	1.0
b2[1,13]	10.3	0.589	9.67	2.3	5.99	35.4	270.0	0.0135	1.01
b2[2,13]	21.6	0.29	8.45	8.56	20.5	40.5	847.0	0.0423	1.01
b2[1,14]	30.6	0.809	10.8	14.1	28.8	54.5	180.0	0.00898	1.02
b2[2,14]	38.2	0.189	9.67	20.2	37.6	57.8	2628.0	0.131	1.0
b2[1,15]	28.0	0.814	11.0	10.6	26.5	52.2	182.0	0.00908	1.01
b2[2,15]	37.8	0.128	8.87	21.9	37.0	56.4	4796.0	0.24	1.0
b2[1,16]	31.8	0.693	10.1	16.2	30.5	53.9	211.0	0.0105	1.01
b2[2,16]	36.4	0.61	10.5	17.1	36.3	56.8	296.0	0.0148	1.01
b2[1,17]	16.5	0.435	10.0	2.88	14.6	38.9	530.0	0.0265	1.0
b2[2,17]	26.6	0.4	9.39	12.1	25.2	47.4	549.0	0.0274	1.01
b2[1,18]	26.3	0.588	10.5	10.0	24.7	50.1	320.0	0.016	1.01
b2[2,18]	36.2	0.249	9.4	19.0	35.6	55.8	1424.0	0.0711	1.0
b2[1,19]	31.3	0.624	9.57	16.0	29.8	52.9	235.0	0.0117	1.01
b2[2,19]	34.8	0.877	11.2	13.2	34.9	55.5	164.0	0.00817	1.02
b2[1,20]	30.0	0.738	11.0	13.3	28.3	55.1	222.0	0.0111	1.01
b2[2,20]	40.5	0.12	9.15	24.0	39.8	59.5	5834.0	0.291	1.0
b2[1,21]	11.8	0.388	9.16	2.09	9.15	34.2	557.0	0.0278	1.0
b2[2,21]	21.4	0.605	9.67	7.07	19.9	42.8	256.0	0.0128	1.01
b2[1,22]	28.6	0.754	11.1	12.0	26.9	53.4	218.0	0.0109	1.01
b2[2,22]	35.9	0.284	10.2	16.6	35.6	56.3	1301.0	0.065	1.0
b2[1,23]	16.8	0.42	10.3	2.81	15.0	40.4	598.0	0.0299	1.0
b2[2,23]	27.7	0.461	9.78	11.9	26.6	47.7	450.0	0.0225	1.01
b2[1,24]	28.1	0.733	10.1	12.4	26.7	50.5	191.0	0.00956	1.01
b2[2,24]	36.4	0.245	9.14	19.5	35.8	55.1	1388.0	0.0693	1.0
b2[1,25]	29.8	0.715	10.2	14.1	28.3	52.2	206.0	0.0103	1.01
b2[2,25]	37.0	0.333	9.49	19.2	36.7	55.6	811.0	0.0405	1.0
b2[1,26]	30.4	0.8	10.9	13.7	28.9	54.6	184.0	0.00919	1.01
b2[2,26]	39.4	0.13	9.65	22.1	38.6	59.4	5507.0	0.275	1.0
b2[1,27]	12.5	0.221	9.97	0.928	9.78	36.0	2028.0	0.101	1.0
b2[2,27]	21.7	0.919	13.0	-0.302	22.0	47.0	201.0	0.01	1.01
b2[1,28]	27.9	0.645	10.6	11.6	26.4	51.0	270.0	0.0135	1.01
b2[2,28]	37.5	0.162	9.47	20.7	36.8	56.8	3403.0	0.17	1.0
b2[1,29]	7.46	0.683	9.07	2.03	3.38	33.2	177.0	0.00883	1.01
b2[2,29]	19.8	0.178	6.97	10.0	18.7	36.4	1529.0	0.0764	1.0
b2[1,30]	23.9	0.677	10.9	7.04	22.2	48.8	258.0	0.0129	1.01
b2[2,30]	33.7	0.189	10.6	14.8	33.2	55.4	3115.0	0.156	1.0
b2[1,31]	26.5	0.69	10.9	9.62	24.9	50.5	251.0	0.0125	1.01
b2[2,31]	36.1	0.142	9.24	18.9	35.5	55.1	4255.0	0.213	1.0
b2[1,32]	10.8	0.283	7.64	2.18	8.5	28.6	729.0	0.0364	1.01
b2[2,32]	14.0	1.87	14.2	0.673	5.8	43.8	58.0	0.0029	1.06
b2[1,33]	17.6	0.494	11.1	2.63	15.6	41.8	508.0	0.0254	1.0
b2[2,33]	28.7	0.31	9.5	13.1	27.6	48.2	940.0	0.047	1.01
b2[1,34]	13.4	0.279	9.62	1.36	11.3	35.9	1185.0	0.0592	1.0
b2[2,34]	24.3	0.674	10.2	8.42	23.0	46.2	231.0	0.0115	1.02
b2[1,35]	6.72	0.355	7.57	-0.981	3.74	25.8	455.0	0.0227	1.01
b2[2,35]	11.7	1.75	14.0	-3.32	4.33	41.4	63.7	0.00318	1.05
b2[1,36]	32.9	0.867	11.3	15.2	31.2	57.8	170.0	0.00848	1.01
b2[2,36]	41.6	0.136	9.71	23.5	41.1	61.3	5079.0	0.254	1.0
b2[1,37]	23.9	0.634	10.6	7.77	22.2	47.1	278.0	0.0139	1.01
b2[2,37]	33.7	0.28	9.72	16.7	33.2	54.0	1208.0	0.0603	1.0
b2[1,38]	26.1	0.535	10.3	10.2	24.7	48.5	371.0	0.0185	1.01
b2[2,38]	36.3	0.286	9.51	19.6	35.5	55.8	1104.0	0.0551	1.0
b2[1,39]	37.4	1.03	12.4	16.8	35.9	64.1	146.0	0.00729	1.02
b2[2,39]	44.8	0.134	10.1	26.1	44.2	65.3	5675.0	0.283	1.0
b2[1,40]	19.2	0.549	10.1	5.9	17.4	42.1	336.0	0.0168	1.01
b2[2,40]	28.4	0.412	9.79	11.0	27.9	48.3	564.0	0.0282	1.01
b2[1,41]	21.5	0.501	8.77	8.03	20.3	40.5	306.0	0.0153	1.01
b2[2,41]	28.1	0.623	9.43	12.9	26.9	47.8	229.0	0.0115	1.01
b2[1,42]	23.0	0.985	12.9	6.64	20.3	50.8	170.0	0.0085	1.02
b2[2,42]	34.7	0.151	10.0	17.4	33.5	56.0	4396.0	0.22	1.0
b2[1,43]	22.4	0.303	9.84	8.93	20.3	45.4	1058.0	0.0528	1.0
b2[2,43]	26.9	1.07	13.9	6.81	28.4	51.8	166.0	0.00831	1.01
b2[1,44]	28.3	0.873	12.6	6.01	27.4	54.1	209.0	0.0104	1.01
b2[2,44]	36.9	0.135	10.4	18.3	36.2	58.7	5926.0	0.296	1.0
b2[1,45]	17.4	0.363	8.37	5.34	16.0	36.8	532.0	0.0266	1.01
b2[2,45]	15.2	2.52	18.2	-1.65	2.13	50.2	52.1	0.0026	1.06
b2[1,46]	30.1	0.805	10.9	13.2	28.6	54.3	184.0	0.00921	1.02
b2[2,46]	38.8	0.137	9.11	22.6	38.2	57.6	4402.0	0.22	1.0
b2[1,47]	27.4	0.762	10.9	9.92	25.9	51.1	204.0	0.0102	1.01
b2[2,47]	36.7	0.172	9.25	19.7	36.1	55.4	2884.0	0.144	1.0
b2[1,48]	27.1	0.706	11.6	7.72	25.6	51.9	271.0	0.0135	1.01
b2[2,48]	36.6	0.147	9.46	19.8	36.0	56.5	4155.0	0.208	1.0
b2[1,49]	9.92	0.215	7.91	1.58	7.38	29.4	1359.0	0.0679	1.0
