name	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[1,42]	-1.36	0.00678	0.257	-1.92	-1.36	-0.871	1438.0	0.145	1.0
theta_c_pr[1,43]	0.227	0.0168	0.444	-0.626	0.206	1.09	700.0	0.0708	1.01
theta_c_pr[1,44]	0.681	0.00925	0.49	-0.241	0.633	1.69	2799.0	0.283	1.0
theta_c_pr[1,45]	-0.0212	0.0124	0.361	-0.733	-0.0404	0.667	843.0	0.0853	1.01
theta_c_pr[1,46]	1.61	0.00785	0.566	0.54	1.57	2.76	5200.0	0.526	1.0
theta_c_pr[1,47]	1.6	0.0315	0.647	0.413	1.56	2.88	422.0	0.0427	1.01
theta_c_pr[1,48]	-0.241	0.00998	0.4	-1.03	-0.258	0.561	1609.0	0.163	1.0
theta_c_pr[1,49]	0.692	0.00995	0.528	-0.255	0.656	1.81	2810.0	0.284	1.0
theta_c_pr[1,50]	-0.0894	0.0244	0.445	-0.894	-0.117	0.809	332.0	0.0336	1.01
theta_c_pr[1,51]	-1.25	0.0113	0.278	-1.78	-1.26	-0.696	606.0	0.0613	1.01
theta_c_pr[1,52]	0.952	0.011	0.485	0.0722	0.911	1.93	1960.0	0.198	1.0
theta_c_pr[1,53]	1.24	0.0099	0.554	0.206	1.22	2.39	3133.0	0.317	1.0
theta_c_pr[1,54]	-0.252	0.0121	0.392	-0.95	-0.284	0.541	1044.0	0.106	1.0
theta_c_pr[1,55]	-1.22	0.00682	0.26	-1.76	-1.23	-0.721	1457.0	0.147	1.0
theta_c_pr[1,56]	-1.12	0.00777	0.283	-1.67	-1.13	-0.56	1322.0	0.134	1.01
theta_c_pr[1,57]	0.285	0.0145	0.468	-0.56	0.242	1.27	1044.0	0.106	1.01
theta_c_pr[1,58]	-0.427	0.0215	0.476	-1.24	-0.476	0.615	490.0	0.0496	1.01
theta_c_pr[1,59]	1.01	0.0119	0.518	0.0702	0.975	2.05	1899.0	0.192	1.0
theta_c_pr[1,60]	1.1	0.034	0.568	0.0455	1.07	2.23	280.0	0.0283	1.02
theta_c_pr[1,61]	-0.593	0.0102	0.382	-1.25	-0.626	0.319	1413.0	0.143	1.0
theta_c_pr[1,62]	0.908	0.0144	0.549	-0.0568	0.871	2.04	1458.0	0.147	1.0
theta_c_pr[1,63]	-0.35	0.0118	0.413	-1.1	-0.382	0.504	1228.0	0.124	1.01
theta_c_pr[1,64]	0.932	0.0215	0.521	0.000427	0.893	1.98	586.0	0.0593	1.01
theta_c_pr[1,65]	-1.18	0.0203	0.271	-1.73	-1.2	-0.643	178.0	0.018	1.03
theta_c_pr[1,66]	-0.991	0.0241	0.336	-1.69	-1.0	-0.34	194.0	0.0196	1.02
theta_c_pr[1,67]	0.812	0.00973	0.546	-0.212	0.773	1.93	3149.0	0.318	1.0
theta_c_pr[1,68]	-0.935	0.0066	0.257	-1.47	-0.942	-0.429	1517.0	0.153	1.0
theta_c_pr[1,69]	-0.0851	0.0145	0.35	-0.74	-0.103	0.596	583.0	0.059	1.01
theta_c_pr[1,70]	-0.684	0.00903	0.397	-1.41	-0.724	0.18	1932.0	0.195	1.0
theta_c_pr[1,71]	0.415	0.00933	0.428	-0.365	0.381	1.29	2103.0	0.213	1.0
theta_c_pr[1,72]	1.52	0.00795	0.578	0.41	1.49	2.7	5282.0	0.534	1.0
theta_c_pr[1,73]	0.471	0.0097	0.502	-0.463	0.436	1.53	2678.0	0.271	1.0
theta_c_pr[1,74]	0.644	0.00975	0.482	-0.243	0.605	1.65	2447.0	0.247	1.0
theta_c_pr[1,75]	0.0559	0.00565	0.326	-0.608	0.0537	0.703	3323.0	0.336	1.0
theta_c_pr[1,76]	-0.424	0.0128	0.314	-1.03	-0.438	0.173	602.0	0.0609	1.01
theta_c_pr[1,77]	0.879	0.0341	0.486	0.00306	0.837	1.86	203.0	0.0205	1.02
theta_c_pr[1,78]	0.565	0.0103	0.471	-0.281	0.505	1.57	2083.0	0.211	1.0
theta_c_pr[1,79]	0.8	0.00987	0.487	-0.133	0.762	1.8	2437.0	0.246	1.0
theta_c_pr[1,80]	-1.29	0.0264	0.317	-2.05	-1.29	-0.681	144.0	0.0145	1.02
theta_c_pr[1,81]	-0.2	0.0223	0.345	-0.861	-0.225	0.484	239.0	0.0241	1.02
theta_c_pr[1,82]	1.52	0.00887	0.58	0.446	1.48	2.73	4279.0	0.433	1.0
theta_c_pr[1,83]	-0.43	0.0102	0.369	-1.1	-0.452	0.314	1316.0	0.133	1.0
theta_c_pr[1,84]	0.62	0.0294	0.482	-0.267	0.589	1.59	269.0	0.0272	1.02
theta_c_pr[1,85]	-0.213	0.00897	0.348	-0.875	-0.224	0.501	1507.0	0.152	1.0
theta_c_pr[1,86]	0.121	0.0122	0.389	-0.598	0.0916	0.934	1016.0	0.103	1.01
theta_c_pr[1,87]	0.397	0.0343	0.447	-0.551	0.394	1.27	169.0	0.0171	1.02
theta_c_pr[1,88]	0.0569	0.012	0.398	-0.647	0.0116	0.926	1101.0	0.111	1.0
theta_c_pr[1,89]	-1.53	0.0172	0.261	-2.04	-1.54	-1.01	230.0	0.0233	1.02
theta_c_pr[1,90]	0.151	0.00877	0.419	-0.629	0.125	1.02	2282.0	0.231	1.0
theta_c_pr[1,91]	0.337	0.0108	0.454	-0.48	0.307	1.24	1782.0	0.18	1.0
theta_c_pr[1,92]	-1.0	0.00723	0.295	-1.57	-1.02	-0.398	1662.0	0.168	1.0
theta_c_pr[1,93]	0.619	0.0311	0.453	-0.304	0.603	1.53	211.0	0.0214	1.02
theta_c_pr[1,94]	-0.971	0.0139	0.34	-1.62	-0.995	-0.27	597.0	0.0604	1.01
theta_c_pr[1,95]	-0.24	0.00765	0.306	-0.839	-0.25	0.39	1599.0	0.162	1.0
theta_c_pr[1,96]	0.349	0.0123	0.396	-0.406	0.32	1.13	1040.0	0.105	1.01
theta_c_pr[2,1]	0.789	0.0238	0.645	-0.458	0.782	2.06	735.0	0.0743	1.01
theta_c_pr[2,2]	-0.581	0.012	0.4	-1.41	-0.573	0.126	1107.0	0.112	1.01
theta_c_pr[2,3]	0.0605	0.00681	0.364	-0.705	0.0691	0.751	2861.0	0.289	1.0
theta_c_pr[2,4]	0.284	0.0081	0.578	-0.919	0.285	1.39	5102.0	0.516	1.0
theta_c_pr[2,5]	0.509	0.0214	0.621	-0.77	0.518	1.65	844.0	0.0854	1.01
theta_c_pr[2,6]	-0.489	0.0175	0.55	-1.59	-0.494	0.569	991.0	0.1	1.01
theta_c_pr[2,7]	1.28	0.00823	0.457	0.357	1.27	2.15	3079.0	0.311	1.0
theta_c_pr[2,8]	-0.148	0.00665	0.42	-1.01	-0.146	0.631	3978.0	0.402	1.0
theta_c_pr[2,9]	-0.101	0.0108	0.618	-1.36	-0.0967	1.0	3303.0	0.334	1.0
theta_c_pr[2,10]	-0.519	0.00663	0.368	-1.31	-0.501	0.171	3089.0	0.312	1.0
theta_c_pr[2,11]	0.106	0.0099	0.414	-0.766	0.113	0.887	1744.0	0.176	1.0
theta_c_pr[2,12]	-0.266	0.00716	0.472	-1.22	-0.278	0.648	4347.0	0.44	1.0
theta_c_pr[2,13]	0.881	0.00833	0.393	0.0879	0.877	1.65	2229.0	0.225	1.0
theta_c_pr[2,14]	0.98	0.0094	0.527	-0.0847	0.964	1.96	3147.0	0.318	1.0
theta_c_pr[2,15]	-1.66	0.00626	0.422	-2.57	-1.65	-0.893	4541.0	0.459	0.999
theta_c_pr[2,16]	1.79	0.0101	0.711	0.338	1.81	3.15	4933.0	0.499	1.0
theta_c_pr[2,17]	-1.62	0.0216	0.58	-2.81	-1.61	-0.535	723.0	0.0731	1.01
theta_c_pr[2,18]	1.89	0.00907	0.696	0.472	1.87	3.2	5881.0	0.595	0.999
theta_c_pr[2,19]	0.118	0.00657	0.436	-0.753	0.112	0.977	4410.0	0.446	1.0
theta_c_pr[2,20]	-0.792	0.022	0.514	-1.87	-0.784	0.121	545.0	0.0551	1.01
theta_c_pr[2,21]	0.977	0.0299	0.725	-0.551	0.974	2.27	587.0	0.0594	1.01
theta_c_pr[2,22]	-0.312	0.0115	0.591	-1.52	-0.331	0.85	2646.0	0.268	1.0
theta_c_pr[2,23]	1.02	0.00747	0.491	0.0374	1.02	1.98	4324.0	0.437	1.0
theta_c_pr[2,24]	-0.554	0.00959	0.598	-1.8	-0.561	0.602	3890.0	0.393	1.0
theta_c_pr[2,25]	-0.788	0.00774	0.395	-1.61	-0.787	-0.0543	2605.0	0.263	1.0
theta_c_pr[2,26]	-0.32	0.0111	0.595	-1.56	-0.311	0.838	2876.0	0.291	1.0
theta_c_pr[2,27]	0.703	0.0104	0.647	-0.594	0.705	1.94	3868.0	0.391	1.0
theta_c_pr[2,28]	-0.589	0.00955	0.632	-1.89	-0.576	0.602	4375.0	0.442	1.0
theta_c_pr[2,29]	1.06	0.0126	0.652	-0.279	1.06	2.27	2662.0	0.269	1.0
theta_c_pr[2,30]	-1.28	0.0193	0.366	-2.07	-1.28	-0.646	358.0	0.0362	1.01
theta_c_pr[2,31]	-0.514	0.0264	0.57	-1.72	-0.512	0.518	467.0	0.0473	1.01
theta_c_pr[2,32]	0.777	0.00774	0.492	-0.229	0.768	1.73	4044.0	0.409	1.0
theta_c_pr[2,33]	0.506	0.0079	0.527	-0.596	0.525	1.52	4451.0	0.45	1.0
theta_c_pr[2,34]	-1.33	0.0146	0.607	-2.57	-1.31	-0.225	1716.0	0.174	1.01
theta_c_pr[2,35]	-0.389	0.00764	0.545	-1.5	-0.375	0.642	5086.0	0.514	1.0
theta_c_pr[2,36]	-0.907	0.00877	0.433	-1.78	-0.899	-0.113	2434.0	0.246	1.0
theta_c_pr[2,37]	-0.0295	0.00642	0.352	-0.771	-0.0272	0.627	3011.0	0.304	1.0
theta_c_pr[2,38]	0.0492	0.008	0.488	-0.939	0.0345	1.0	3716.0	0.376	1.0
theta_c_pr[2,39]	-0.276	0.0103	0.362	-1.04	-0.271	0.38	1230.0	0.124	1.0
theta_c_pr[2,40]	-2.8	0.0167	0.451	-3.77	-2.79	-2.03	733.0	0.0741	1.01
theta_c_pr[2,41]	0.777	0.0102	0.676	-0.572	0.771	2.08	4369.0	0.442	1.0
theta_c_pr[2,42]	-0.0751	0.00694	0.364	-0.835	-0.0815	0.607	2749.0	0.278	1.0
theta_c_pr[2,43]	-0.0363	0.0066	0.425	-0.892	-0.0474	0.779	4135.0	0.418	1.0
theta_c_pr[2,44]	0.679	0.00793	0.502	-0.338	0.663	1.67	4001.0	0.405	1.0
theta_c_pr[2,45]	0.125	0.00804	0.523	-0.956	0.12	1.12	4228.0	0.428	1.0
theta_c_pr[2,46]	0.314	0.00968	0.609	-0.956	0.313	1.48	3954.0	0.4	1.0
theta_c_pr[2,47]	-0.752	0.00921	0.61	-2.02	-0.763	0.402	4390.0	0.444	1.0
theta_c_pr[2,48]	0.735	0.00688	0.372	-0.00155	0.72	1.47	2922.0	0.295	1.0
theta_c_pr[2,49]	-0.0181	0.0194	0.605	-1.22	-0.0282	1.11	972.0	0.0983	1.01
theta_c_pr[2,50]	-0.736	0.0197	0.437	-1.6	-0.73	0.0656	491.0	0.0497	1.01
theta_c_pr[2,51]	-0.841	0.00759	0.391	-1.68	-0.844	-0.0938	2655.0	0.268	1.0
theta_c_pr[2,52]	0.0377	0.0103	0.635	-1.23	0.0277	1.27	3785.0	0.383	1.0
theta_c_pr[2,53]	0.633	0.0221	0.66	-0.695	0.634	1.85	888.0	0.0898	1.01
theta_c_pr[2,54]	0.0359	0.00921	0.431	-0.832	0.0297	0.859	2189.0	0.221	1.0
theta_c_pr[2,55]	1.67	0.026	0.432	0.853	1.65	2.5	277.0	0.028	1.01
theta_c_pr[2,56]	1.12	0.0275	0.411	0.31	1.11	1.9	224.0	0.0226	1.02
theta_c_pr[2,57]	-0.937	0.0104	0.525	-2.02	-0.927	0.00718	2573.0	0.26	1.0
theta_c_pr[2,58]	0.608	0.0068	0.411	-0.252	0.614	1.4	3653.0	0.369	1.0
theta_c_pr[2,59]	1.04	0.01	0.691	-0.375	1.05	2.36	4772.0	0.483	1.0
theta_c_pr[2,60]	0.382	0.0283	0.633	-0.929	0.378	1.52	501.0	0.0506	1.01
theta_c_pr[2,61]	-0.874	0.00924	0.464	-1.84	-0.877	-0.00888	2515.0	0.254	1.0
theta_c_pr[2,62]	0.297	0.00883	0.588	-0.962	0.3	1.41	4437.0	0.449	1.0
theta_c_pr[2,63]	0.481	0.0306	0.475	-0.464	0.466	1.4	241.0	0.0244	1.02
theta_c_pr[2,64]	0.33	0.0202	0.58	-0.8	0.319	1.45	825.0	0.0834	1.01
theta_c_pr[2,65]	-0.741	0.00731	0.379	-1.53	-0.732	-0.0171	2682.0	0.271	1.0
theta_c_pr[2,66]	-0.112	0.00764	0.44	-1.05	-0.108	0.707	3311.0	0.335	1.0
theta_c_pr[2,67]	0.164	0.00895	0.541	-0.929	0.154	1.19	3652.0	0.369	1.0
theta_c_pr[2,68]	0.00345	0.0079	0.4	-0.812	-0.00863	0.771	2569.0	0.26	1.0
theta_c_pr[2,69]	0.42	0.0109	0.567	-0.708	0.397	1.49	2730.0	0.276	1.0
theta_c_pr[2,70]	-0.201	0.00798	0.449	-1.12	-0.203	0.641	3161.0	0.32	1.0
theta_c_pr[2,71]	0.0298	0.0415	0.675	-1.31	0.0429	1.31	264.0	0.0267	1.02
theta_c_pr[2,72]	0.0818	0.0104	0.615	-1.16	0.064	1.28	3506.0	0.355	1.0
theta_c_pr[2,73]	-2.98	0.0233	0.564	-4.16	-2.96	-1.97	587.0	0.0593	1.01
theta_c_pr[2,74]	-0.643	0.0108	0.551	-1.77	-0.649	0.391	2610.0	0.264	1.0
theta_c_pr[2,75]	-0.672	0.00866	0.535	-1.77	-0.665	0.329	3819.0	0.386	1.0
theta_c_pr[2,76]	0.984	0.00934	0.492	-0.00962	0.988	1.92	2772.0	0.28	1.0
theta_c_pr[2,77]	-0.798	0.00789	0.613	-2.03	-0.791	0.367	6036.0	0.61	1.0
theta_c_pr[2,78]	-0.571	0.00744	0.504	-1.63	-0.574	0.395	4586.0	0.464	1.0
theta_c_pr[2,79]	0.344	0.0147	0.634	-0.987	0.358	1.5	1872.0	0.189	1.0
theta_c_pr[2,80]	-0.865	0.00867	0.347	-1.63	-0.851	-0.228	1601.0	0.162	1.0
theta_c_pr[2,81]	-0.351	0.0106	0.55	-1.47	-0.345	0.701	2703.0	0.273	1.0
theta_c_pr[2,82]	-0.55	0.00838	0.587	-1.77	-0.535	0.544	4896.0	0.495	1.0
theta_c_pr[2,83]	0.403	0.00722	0.519	-0.655	0.402	1.39	5168.0	0.523	1.0
theta_c_pr[2,84]	1.54	0.00819	0.613	0.268	1.53	2.72	5599.0	0.566	1.0
theta_c_pr[2,85]	0.617	0.0157	0.521	-0.459	0.62	1.58	1104.0	0.112	1.01
theta_c_pr[2,86]	0.0693	0.0293	0.641	-1.33	0.0697	1.27	478.0	0.0483	1.01
theta_c_pr[2,87]	-0.048	0.00831	0.518	-1.13	-0.056	0.952	3885.0	0.393	1.0
theta_c_pr[2,88]	0.486	0.00975	0.521	-0.559	0.478	1.48	2852.0	0.288	1.0
theta_c_pr[2,89]	0.213	0.00961	0.369	-0.507	0.211	0.932	1475.0	0.149	1.0
theta_c_pr[2,90]	-0.218	0.0231	0.514	-1.28	-0.218	0.74	495.0	0.05	1.01
theta_c_pr[2,91]	0.52	0.017	0.506	-0.495	0.521	1.44	884.0	0.0894	1.01
theta_c_pr[2,92]	0.665	0.00705	0.395	-0.169	0.665	1.43	3143.0	0.318	1.0
theta_c_pr[2,93]	0.664	0.00818	0.589	-0.546	0.65	1.81	5186.0	0.524	1.0
theta_c_pr[2,94]	-0.457	0.0188	0.401	-1.24	-0.453	0.294	452.0	0.0457	1.01
theta_c_pr[2,95]	0.485	0.0276	0.591	-0.691	0.49	1.6	459.0	0.0465	1.01
theta_c_pr[2,96]	-0.911	0.00996	0.564	-2.18	-0.882	0.135	3207.0	0.324	1.0
theta_c_pr[3,1]	-0.166	0.036	0.601	-1.37	-0.174	0.961	279.0	0.0283	1.02
theta_c_pr[3,2]	-0.277	0.00566	0.33	-0.949	-0.284	0.337	3403.0	0.344	1.0
theta_c_pr[3,3]	0.127	0.0153	0.385	-0.649	0.122	0.851	628.0	0.0636	1.01
theta_c_pr[3,4]	0.491	0.0277	0.543	-0.578	0.488	1.54	385.0	0.0389	1.01
theta_c_pr[3,5]	-0.652	0.00909	0.541	-1.78	-0.658	0.38	3546.0	0.359	1.0
theta_c_pr[3,6]	-0.145	0.0239	0.488	-1.13	-0.154	0.777	416.0	0.0421	1.01
theta_c_pr[3,7]	0.097	0.00678	0.44	-0.796	0.0842	0.958	4211.0	0.426	1.0
theta_c_pr[3,8]	0.263	0.00682	0.415	-0.574	0.262	1.06	3703.0	0.374	1.0
theta_c_pr[3,9]	-1.02	0.00759	0.486	-2.07	-1.01	-0.115	4109.0	0.415	1.0
theta_c_pr[3,10]	0.694	0.00686	0.417	-0.113	0.664	1.53	3685.0	0.373	1.0
theta_c_pr[3,11]	-0.432	0.00655	0.364	-1.2	-0.422	0.248	3080.0	0.311	1.0
theta_c_pr[3,12]	-0.759	0.00859	0.461	-1.74	-0.735	0.104	2884.0	0.292	1.0
theta_c_pr[3,13]	-0.314	0.00594	0.338	-1.03	-0.316	0.328	3241.0	0.328	1.0
theta_c_pr[3,14]	-0.747	0.014	0.491	-1.76	-0.746	0.143	1221.0	0.123	1.01
theta_c_pr[3,15]	0.476	0.0106	0.364	-0.269	0.47	1.17	1174.0	0.119	1.01
theta_c_pr[3,16]	0.643	0.00912	0.628	-0.626	0.645	1.84	4737.0	0.479	1.0
theta_c_pr[3,17]	0.144	0.00705	0.481	-0.865	0.14	1.06	4665.0	0.472	1.0
theta_c_pr[3,18]	0.289	0.00886	0.648	-0.992	0.261	1.55	5351.0	0.541	1.0
theta_c_pr[3,19]	0.08	0.00588	0.416	-0.769	0.0613	0.875	4997.0	0.505	1.0
theta_c_pr[3,20]	0.27	0.0134	0.478	-0.675	0.259	1.21	1265.0	0.128	1.0
theta_c_pr[3,21]	0.893	0.0216	0.644	-0.393	0.884	2.11	887.0	0.0897	1.01
theta_c_pr[3,22]	0.345	0.0105	0.571	-0.851	0.352	1.42	2977.0	0.301	1.0
theta_c_pr[3,23]	0.826	0.00654	0.43	-0.0581	0.816	1.66	4321.0	0.437	1.0
theta_c_pr[3,24]	-0.727	0.0294	0.534	-1.83	-0.715	0.261	330.0	0.0333	1.01
theta_c_pr[3,25]	0.599	0.00951	0.38	-0.145	0.579	1.34	1599.0	0.162	1.0
theta_c_pr[3,26]	-0.921	0.0098	0.547	-2.04	-0.919	0.125	3119.0	0.315	1.0
theta_c_pr[3,27]	-0.319	0.0312	0.574	-1.51	-0.311	0.778	339.0	0.0343	1.01
theta_c_pr[3,28]	-0.884	0.00812	0.555	-2.02	-0.879	0.178	4669.0	0.472	1.0
theta_c_pr[3,29]	-0.652	0.00857	0.537	-1.77	-0.657	0.338	3933.0	0.398	1.0
theta_c_pr[3,30]	0.472	0.00486	0.296	-0.139	0.465	1.06	3706.0	0.375	1.0
theta_c_pr[3,31]	0.0162	0.0113	0.437	-0.882	0.00676	0.864	1502.0	0.152	1.01
theta_c_pr[3,32]	1.07	0.0107	0.481	0.0718	1.07	1.98	2016.0	0.204	1.0
theta_c_pr[3,33]	0.509	0.0112	0.543	-0.552	0.502	1.54	2335.0	0.236	1.0
theta_c_pr[3,34]	0.165	0.013	0.502	-0.882	0.171	1.08	1491.0	0.151	1.0
theta_c_pr[3,35]	0.497	0.00926	0.522	-0.54	0.479	1.54	3175.0	0.321	1.0
theta_c_pr[3,36]	-0.985	0.00608	0.354	-1.71	-0.99	-0.321	3383.0	0.342	1.0
theta_c_pr[3,37]	-0.265	0.00629	0.313	-0.91	-0.271	0.332	2485.0	0.251	1.0
theta_c_pr[3,38]	-0.756	0.00685	0.42	-1.62	-0.769	0.0341	3753.0	0.379	1.0
theta_c_pr[3,39]	1.35	0.0206	0.416	0.568	1.33	2.16	410.0	0.0414	1.01
theta_c_pr[3,40]	2.98	0.00801	0.455	2.08	2.99	3.83	3224.0	0.326	1.0
theta_c_pr[3,41]	-0.2	0.0164	0.575	-1.37	-0.219	0.903	1233.0	0.125	1.0
theta_c_pr[3,42]	-0.578	0.00861	0.336	-1.24	-0.584	0.058	1524.0	0.154	1.0
theta_c_pr[3,43]	0.256	0.00762	0.453	-0.652	0.261	1.12	3545.0	0.359	1.0
theta_c_pr[3,44]	-3.35	0.00949	0.557	-4.5	-3.33	-2.32	3446.0	0.348	1.0
theta_c_pr[3,45]	-0.19	0.00723	0.449	-1.1	-0.19	0.667	3853.0	0.39	1.0
theta_c_pr[3,46]	-0.454	0.00721	0.498	-1.48	-0.442	0.482	4761.0	0.481	1.0
theta_c_pr[3,47]	1.03	0.0348	0.591	-0.126	1.04	2.14	288.0	0.0291	1.01
theta_c_pr[3,48]	0.456	0.00794	0.484	-0.537	0.455	1.39	3720.0	0.376	1.0
theta_c_pr[3,49]	-0.974	0.00863	0.47	-1.96	-0.975	-0.101	2966.0	0.3	1.0
theta_c_pr[3,50]	-0.648	0.0153	0.391	-1.47	-0.645	0.0515	651.0	0.0658	1.01
theta_c_pr[3,51]	0.633	0.00732	0.357	-0.0929	0.631	1.3	2382.0	0.241	1.0
theta_c_pr[3,52]	0.256	0.0107	0.547	-0.906	0.247	1.31	2612.0	0.264	1.0
theta_c_pr[3,53]	-0.0113	0.0115	0.595	-1.23	-0.0198	1.13	2698.0	0.273	1.0
theta_c_pr[3,54]	-0.782	0.00661	0.351	-1.51	-0.773	-0.125	2816.0	0.285	1.0
theta_c_pr[3,55]	1.43	0.00773	0.518	0.43	1.41	2.47	4487.0	0.454	1.0
theta_c_pr[3,56]	0.277	0.0174	0.397	-0.515	0.272	1.05	523.0	0.0529	1.01
theta_c_pr[3,57]	0.708	0.0195	0.517	-0.327	0.697	1.68	703.0	0.0711	1.01
theta_c_pr[3,58]	0.477	0.0129	0.432	-0.375	0.466	1.32	1128.0	0.114	1.01
