name	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b3[2,3]	0.522	0.0121	0.684	-0.897	0.528	1.83	3203.0	0.445	1.0
b3[2,4]	0.673	0.00854	0.491	-0.291	0.668	1.62	3304.0	0.459	1.0
b3[2,5]	0.393	0.00937	0.521	-0.623	0.378	1.4	3093.0	0.43	1.0
b3[2,6]	0.696	0.00609	0.41	-0.16	0.689	1.47	4528.0	0.629	1.0
b3[2,7]	0.738	0.0055	0.355	0.00444	0.737	1.43	4166.0	0.579	0.999
b3[2,8]	0.692	0.0116	0.709	-0.77	0.679	2.03	3763.0	0.523	1.0
b3[2,9]	1.14	0.00747	0.47	0.2	1.13	2.0	3959.0	0.55	1.0
b3[2,10]	0.451	0.0121	0.699	-0.945	0.45	1.79	3358.0	0.466	1.0
b3[2,11]	0.81	0.00639	0.408	-0.00719	0.802	1.6	4078.0	0.566	1.0
b3[2,12]	1.34	0.00487	0.337	0.686	1.33	2.01	4793.0	0.666	1.0
b3[2,13]	1.05	0.00999	0.53	-0.0623	1.06	2.07	2812.0	0.39	1.0
b3[2,14]	0.975	0.00566	0.357	0.264	0.974	1.66	3989.0	0.554	1.0
b3[2,15]	0.445	0.00756	0.479	-0.526	0.438	1.35	4010.0	0.557	1.0
b3[2,16]	0.66	0.0101	0.535	-0.463	0.658	1.66	2781.0	0.386	1.0
b3[2,17]	0.264	0.00748	0.475	-0.69	0.255	1.19	4032.0	0.56	1.0
b3[2,18]	1.15	0.00864	0.576	-0.0183	1.14	2.27	4437.0	0.616	1.0
b3[2,19]	1.19	0.00782	0.451	0.304	1.18	2.06	3322.0	0.461	1.0
b3[2,20]	0.524	0.00638	0.401	-0.288	0.518	1.29	3943.0	0.548	0.999
b3[2,21]	1.43	0.00826	0.545	0.37	1.42	2.49	4358.0	0.605	1.0
b3[2,22]	0.786	0.00776	0.519	-0.256	0.778	1.78	4474.0	0.621	1.0
b3[2,23]	1.44	0.0072	0.439	0.567	1.43	2.28	3715.0	0.516	1.0
b3[2,24]	0.643	0.00794	0.508	-0.381	0.649	1.61	4105.0	0.57	1.0
b3[2,25]	1.01	0.00662	0.392	0.239	1.0	1.77	3508.0	0.487	1.0
b3[2,26]	0.713	0.00651	0.43	-0.155	0.71	1.54	4364.0	0.606	1.0
b3[2,27]	0.522	0.0117	0.659	-0.86	0.523	1.75	3187.0	0.443	1.0
b3[2,28]	0.619	0.00801	0.508	-0.416	0.617	1.6	4031.0	0.56	0.999
b3[2,29]	1.14	0.00781	0.475	0.179	1.12	2.05	3696.0	0.513	1.0
b3[2,30]	0.469	0.00791	0.507	-0.567	0.467	1.42	4102.0	0.57	1.0
b3[2,31]	0.749	0.00409	0.284	0.201	0.746	1.3	4819.0	0.669	1.0
b3[2,32]	0.632	0.0069	0.4	-0.178	0.625	1.41	3357.0	0.466	1.0
b3[2,33]	1.79	0.00776	0.445	0.908	1.79	2.67	3291.0	0.457	1.0
b3[2,34]	0.662	0.0112	0.682	-0.753	0.657	1.96	3728.0	0.518	1.0
b3[2,35]	-0.112	0.00556	0.366	-0.868	-0.114	0.585	4332.0	0.602	1.0
b3[2,36]	0.404	0.0082	0.427	-0.466	0.396	1.23	2716.0	0.377	1.0
b3[2,37]	0.758	0.0105	0.537	-0.301	0.74	1.8	2611.0	0.363	1.0
b3[2,38]	1.67	0.00537	0.334	1.03	1.65	2.32	3877.0	0.538	1.0
b3[2,39]	0.0856	0.00993	0.465	-0.9	0.0853	0.948	2189.0	0.304	1.0
b3[2,40]	1.03	0.00456	0.3	0.442	1.02	1.6	4323.0	0.6	1.0
b3[2,41]	0.548	0.0113	0.673	-0.821	0.548	1.79	3520.0	0.489	1.0
b3[2,42]	1.74	0.00826	0.545	0.684	1.73	2.8	4356.0	0.605	1.0
b3[2,43]	0.161	0.00775	0.476	-0.822	0.165	1.05	3778.0	0.525	1.0
b3[2,44]	0.403	0.0116	0.685	-1.01	0.399	1.7	3485.0	0.484	1.0
b3[2,45]	0.378	0.00753	0.487	-0.592	0.372	1.32	4173.0	0.579	1.0
b3[2,46]	-0.272	0.00676	0.425	-1.14	-0.274	0.532	3949.0	0.548	1.0
b3[2,47]	0.331	0.00563	0.389	-0.488	0.334	1.06	4768.0	0.662	1.0
b3[2,48]	0.193	0.00701	0.438	-0.701	0.199	0.996	3912.0	0.543	1.0
b3[2,49]	0.116	0.0058	0.38	-0.663	0.112	0.832	4286.0	0.595	1.0
b3[2,50]	0.693	0.0118	0.678	-0.667	0.696	1.97	3321.0	0.461	1.0
b3[2,51]	-0.0915	0.00416	0.268	-0.653	-0.0903	0.405	4130.0	0.574	0.999
b3[2,52]	0.43	0.0119	0.685	-0.94	0.422	1.74	3342.0	0.464	1.0
b3[2,53]	1.53	0.00592	0.345	0.837	1.52	2.21	3401.0	0.472	1.0
b3[2,54]	0.622	0.00423	0.26	0.101	0.621	1.13	3773.0	0.524	1.0
b3[2,55]	0.577	0.00698	0.483	-0.387	0.574	1.52	4782.0	0.664	1.0
b3[2,56]	0.811	0.0082	0.533	-0.29	0.811	1.83	4228.0	0.587	1.0
b3[2,57]	0.499	0.00689	0.415	-0.332	0.493	1.3	3619.0	0.503	1.0
b3[2,58]	0.492	0.0109	0.672	-0.866	0.485	1.76	3817.0	0.53	1.0
b3[2,59]	0.888	0.00355	0.27	0.352	0.887	1.41	5789.0	0.804	1.0
b3[2,60]	0.948	0.00471	0.328	0.281	0.942	1.58	4848.0	0.673	1.0
b3[2,61]	0.554	0.00692	0.46	-0.365	0.545	1.43	4414.0	0.613	1.0
b3[2,62]	0.248	0.00744	0.462	-0.663	0.247	1.11	3851.0	0.535	1.0
b3[2,63]	-0.0439	0.00662	0.459	-0.993	-0.0473	0.826	4813.0	0.668	1.0
b3[2,64]	1.12	0.00843	0.573	-0.024	1.11	2.25	4616.0	0.641	1.0
b3[2,65]	0.133	0.00575	0.358	-0.59	0.127	0.813	3879.0	0.539	1.0
b3[2,66]	1.16	0.00831	0.518	0.145	1.15	2.16	3893.0	0.541	1.0
b3[2,67]	0.911	0.00562	0.374	0.156	0.911	1.62	4437.0	0.616	1.0
b3[2,68]	1.41	0.0077	0.527	0.369	1.4	2.41	4678.0	0.65	1.0
b3[2,69]	-0.227	0.00767	0.447	-1.13	-0.23	0.638	3400.0	0.472	0.999
b3[2,70]	1.19	0.00505	0.301	0.591	1.19	1.76	3546.0	0.492	1.0
b3[2,71]	0.174	0.00658	0.412	-0.694	0.176	0.948	3915.0	0.544	1.0
b3[2,72]	0.601	0.0054	0.355	-0.122	0.599	1.26	4320.0	0.6	0.999
b3[2,73]	-0.363	0.00626	0.422	-1.22	-0.359	0.44	4528.0	0.629	1.0
b3[2,74]	0.621	0.00569	0.375	-0.132	0.619	1.34	4341.0	0.603	0.999
b3[2,75]	0.0145	0.00794	0.513	-1.05	0.0189	0.964	4169.0	0.579	1.0
b3[2,76]	0.236	0.00847	0.544	-0.901	0.245	1.24	4127.0	0.573	1.0
b3[2,77]	0.259	0.00775	0.496	-0.765	0.261	1.22	4097.0	0.569	1.0
b3[2,78]	0.463	0.00929	0.533	-0.633	0.457	1.47	3293.0	0.457	1.0
b3[2,79]	0.985	0.00702	0.446	0.0444	0.975	1.83	4029.0	0.559	1.0
b3[2,80]	1.03	0.00803	0.513	-0.0319	1.02	1.99	4081.0	0.567	1.0
b3[2,81]	0.473	0.00697	0.46	-0.455	0.47	1.33	4347.0	0.604	1.0
b3[2,82]	0.394	0.00752	0.453	-0.499	0.386	1.28	3623.0	0.503	1.0
b3[2,83]	0.835	0.00814	0.548	-0.255	0.825	1.87	4535.0	0.63	1.0
b3[2,84]	0.203	0.00356	0.24	-0.276	0.205	0.658	4565.0	0.634	1.0
b3[2,85]	0.227	0.00738	0.465	-0.711	0.225	1.1	3970.0	0.551	1.0
b3[2,86]	0.462	0.00808	0.497	-0.558	0.459	1.41	3786.0	0.526	1.0
b3[2,87]	-0.355	0.0046	0.325	-1.02	-0.355	0.245	4998.0	0.694	1.0
b3[2,88]	-0.174	0.00625	0.417	-1.01	-0.178	0.626	4439.0	0.616	1.0
b3[2,89]	0.707	0.0118	0.669	-0.684	0.707	1.98	3189.0	0.443	1.0
b3[2,90]	0.804	0.00907	0.526	-0.226	0.79	1.86	3364.0	0.467	1.0
b3[2,91]	0.56	0.00709	0.489	-0.431	0.558	1.5	4756.0	0.66	1.0
b3[2,92]	0.419	0.0066	0.431	-0.482	0.415	1.21	4252.0	0.59	1.0
b3[2,93]	-0.08	0.00583	0.359	-0.795	-0.0859	0.607	3792.0	0.527	1.0
b3[2,94]	1.68	0.0075	0.404	0.877	1.67	2.45	2898.0	0.402	1.0
b3[2,95]	-0.993	0.00521	0.358	-1.74	-0.989	-0.346	4734.0	0.657	1.0
b3[2,96]	0.198	0.00676	0.407	-0.61	0.191	0.988	3632.0	0.504	1.0
b3[2,97]	-0.659	0.00396	0.251	-1.18	-0.654	-0.191	4029.0	0.559	1.0
b3[2,98]	0.865	0.00703	0.455	-0.0359	0.852	1.73	4192.0	0.582	1.0
b3[2,99]	1.26	0.0069	0.403	0.467	1.26	2.04	3400.0	0.472	1.0
b3[2,100]	0.1	0.00635	0.38	-0.668	0.0975	0.813	3582.0	0.497	1.0
b3[2,101]	0.333	0.00725	0.472	-0.609	0.322	1.25	4238.0	0.589	1.0
b3[2,102]	0.0959	0.00703	0.428	-0.792	0.0966	0.898	3700.0	0.514	1.0
b3[2,103]	1.34	0.00452	0.307	0.727	1.33	1.94	4616.0	0.641	1.0
a1[1,1]	0.00343	8.52e-06	0.000653	0.00229	0.00338	0.00476	5879.0	0.816	1.0
a1[1,2]	0.000625	2.51e-06	0.00018	0.00028	0.00062	0.000969	5156.0	0.716	1.0
a1[1,3]	0.00193	4.73e-06	0.00035	0.00128	0.00192	0.00266	5477.0	0.761	1.0
a1[1,4]	0.00259	6.3e-06	0.000473	0.0017	0.00256	0.00356	5646.0	0.784	1.0
a1[1,5]	0.00223	5.72e-06	0.000399	0.00152	0.00221	0.00307	4860.0	0.675	1.0
a1[1,6]	0.0032	8.34e-06	0.000591	0.00215	0.00316	0.00444	5034.0	0.699	1.0
a1[1,7]	0.00346	9.61e-06	0.000653	0.00226	0.00341	0.00484	4616.0	0.641	1.0
a1[1,8]	0.00297	7.94e-06	0.00057	0.00195	0.00292	0.0042	5152.0	0.715	1.0
a1[1,9]	0.000984	2.99e-06	0.000214	0.000583	0.000976	0.00142	5141.0	0.714	1.0
a1[1,10]	0.00331	9.84e-06	0.000657	0.00213	0.00323	0.00465	4462.0	0.62	1.0
a1[1,11]	0.00292	7e-06	0.000513	0.00197	0.00288	0.00397	5381.0	0.747	1.0
a1[1,12]	0.000828	2.88e-06	0.000201	0.000438	0.000817	0.00124	4879.0	0.678	0.999
a1[1,13]	0.00306	7.32e-06	0.000551	0.00206	0.00301	0.00421	5675.0	0.788	1.0
a1[1,14]	0.000419	2.05e-06	0.000164	0.000132	0.000403	0.000754	6396.0	0.888	1.0
a1[1,15]	0.00199	4.98e-06	0.00035	0.00134	0.00197	0.0027	4945.0	0.687	1.0
a1[1,16]	0.00446	1.13e-05	0.000873	0.00291	0.0044	0.0063	5920.0	0.822	1.0
a1[1,17]	0.00378	1.08e-05	0.000806	0.00233	0.00371	0.00545	5578.0	0.775	1.0
a1[1,18]	0.00762	2.85e-05	0.00182	0.00453	0.00739	0.0115	4074.0	0.566	1.0
a1[1,19]	0.00226	5.3e-06	0.000398	0.00151	0.00224	0.00308	5655.0	0.785	1.0
a1[1,20]	0.00357	1.06e-05	0.000703	0.00233	0.0035	0.00503	4441.0	0.617	0.999
a1[1,21]	0.0107	4.39e-05	0.00282	0.00597	0.0104	0.0167	4126.0	0.573	1.0
a1[1,22]	0.00544	1.94e-05	0.0013	0.00321	0.00532	0.00826	4463.0	0.62	1.0
a1[1,23]	0.000584	3.08e-06	0.00023	0.000176	0.000569	0.00106	5580.0	0.775	1.0
a1[1,24]	0.00298	8.4e-06	0.000577	0.00194	0.00293	0.00418	4712.0	0.654	1.0
a1[1,25]	0.00256	6.16e-06	0.000464	0.00172	0.00252	0.0035	5689.0	0.79	1.0
a1[1,26]	0.00924	3.56e-05	0.0027	0.0049	0.00888	0.015	5777.0	0.802	1.0
a1[1,27]	0.000234	1.46e-06	0.00011	5.26e-05	0.000221	0.000467	5637.0	0.783	1.0
a1[1,28]	0.00397	1.11e-05	0.000791	0.00254	0.00391	0.0056	5108.0	0.709	0.999
a1[1,29]	0.00541	1.88e-05	0.00133	0.00319	0.00523	0.0083	4987.0	0.692	1.0
a1[1,30]	0.00271	6.91e-06	0.000471	0.00184	0.00268	0.00364	4649.0	0.646	1.0
a1[1,31]	0.000571	2.78e-06	0.000181	0.000227	0.00056	0.000932	4233.0	0.588	1.0
a1[1,32]	0.00256	6.89e-06	0.000485	0.0017	0.00252	0.00358	4940.0	0.686	1.0
a1[1,33]	0.00247	6.22e-06	0.000442	0.00167	0.00244	0.00339	5063.0	0.703	1.0
a1[1,34]	0.00341	9.07e-06	0.000655	0.00226	0.00335	0.0048	5204.0	0.723	1.0
a1[1,35]	0.0022	6.27e-06	0.00039	0.0015	0.00216	0.00301	3865.0	0.537	1.0
a1[1,36]	0.00358	8.88e-06	0.000707	0.00235	0.00352	0.00508	6343.0	0.881	1.0
a1[1,37]	0.00097	2.88e-06	0.000194	0.000604	0.00096	0.00136	4566.0	0.634	1.0
a1[1,38]	0.00122	3.51e-06	0.000239	0.000781	0.00121	0.0017	4616.0	0.641	1.0
a1[1,39]	0.000965	2.8e-06	0.0002	0.000596	0.000957	0.00137	5110.0	0.71	1.0
a1[1,40]	0.00107	4.99e-06	0.000326	0.000453	0.00107	0.00173	4265.0	0.592	1.0
a1[1,41]	0.00107	3.13e-06	0.000223	0.000646	0.00106	0.00152	5068.0	0.704	1.0
a1[1,42]	0.00698	2.29e-05	0.00169	0.00397	0.00681	0.0106	5453.0	0.757	1.0
a1[1,43]	0.00265	6.76e-06	0.000471	0.00179	0.00262	0.00361	4863.0	0.675	1.0
a1[1,44]	0.00104	3.21e-06	0.00022	0.00063	0.00103	0.00148	4695.0	0.652	1.0
a1[1,45]	0.00205	5.15e-06	0.000369	0.00137	0.00202	0.0028	5130.0	0.712	0.999
a1[1,46]	0.00637	1.94e-05	0.00147	0.00395	0.00618	0.00956	5773.0	0.802	1.0
a1[1,47]	0.00249	6.39e-06	0.000443	0.00166	0.00246	0.00341	4811.0	0.668	1.0
a1[1,48]	0.00317	8.92e-06	0.000602	0.00208	0.0031	0.00442	4552.0	0.632	1.0
a1[1,49]	0.00124	4.02e-06	0.000276	0.000707	0.00123	0.00179	4711.0	0.654	0.999
a1[1,50]	0.000929	3.04e-06	0.000218	0.000505	0.000922	0.00136	5156.0	0.716	1.0
a1[1,51]	0.00401	1.24e-05	0.000748	0.00262	0.00396	0.00554	3642.0	0.506	1.0
a1[1,52]	0.00306	9.35e-06	0.000615	0.00199	0.003	0.00435	4333.0	0.602	0.999
a1[1,53]	0.000451	2.22e-06	0.000156	0.000158	0.000443	0.000762	4938.0	0.686	1.0
a1[1,54]	0.000889	3.28e-06	0.000219	0.000476	0.000882	0.00133	4437.0	0.616	1.0
a1[1,55]	0.00323	9.44e-06	0.000617	0.00212	0.00318	0.0045	4265.0	0.592	1.0
a1[1,56]	0.0112	5.5e-05	0.00389	0.0054	0.0105	0.0198	5012.0	0.696	1.0
a1[1,57]	0.000516	2.24e-06	0.000164	0.000205	0.000509	0.000835	5340.0	0.742	1.0
a1[1,58]	0.00295	8.09e-06	0.00054	0.00197	0.00291	0.00407	4459.0	0.619	1.0
a1[1,59]	0.00235	6.11e-06	0.000424	0.00156	0.00232	0.00318	4830.0	0.671	1.0
a1[1,60]	0.00129	3.94e-06	0.00027	0.000771	0.00128	0.00184	4706.0	0.654	1.0
a1[1,61]	0.00411	1.22e-05	0.000854	0.00261	0.00403	0.00592	4884.0	0.678	1.0
a1[1,62]	0.000866	2.95e-06	0.000219	0.000446	0.000853	0.0013	5537.0	0.769	1.0
a1[1,63]	0.006	1.88e-05	0.00143	0.00354	0.00585	0.00906	5794.0	0.805	1.0
a1[1,64]	0.00905	3.38e-05	0.00223	0.00516	0.00884	0.0136	4359.0	0.605	1.0
a1[1,65]	0.00196	4.83e-06	0.000352	0.00129	0.00195	0.00267	5318.0	0.739	1.0
a1[1,66]	0.00189	4.63e-06	0.00034	0.00127	0.00187	0.00259	5396.0	0.749	1.0
a1[1,67]	0.00154	4.05e-06	0.000287	0.000992	0.00152	0.00211	5028.0	0.698	1.0
a1[1,68]	0.00341	8.88e-06	0.000635	0.00227	0.00335	0.00469	5108.0	0.709	1.0
a1[1,69]	0.00212	5.48e-06	0.000371	0.00144	0.00209	0.00287	4583.0	0.636	1.0
a1[1,70]	0.000663	4.66e-06	0.000303	0.000153	0.000632	0.00129	4231.0	0.588	1.0
a1[1,71]	0.0038	1.13e-05	0.000758	0.00242	0.00375	0.00535	4518.0	0.627	1.0
a1[1,72]	0.00197	4.78e-06	0.000347	0.00132	0.00195	0.00266	5275.0	0.732	1.0
a1[1,73]	0.00517	1.74e-05	0.00119	0.00316	0.00503	0.0077	4674.0	0.649	1.0
a1[1,74]	0.000358	2.39e-06	0.000185	7.59e-05	0.000331	0.000769	5959.0	0.828	1.0
a1[1,75]	0.00687	2.72e-05	0.0018	0.00391	0.00667	0.0109	4355.0	0.605	1.0
a1[1,76]	0.00523	1.71e-05	0.00114	0.00324	0.0051	0.00765	4433.0	0.616	1.0
a1[1,77]	0.00347	1.04e-05	0.000711	0.00225	0.0034	0.00499	4639.0	0.644	1.0
a1[1,78]	0.00217	5.82e-06	0.00039	0.00145	0.00214	0.00298	4491.0	0.624	1.0
a1[1,79]	0.00382	1.2e-05	0.000777	0.00246	0.00376	0.00546	4228.0	0.587	1.0
a1[1,80]	0.00181	4.6e-06	0.00033	0.00119	0.00179	0.00248	5129.0	0.712	1.0
a1[1,81]	0.0064	1.93e-05	0.00152	0.00381	0.00626	0.00958	6170.0	0.857	1.0
a1[1,82]	0.00246	6.66e-06	0.00045	0.00162	0.00242	0.00338	4558.0	0.633	1.0
a1[1,83]	0.00603	1.84e-05	0.00138	0.00362	0.00589	0.00892	5654.0	0.785	1.0
a1[1,84]	0.000914	3.08e-06	0.000215	0.000496	0.000906	0.00135	4877.0	0.677	1.0
a1[1,85]	0.00761	2.64e-05	0.00185	0.00444	0.00746	0.0115	4923.0	0.684	1.0
a1[1,86]	0.003	8.19e-06	0.000571	0.00199	0.00294	0.00421	4854.0	0.674	1.0
a1[1,87]	0.00449	1.42e-05	0.000954	0.00279	0.00439	0.00651	4538.0	0.63	1.0
a1[1,88]	0.00971	4.41e-05	0.00276	0.00524	0.00936	0.0158	3917.0	0.544	1.0
a1[1,89]	0.00124	3.9e-06	0.000279	0.000709	0.00122	0.0018	5127.0	0.712	1.0
a1[1,90]	0.00285	7.57e-06	0.000518	0.00189	0.00282	0.00391	4674.0	0.649	1.0
a1[1,91]	0.0064	2.27e-05	0.00152	0.00377	0.00624	0.00962	4527.0	0.629	1.0
a1[1,92]	0.00315	9.18e-06	0.000599	0.00208	0.00309	0.00442	4258.0	0.591	1.0
a1[1,93]	0.00331	8.46e-06	0.000602	0.00223	0.00326	0.00456	5072.0	0.704	1.0
a1[1,94]	0.00124	4e-06	0.000265	0.000738	0.00123	0.00177	4398.0	0.611	1.0
a1[1,95]	0.00205	5.12e-06	0.000365	0.00136	0.00203	0.00281	5071.0	0.704	1.0
a1[1,96]	0.00154	4.12e-06	0.000294	0.000995	0.00153	0.00213	5091.0	0.707	1.0
a1[1,97]	0.000646	2.57e-06	0.00018	0.000301	0.000638	0.00101	4914.0	0.682	0.999
a1[1,98]	0.00188	4.6e-06	0.000353	0.00121	0.00186	0.00257	5878.0	0.816	1.0
a1[1,99]	0.00109	3.19e-06	0.000225	0.00066	0.00108	0.00154	4965.0	0.69	1.0
a1[1,100]	0.0014	4.05e-06	0.000282	0.000885	0.00138	0.00198	4845.0	0.673	1.0
a1[1,101]	0.00254	6.37e-06	0.00046	0.0017	0.00251	0.00347	5222.0	0.725	1.0
a1[1,102]	0.00316	8.74e-06	0.000597	0.00211	0.00311	0.00438	4667.0	0.648	1.0
a1[1,103]	0.00106	4.15e-06	0.000279	0.000543	0.00105	0.00162	4517.0	0.627	1.0
a1[2,1]	0.197	0.000779	0.045	0.117	0.194	0.288	3331.0	0.463	1.0
a1[2,2]	0.153	0.000633	0.0403	0.0813	0.15	0.237	4051.0	0.563	1.0
a1[2,3]	0.151	0.00119	0.0612	0.0546	0.142	0.285	2631.0	0.365	1.0
a1[2,4]	0.234	0.000985	0.0565	0.131	0.229	0.352	3290.0	0.457	1.0
a1[2,5]	0.186	0.000784	0.0455	0.106	0.183	0.279	3378.0	0.469	1.0
a1[2,6]	0.165	0.000592	0.0366	0.0991	0.163	0.24	3825.0	0.531	1.0
a1[2,7]	0.235	0.00124	0.0575	0.131	0.231	0.351	2160.0	0.3	1.0
a1[2,8]	0.153	0.00119	0.0655	0.0527	0.143	0.299	3026.0	0.42	1.0
a1[2,9]	0.159	0.000919	0.0515	0.0672	0.156	0.263	3138.0	0.436	1.0
a1[2,10]	0.154	0.00112	0.0634	0.0528	0.146	0.292	3226.0	0.448	1.0
a1[2,11]	0.172	0.00094	0.0467	0.0926	0.166	0.272	2470.0	0.343	1.0
a1[2,12]	0.128	0.00093	0.0429	0.0545	0.125	0.22	2127.0	0.295	1.0
a1[2,13]	0.141	0.000692	0.0394	0.0732	0.137	0.223	3240.0	0.45	1.0
a1[2,14]	0.171	0.000926	0.0499	0.0851	0.165	0.275	2909.0	0.404	1.0
a1[2,15]	0.136	0.000698	0.0377	0.0712	0.132	0.216	2914.0	0.405	1.0
a1[2,16]	0.172	0.000661	0.042	0.093	0.17	0.255	4041.0	0.561	1.0
a1[2,17]	0.127	0.000573	0.0331	0.0707	0.124	0.198	3341.0	0.464	1.0
a1[2,18]	0.196	0.000822	0.0484	0.113	0.192	0.3	3462.0	0.481	1.0
a1[2,19]	0.0812	0.000437	0.0235	0.0432	0.0782	0.135	2890.0	0.401	1.0
a1[2,20]	0.0858	0.000677	0.0317	0.0369	0.0812	0.156	2199.0	0.305	1.0
a1[2,21]	0.159	0.00072	0.0434	0.083	0.155	0.248	3630.0	0.504	1.0
a1[2,22]	0.223	0.000978	0.0585	0.122	0.217	0.35	3579.0	0.497	1.0
a1[2,23]	0.109	0.000931	0.0417	0.0474	0.102	0.203	2010.0	0.279	1.0
a1[2,24]	0.175	0.000703	0.0443	0.0964	0.172	0.264	3964.0	0.551	1.0
a1[2,25]	0.183	0.000998	0.0518	0.0913	0.179	0.291	2696.0	0.374	1.0
a1[2,26]	0.13	0.000551	0.0318	0.0772	0.127	0.198	3320.0	0.461	1.0
a1[2,27]	0.139	0.00134	0.0647	0.0387	0.129	0.282	2316.0	0.322	1.0
a1[2,28]	0.169	0.000632	0.0377	0.0997	0.166	0.243	3554.0	0.494	1.0
a1[2,29]	0.0996	0.000536	0.032	0.0464	0.096	0.17	3559.0	0.494	1.0
a1[2,30]	0.148	0.000612	0.0333	0.0868	0.145	0.214	2964.0	0.412	1.0
a1[2,31]	0.175	0.00123	0.0603	0.0736	0.168	0.307	2389.0	0.332	1.0
a1[2,32]	0.0941	0.000643	0.0321	0.0456	0.0891	0.165	2488.0	0.345	1.0
a1[2,33]	0.139	0.00111	0.0521	0.0588	0.132	0.256	2203.0	0.306	1.0
a1[2,34]	0.154	0.00108	0.0649	0.0511	0.146	0.297	3588.0	0.498	1.0
a1[2,35]	0.0307	0.00032	0.0111	0.0155	0.0284	0.0575	1199.0	0.167	1.0
a1[2,36]	0.147	0.000508	0.0303	0.0899	0.145	0.206	3561.0	0.494	1.0
a1[2,37]	0.201	0.000935	0.0538	0.106	0.196	0.312	3318.0	0.461	1.0
a1[2,38]	0.222	0.00121	0.0652	0.105	0.217	0.353	2909.0	0.404	1.0
a1[2,39]	0.16	0.000749	0.0431	0.0808	0.157	0.246	3308.0	0.459	1.0
a1[2,40]	0.115	0.000882	0.0408	0.0482	0.11	0.205	2146.0	0.298	1.0
a1[2,41]	0.147	0.00109	0.0628	0.0476	0.137	0.287	3329.0	0.462	1.0
a1[2,42]	0.178	0.000824	0.0446	0.103	0.174	0.272	2927.0	0.406	1.0
a1[2,43]	0.231	0.000875	0.0536	0.126	0.231	0.337	3753.0	0.521	1.0
a1[2,44]	0.146	0.0011	0.063	0.0483	0.138	0.288	3289.0	0.457	1.0
a1[2,45]	0.135	0.000623	0.0386	0.0675	0.132	0.216	3848.0	0.534	1.0
a1[2,46]	0.145	0.000543	0.0326	0.0871	0.143	0.213	3606.0	0.501	1.0
a1[2,47]	0.134	0.00078	0.0393	0.0654	0.13	0.215	2545.0	0.353	1.0
a1[2,48]	0.209	0.00107	0.0557	0.102	0.207	0.321	2732.0	0.379	1.0
a1[2,49]	0.0886	0.000586	0.0258	0.0473	0.0855	0.145	1938.0	0.269	1.0
a1[2,50]	0.145	0.00136	0.0639	0.0471	0.136	0.287	2222.0	0.309	1.0
a1[2,51]	0.0476	0.000576	0.0268	0.0142	0.0418	0.11	2160.0	0.3	1.0
a1[2,52]	0.155	0.00117	0.0653	0.0531	0.147	0.297	3098.0	0.43	1.0
a1[2,53]	0.0858	0.000629	0.0332	0.0346	0.0807	0.161	2790.0	0.387	1.0
a1[2,54]	0.109	0.00104	0.051	0.0368	0.0989	0.227	2432.0	0.338	1.0
a1[2,55]	0.0697	0.000453	0.0235	0.0319	0.0662	0.12	2679.0	0.372	1.0
a1[2,56]	0.187	0.000863	0.0504	0.0985	0.181	0.29	3411.0	0.474	1.0
a1[2,57]	0.149	0.000797	0.0431	0.0749	0.144	0.24	2924.0	0.406	1.0
a1[2,58]	0.153	0.00114	0.0638	0.0538	0.143	0.299	3110.0	0.432	1.0
a1[2,59]	0.145	0.00104	0.0619	0.0459	0.137	0.277	3546.0	0.492	1.0
a1[2,60]	0.134	0.00096	0.0481	0.0581	0.127	0.244	2514.0	0.349	1.0
a1[2,61]	0.194	0.000721	0.0449	0.111	0.192	0.285	3878.0	0.539	1.0
a1[2,62]	0.121	0.000728	0.0377	0.0591	0.117	0.204	2682.0	0.372	1.0
a1[2,63]	0.166	0.000518	0.0361	0.101	0.163	0.242	4863.0	0.675	1.0
a1[2,64]	0.175	0.00108	0.062	0.0734	0.169	0.307	3328.0	0.462	1.0
a1[2,65]	0.106	0.000556	0.0265	0.063	0.103	0.164	2265.0	0.315	1.0
a1[2,66]	0.18	0.00108	0.0522	0.0932	0.175	0.292	2325.0	0.323	1.0
a1[2,67]	0.08	0.000521	0.0263	0.0388	0.0765	0.138	2542.0	0.353	1.0
a1[2,68]	0.167	0.000896	0.0435	0.0922	0.163	0.259	2360.0	0.328	1.0
a1[2,69]	0.118	0.000628	0.0353	0.0576	0.114	0.193	3161.0	0.439	1.0
a1[2,70]	0.143	0.00129	0.061	0.0509	0.133	0.283	2233.0	0.31	1.0
a1[2,71]	0.0772	0.000406	0.0224	0.0416	0.0742	0.128	3057.0	0.424	1.0
a1[2,72]	0.168	0.000759	0.0433	0.0899	0.164	0.259	3254.0	0.452	1.0
a1[2,73]	0.208	0.000867	0.0515	0.115	0.203	0.313	3526.0	0.49	1.0
a1[2,74]	0.137	0.000814	0.0451	0.0627	0.132	0.235	3064.0	0.426	1.0
a1[2,75]	0.161	0.000526	0.033	0.099	0.16	0.227	3938.0	0.547	1.0
a1[2,76]	0.168	0.00067	0.0433	0.0878	0.166	0.252	4185.0	0.581	1.0
a1[2,77]	0.14	0.000586	0.0365	0.0709	0.138	0.212	3880.0	0.539	1.0
