	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	10.12	0.02	0.79	8.6	10.09	11.72	2007.49	0.18	1.0
b2_mu	11.16	0.02	1.21	8.89	11.07	13.68	2365.91	0.21	1.0
b3_mu	1.45	0.0	0.1	1.24	1.45	1.65	2685.36	0.24	1.0
b4_mu	0.1	0.0	0.05	0.0	0.1	0.2	4258.45	0.38	1.0
a1_mu	0.18	0.0	0.02	0.14	0.18	0.22	2317.49	0.21	1.0
a2_mu	0.12	0.0	0.02	0.07	0.12	0.17	953.04	0.08	1.0
sigma[1]	0.586	0.00124	0.0642	0.469	0.582	0.718	2671.0	0.237	1.0
sigma[2]	0.684	0.00163	0.0841	0.532	0.676	0.86	2665.0	0.236	1.0
sigma[3]	0.184	0.000339	0.0177	0.151	0.183	0.221	2722.0	0.241	1.0
sigma[4]	0.0803	0.000161	0.00911	0.063	0.0799	0.099	3206.0	0.284	1.0
sigma[5]	0.531	0.0015	0.0645	0.403	0.53	0.656	1852.0	0.164	1.0
sigma[6]	0.681	0.00275	0.0864	0.505	0.679	0.849	988.0	0.0876	1.0
b1[1]	10.8	0.0402	2.53	6.83	10.3	16.5	3947.0	0.35	1.0
b1[2]	4.55	0.064	3.62	0.914	3.25	14.1	3194.0	0.283	1.0
b1[3]	10.3	0.0624	3.86	4.54	9.62	18.8	3829.0	0.339	1.0
b1[4]	10.7	0.0502	3.17	6.15	10.0	18.0	3980.0	0.353	1.0
b1[5]	6.48	0.0482	2.66	3.52	5.76	13.4	3041.0	0.27	1.0
b1[6]	12.0	0.0392	2.48	7.84	11.8	17.3	4001.0	0.355	1.0
b1[7]	10.1	0.0513	3.38	5.56	9.34	18.0	4336.0	0.384	1.0
b1[8]	12.5	0.0375	2.42	8.03	12.3	17.4	4173.0	0.37	1.0
b1[9]	4.87	0.0412	2.21	2.28	4.35	10.5	2874.0	0.255	1.0
b1[10]	14.6	0.0605	3.87	8.08	14.2	22.9	4081.0	0.362	1.0
b1[11]	11.3	0.056	3.38	6.24	10.7	19.2	3649.0	0.323	1.0
b1[12]	3.56	0.0521	2.79	1.2	2.63	11.5	2863.0	0.254	1.0
b1[13]	9.84	0.0474	2.96	5.78	9.15	17.1	3898.0	0.346	1.0
b1[14]	2.08	0.0513	1.85	0.384	1.7	6.73	1308.0	0.116	1.0
b1[15]	7.7	0.0594	3.63	3.52	6.57	16.6	3735.0	0.331	1.0
b1[16]	13.2	0.0485	3.02	8.32	12.9	20.0	3886.0	0.344	1.0
b1[17]	14.2	0.0472	3.01	9.14	13.9	20.6	4062.0	0.36	1.0
b1[18]	17.5	0.059	3.66	11.1	17.1	25.1	3842.0	0.341	1.0
b1[19]	9.1	0.0294	1.87	5.9	8.94	13.2	4070.0	0.361	1.0
b1[20]	11.5	0.0539	3.35	6.33	10.9	18.8	3862.0	0.342	1.0
b1[21]	19.4	0.0637	3.82	12.6	19.0	27.1	3592.0	0.318	1.0
b1[22]	16.7	0.0555	3.6	10.4	16.4	24.2	4220.0	0.374	1.0
b1[23]	3.75	0.0547	2.86	0.488	2.93	11.7	2737.0	0.243	1.0
b1[24]	9.01	0.0339	2.06	5.74	8.7	13.6	3679.0	0.326	1.0
b1[25]	7.15	0.0318	1.76	4.67	6.86	11.2	3074.0	0.273	1.0
b1[26]	20.8	0.0621	3.88	13.9	20.4	29.2	3908.0	0.346	1.0
b1[27]	1.25	0.0649	2.86	-1.15	0.402	9.75	1939.0	0.172	1.0
b1[28]	16.2	0.0573	3.5	10.2	15.9	23.5	3731.0	0.331	1.0
b1[29]	15.3	0.059	3.79	8.89	15.0	23.3	4131.0	0.366	1.0
b1[30]	8.94	0.0313	2.03	5.68	8.69	13.4	4207.0	0.373	1.0
b1[31]	4.93	0.0732	4.3	0.475	3.43	15.8	3451.0	0.306	1.0
b1[32]	7.78	0.0522	2.79	4.27	7.06	14.8	2861.0	0.254	1.0
b1[33]	6.87	0.0211	1.28	4.62	6.76	9.53	3667.0	0.325	1.0
b1[34]	12.8	0.0501	3.22	7.63	12.4	19.7	4135.0	0.367	1.0
b1[35]	13.7	0.0661	4.12	6.75	13.2	22.5	3887.0	0.345	1.0
