	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	13.89	0.02	1.29	11.44	13.85	16.46	2756.11	0.2	1.0
a1_mu	0.09	0.0	0.01	0.06	0.09	0.12	2064.28	0.15	1.0
sigma[1]	0.842	0.00203	0.103	0.662	0.833	1.06	2601.0	0.189	1.0
sigma[2]	0.766	0.00138	0.0691	0.636	0.762	0.907	2512.0	0.183	1.0
b1[1]	17.4	0.0722	4.82	10.1	16.6	28.5	4454.0	0.324	1.0
b1[2]	10.2	0.115	7.56	0.651	8.94	26.7	4289.0	0.312	1.0
b1[3]	13.8	0.0984	6.6	4.01	12.9	28.2	4500.0	0.327	1.0
b1[4]	14.8	0.0867	5.67	6.77	13.7	28.1	4270.0	0.311	1.0
b1[5]	8.31	0.0806	4.7	4.03	6.5	20.7	3397.0	0.247	1.0
b1[6]	16.6	0.0729	4.61	9.98	15.7	27.3	3994.0	0.291	0.999
b1[7]	16.5	0.0916	6.03	7.08	15.6	29.9	4334.0	0.315	1.0
b1[8]	9.88	0.022	1.43	7.26	9.79	12.7	4193.0	0.305	1.0
b1[9]	9.15	0.102	6.87	1.63	7.09	24.9	4567.0	0.332	0.999
b1[10]	22.4	0.0924	5.85	12.7	21.7	35.1	4009.0	0.292	1.0
b1[11]	17.4	0.0974	6.47	6.79	16.6	31.2	4414.0	0.321	1.0
b1[12]	4.85	0.116	5.4	1.68	2.48	20.4	2157.0	0.157	1.0
b1[13]	20.1	0.0881	5.96	10.0	19.4	32.7	4581.0	0.333	1.0
b1[14]	4.56	0.124	6.36	0.539	1.26	21.7	2637.0	0.192	0.999
b1[15]	12.9	0.118	7.32	2.75	12.0	28.7	3843.0	0.279	0.999
b1[16]	19.2	0.0753	5.04	11.4	18.3	30.3	4483.0	0.326	1.0
b1[17]	17.2	0.0792	5.11	9.49	16.4	28.5	4153.0	0.302	1.0
b1[18]	23.3	0.0833	5.49	14.1	22.6	35.1	4331.0	0.315	1.0
b1[19]	13.7	0.102	6.75	3.48	12.9	27.9	4405.0	0.32	1.0
b1[20]	20.0	0.0919	6.03	9.87	19.2	32.8	4300.0	0.313	1.0
b1[21]	24.0	0.0808	5.3	15.4	23.3	35.3	4306.0	0.313	1.0
b1[22]	22.9	0.0866	5.66	13.2	22.3	34.7	4269.0	0.31	1.0
b1[23]	7.72	0.111	7.3	0.906	4.72	24.7	4292.0	0.312	1.0
b1[24]	13.1	0.0655	3.82	8.06	12.2	22.6	3404.0	0.248	1.0
b1[25]	15.6	0.0993	6.67	4.91	14.9	29.8	4510.0	0.328	1.0
b1[26]	21.8	0.0792	5.43	12.9	21.1	33.4	4704.0	0.342	1.0
b1[27]	8.92	0.117	7.51	0.412	7.26	25.2	4102.0	0.298	1.0
b1[28]	20.1	0.0865	5.6	11.0	19.3	32.5	4183.0	0.304	1.0
b1[29]	21.2	0.0859	5.58	12.2	20.5	33.4	4213.0	0.306	1.0
b1[30]	14.7	0.0772	4.54	8.48	13.8	25.3	3450.0	0.251	1.0
b1[31]	10.7	0.121	7.59	0.688	9.61	27.0	3922.0	0.285	1.0
b1[32]	18.6	0.0936	6.19	8.6	17.8	31.9	4369.0	0.318	1.0
b1[33]	3.05	0.00551	0.386	2.29	3.03	3.79	4911.0	0.357	1.0
b1[34]	17.0	0.0829	5.45	8.95	16.1	29.6	4329.0	0.315	1.0
b1[35]	18.9	0.101	6.19	8.72	18.2	32.0	3768.0	0.274	1.0
b1[36]	12.8	0.0571	3.7	7.6	12.0	21.1	4190.0	0.305	1.0
b1[37]	8.53	0.105	6.76	1.53	6.31	24.2	4113.0	0.299	1.0
b1[38]	2.68	0.0342	1.06	1.86	2.6	3.58	971.0	0.0706	1.0
b1[39]	11.7	0.103	7.08	2.06	10.5	27.0	4684.0	0.341	1.0
b1[40]	11.4	0.121	7.46	0.977	10.3	27.6	3792.0	0.276	1.0
b1[41]	12.5	0.103	7.08	1.9	11.7	27.9	4682.0	0.341	1.0
b1[42]	22.8	0.0805	5.45	13.9	22.2	34.3	4575.0	0.333	0.999
