	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	12.07	0.02	0.97	10.16	12.04	13.94	2993.43	0.12	1.0
b2_mu	13.6	0.04	1.77	10.57	13.4	17.44	1620.89	0.06	1.0
b3_mu	1.84	0.0	0.14	1.56	1.84	2.13	2565.7	0.1	1.0
b4_mu	0.14	0.0	0.06	0.02	0.14	0.25	4548.77	0.18	1.0
a1_mu	0.19	0.0	0.02	0.15	0.19	0.23	2802.92	0.11	1.0
a2_mu	0.11	0.0	0.03	0.06	0.11	0.17	796.05	0.03	1.0
c1_mu	0.01	0.0	0.0	0.0	0.01	0.02	3026.22	0.12	1.0
sigma[1]	0.667	0.00148	0.0829	0.514	0.66	0.835	3145.0	0.123	1.0
sigma[2]	0.785	0.00209	0.111	0.595	0.774	1.02	2814.0	0.11	1.0
sigma[3]	0.216	0.000457	0.0251	0.17	0.215	0.267	3020.0	0.118	1.0
sigma[4]	0.0942	0.000242	0.0119	0.072	0.0935	0.118	2403.0	0.0938	1.0
sigma[5]	0.505	0.00127	0.062	0.387	0.503	0.628	2370.0	0.0926	1.0
sigma[6]	0.673	0.00329	0.0932	0.488	0.67	0.854	804.0	0.0314	1.0
sigma[7]	2.44	0.00752	0.417	1.72	2.39	3.31	3068.0	0.12	1.0
b1[1]	17.4	0.0853	5.3	8.06	17.2	28.2	3865.0	0.151	1.0
b1[2]	6.24	0.0653	4.09	1.26	5.29	15.9	3929.0	0.153	1.0
b1[3]	14.2	0.0717	4.63	6.5	13.7	24.2	4168.0	0.163	1.0
b1[4]	11.3	0.0546	3.51	6.26	10.6	19.5	4134.0	0.161	1.0
b1[5]	19.3	0.0814	5.17	9.43	19.1	29.8	4042.0	0.158	0.999
b1[6]	16.4	0.0717	4.53	9.13	15.8	26.6	3999.0	0.156	1.0
b1[7]	11.1	0.0619	3.9	5.9	10.1	20.3	3968.0	0.155	1.0
b1[8]	13.8	0.0438	2.87	8.73	13.5	19.8	4283.0	0.167	1.0
b1[9]	6.35	0.0384	2.36	2.74	6.02	11.5	3759.0	0.147	1.0
b1[10]	17.0	0.0841	4.64	8.98	16.7	26.5	3042.0	0.119	1.0
b1[11]	12.1	0.0569	3.68	6.75	11.4	20.5	4168.0	0.163	1.0
b1[12]	3.94	0.0584	3.11	1.27	2.87	12.6	2845.0	0.111	1.0
b1[13]	10.5	0.0543	3.42	6.12	9.78	18.8	3962.0	0.155	1.0
b1[14]	4.05	0.0395	2.12	0.798	3.93	7.97	2889.0	0.113	1.0
b1[15]	8.43	0.07	4.19	3.65	7.17	18.4	3576.0	0.14	1.0
b1[16]	14.2	0.0532	3.29	8.79	13.9	21.7	3831.0	0.15	1.0
b1[17]	16.1	0.0655	4.15	9.56	15.4	25.5	4019.0	0.157	1.0
b1[18]	19.5	0.0662	4.3	12.1	19.1	28.5	4213.0	0.165	1.0
b1[19]	10.5	0.0407	2.48	6.46	10.2	16.0	3714.0	0.145	1.0
b1[20]	13.6	0.0706	4.39	6.78	12.8	23.4	3867.0	0.151	1.0
b1[21]	21.5	0.0702	4.48	13.6	21.2	30.9	4067.0	0.159	1.0
b1[22]	18.2	0.064	4.06	11.4	17.8	26.9	4037.0	0.158	1.0
b1[23]	4.96	0.0668	3.96	0.707	3.62	15.5	3521.0	0.138	1.0
b1[24]	11.3	0.0649	3.88	6.2	10.4	20.7	3574.0	0.14	1.0
b1[25]	9.82	0.0562	3.5	5.3	8.94	18.3	3893.0	0.152	1.0
b1[26]	22.9	0.0767	4.67	14.6	22.4	32.7	3706.0	0.145	1.0
b1[27]	3.21	0.073	4.41	-3.11	2.17	14.4	3647.0	0.142	1.0
b1[28]	17.5	0.0611	4.03	10.7	17.1	26.1	4357.0	0.17	1.0
b1[29]	16.6	0.0674	4.39	9.34	16.0	26.1	4255.0	0.166	1.0
b1[30]	10.8	0.0512	3.46	5.98	9.99	19.1	4577.0	0.179	1.0
b1[31]	7.09	0.0793	5.05	0.63	6.04	18.6	4050.0	0.158	1.0
b1[32]	8.15	0.0527	3.12	4.4	7.37	16.2	3510.0	0.137	1.0
b1[33]	8.25	0.0586	2.63	5.04	7.7	14.2	2011.0	0.0785	1.0
b1[34]	14.6	0.0609	4.01	8.2	14.1	23.7	4334.0	0.169	1.0
b1[35]	14.9	0.0809	4.74	7.04	14.3	25.0	3427.0	0.134	1.0
b1[36]	13.3	0.0512	3.28	8.2	12.9	21.0	4113.0	0.161	1.0
b1[37]	12.9	0.173	6.41	2.23	13.1	25.5	1365.0	0.0533	1.0
b1[38]	4.64	0.0202	1.15	2.88	4.5	6.96	3280.0	0.128	1.0
b1[39]	10.2	0.0818	5.15	2.3	9.42	21.3	3953.0	0.154	1.0
b1[40]	9.14	0.0721	4.7	2.28	8.28	19.6	4247.0	0.166	0.999
b1[41]	9.9	0.072	4.76	2.99	9.09	20.6	4365.0	0.17	1.0
b1[42]	18.1	0.0626	3.96	11.2	17.8	26.4	4007.0	0.156	1.0
b1[43]	11.0	0.0448	2.79	6.42	10.6	17.0	3877.0	0.151	1.0
b1[44]	8.0	0.0726	4.29	2.21	7.3	17.7	3495.0	0.137	1.0
b1[45]	8.86	0.0274	1.76	5.69	8.71	12.6	4162.0	0.163	1.0
b1[46]	22.4	0.0733	4.43	14.4	22.1	31.7	3651.0	0.143	1.0
b1[47]	8.67	0.0483	2.88	4.85	8.05	15.7	3560.0	0.139	1.0
b1[48]	13.3	0.0616	4.06	7.25	12.6	22.4	4346.0	0.17	1.0
b1[49]	8.43	0.0283	1.8	5.17	8.32	12.0	4037.0	0.158	0.999
b1[50]	4.51	0.0177	1.06	2.76	4.37	6.86	3599.0	0.141	1.0
b1[51]	14.8	0.0633	4.02	8.53	14.1	23.8	4019.0	0.157	1.0
b1[52]	12.5	0.0705	4.36	6.46	11.6	22.6	3821.0	0.149	1.0
b1[53]	9.31	0.0562	3.51	4.34	8.58	18.1	3890.0	0.152	1.0
b1[54]	9.07	0.0427	2.8	4.18	8.8	14.9	4305.0	0.168	1.0
b1[55]	14.7	0.0716	4.49	7.82	13.9	24.8	3938.0	0.154	1.0
b1[56]	21.8	0.0729	4.43	13.8	21.5	31.1	3691.0	0.144	1.0
b1[57]	4.81	0.0626	3.69	0.799	3.78	14.7	3480.0	0.136	1.0
b1[58]	11.3	0.0466	3.01	6.92	10.7	18.1	4176.0	0.163	1.0
b1[59]	11.9	0.0673	4.48	5.4	11.1	22.1	4422.0	0.173	1.0
b1[60]	4.66	0.031	1.45	2.75	4.48	7.46	2175.0	0.0849	1.0
b1[61]	19.1	0.0706	4.47	11.4	18.7	28.5	4014.0	0.157	1.0
b1[62]	4.6	0.0358	1.75	2.72	4.23	9.24	2391.0	0.0934	1.0
b1[63]	17.9	0.0669	4.17	10.9	17.5	26.9	3872.0	0.151	1.0
b1[64]	20.8	0.0743	4.55	12.9	20.4	30.2	3749.0	0.146	1.0
b1[65]	7.24	0.0264	1.58	4.64	7.03	10.8	3568.0	0.139	1.0
b1[66]	6.95	0.0234	1.44	4.46	6.82	9.99	3780.0	0.148	1.0
b1[67]	9.38	0.0714	4.54	3.46	8.33	19.7	4048.0	0.158	1.0
b1[68]	14.2	0.0526	3.45	8.5	13.7	21.8	4295.0	0.168	1.0
b1[69]	6.78	0.0306	1.76	4.31	6.46	10.9	3292.0	0.129	1.0
b1[70]	5.9	0.0614	3.46	1.01	5.2	14.2	3171.0	0.124	1.0
b1[71]	12.3	0.0474	2.78	7.88	12.0	18.6	3435.0	0.134	1.0
b1[72]	9.98	0.0899	5.31	3.77	8.49	22.8	3491.0	0.136	1.0
b1[73]	21.7	0.0805	5.03	13.2	21.1	32.0	3905.0	0.153	1.0
b1[74]	0.895	0.0622	3.41	-3.33	0.158	10.3	3013.0	0.118	1.0
b1[75]	20.5	0.0675	4.24	13.2	20.1	29.6	3952.0	0.154	1.0
b1[76]	19.5	0.0664	4.07	12.5	19.1	28.0	3751.0	0.146	1.0
b1[77]	15.0	0.0687	4.54	7.58	14.4	24.8	4366.0	0.17	1.0
b1[78]	9.06	0.0521	3.34	4.78	8.29	17.4	4102.0	0.16	1.0
b1[79]	18.4	0.0709	4.46	11.0	18.0	27.9	3957.0	0.155	1.0
b1[80]	6.27	0.0194	1.18	4.23	6.14	8.75	3702.0	0.145	1.0
b1[81]	17.9	0.0693	4.28	10.6	17.3	26.7	3824.0	0.149	1.0
b1[82]	13.2	0.104	5.87	4.94	12.7	25.2	3167.0	0.124	1.0
b1[83]	19.1	0.0708	4.4	11.6	18.8	28.7	3857.0	0.151	1.0
b1[84]	7.12	0.0566	3.03	2.3	7.13	13.0	2873.0	0.112	1.0
b1[85]	20.2	0.0691	4.41	12.4	19.8	29.3	4071.0	0.159	1.0
b1[86]	20.1	0.0744	4.33	12.3	19.8	28.9	3396.0	0.133	1.0
b1[87]	20.6	0.0855	4.99	11.4	20.3	30.6	3405.0	0.133	0.999
b1[88]	21.5	0.072	4.53	13.5	21.1	30.7	3948.0	0.154	1.0
b1[89]	8.25	0.0272	1.76	5.1	8.1	11.9	4176.0	0.163	0.999
b1[90]	11.9	0.065	3.88	6.74	10.9	21.4	3559.0	0.139	1.0
b1[91]	22.4	0.0695	4.48	14.6	22.0	32.0	4156.0	0.162	1.0
b1[92]	13.1	0.0558	3.54	7.52	12.6	20.8	4026.0	0.157	1.0
b1[93]	12.7	0.0597	3.82	7.1	12.1	21.3	4103.0	0.16	1.0
b1[94]	5.98	0.0489	2.87	2.56	5.22	12.8	3444.0	0.135	1.0
