	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	12.551	0.023	0.939	10.686	12.527	14.405	1643.462	0.146	1.004
b2_mu	9.766	0.018	0.749	8.305	9.746	11.244	1741.261	0.155	1.003
b3_mu	1.393	0.002	0.098	1.198	1.392	1.579	1815.589	0.162	1.005
b4_mu	0.107	0.001	0.051	0.005	0.107	0.205	3062.976	0.273	1.001
a1_mu	0.125	0.001	0.016	0.094	0.124	0.158	897.764	0.08	1.008
sigma[1]	0.665	0.00171	0.0745	0.522	0.662	0.816	1894.0	0.169	1.0
sigma[2]	0.547	0.00123	0.0569	0.443	0.543	0.664	2149.0	0.191	1.0
sigma[3]	0.178	0.000332	0.0167	0.146	0.177	0.211	2530.0	0.225	1.0
sigma[4]	0.082	0.000169	0.0093	0.0642	0.0818	0.1	3019.0	0.269	1.0
sigma[5]	0.644	0.00112	0.055	0.54	0.642	0.753	2405.0	0.214	1.0
b1[1]	11.6	0.0372	2.36	7.63	11.3	16.7	4038.0	0.359	1.0
b1[2]	12.7	0.107	6.01	2.37	12.4	25.1	3182.0	0.283	1.0
b1[3]	14.2	0.0856	5.02	5.8	13.8	24.6	3438.0	0.306	1.0
b1[4]	7.96	0.0262	1.68	5.21	7.75	11.5	4129.0	0.368	0.999
b1[5]	7.68	0.0645	3.14	3.78	6.8	15.2	2362.0	0.21	1.0
b1[6]	15.6	0.0522	3.31	10.0	15.3	22.7	4018.0	0.358	1.0
b1[7]	13.3	0.0767	4.52	6.42	12.6	23.1	3476.0	0.309	1.0
b1[8]	12.9	0.0382	2.59	8.2	12.7	18.3	4572.0	0.407	1.0
b1[9]	9.79	0.11	5.49	2.71	8.73	21.6	2504.0	0.223	1.0
b1[10]	15.9	0.0561	3.66	9.44	15.5	23.6	4255.0	0.379	1.0
b1[11]	17.1	0.0862	4.86	8.65	16.6	27.0	3182.0	0.283	1.0
b1[12]	1.91	0.0147	0.628	0.968	1.85	3.07	1827.0	0.163	1.0
b1[13]	17.6	0.0651	4.22	10.0	17.2	26.4	4194.0	0.373	1.0
b1[14]	3.7	0.159	4.4	0.403	1.73	15.7	768.0	0.0684	1.0
b1[15]	15.1	0.103	5.58	4.68	14.9	26.3	2913.0	0.259	1.0
b1[16]	13.7	0.0434	2.8	8.96	13.4	19.7	4155.0	0.37	1.0
b1[17]	16.6	0.0572	3.59	10.4	16.3	24.2	3940.0	0.351	1.0
b1[18]	18.3	0.0589	3.83	11.6	17.9	26.3	4225.0	0.376	1.0
b1[19]	9.59	0.0676	2.62	5.85	9.16	15.7	1503.0	0.134	1.0
b1[20]	17.4	0.0649	4.26	9.8	17.0	26.1	4321.0	0.385	1.0
b1[21]	21.2	0.0626	4.19	13.7	20.9	29.9	4473.0	0.398	1.0
b1[22]	22.6	0.0717	4.58	14.3	22.3	32.0	4077.0	0.363	1.0
b1[23]	3.7	0.0881	3.4	0.508	2.46	13.2	1492.0	0.133	1.0
b1[24]	10.3	0.0386	2.33	6.62	10.0	15.4	3630.0	0.323	1.0
b1[25]	8.6	0.0959	3.96	4.8	7.25	19.4	1705.0	0.152	1.0
