name	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[1,17]	0.584	0.00964	0.508	-0.272	0.531	1.66	2773.0	0.685	1.0
theta_c_pr[1,18]	1.55	0.00919	0.591	0.465	1.5	2.74	4134.0	1.02	1.0
theta_c_pr[1,19]	0.134	0.0105	0.517	-0.73	0.0708	1.25	2446.0	0.604	1.0
theta_c_pr[1,20]	0.173	0.00938	0.487	-0.626	0.109	1.23	2697.0	0.666	1.0
theta_c_pr[1,21]	1.79	0.00889	0.611	0.663	1.75	3.01	4714.0	1.16	0.999
theta_c_pr[1,22]	1.08	0.00864	0.544	0.0994	1.03	2.2	3957.0	0.978	1.0
theta_c_pr[1,23]	-1.3	0.00675	0.192	-1.68	-1.3	-0.916	808.0	0.2	1.0
theta_c_pr[1,24]	-0.024	0.00856	0.361	-0.613	-0.0684	0.741	1776.0	0.439	1.0
theta_c_pr[1,25]	-0.282	0.00925	0.394	-0.905	-0.337	0.642	1819.0	0.449	1.0
theta_c_pr[1,26]	1.44	0.00937	0.606	0.363	1.4	2.68	4186.0	1.03	1.0
theta_c_pr[1,27]	-1.49	0.00853	0.25	-1.92	-1.51	-0.972	861.0	0.213	1.0
theta_c_pr[1,28]	1.27	0.00903	0.584	0.229	1.21	2.52	4176.0	1.03	1.0
theta_c_pr[1,29]	1.3	0.0105	0.65	0.143	1.25	2.61	3858.0	0.953	1.0
theta_c_pr[1,30]	0.0675	0.00599	0.324	-0.503	0.0323	0.755	2927.0	0.723	1.0
theta_c_pr[1,31]	-1.33	0.00874	0.266	-1.78	-1.35	-0.809	924.0	0.228	1.0
theta_c_pr[1,32]	0.563	0.0108	0.577	-0.409	0.506	1.83	2878.0	0.711	1.0
theta_c_pr[1,33]	-0.533	0.012	0.3	-1.07	-0.552	0.064	623.0	0.154	1.0
theta_c_pr[1,34]	0.315	0.00726	0.414	-0.392	0.262	1.24	3256.0	0.805	1.0
theta_c_pr[1,35]	0.32	0.0118	0.551	-0.537	0.231	1.55	2188.0	0.541	1.0
theta_c_pr[1,36]	0.137	0.00704	0.392	-0.53	0.0974	0.951	3094.0	0.765	0.999
theta_c_pr[1,37]	-1.17	0.00984	0.276	-1.62	-1.2	-0.585	790.0	0.195	1.01
theta_c_pr[1,38]	-1.16	0.00668	0.192	-1.54	-1.16	-0.817	824.0	0.204	1.0
theta_c_pr[1,39]	-1.08	0.00761	0.298	-1.58	-1.13	-0.408	1534.0	0.379	1.0
theta_c_pr[1,40]	-0.983	0.00911	0.381	-1.58	-1.04	-0.103	1751.0	0.433	1.0
theta_c_pr[1,41]	-1.03	0.011	0.38	-1.61	-1.1	-0.128	1188.0	0.294	1.0
theta_c_pr[1,42]	1.4	0.00932	0.575	0.361	1.36	2.57	3805.0	0.94	1.0
theta_c_pr[1,43]	-0.0415	0.00789	0.384	-0.685	-0.0762	0.789	2366.0	0.585	1.0
theta_c_pr[1,44]	-1.1	0.00807	0.297	-1.59	-1.14	-0.437	1356.0	0.335	1.0
theta_c_pr[1,45]	0.252	0.00967	0.502	-0.557	0.189	1.36	2697.0	0.666	1.0
theta_c_pr[1,46]	1.43	0.00829	0.553	0.451	1.38	2.57	4456.0	1.1	0.999
theta_c_pr[1,47]	-0.316	0.00632	0.334	-0.886	-0.349	0.371	2787.0	0.689	1.0
theta_c_pr[1,48]	0.286	0.0102	0.513	-0.565	0.217	1.4	2547.0	0.629	1.0
theta_c_pr[1,49]	-0.368	0.00645	0.296	-0.878	-0.4	0.26	2114.0	0.522	1.0
theta_c_pr[1,50]	-1.2	0.00604	0.178	-1.57	-1.19	-0.858	867.0	0.214	1.01
theta_c_pr[1,51]	0.145	0.00998	0.495	-0.654	0.0734	1.29	2458.0	0.607	1.0
theta_c_pr[1,52]	0.0985	0.00876	0.4	-0.553	0.0461	0.999	2093.0	0.517	1.0
theta_c_pr[1,53]	-1.41	0.00664	0.183	-1.8	-1.42	-1.08	759.0	0.188	1.0
theta_c_pr[1,54]	-0.887	0.00701	0.26	-1.35	-0.907	-0.319	1373.0	0.339	1.0
theta_c_pr[1,55]	1.16	0.0101	0.625	0.059	1.12	2.46	3825.0	0.945	1.0
theta_c_pr[1,56]	1.47	0.00921	0.627	0.315	1.43	2.73	4629.0	1.14	1.0
theta_c_pr[1,57]	-1.01	0.00703	0.286	-1.49	-1.04	-0.378	1649.0	0.408	1.0
theta_c_pr[1,58]	-0.41	0.00597	0.272	-0.897	-0.436	0.171	2081.0	0.514	1.0
theta_c_pr[1,59]	-0.421	0.0114	0.486	-1.17	-0.513	0.708	1830.0	0.452	1.0
theta_c_pr[1,60]	-1.03	0.00605	0.184	-1.4	-1.03	-0.673	924.0	0.228	1.0
theta_c_pr[1,61]	0.921	0.00839	0.516	0.0147	0.877	2.01	3783.0	0.935	1.0
theta_c_pr[1,62]	-1.23	0.00619	0.173	-1.59	-1.24	-0.914	776.0	0.192	1.0
theta_c_pr[1,63]	1.38	0.0101	0.622	0.293	1.32	2.66	3794.0	0.937	1.0
theta_c_pr[1,64]	1.06	0.00805	0.535	0.0988	1.02	2.19	4416.0	1.09	1.0
theta_c_pr[1,65]	-0.0282	0.0114	0.5	-0.78	-0.114	1.13	1929.0	0.477	1.0
theta_c_pr[1,66]	0.0381	0.00941	0.443	-0.653	-0.0381	1.04	2217.0	0.548	1.0
theta_c_pr[1,67]	-0.532	0.00898	0.355	-1.1	-0.587	0.242	1568.0	0.387	1.0
theta_c_pr[1,68]	0.428	0.00822	0.444	-0.349	0.377	1.41	2920.0	0.722	1.0
theta_c_pr[1,69]	-0.375	0.0131	0.485	-1.06	-0.478	0.821	1363.0	0.337	1.0
theta_c_pr[1,70]	-1.05	0.00822	0.293	-1.52	-1.08	-0.392	1275.0	0.315	1.0
theta_c_pr[1,71]	0.446	0.00948	0.499	-0.36	0.378	1.54	2767.0	0.684	1.0
theta_c_pr[1,72]	-0.466	0.00867	0.378	-1.05	-0.525	0.393	1897.0	0.469	1.0
theta_c_pr[1,73]	1.24	0.00821	0.518	0.304	1.19	2.29	3978.0	0.983	1.0
theta_c_pr[1,74]	-0.362	0.0109	0.448	-1.04	-0.445	0.681	1694.0	0.419	1.0
theta_c_pr[1,75]	1.58	0.00885	0.59	0.534	1.52	2.8	4456.0	1.1	1.0
theta_c_pr[1,76]	1.03	0.00933	0.531	0.109	0.982	2.18	3241.0	0.801	1.0
theta_c_pr[1,77]	0.0509	0.0098	0.529	-0.811	-0.0202	1.22	2909.0	0.719	1.0
theta_c_pr[1,78]	-0.0269	0.00902	0.418	-0.694	-0.0802	0.91	2150.0	0.531	1.0
theta_c_pr[1,79]	0.0766	0.00597	0.335	-0.499	0.0506	0.788	3150.0	0.778	1.0
theta_c_pr[1,80]	-0.649	0.00658	0.246	-1.11	-0.667	-0.154	1392.0	0.344	1.0
theta_c_pr[1,81]	1.43	0.00879	0.593	0.368	1.39	2.64	4548.0	1.12	0.999
theta_c_pr[1,82]	-0.722	0.00724	0.293	-1.2	-0.761	-0.0662	1639.0	0.405	1.0
theta_c_pr[1,83]	1.22	0.009	0.574	0.209	1.18	2.4	4068.0	1.01	1.0
theta_c_pr[1,84]	-1.11	0.00819	0.301	-1.62	-1.15	-0.469	1348.0	0.333	1.0
theta_c_pr[1,85]	1.14	0.00984	0.563	0.144	1.08	2.31	3275.0	0.809	1.0
theta_c_pr[1,86]	-0.0358	0.00644	0.319	-0.63	-0.0572	0.614	2450.0	0.605	1.0
theta_c_pr[1,87]	0.752	0.00838	0.478	-0.0799	0.699	1.76	3254.0	0.804	1.0
theta_c_pr[1,88]	1.32	0.00947	0.592	0.254	1.27	2.56	3902.0	0.964	1.0
theta_c_pr[1,89]	-0.543	0.00573	0.248	-1.01	-0.554	-0.0367	1875.0	0.463	1.0
theta_c_pr[1,90]	-0.199	0.00625	0.31	-0.744	-0.229	0.484	2454.0	0.606	1.0
theta_c_pr[1,91]	1.59	0.00942	0.642	0.429	1.54	2.91	4654.0	1.15	1.0
theta_c_pr[1,92]	0.3	0.0103	0.511	-0.538	0.228	1.41	2442.0	0.604	1.0
theta_c_pr[1,93]	0.499	0.00895	0.5	-0.361	0.443	1.55	3120.0	0.771	1.0
theta_c_pr[1,94]	-1.09	0.00689	0.228	-1.51	-1.1	-0.612	1091.0	0.27	1.0
theta_c_pr[1,95]	-0.0737	0.0107	0.458	-0.797	-0.143	0.964	1838.0	0.454	1.0
theta_c_pr[1,96]	-0.263	0.0123	0.473	-0.946	-0.346	0.892	1484.0	0.367	1.0
theta_c_pr[1,97]	-1.47	0.00631	0.173	-1.84	-1.47	-1.15	753.0	0.186	1.0
theta_c_pr[1,98]	0.272	0.00982	0.515	-0.546	0.195	1.4	2752.0	0.68	1.0
theta_c_pr[1,99]	-0.205	0.0111	0.52	-0.992	-0.296	1.01	2181.0	0.539	1.0
theta_c_pr[1,100]	-1.22	0.00634	0.189	-1.6	-1.22	-0.852	890.0	0.22	1.0
theta_c_pr[1,101]	0.542	0.0102	0.519	-0.307	0.485	1.68	2606.0	0.644	1.0
theta_c_pr[1,102]	0.122	0.011	0.543	-0.746	0.0453	1.33	2423.0	0.599	1.0
theta_c_pr[1,103]	-1.2	0.0095	0.312	-1.7	-1.24	-0.51	1077.0	0.266	1.0
theta_c_pr[2,1]	-0.0731	0.00786	0.714	-1.54	-0.0647	1.25	8246.0	2.04	1.0
theta_c_pr[2,2]	-0.914	0.00613	0.418	-1.77	-0.911	-0.138	4642.0	1.15	1.0
theta_c_pr[2,3]	0.404	0.0066	0.476	-0.601	0.396	1.31	5206.0	1.29	1.0
theta_c_pr[2,4]	0.295	0.00891	0.726	-1.15	0.282	1.66	6644.0	1.64	1.0
theta_c_pr[2,5]	-0.285	0.00804	0.633	-1.58	-0.287	0.905	6191.0	1.53	1.0
theta_c_pr[2,6]	-0.632	0.0075	0.631	-1.95	-0.628	0.577	7079.0	1.75	0.999
theta_c_pr[2,7]	0.00502	0.00739	0.601	-1.23	0.000354	1.14	6610.0	1.63	1.0
theta_c_pr[2,8]	0.0888	0.00974	0.807	-1.59	0.0925	1.62	6864.0	1.7	1.0
theta_c_pr[2,9]	-0.893	0.00626	0.489	-1.92	-0.893	0.00374	6111.0	1.51	1.0
theta_c_pr[2,10]	-0.765	0.00863	0.653	-2.09	-0.765	0.474	5724.0	1.41	1.0
theta_c_pr[2,11]	-0.101	0.00543	0.473	-1.08	-0.112	0.81	7603.0	1.88	1.0
theta_c_pr[2,12]	1.12	0.00835	0.573	-0.0768	1.12	2.21	4708.0	1.16	1.0
theta_c_pr[2,13]	0.473	0.00813	0.63	-0.788	0.472	1.68	6014.0	1.49	0.999
theta_c_pr[2,14]	1.24	0.00672	0.478	0.303	1.24	2.15	5072.0	1.25	1.0
theta_c_pr[2,15]	0.857	0.00716	0.518	-0.198	0.846	1.85	5238.0	1.29	1.0
theta_c_pr[2,16]	1.1	0.00824	0.763	-0.411	1.07	2.55	8570.0	2.12	1.0
theta_c_pr[2,17]	-0.692	0.00749	0.641	-2.03	-0.685	0.535	7305.0	1.81	1.0
theta_c_pr[2,18]	1.44	0.00946	0.805	-0.172	1.43	2.99	7240.0	1.79	1.0
theta_c_pr[2,19]	-0.768	0.00715	0.56	-1.94	-0.761	0.286	6135.0	1.52	1.0
theta_c_pr[2,20]	-0.832	0.00759	0.582	-2.08	-0.822	0.256	5872.0	1.45	1.0
theta_c_pr[2,21]	1.08	0.00924	0.799	-0.556	1.08	2.58	7475.0	1.85	1.0
theta_c_pr[2,22]	-0.864	0.00748	0.626	-2.19	-0.864	0.301	7008.0	1.73	1.0
theta_c_pr[2,23]	1.34	0.00633	0.499	0.325	1.33	2.3	6210.0	1.53	1.0
theta_c_pr[2,24]	-1.17	0.00853	0.661	-2.51	-1.18	0.0644	6000.0	1.48	1.0
theta_c_pr[2,25]	-0.0932	0.00685	0.512	-1.15	-0.0914	0.884	5577.0	1.38	0.999
theta_c_pr[2,26]	-0.649	0.00816	0.653	-2.01	-0.653	0.56	6406.0	1.58	1.0
theta_c_pr[2,27]	-0.372	0.00622	0.452	-1.32	-0.378	0.474	5276.0	1.3	1.0
theta_c_pr[2,28]	0.0188	0.00825	0.709	-1.42	0.0187	1.34	7380.0	1.82	1.0
theta_c_pr[2,29]	0.0928	0.00908	0.728	-1.38	0.0941	1.5	6432.0	1.59	1.0
theta_c_pr[2,30]	0.687	0.00833	0.675	-0.737	0.687	1.97	6560.0	1.62	1.0
theta_c_pr[2,31]	-0.713	0.00647	0.447	-1.66	-0.711	0.109	4783.0	1.18	1.0
theta_c_pr[2,32]	-0.763	0.00794	0.588	-2.0	-0.749	0.349	5495.0	1.36	0.999
theta_c_pr[2,33]	-0.0157	0.00694	0.526	-1.09	-0.0168	0.975	5749.0	1.42	1.0
theta_c_pr[2,34]	-0.187	0.00786	0.672	-1.55	-0.184	1.04	7311.0	1.81	1.0
theta_c_pr[2,35]	-1.02	0.00809	0.661	-2.41	-1.01	0.219	6683.0	1.65	1.0
theta_c_pr[2,36]	-0.226	0.00766	0.646	-1.56	-0.225	1.0	7114.0	1.76	1.0
theta_c_pr[2,37]	-1.42	0.00721	0.485	-2.44	-1.41	-0.533	4528.0	1.12	1.0
theta_c_pr[2,38]	0.317	0.00619	0.469	-0.675	0.319	1.2	5747.0	1.42	1.0
theta_c_pr[2,39]	-0.499	0.00645	0.452	-1.42	-0.497	0.351	4923.0	1.22	1.0
theta_c_pr[2,40]	1.01	0.00575	0.46	0.0996	0.998	1.9	6388.0	1.58	1.0
theta_c_pr[2,41]	-0.228	0.00559	0.417	-1.08	-0.227	0.562	5564.0	1.37	1.0
theta_c_pr[2,42]	0.904	0.00804	0.779	-0.68	0.889	2.4	9374.0	2.32	1.0
theta_c_pr[2,43]	0.349	0.00788	0.616	-0.902	0.35	1.51	6112.0	1.51	0.999
theta_c_pr[2,44]	0.902	0.00698	0.473	-0.0517	0.892	1.81	4605.0	1.14	1.0
theta_c_pr[2,45]	-0.0545	0.00699	0.555	-1.21	-0.0682	0.991	6313.0	1.56	1.0
theta_c_pr[2,46]	-0.599	0.00923	0.764	-2.19	-0.594	0.83	6850.0	1.69	1.0
theta_c_pr[2,47]	0.351	0.00783	0.592	-0.838	0.346	1.48	5708.0	1.41	1.0
theta_c_pr[2,48]	0.696	0.00741	0.63	-0.607	0.69	1.9	7223.0	1.78	1.0
theta_c_pr[2,49]	-0.154	0.00892	0.677	-1.57	-0.142	1.09	5762.0	1.42	1.0
theta_c_pr[2,50]	-1.08	0.0059	0.445	-2.03	-1.08	-0.266	5691.0	1.41	0.999
theta_c_pr[2,51]	0.472	0.00564	0.475	-0.482	0.471	1.4	7104.0	1.76	0.999
theta_c_pr[2,52]	0.0607	0.00974	0.714	-1.38	0.0512	1.4	5368.0	1.33	1.0
theta_c_pr[2,53]	-0.124	0.00557	0.423	-1.02	-0.128	0.66	5757.0	1.42	1.0
theta_c_pr[2,54]	-0.42	0.00769	0.539	-1.55	-0.421	0.601	4904.0	1.21	1.0
theta_c_pr[2,55]	0.379	0.00896	0.698	-1.07	0.38	1.73	6067.0	1.5	0.999
theta_c_pr[2,56]	0.302	0.00799	0.699	-1.1	0.287	1.67	7660.0	1.89	1.0
theta_c_pr[2,57]	-0.368	0.00795	0.53	-1.48	-0.372	0.593	4437.0	1.1	1.0
theta_c_pr[2,58]	1.37	0.00766	0.604	0.132	1.36	2.52	6223.0	1.54	1.0
theta_c_pr[2,59]	1.72	0.00662	0.494	0.724	1.7	2.69	5574.0	1.38	1.0
theta_c_pr[2,60]	1.36	0.00773	0.535	0.318	1.34	2.41	4788.0	1.18	1.0
theta_c_pr[2,61]	-0.392	0.00809	0.658	-1.77	-0.39	0.854	6632.0	1.64	1.0
theta_c_pr[2,62]	1.42	0.00622	0.461	0.51	1.4	2.29	5499.0	1.36	0.999
theta_c_pr[2,63]	-0.0586	0.00906	0.81	-1.73	-0.0562	1.43	7986.0	1.97	1.0
theta_c_pr[2,64]	0.775	0.00895	0.768	-0.777	0.771	2.25	7370.0	1.82	0.999
theta_c_pr[2,65]	-0.644	0.00622	0.515	-1.71	-0.649	0.329	6849.0	1.69	1.0
theta_c_pr[2,66]	-0.118	0.00887	0.654	-1.43	-0.129	1.14	5435.0	1.34	1.0
theta_c_pr[2,67]	0.83	0.00811	0.55	-0.264	0.829	1.9	4602.0	1.14	1.0
theta_c_pr[2,68]	-0.137	0.00801	0.681	-1.57	-0.12	1.15	7240.0	1.79	1.0
theta_c_pr[2,69]	0.1	0.00548	0.465	-0.852	0.1	0.987	7218.0	1.78	1.0
theta_c_pr[2,70]	-0.402	0.00583	0.488	-1.41	-0.402	0.515	7004.0	1.73	1.0
theta_c_pr[2,71]	-0.858	0.00771	0.648	-2.18	-0.848	0.354	7062.0	1.75	1.0
theta_c_pr[2,72]	-0.145	0.00615	0.492	-1.16	-0.144	0.774	6401.0	1.58	1.0
theta_c_pr[2,73]	0.556	0.0082	0.724	-0.918	0.543	1.95	7807.0	1.93	1.0
theta_c_pr[2,74]	0.639	0.00737	0.576	-0.532	0.636	1.72	6097.0	1.51	1.0
theta_c_pr[2,75]	0.0126	0.0097	0.778	-1.57	0.0149	1.49	6437.0	1.59	1.0
theta_c_pr[2,76]	-0.599	0.00832	0.684	-2.06	-0.608	0.679	6755.0	1.67	1.0
theta_c_pr[2,77]	-3.18	0.00789	0.584	-4.45	-3.16	-2.14	5474.0	1.35	1.0
theta_c_pr[2,78]	-1.32	0.00805	0.606	-2.58	-1.32	-0.198	5670.0	1.4	1.0
theta_c_pr[2,79]	-0.346	0.00764	0.64	-1.68	-0.339	0.833	7030.0	1.74	1.0
theta_c_pr[2,80]	0.436	0.00707	0.552	-0.688	0.434	1.5	6089.0	1.5	0.999
theta_c_pr[2,81]	-1.28	0.00964	0.745	-2.81	-1.28	0.13	5980.0	1.48	1.0
theta_c_pr[2,82]	-1.44	0.00797	0.534	-2.57	-1.44	-0.448	4494.0	1.11	1.0
theta_c_pr[2,83]	-0.319	0.00819	0.73	-1.85	-0.32	1.03	7927.0	1.96	1.0
theta_c_pr[2,84]	-0.562	0.00607	0.427	-1.46	-0.558	0.223	4938.0	1.22	1.0
theta_c_pr[2,85]	0.24	0.00864	0.726	-1.25	0.24	1.61	7053.0	1.74	0.999
theta_c_pr[2,86]	-0.131	0.00802	0.663	-1.5	-0.132	1.13	6832.0	1.69	1.0
theta_c_pr[2,87]	0.856	0.00794	0.675	-0.468	0.847	2.13	7210.0	1.78	1.0
theta_c_pr[2,88]	0.628	0.0079	0.693	-0.77	0.614	1.96	7691.0	1.9	0.999
theta_c_pr[2,89]	-0.161	0.0076	0.593	-1.38	-0.16	0.965	6091.0	1.51	1.0
theta_c_pr[2,90]	0.967	0.00812	0.675	-0.366	0.952	2.27	6904.0	1.71	1.0
theta_c_pr[2,91]	-0.596	0.00883	0.743	-2.15	-0.6	0.787	7086.0	1.75	0.999
theta_c_pr[2,92]	-0.522	0.00794	0.595	-1.74	-0.513	0.605	5624.0	1.39	1.0
theta_c_pr[2,93]	0.495	0.00807	0.602	-0.726	0.496	1.64	5561.0	1.37	1.0
theta_c_pr[2,94]	0.709	0.00621	0.454	-0.196	0.703	1.59	5358.0	1.32	1.0
theta_c_pr[2,95]	-0.144	0.00714	0.571	-1.32	-0.142	0.911	6386.0	1.58	1.0
theta_c_pr[2,96]	0.225	0.00756	0.562	-0.889	0.224	1.3	5525.0	1.37	1.0
theta_c_pr[2,97]	1.14	0.00669	0.44	0.246	1.13	1.99	4333.0	1.07	1.0
theta_c_pr[2,98]	1.05	0.00839	0.685	-0.339	1.05	2.37	6675.0	1.65	1.0
theta_c_pr[2,99]	-0.023	0.0081	0.598	-1.25	-0.0284	1.11	5457.0	1.35	1.0
theta_c_pr[2,100]	-0.927	0.00659	0.477	-1.93	-0.909	-0.0552	5235.0	1.29	1.0
theta_c_pr[2,101]	-0.0662	0.00869	0.686	-1.49	-0.0765	1.24	6228.0	1.54	1.0
theta_c_pr[2,102]	-0.146	0.00745	0.594	-1.4	-0.149	0.984	6346.0	1.57	1.0
theta_c_pr[2,103]	0.283	0.00626	0.445	-0.616	0.277	1.14	5044.0	1.25	1.0
theta_c_pr[3,1]	0.513	0.0111	0.727	-0.915	0.493	1.92	4304.0	1.06	1.0
theta_c_pr[3,2]	-0.0701	0.00474	0.323	-0.734	-0.0694	0.559	4653.0	1.15	1.0
theta_c_pr[3,3]	-0.66	0.00619	0.415	-1.5	-0.663	0.13	4491.0	1.11	1.0
theta_c_pr[3,4]	0.553	0.00773	0.574	-0.58	0.541	1.64	5525.0	1.37	1.0
theta_c_pr[3,5]	-1.32	0.00663	0.456	-2.23	-1.31	-0.492	4719.0	1.17	1.0
theta_c_pr[3,6]	-0.142	0.00731	0.559	-1.27	-0.155	0.932	5852.0	1.45	1.0
theta_c_pr[3,7]	0.726	0.00938	0.59	-0.391	0.7	1.9	3947.0	0.975	1.0
theta_c_pr[3,8]	0.997	0.00835	0.639	-0.283	0.99	2.23	5847.0	1.44	1.0
theta_c_pr[3,9]	0.444	0.00648	0.462	-0.496	0.435	1.36	5086.0	1.26	1.0
theta_c_pr[3,10]	-0.745	0.00848	0.534	-1.78	-0.765	0.282	3963.0	0.979	1.0
theta_c_pr[3,11]	0.891	0.00773	0.627	-0.347	0.873	2.13	6576.0	1.62	0.999
theta_c_pr[3,12]	-1.02	0.00634	0.384	-1.82	-1.01	-0.311	3673.0	0.907	1.0
theta_c_pr[3,13]	0.265	0.00803	0.626	-0.957	0.263	1.48	6080.0	1.5	1.0
theta_c_pr[3,14]	-0.554	0.00566	0.367	-1.33	-0.552	0.133	4207.0	1.04	1.0
theta_c_pr[3,15]	-1.25	0.00647	0.45	-2.18	-1.25	-0.423	4831.0	1.19	1.0
theta_c_pr[3,16]	0.864	0.00814	0.696	-0.523	0.839	2.23	7313.0	1.81	1.0
theta_c_pr[3,17]	-1.41	0.00688	0.534	-2.54	-1.41	-0.442	6016.0	1.49	1.0
theta_c_pr[3,18]	1.14	0.00923	0.726	-0.33	1.14	2.53	6175.0	1.53	0.999
theta_c_pr[3,19]	1.17	0.00742	0.556	0.0595	1.15	2.22	5618.0	1.39	1.0
theta_c_pr[3,20]	-0.0707	0.00711	0.517	-1.1	-0.0899	0.93	5298.0	1.31	1.0
theta_c_pr[3,21]	0.472	0.0099	0.758	-1.07	0.455	1.94	5856.0	1.45	1.0
theta_c_pr[3,22]	0.216	0.00729	0.572	-0.929	0.191	1.35	6160.0	1.52	1.0
theta_c_pr[3,23]	0.824	0.00759	0.496	-0.155	0.802	1.81	4264.0	1.05	1.0
theta_c_pr[3,24]	0.166	0.00808	0.568	-0.952	0.155	1.28	4943.0	1.22	1.0
theta_c_pr[3,25]	0.496	0.00819	0.553	-0.584	0.471	1.6	4554.0	1.13	1.0
theta_c_pr[3,26]	-0.474	0.00735	0.576	-1.65	-0.484	0.628	6147.0	1.52	1.0
theta_c_pr[3,27]	-0.86	0.00522	0.311	-1.53	-0.855	-0.287	3554.0	0.878	1.0
theta_c_pr[3,28]	0.335	0.00817	0.635	-0.951	0.322	1.54	6052.0	1.5	0.999
theta_c_pr[3,29]	-0.984	0.00758	0.563	-2.12	-0.99	0.0486	5517.0	1.36	1.0
theta_c_pr[3,30]	-0.662	0.00786	0.599	-1.87	-0.678	0.475	5815.0	1.44	1.0
theta_c_pr[3,31]	0.162	0.00604	0.378	-0.614	0.15	0.903	3927.0	0.97	1.0
theta_c_pr[3,32]	0.368	0.00744	0.534	-0.681	0.352	1.41	5160.0	1.27	1.0
theta_c_pr[3,33]	0.483	0.0183	0.589	-0.672	0.465	1.63	1036.0	0.256	1.0
theta_c_pr[3,34]	0.736	0.00819	0.613	-0.477	0.724	1.95	5601.0	1.38	1.0
theta_c_pr[3,35]	-0.0246	0.00726	0.513	-1.08	-0.0377	0.949	4980.0	1.23	1.0
theta_c_pr[3,36]	-0.204	0.00728	0.56	-1.32	-0.22	0.876	5922.0	1.46	1.0
theta_c_pr[3,37]	-1.26	0.00575	0.334	-1.97	-1.25	-0.658	3372.0	0.833	1.0
theta_c_pr[3,38]	-0.742	0.0058	0.373	-1.52	-0.74	-0.0325	4128.0	1.02	1.0
theta_c_pr[3,39]	-0.533	0.00566	0.346	-1.25	-0.531	0.118	3729.0	0.922	1.0
theta_c_pr[3,40]	1.06	0.00727	0.508	0.0711	1.04	2.08	4887.0	1.21	1.0
theta_c_pr[3,41]	-0.552	0.00549	0.346	-1.28	-0.551	0.11	3985.0	0.985	1.0
theta_c_pr[3,42]	0.846	0.00956	0.742	-0.6	0.815	2.28	6016.0	1.49	0.999
theta_c_pr[3,43]	0.00553	0.00816	0.568	-1.12	-0.014	1.14	4854.0	1.2	1.0
theta_c_pr[3,44]	-1.55	0.00615	0.356	-2.3	-1.54	-0.921	3359.0	0.83	1.0
