	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	10.878	0.021	0.92	9.101	10.859	12.671	1886.775	0.142	1.0
b3_mu	1.194	0.002	0.085	1.022	1.193	1.351	3123.35	0.234	1.001
b4_mu	0.11	0.001	0.056	-0.003	0.109	0.216	4439.886	0.333	1.001
a1_mu	0.141	0.0	0.018	0.105	0.14	0.178	2383.217	0.179	1.001
sigma[1]	0.686	0.00139	0.073	0.552	0.681	0.833	2774.0	0.208	1.0
sigma[2]	0.155	0.000277	0.0143	0.128	0.154	0.183	2670.0	0.2	1.0
sigma[3]	0.0923	0.000171	0.00982	0.0738	0.092	0.111	3294.0	0.247	1.0
sigma[4]	0.654	0.00115	0.0626	0.536	0.652	0.78	2965.0	0.223	1.0
b1[1]	13.6	0.0471	3.04	8.86	13.1	20.5	4165.0	0.313	1.0
b1[2]	5.22	0.0848	5.09	0.547	3.16	18.1	3599.0	0.27	1.0
b1[3]	8.71	0.0701	4.51	3.25	7.51	19.5	4134.0	0.31	1.0
b1[4]	9.85	0.0343	2.08	6.83	9.5	14.9	3688.0	0.277	1.0
b1[5]	6.84	0.0462	2.76	4.07	5.94	13.8	3551.0	0.267	1.0
b1[6]	14.1	0.0563	3.38	8.93	13.5	21.7	3594.0	0.27	1.0
b1[7]	9.14	0.0577	3.78	4.63	8.14	18.5	4299.0	0.323	1.0
b1[8]	13.3	0.0337	2.06	9.51	13.2	17.5	3732.0	0.28	1.0
b1[9]	5.05	0.0675	4.12	1.55	3.29	16.4	3737.0	0.281	1.0
b1[10]	18.8	0.0697	4.43	11.4	18.4	28.4	4037.0	0.303	1.0
b1[11]	13.8	0.0735	4.81	5.95	13.2	24.0	4290.0	0.322	1.0
b1[12]	3.08	0.012	0.697	2.13	2.99	4.41	3376.0	0.253	1.0
b1[13]	16.6	0.0696	4.59	8.86	16.2	26.4	4349.0	0.326	1.0
b1[14]	1.58	0.0653	1.48	0.781	1.42	2.33	512.0	0.0384	1.0
b1[15]	7.39	0.0831	4.99	2.68	5.2	19.9	3603.0	0.27	0.999
b1[16]	15.4	0.0518	3.28	10.1	15.0	22.7	4006.0	0.301	1.0
b1[17]	15.1	0.0616	3.89	8.97	14.5	23.9	3992.0	0.3	1.0
b1[18]	20.6	0.0693	4.15	13.6	20.2	29.4	3588.0	0.269	1.0
b1[19]	7.1	0.0689	4.03	3.24	5.54	17.4	3429.0	0.257	1.0
b1[20]	15.7	0.0721	4.61	8.02	15.2	25.1	4088.0	0.307	1.0
b1[21]	22.3	0.0666	4.11	15.3	21.9	30.8	3817.0	0.287	1.0
b1[22]	19.3	0.0656	4.29	12.1	18.8	28.5	4288.0	0.322	1.0
b1[23]	2.3	0.0253	1.02	1.33	2.13	3.94	1624.0	0.122	1.0
b1[24]	11.1	0.0361	2.25	7.73	10.8	16.3	3882.0	0.291	1.0
b1[25]	7.76	0.077	5.07	2.5	6.15	20.0	4331.0	0.325	1.0
b1[26]	19.3	0.0691	4.14	12.4	18.7	28.3	3585.0	0.269	1.0
b1[27]	4.66	0.0799	5.05	0.324	2.4	17.6	3995.0	0.3	1.0
b1[28]	18.4	0.0649	4.12	11.6	18.0	27.3	4028.0	0.302	1.0
b1[29]	18.4	0.0617	4.03	11.5	17.9	27.2	4263.0	0.32	1.0
b1[30]	12.5	0.0455	2.86	8.2	12.0	19.0	3951.0	0.297	1.0
b1[31]	6.1	0.0854	5.3	0.643	4.44	18.6	3850.0	0.289	1.0
b1[32]	15.0	0.0756	4.66	7.65	14.3	25.5	3796.0	0.285	1.0
b1[33]	3.69	0.00638	0.441	2.8	3.68	4.54	4791.0	0.36	1.0
b1[34]	13.6	0.0544	3.49	8.27	13.1	21.4	4119.0	0.309	1.0
b1[35]	16.7	0.0707	4.66	8.95	16.2	26.3	4338.0	0.326	1.0
b1[36]	11.4	0.0434	2.69	7.3	10.9	17.5	3846.0	0.289	0.999
b1[37]	4.95	0.0688	4.24	1.47	3.15	16.5	3794.0	0.285	1.0
b1[38]	2.99	0.0125	0.65	2.06	2.92	4.17	2718.0	0.204	1.0
b1[39]	7.74	0.0745	4.96	1.98	6.35	19.4	4428.0	0.332	1.0
b1[40]	9.71	0.0857	5.43	1.8	8.84	21.9	4014.0	0.301	1.0
b1[41]	8.07	0.0872	5.4	1.4	6.82	20.1	3834.0	0.288	1.0
b1[42]	19.3	0.0648	4.07	12.4	18.8	28.1	3952.0	0.297	1.0
b1[43]	11.7	0.0674	4.45	5.55	10.9	21.7	4359.0	0.327	1.0
b1[44]	7.02	0.0731	4.95	1.73	5.49	18.9	4591.0	0.345	1.0
b1[45]	14.1	0.0799	4.82	6.61	13.4	24.7	3646.0	0.274	1.0
b1[46]	20.5	0.0518	3.32	14.7	20.2	27.7	4111.0	0.309	0.999
b1[47]	7.72	0.0472	2.78	4.58	6.94	15.0	3472.0	0.261	1.0
b1[48]	13.9	0.067	4.23	7.66	13.2	23.2	3988.0	0.299	1.0
b1[49]	7.52	0.0186	1.15	5.39	7.44	9.88	3836.0	0.288	1.0
b1[50]	2.01	0.00475	0.328	1.36	2.0	2.64	4765.0	0.358	1.0
b1[51]	9.42	0.0746	4.92	3.31	8.28	21.0	4350.0	0.327	1.0
b1[52]	11.3	0.0516	3.3	7.0	10.5	19.4	4105.0	0.308	1.0
b1[53]	3.42	0.0838	4.31	0.694	1.47	15.9	2644.0	0.198	1.0
b1[54]	4.56	0.0499	2.8	2.16	3.66	12.3	3154.0	0.237	1.0
b1[55]	15.5	0.06	3.82	9.57	15.0	24.1	4057.0	0.305	1.0
b1[56]	17.1	0.0616	4.09	10.4	16.6	25.9	4412.0	0.331	1.0
b1[57]	8.81	0.0837	5.51	1.59	7.76	21.2	4331.0	0.325	1.0
b1[58]	6.39	0.0307	1.43	4.58	6.15	9.1	2157.0	0.162	1.0
b1[59]	3.72	0.0545	2.68	2.0	2.92	11.7	2422.0	0.182	1.0
b1[60]	3.48	0.00889	0.572	2.45	3.44	4.67	4139.0	0.311	1.0
b1[61]	14.4	0.0581	3.71	8.69	13.8	22.9	4075.0	0.306	1.0
b1[62]	2.25	0.00504	0.319	1.63	2.23	2.88	4015.0	0.301	1.0
b1[63]	19.5	0.0651	4.13	12.7	19.0	28.6	4038.0	0.303	1.0
b1[64]	16.3	0.0498	3.11	11.0	16.0	23.0	3907.0	0.293	1.0
b1[65]	12.1	0.0707	4.7	5.26	11.2	22.8	4407.0	0.331	1.0
b1[66]	6.57	0.0209	1.16	4.73	6.41	9.03	3073.0	0.231	1.0
b1[67]	9.4	0.0738	4.91	3.16	8.26	20.8	4432.0	0.333	0.999
b1[68]	11.0	0.0445	2.73	7.18	10.5	17.4	3760.0	0.282	1.0
b1[69]	2.98	0.0505	1.16	2.14	2.86	3.84	530.0	0.0398	1.0
b1[70]	4.09	0.045	2.3	2.04	3.45	10.2	2617.0	0.196	1.0
b1[71]	16.1	0.07	4.47	8.79	15.5	25.8	4079.0	0.306	1.0
b1[72]	5.74	0.074	4.21	2.41	3.83	17.2	3240.0	0.243	1.0
