Subject,Block,Trial,Valence,Exposure,Action,Robot,Rune,Color,Correct,Choice,RT,Accuracy,Sham,Outcome,TotalKeys
4v07twzd8u7flz37znyp5ahi,1,91,Win,23,No-Go,NGW,rune_02_cen,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,1,92,Win,23,Go,GW,rune_02_raido,blue,1,1,0.371,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,1,93,Win,24,No-Go,NGW,rune_02_cen,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,1,94,Lose,24,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,1,95,Win,24,Go,GW,rune_02_raido,blue,1,1,0.547,1,1.0,+1,1
4v07twzd8u7flz37znyp5ahi,1,96,Lose,24,Go,GAL,rune_02_os,yellow,1,1,0.601,1,1.0,-10,1
4v07twzd8u7flz37znyp5ahi,1,97,Lose,25,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,1.0,-10,0
4v07twzd8u7flz37znyp5ahi,1,98,Lose,25,Go,GAL,rune_02_os,yellow,1,1,0.433,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,1,99,Win,25,No-Go,NGW,rune_02_cen,blue,0,1,0.287,0,0.0,+1,1
4v07twzd8u7flz37znyp5ahi,1,100,Win,25,Go,GW,rune_02_raido,blue,1,1,0.387,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,1,101,Win,26,No-Go,NGW,rune_02_cen,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,1,102,Lose,26,Go,GAL,rune_02_os,yellow,1,1,0.61,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,1,103,Win,26,Go,GW,rune_02_raido,blue,1,1,0.424,1,1.0,+1,1
4v07twzd8u7flz37znyp5ahi,1,104,Lose,26,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,1,105,Lose,27,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,1.0,-10,0
4v07twzd8u7flz37znyp5ahi,1,106,Win,27,Go,GW,rune_02_raido,blue,1,1,0.417,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,1,107,Win,27,No-Go,NGW,rune_02_cen,blue,0,0,,1,1.0,+1,0
4v07twzd8u7flz37znyp5ahi,1,108,Lose,27,Go,GAL,rune_02_os,yellow,1,1,0.457,1,1.0,-10,1
4v07twzd8u7flz37znyp5ahi,1,109,Win,28,Go,GW,rune_02_raido,blue,1,1,0.332,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,1,110,Lose,28,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,1,111,Lose,28,Go,GAL,rune_02_os,yellow,1,1,0.441,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,1,112,Win,28,No-Go,NGW,rune_02_cen,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,1,113,Win,29,Go,GW,rune_02_raido,blue,1,1,0.33,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,1,114,Win,29,No-Go,NGW,rune_02_cen,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,1,115,Lose,29,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,1,116,Lose,29,Go,GAL,rune_02_os,yellow,1,1,0.485,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,1,117,Win,30,No-Go,NGW,rune_02_cen,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,1,118,Win,30,Go,GW,rune_02_raido,blue,1,1,0.614,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,1,119,Lose,30,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,1,120,Lose,30,Go,GAL,rune_02_os,yellow,1,1,0.539,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,121,Lose,31,No-Go,NGAL,rune_01_yr,yellow,0,1,0.636,0,0.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,122,Lose,31,Go,GAL,rune_01_ger,yellow,1,1,0.46,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,123,Win,31,Go,GW,rune_01_ingwaz,blue,1,1,0.584,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,124,Win,31,No-Go,NGW,rune_01_ear,blue,0,1,0.412,0,0.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,125,Win,32,No-Go,NGW,rune_01_ear,blue,0,1,0.53,0,0.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,126,Win,32,Go,GW,rune_01_ingwaz,blue,1,1,0.405,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,127,Lose,32,Go,GAL,rune_01_ger,yellow,1,1,0.503,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,128,Lose,32,No-Go,NGAL,rune_01_yr,yellow,0,1,0.474,0,0.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,129,Lose,33,Go,GAL,rune_01_ger,yellow,1,1,0.589,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,130,Win,33,Go,GW,rune_01_ingwaz,blue,1,1,0.332,1,1.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,131,Win,33,No-Go,NGW,rune_01_ear,blue,0,1,0.759,0,0.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,132,Lose,33,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,133,Lose,34,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,1.0,-10,0
4v07twzd8u7flz37znyp5ahi,2,134,Win,34,No-Go,NGW,rune_01_ear,blue,0,1,0.637,0,1.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,135,Win,34,Go,GW,rune_01_ingwaz,blue,1,1,0.447,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,136,Lose,34,Go,GAL,rune_01_ger,yellow,1,1,0.613,1,1.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,137,Win,35,No-Go,NGW,rune_01_ear,blue,0,1,0.506,0,0.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,138,Win,35,Go,GW,rune_01_ingwaz,blue,1,1,0.287,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,139,Lose,35,No-Go,NGAL,rune_01_yr,yellow,0,1,0.863,0,0.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,140,Lose,35,Go,GAL,rune_01_ger,yellow,1,1,0.554,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,141,Lose,36,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,142,Lose,36,Go,GAL,rune_01_ger,yellow,1,1,0.529,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,143,Win,36,No-Go,NGW,rune_01_ear,blue,0,1,0.632,0,0.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,144,Win,36,Go,GW,rune_01_ingwaz,blue,1,1,0.525,1,1.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,145,Lose,37,Go,GAL,rune_01_ger,yellow,1,1,0.519,1,1.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,146,Win,37,Go,GW,rune_01_ingwaz,blue,1,1,0.338,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,147,Lose,37,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,148,Win,37,No-Go,NGW,rune_01_ear,blue,0,1,0.608,0,0.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,149,Win,38,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,150,Lose,38,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,1.0,-10,0
4v07twzd8u7flz37znyp5ahi,2,151,Win,38,Go,GW,rune_01_ingwaz,blue,1,1,0.432,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,152,Lose,38,Go,GAL,rune_01_ger,yellow,1,1,0.529,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,153,Lose,39,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,154,Win,39,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,155,Win,39,Go,GW,rune_01_ingwaz,blue,1,1,0.34,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,156,Lose,39,Go,GAL,rune_01_ger,yellow,1,1,0.508,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,157,Win,40,No-Go,NGW,rune_01_ear,blue,0,0,,1,1.0,+1,0
4v07twzd8u7flz37znyp5ahi,2,158,Lose,40,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,159,Lose,40,Go,GAL,rune_01_ger,yellow,1,1,0.544,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,160,Win,40,Go,GW,rune_01_ingwaz,blue,1,1,0.35,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,161,Win,41,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,162,Win,41,Go,GW,rune_01_ingwaz,blue,1,1,0.549,1,1.0,+1,2
4v07twzd8u7flz37znyp5ahi,2,163,Lose,41,Go,GAL,rune_01_ger,yellow,1,1,0.439,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,164,Lose,41,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,165,Win,42,No-Go,NGW,rune_01_ear,blue,0,1,0.535,0,0.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,166,Lose,42,Go,GAL,rune_01_ger,yellow,1,1,0.512,1,1.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,167,Win,42,Go,GW,rune_01_ingwaz,blue,1,1,0.27,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,168,Lose,42,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,169,Win,43,Go,GW,rune_01_ingwaz,blue,1,1,0.377,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,170,Win,43,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,171,Lose,43,Go,GAL,rune_01_ger,yellow,1,1,0.512,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,172,Lose,43,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,1.0,-10,0
4v07twzd8u7flz37znyp5ahi,2,173,Win,44,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,174,Win,44,Go,GW,rune_01_ingwaz,blue,1,1,0.32,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,175,Lose,44,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,176,Lose,44,Go,GAL,rune_01_ger,yellow,1,1,0.436,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,177,Win,45,Go,GW,rune_01_ingwaz,blue,1,1,0.307,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,178,Lose,45,Go,GAL,rune_01_ger,yellow,1,1,0.419,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,179,Lose,45,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,180,Win,45,No-Go,NGW,rune_01_ear,blue,0,0,,1,1.0,+1,0
4v07twzd8u7flz37znyp5ahi,2,181,Lose,46,Go,GAL,rune_01_ger,yellow,1,1,0.465,1,1.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,182,Lose,46,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,183,Win,46,Go,GW,rune_01_ingwaz,blue,1,1,0.251,1,1.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,184,Win,46,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,185,Win,47,Go,GW,rune_01_ingwaz,blue,1,1,0.276,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,186,Lose,47,Go,GAL,rune_01_ger,yellow,1,1,0.373,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,187,Win,47,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,188,Lose,47,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,189,Lose,48,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,1.0,-10,0
4v07twzd8u7flz37znyp5ahi,2,190,Win,48,Go,GW,rune_01_ingwaz,blue,1,1,0.287,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,191,Lose,48,Go,GAL,rune_01_ger,yellow,1,1,0.446,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,192,Win,48,No-Go,NGW,rune_01_ear,blue,0,0,,1,1.0,+1,0
4v07twzd8u7flz37znyp5ahi,2,193,Win,49,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,194,Win,49,Go,GW,rune_01_ingwaz,blue,1,1,0.279,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,195,Lose,49,Go,GAL,rune_01_ger,yellow,1,1,0.394,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,196,Lose,49,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,197,Win,50,Go,GW,rune_01_ingwaz,blue,1,1,0.283,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,198,Win,50,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,199,Lose,50,Go,GAL,rune_01_ger,yellow,1,1,0.463,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,200,Lose,50,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,201,Lose,51,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,202,Lose,51,Go,GAL,rune_01_ger,yellow,1,1,0.474,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,203,Win,51,Go,GW,rune_01_ingwaz,blue,1,1,0.316,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,204,Win,51,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,205,Lose,52,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,206,Win,52,No-Go,NGW,rune_01_ear,blue,0,0,,1,1.0,+1,0
4v07twzd8u7flz37znyp5ahi,2,207,Win,52,Go,GW,rune_01_ingwaz,blue,1,1,0.251,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,208,Lose,52,Go,GAL,rune_01_ger,yellow,1,1,0.461,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,209,Win,53,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,210,Lose,53,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,211,Lose,53,Go,GAL,rune_01_ger,yellow,1,1,0.585,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,212,Win,53,Go,GW,rune_01_ingwaz,blue,1,1,0.402,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,213,Win,54,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,214,Win,54,Go,GW,rune_01_ingwaz,blue,1,1,0.362,1,1.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,215,Lose,54,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,216,Lose,54,Go,GAL,rune_01_ger,yellow,1,1,0.459,1,1.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,217,Lose,55,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,1.0,-10,0
4v07twzd8u7flz37znyp5ahi,2,218,Lose,55,Go,GAL,rune_01_ger,yellow,1,1,0.461,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,219,Win,55,Go,GW,rune_01_ingwaz,blue,1,1,0.375,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,220,Win,55,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,221,Lose,56,Go,GAL,rune_01_ger,yellow,1,1,0.432,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,222,Win,56,Go,GW,rune_01_ingwaz,blue,1,1,0.396,1,1.0,+1,1
4v07twzd8u7flz37znyp5ahi,2,223,Win,56,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,224,Lose,56,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,225,Win,57,Go,GW,rune_01_ingwaz,blue,1,1,0.378,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,226,Lose,57,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,1.0,-10,0
4v07twzd8u7flz37znyp5ahi,2,227,Lose,57,Go,GAL,rune_01_ger,yellow,1,1,0.44,1,1.0,-10,1
4v07twzd8u7flz37znyp5ahi,2,228,Win,57,No-Go,NGW,rune_01_ear,blue,0,0,,1,1.0,+1,0
4v07twzd8u7flz37znyp5ahi,2,229,Lose,58,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,230,Lose,58,Go,GAL,rune_01_ger,yellow,1,1,0.456,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,231,Win,58,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,232,Win,58,Go,GW,rune_01_ingwaz,blue,1,1,0.32,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,233,Lose,59,Go,GAL,rune_01_ger,yellow,1,1,0.473,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,234,Win,59,Go,GW,rune_01_ingwaz,blue,1,1,0.304,1,0.0,+10,1
4v07twzd8u7flz37znyp5ahi,2,235,Lose,59,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,236,Win,59,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,237,Lose,60,Go,GAL,rune_01_ger,yellow,1,1,0.56,1,0.0,-1,1
4v07twzd8u7flz37znyp5ahi,2,238,Lose,60,No-Go,NGAL,rune_01_yr,yellow,0,0,,1,0.0,-1,0
4v07twzd8u7flz37znyp5ahi,2,239,Win,60,No-Go,NGW,rune_01_ear,blue,0,0,,1,0.0,+10,0
4v07twzd8u7flz37znyp5ahi,2,240,Win,60,Go,GW,rune_01_ingwaz,blue,1,1,0.301,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,1,Lose,1,No-Go,NGAL,rune_02_haglaz,yellow,0,1,0.771,0,1.0,-1,1
4v17v6gmgneye8dtdtc24edi,1,2,Lose,1,Go,GAL,rune_02_raido,yellow,1,0,,0,0.0,-10,0
4v17v6gmgneye8dtdtc24edi,1,3,Win,1,Go,GW,rune_02_cen,blue,1,0,,0,0.0,+1,0
4v17v6gmgneye8dtdtc24edi,1,4,Win,1,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,5,Lose,2,No-Go,NGAL,rune_02_haglaz,yellow,0,1,0.694,0,0.0,-10,1
4v17v6gmgneye8dtdtc24edi,1,6,Win,2,Go,GW,rune_02_cen,blue,1,1,1.269,1,1.0,+1,1
4v17v6gmgneye8dtdtc24edi,1,7,Win,2,No-Go,NGW,rune_02_os,blue,0,1,1.44,0,1.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,8,Lose,2,Go,GAL,rune_02_raido,yellow,1,0,,0,0.0,-10,0
4v17v6gmgneye8dtdtc24edi,1,9,Win,3,Go,GW,rune_02_cen,blue,1,0,,0,0.0,+1,1
4v17v6gmgneye8dtdtc24edi,1,10,Win,3,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,11,Lose,3,Go,GAL,rune_02_raido,yellow,1,1,1.176,1,0.0,-1,1
4v17v6gmgneye8dtdtc24edi,1,12,Lose,3,No-Go,NGAL,rune_02_haglaz,yellow,0,1,1.357,0,0.0,-10,1
4v17v6gmgneye8dtdtc24edi,1,13,Lose,4,Go,GAL,rune_02_raido,yellow,1,1,1.267,1,1.0,-10,1
4v17v6gmgneye8dtdtc24edi,1,14,Lose,4,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,15,Win,4,Go,GW,rune_02_cen,blue,1,1,1.267,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,16,Win,4,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,17,Lose,5,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,18,Win,5,No-Go,NGW,rune_02_os,blue,0,1,1.129,0,0.0,+1,1
4v17v6gmgneye8dtdtc24edi,1,19,Lose,5,Go,GAL,rune_02_raido,yellow,1,0,,0,0.0,-10,0
4v17v6gmgneye8dtdtc24edi,1,20,Win,5,Go,GW,rune_02_cen,blue,1,1,1.057,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,21,Win,6,No-Go,NGW,rune_02_os,blue,0,0,,1,1.0,+1,0
4v17v6gmgneye8dtdtc24edi,1,22,Lose,6,Go,GAL,rune_02_raido,yellow,1,1,1.051,1,0.0,-1,1
4v17v6gmgneye8dtdtc24edi,1,23,Win,6,Go,GW,rune_02_cen,blue,1,1,0.888,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,24,Lose,6,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,25,Lose,7,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,1.0,-10,0
4v17v6gmgneye8dtdtc24edi,1,26,Lose,7,Go,GAL,rune_02_raido,yellow,1,1,0.722,1,0.0,-1,1
4v17v6gmgneye8dtdtc24edi,1,27,Win,7,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,28,Win,7,Go,GW,rune_02_cen,blue,1,1,1.211,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,29,Win,8,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,30,Lose,8,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,31,Lose,8,Go,GAL,rune_02_raido,yellow,1,0,,0,1.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,32,Win,8,Go,GW,rune_02_cen,blue,1,1,1.105,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,33,Lose,9,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,34,Win,9,Go,GW,rune_02_cen,blue,1,1,0.721,1,1.0,+1,1
4v17v6gmgneye8dtdtc24edi,1,35,Win,9,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,36,Lose,9,Go,GAL,rune_02_raido,yellow,1,1,1.371,1,0.0,-1,1
4v17v6gmgneye8dtdtc24edi,1,37,Lose,10,Go,GAL,rune_02_raido,yellow,1,1,0.668,1,0.0,-1,1
4v17v6gmgneye8dtdtc24edi,1,38,Win,10,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,39,Lose,10,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,40,Win,10,Go,GW,rune_02_cen,blue,1,1,0.898,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,41,Lose,11,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,42,Win,11,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,43,Lose,11,Go,GAL,rune_02_raido,yellow,1,0,,0,0.0,-10,0
4v17v6gmgneye8dtdtc24edi,1,44,Win,11,Go,GW,rune_02_cen,blue,1,1,0.702,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,45,Lose,12,Go,GAL,rune_02_raido,yellow,1,1,0.783,1,1.0,-10,1
4v17v6gmgneye8dtdtc24edi,1,46,Win,12,Go,GW,rune_02_cen,blue,1,1,0.484,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,47,Lose,12,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,48,Win,12,No-Go,NGW,rune_02_os,blue,0,0,,1,1.0,+1,0
4v17v6gmgneye8dtdtc24edi,1,49,Win,13,Go,GW,rune_02_cen,blue,1,1,0.612,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,50,Lose,13,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,1.0,-10,0
4v17v6gmgneye8dtdtc24edi,1,51,Lose,13,Go,GAL,rune_02_raido,yellow,1,1,0.574,1,0.0,-1,1
4v17v6gmgneye8dtdtc24edi,1,52,Win,13,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,53,Win,14,Go,GW,rune_02_cen,blue,1,1,0.506,1,0.0,+10,1
4v17v6gmgneye8dtdtc24edi,1,54,Lose,14,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
4v17v6gmgneye8dtdtc24edi,1,55,Lose,14,Go,GAL,rune_02_raido,yellow,1,1,0.615,1,0.0,-1,1
4v17v6gmgneye8dtdtc24edi,1,56,Win,14,No-Go,NGW,rune_02_os,blue,0,0,,1,0.0,+10,0
4v17v6gmgneye8dtdtc24edi,1,57,Lose,15,No-Go,NGAL,rune_02_haglaz,yellow,0,0,,1,0.0,-1,0
