subject,block,trial,exposure,valence,action,robot,rune,rune_set,correct,choice,rt,accuracy,sham,outcome,total_keys
0hjvmiavfa7a1a1ft8xz2bnj,1,1,1,win,go,GW,L,bacs1,1,1,1.034,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,2,1,win,go,GW,A,bacs1,1,0,,0,1.0,+10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,3,1,lose,no-go,NGAL,C,bacs1,0,1,0.722,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,4,1,win,no-go,NGW,Q,bacs1,0,1,0.832,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,5,2,win,go,GW,A,bacs1,1,0,,0,0.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,6,2,lose,no-go,NGAL,C,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,7,2,win,no-go,NGW,Q,bacs1,0,1,0.905,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,8,2,win,go,GW,L,bacs1,1,1,0.596,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,9,3,win,go,GW,A,bacs1,1,1,0.464,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,10,3,win,go,GW,L,bacs1,1,1,0.389,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,11,3,lose,no-go,NGAL,C,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,12,3,win,no-go,NGW,Q,bacs1,0,0,,1,0.0,+10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,13,4,win,go,GW,A,bacs1,1,1,0.398,1,1.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,14,4,win,no-go,NGW,Q,bacs1,0,1,0.868,0,1.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,15,4,win,go,GW,L,bacs1,1,1,0.494,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,16,4,lose,no-go,NGAL,C,bacs1,0,0,,1,1.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,17,5,lose,no-go,NGAL,C,bacs1,0,1,0.482,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,18,5,win,go,GW,L,bacs1,1,1,0.307,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,19,5,win,no-go,NGW,Q,bacs1,0,1,0.491,0,1.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,20,5,win,go,GW,A,bacs1,1,0,,0,1.0,+10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,21,6,lose,no-go,NGAL,C,bacs1,0,1,0.602,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,22,6,win,no-go,NGW,Q,bacs1,0,1,0.675,0,1.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,23,6,win,go,GW,A,bacs1,1,1,0.648,1,0.0,+10,2
0hjvmiavfa7a1a1ft8xz2bnj,1,24,6,win,go,GW,L,bacs1,1,1,0.746,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,25,7,win,no-go,NGW,Q,bacs1,0,1,0.857,0,1.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,26,7,win,go,GW,A,bacs1,1,0,,0,0.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,27,7,lose,no-go,NGAL,C,bacs1,0,1,1.14,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,28,7,win,go,GW,L,bacs1,1,1,1.143,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,29,8,win,go,GW,A,bacs1,1,0,,0,0.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,30,8,win,no-go,NGW,Q,bacs1,0,1,0.336,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,31,8,win,go,GW,L,bacs1,1,1,0.984,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,32,8,lose,no-go,NGAL,C,bacs1,0,0,,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,33,9,lose,no-go,NGAL,C,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,34,9,win,go,GW,A,bacs1,1,1,0.948,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,35,9,win,no-go,NGW,Q,bacs1,0,1,0.445,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,36,1,win,go,GW,F,bacs1,1,1,0.567,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,37,2,win,go,GW,F,bacs1,1,1,0.544,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,38,10,lose,no-go,NGAL,C,bacs1,0,1,0.755,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,39,10,win,no-go,NGW,Q,bacs1,0,1,1.062,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,40,10,win,go,GW,A,bacs1,1,0,,0,0.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,41,11,win,no-go,NGW,Q,bacs1,0,1,0.45,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,42,1,lose,go,GAL,T,bacs1,1,1,0.968,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,43,1,lose,no-go,NGAL,E,bacs1,0,0,,1,1.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,44,3,win,go,GW,F,bacs1,1,1,0.645,1,1.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,45,12,win,no-go,NGW,Q,bacs1,0,1,0.85,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,46,2,lose,go,GAL,T,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,47,4,win,go,GW,F,bacs1,1,1,0.406,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,48,2,lose,no-go,NGAL,E,bacs1,0,1,0.794,0,0.0,-10,2
0hjvmiavfa7a1a1ft8xz2bnj,1,49,3,lose,go,GAL,T,bacs1,1,1,0.538,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,50,1,win,no-go,NGW,V,bacs1,0,0,,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,51,3,lose,no-go,NGAL,E,bacs1,0,1,1.098,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,52,5,win,go,GW,F,bacs1,1,1,0.751,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,53,2,win,no-go,NGW,V,bacs1,0,1,0.538,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,54,4,lose,go,GAL,T,bacs1,1,1,0.873,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,55,6,win,go,GW,F,bacs1,1,1,0.419,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,56,4,lose,no-go,NGAL,E,bacs1,0,1,0.777,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,57,3,win,no-go,NGW,V,bacs1,0,1,0.418,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,58,5,lose,go,GAL,T,bacs1,1,1,0.423,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,59,5,lose,no-go,NGAL,E,bacs1,0,1,1.034,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,60,7,win,go,GW,F,bacs1,1,1,0.751,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,61,6,lose,go,GAL,T,bacs1,1,1,0.906,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,62,8,win,go,GW,F,bacs1,1,1,0.748,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,63,6,lose,no-go,NGAL,E,bacs1,0,1,0.807,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,64,4,win,no-go,NGW,V,bacs1,0,1,0.879,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,65,7,lose,no-go,NGAL,E,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,66,5,win,no-go,NGW,V,bacs1,0,1,0.498,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,67,9,win,go,GW,F,bacs1,1,1,0.559,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,68,7,lose,go,GAL,T,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,69,8,lose,go,GAL,T,bacs1,1,1,0.461,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,70,10,win,go,GW,F,bacs1,1,1,0.928,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,71,6,win,no-go,NGW,V,bacs1,0,1,0.606,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,72,8,lose,no-go,NGAL,E,bacs1,0,1,1.233,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,73,7,win,no-go,NGW,V,bacs1,0,1,0.64,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,74,9,lose,no-go,NGAL,E,bacs1,0,1,0.81,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,75,11,win,go,GW,F,bacs1,1,1,0.548,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,76,1,lose,go,GAL,R,bacs1,1,0,,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,77,2,lose,go,GAL,R,bacs1,1,0,,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,78,12,win,go,GW,F,bacs1,1,1,0.409,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,79,10,lose,no-go,NGAL,E,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,80,8,win,no-go,NGW,V,bacs1,0,1,0.515,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,81,9,win,no-go,NGW,V,bacs1,0,1,0.844,0,0.0,+1,2
0hjvmiavfa7a1a1ft8xz2bnj,1,82,3,lose,go,GAL,R,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,83,11,lose,no-go,NGAL,E,bacs1,0,1,0.726,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,84,1,lose,go,GAL,J,bacs1,1,1,0.586,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,85,4,lose,go,GAL,R,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,86,2,lose,go,GAL,J,bacs1,1,1,0.488,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,87,10,win,no-go,NGW,V,bacs1,0,1,0.973,0,1.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,88,12,lose,no-go,NGAL,E,bacs1,0,1,0.598,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,89,5,lose,go,GAL,R,bacs1,1,0,,0,1.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,1,90,3,lose,go,GAL,J,bacs1,1,0,,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,91,1,lose,no-go,NGAL,Z,bacs1,0,1,0.362,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,92,1,win,no-go,NGW,B,bacs1,0,1,0.547,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,93,2,lose,no-go,NGAL,Z,bacs1,0,0,,1,1.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,94,6,lose,go,GAL,R,bacs1,1,1,0.126,1,1.0,-10,2
0hjvmiavfa7a1a1ft8xz2bnj,1,95,4,lose,go,GAL,J,bacs1,1,0,,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,96,2,win,no-go,NGW,B,bacs1,0,1,1.16,0,1.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,97,5,lose,go,GAL,J,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,98,7,lose,go,GAL,R,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,99,3,win,no-go,NGW,B,bacs1,0,1,1.102,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,100,3,lose,no-go,NGAL,Z,bacs1,0,1,0.677,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,101,4,win,no-go,NGW,B,bacs1,0,1,0.277,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,102,6,lose,go,GAL,J,bacs1,1,1,0.577,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,103,8,lose,go,GAL,R,bacs1,1,1,0.363,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,104,4,lose,no-go,NGAL,Z,bacs1,0,1,0.396,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,105,9,lose,go,GAL,R,bacs1,1,1,0.954,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,106,7,lose,go,GAL,J,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,107,5,win,no-go,NGW,B,bacs1,0,1,0.22,0,0.0,+1,2
0hjvmiavfa7a1a1ft8xz2bnj,1,108,5,lose,no-go,NGAL,Z,bacs1,0,1,0.347,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,109,10,lose,go,GAL,R,bacs1,1,1,0.411,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,110,6,lose,no-go,NGAL,Z,bacs1,0,1,0.4,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,111,8,lose,go,GAL,J,bacs1,1,1,0.346,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,112,6,win,no-go,NGW,B,bacs1,0,0,,1,1.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,113,11,lose,go,GAL,R,bacs1,1,1,0.504,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,114,9,lose,go,GAL,J,bacs1,1,0,,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,115,7,win,no-go,NGW,B,bacs1,0,0,,1,0.0,+10,0
0hjvmiavfa7a1a1ft8xz2bnj,1,116,7,lose,no-go,NGAL,Z,bacs1,0,1,0.256,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,117,8,win,no-go,NGW,B,bacs1,0,0,,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,118,8,lose,no-go,NGAL,Z,bacs1,0,1,1.18,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,1,119,10,lose,go,GAL,J,bacs1,1,1,1.22,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,1,120,12,lose,go,GAL,R,bacs1,1,0,,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,121,1,win,no-go,NGW,O,bacs1,0,1,0.479,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,122,1,lose,no-go,NGAL,N,bacs1,0,1,0.038,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,123,1,win,go,GW,I,bacs1,1,1,0.501,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,124,1,lose,no-go,NGAL,G,bacs1,0,1,0.836,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,125,2,lose,no-go,NGAL,G,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,126,2,win,no-go,NGW,O,bacs1,0,1,0.67,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,127,2,lose,no-go,NGAL,N,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,128,2,win,go,GW,I,bacs1,1,1,0.596,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,129,3,win,no-go,NGW,O,bacs1,0,1,0.655,0,1.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,130,3,lose,no-go,NGAL,G,bacs1,0,1,0.978,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,131,3,lose,no-go,NGAL,N,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,132,3,win,go,GW,I,bacs1,1,1,0.309,1,1.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,133,4,win,go,GW,I,bacs1,1,1,1.03,1,1.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,134,4,lose,no-go,NGAL,N,bacs1,0,1,1.029,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,135,4,win,no-go,NGW,O,bacs1,0,1,1.101,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,136,4,lose,no-go,NGAL,G,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,137,5,lose,no-go,NGAL,N,bacs1,0,1,0.002,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,138,5,win,go,GW,I,bacs1,1,0,,0,0.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,139,5,win,no-go,NGW,O,bacs1,0,0,,1,0.0,+10,2
0hjvmiavfa7a1a1ft8xz2bnj,2,140,5,lose,no-go,NGAL,G,bacs1,0,1,0.547,0,1.0,-1,2
0hjvmiavfa7a1a1ft8xz2bnj,2,141,6,win,no-go,NGW,O,bacs1,0,1,0.127,0,1.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,142,6,lose,no-go,NGAL,G,bacs1,0,1,0.342,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,143,6,win,go,GW,I,bacs1,1,1,0.575,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,144,6,lose,no-go,NGAL,N,bacs1,0,1,0.889,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,145,7,win,go,GW,I,bacs1,1,1,0.35,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,146,7,lose,no-go,NGAL,N,bacs1,0,1,0.636,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,147,7,win,no-go,NGW,O,bacs1,0,1,0.507,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,148,7,lose,no-go,NGAL,G,bacs1,0,1,0.474,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,149,8,win,no-go,NGW,O,bacs1,0,0,,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,150,8,lose,no-go,NGAL,G,bacs1,0,0,,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,151,8,win,go,GW,I,bacs1,1,1,0.138,1,1.0,+1,2
0hjvmiavfa7a1a1ft8xz2bnj,2,152,8,lose,no-go,NGAL,N,bacs1,0,1,0.364,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,153,9,win,go,GW,I,bacs1,1,1,0.698,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,154,9,lose,no-go,NGAL,N,bacs1,0,1,1.183,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,155,9,win,no-go,NGW,O,bacs1,0,0,,1,1.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,156,1,lose,go,GAL,D,bacs1,1,1,0.102,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,157,10,lose,no-go,NGAL,N,bacs1,0,0,,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,158,2,lose,go,GAL,D,bacs1,1,1,0.955,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,159,10,win,no-go,NGW,O,bacs1,0,0,,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,160,10,win,go,GW,I,bacs1,1,1,0.814,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,161,1,win,no-go,NGW,K,bacs1,0,1,0.604,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,162,1,win,go,GW,S,bacs1,1,0,,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,163,3,lose,go,GAL,D,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,2,164,11,lose,no-go,NGAL,N,bacs1,0,1,0.976,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,165,12,lose,no-go,NGAL,N,bacs1,0,1,1.21,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,166,4,lose,go,GAL,D,bacs1,1,0,,0,1.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,167,2,win,no-go,NGW,K,bacs1,0,0,,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,168,2,win,go,GW,S,bacs1,1,1,1.139,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,169,3,win,no-go,NGW,K,bacs1,0,0,,1,0.0,+10,0
0hjvmiavfa7a1a1ft8xz2bnj,2,170,5,lose,go,GAL,D,bacs1,1,1,0.857,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,171,1,lose,no-go,NGAL,U,bacs1,0,1,0.696,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,172,3,win,go,GW,S,bacs1,1,1,1.249,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,173,2,lose,no-go,NGAL,U,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,174,4,win,go,GW,S,bacs1,1,1,0.901,1,1.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,175,6,lose,go,GAL,D,bacs1,1,1,1.216,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,176,4,win,no-go,NGW,K,bacs1,0,1,1.004,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,177,3,lose,no-go,NGAL,U,bacs1,0,1,0.848,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,178,7,lose,go,GAL,D,bacs1,1,1,1.176,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,179,5,win,go,GW,S,bacs1,1,0,,0,0.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,180,5,win,no-go,NGW,K,bacs1,0,0,,1,0.0,+10,0
0hjvmiavfa7a1a1ft8xz2bnj,2,181,4,lose,no-go,NGAL,U,bacs1,0,1,0.367,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,182,8,lose,go,GAL,D,bacs1,1,1,0.463,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,183,6,win,no-go,NGW,K,bacs1,0,0,,1,0.0,+10,0
0hjvmiavfa7a1a1ft8xz2bnj,2,184,6,win,go,GW,S,bacs1,1,0,,0,0.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,185,7,win,no-go,NGW,K,bacs1,0,0,,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,186,5,lose,no-go,NGAL,U,bacs1,0,1,0.999,0,1.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,187,7,win,go,GW,S,bacs1,1,1,0.617,1,1.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,188,9,lose,go,GAL,D,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,2,189,6,lose,no-go,NGAL,U,bacs1,0,1,0.761,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,190,8,win,no-go,NGW,K,bacs1,0,1,1.149,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,191,10,lose,go,GAL,D,bacs1,1,1,0.557,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,192,8,win,go,GW,S,bacs1,1,0,,0,0.0,+1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,193,1,win,go,GW,M,bacs1,1,1,0.291,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,194,1,lose,go,GAL,P,bacs1,1,0,,0,0.0,-10,0
0hjvmiavfa7a1a1ft8xz2bnj,2,195,9,win,no-go,NGW,K,bacs1,0,1,0.704,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,196,7,lose,no-go,NGAL,U,bacs1,0,0,,1,0.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,197,2,lose,go,GAL,P,bacs1,1,0,,0,1.0,-1,0
0hjvmiavfa7a1a1ft8xz2bnj,2,198,10,win,no-go,NGW,K,bacs1,0,1,1.021,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,199,8,lose,no-go,NGAL,U,bacs1,0,0,,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,200,2,win,go,GW,M,bacs1,1,1,0.813,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,201,3,lose,go,GAL,P,bacs1,1,1,0.592,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,202,3,win,go,GW,M,bacs1,1,0,,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,203,9,lose,no-go,NGAL,U,bacs1,0,0,,1,1.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,204,11,win,no-go,NGW,K,bacs1,0,1,0.212,0,0.0,+1,2
0hjvmiavfa7a1a1ft8xz2bnj,2,205,10,lose,no-go,NGAL,U,bacs1,0,1,0.733,0,0.0,-10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,206,4,lose,go,GAL,P,bacs1,1,1,0.528,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,207,12,win,no-go,NGW,K,bacs1,0,1,0.86,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,208,4,win,go,GW,M,bacs1,1,1,1.071,1,1.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,209,1,win,no-go,NGW,Y,bacs1,0,1,0.62,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,210,5,win,go,GW,M,bacs1,1,0,,0,0.0,+1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,211,1,lose,go,GAL,H,bacs1,1,1,0.024,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,212,5,lose,go,GAL,P,bacs1,1,1,1.135,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,213,2,win,no-go,NGW,Y,bacs1,0,0,,1,0.0,+10,1
0hjvmiavfa7a1a1ft8xz2bnj,2,214,6,lose,go,GAL,P,bacs1,1,1,0.959,1,0.0,-1,1
0hjvmiavfa7a1a1ft8xz2bnj,2,215,2,lose,go,GAL,H,bacs1,1,0,,0,0.0,-10,0
