subject,session,block,runsheet,trial,exposure,stimulus,valence,action,robot,rune,rune_set,correct,choice,rt,accuracy,sham,outcome,total_keys
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,149,8,19,lose,go,gal,V,bacs2,1,1,0.542,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,150,8,15,win,go,gw,K,bacs2,1,1,0.421,1,1.0,+1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,151,8,16,win,no-go,ngw,B,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,152,8,17,win,no-go,ngw,M,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,153,1,21,lose,go,gal,P,bacs2,1,0,,0,1.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,154,1,23,lose,no-go,ngal,R,bacs2,0,1,0.986,0,0.0,-10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,155,9,15,win,go,gw,K,bacs2,1,1,0.574,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,156,9,17,win,no-go,ngw,M,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,157,2,21,lose,go,gal,P,bacs2,1,0,,0,0.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,158,2,23,lose,no-go,ngal,R,bacs2,0,0,,1,1.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,159,10,17,win,no-go,ngw,M,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,160,10,15,win,go,gw,K,bacs2,1,1,0.673,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,161,3,23,lose,no-go,ngal,R,bacs2,0,0,,1,1.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,162,1,18,win,no-go,ngw,L,bacs2,0,1,0.822,0,0.0,+1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,163,11,15,win,go,gw,K,bacs2,1,1,0.667,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,164,3,21,lose,go,gal,P,bacs2,1,1,0.756,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,165,4,23,lose,no-go,ngal,R,bacs2,0,1,0.454,0,1.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,166,12,15,win,go,gw,K,bacs2,1,1,0.541,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,167,4,21,lose,go,gal,P,bacs2,1,1,0.676,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,168,2,18,win,no-go,ngw,L,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,169,5,23,lose,no-go,ngal,R,bacs2,0,1,0.677,0,0.0,-10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,170,1,22,lose,no-go,ngal,S,bacs2,0,0,,1,1.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,171,5,21,lose,go,gal,P,bacs2,1,1,0.533,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,172,3,18,win,no-go,ngw,L,bacs2,0,0,,1,1.0,+1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,173,6,21,lose,go,gal,P,bacs2,1,1,0.564,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,174,4,18,win,no-go,ngw,L,bacs2,0,1,0.684,0,0.0,+1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,175,6,23,lose,no-go,ngal,R,bacs2,0,1,1.029,0,0.0,-10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,176,2,22,lose,no-go,ngal,S,bacs2,0,1,0.901,0,0.0,-10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,177,7,23,lose,no-go,ngal,R,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,178,3,22,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,179,7,21,lose,go,gal,P,bacs2,1,1,0.597,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,180,5,18,win,no-go,ngw,L,bacs2,0,0,,1,1.0,+1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,181,8,23,lose,no-go,ngal,R,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,182,8,21,lose,go,gal,P,bacs2,1,1,0.717,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,183,4,22,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,184,6,18,win,no-go,ngw,L,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,185,5,22,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,186,9,23,lose,no-go,ngal,R,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,187,7,18,win,no-go,ngw,L,bacs2,0,1,0.951,0,1.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,188,9,21,lose,go,gal,P,bacs2,1,1,0.517,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,189,6,22,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,190,8,18,win,no-go,ngw,L,bacs2,0,1,0.805,0,0.0,+1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,191,10,21,lose,go,gal,P,bacs2,1,1,0.637,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,192,10,23,lose,no-go,ngal,R,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,193,11,21,lose,go,gal,P,bacs2,1,1,0.478,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,194,9,18,win,no-go,ngw,L,bacs2,0,1,0.947,0,0.0,+1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,195,7,22,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,196,1,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,197,10,18,win,no-go,ngw,L,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,198,12,21,lose,go,gal,P,bacs2,1,1,0.577,1,1.0,-10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,199,2,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,200,8,22,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,201,11,18,win,no-go,ngw,L,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,202,1,20,lose,go,gal,F,bacs2,1,1,0.977,1,1.0,-10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,203,3,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,204,1,14,win,go,gw,A,bacs2,1,0,,0,0.0,+1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,205,2,14,win,go,gw,A,bacs2,1,1,0.434,1,1.0,+1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,206,12,18,win,no-go,ngw,L,bacs2,0,0,,1,0.0,+10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,207,4,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,208,2,20,lose,go,gal,F,bacs2,1,0,,0,0.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,209,3,20,lose,go,gal,F,bacs2,1,0,,0,0.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,210,3,14,win,go,gw,A,bacs2,1,1,0.853,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,211,5,24,lose,no-go,ngal,U,bacs2,0,0,,1,1.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,212,1,13,win,go,gw,N,bacs2,1,0,,0,0.0,+1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,213,2,13,win,go,gw,N,bacs2,1,1,0.623,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,214,4,14,win,go,gw,A,bacs2,1,1,0.789,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,215,4,20,lose,go,gal,F,bacs2,1,1,0.581,1,1.0,-10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,216,6,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,217,3,13,win,go,gw,N,bacs2,1,1,0.615,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,218,7,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,219,5,14,win,go,gw,A,bacs2,1,1,0.516,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,220,5,20,lose,go,gal,F,bacs2,1,0,,0,1.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,221,8,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,222,6,14,win,go,gw,A,bacs2,1,1,0.46,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,223,6,20,lose,go,gal,F,bacs2,1,0,,0,0.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,224,4,13,win,go,gw,N,bacs2,1,1,0.598,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,225,7,14,win,go,gw,A,bacs2,1,1,0.549,1,1.0,+1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,226,7,20,lose,go,gal,F,bacs2,1,0,,0,1.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,227,5,13,win,go,gw,N,bacs2,1,1,0.582,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,228,9,24,lose,no-go,ngal,U,bacs2,0,0,,1,1.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,229,6,13,win,go,gw,N,bacs2,1,1,0.573,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,230,8,14,win,go,gw,A,bacs2,1,1,0.525,1,1.0,+1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,231,10,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,232,8,20,lose,go,gal,F,bacs2,1,1,0.798,1,0.0,-1,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,233,7,13,win,go,gw,N,bacs2,1,1,0.549,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,234,11,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,235,9,20,lose,go,gal,F,bacs2,1,0,,0,0.0,-10,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,236,9,14,win,go,gw,A,bacs2,1,0,,0,0.0,+1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,237,8,13,win,go,gw,N,bacs2,1,1,0.517,1,0.0,+10,1
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,238,12,24,lose,no-go,ngal,U,bacs2,0,0,,1,0.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,239,10,20,lose,go,gal,F,bacs2,1,0,,0,1.0,-1,0
i89jr1lnd0inz4fbc28lgfx8,3,2,3b,240,10,14,win,go,gw,A,bacs2,1,1,0.846,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,1,1,8,lose,go,gal,T,bacs2,1,1,0.341,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,2,1,12,lose,no-go,ngal,Q,bacs2,0,1,0.337,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,3,1,1,win,go,gw,H,bacs2,1,1,0.7,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,4,1,4,win,no-go,ngw,Y,bacs2,0,1,0.633,0,1.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,5,2,8,lose,go,gal,T,bacs2,1,1,0.805,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,6,2,4,win,no-go,ngw,Y,bacs2,0,1,0.546,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,7,2,1,win,go,gw,H,bacs2,1,0,,0,1.0,+10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,8,2,12,lose,no-go,ngal,Q,bacs2,0,1,0.76,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,9,3,12,lose,no-go,ngal,Q,bacs2,0,0,,1,1.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,10,3,1,win,go,gw,H,bacs2,1,1,0.782,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,11,3,8,lose,go,gal,T,bacs2,1,1,0.715,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,12,3,4,win,no-go,ngw,Y,bacs2,0,0,,1,0.0,+10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,13,4,12,lose,no-go,ngal,Q,bacs2,0,0,,1,0.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,14,4,4,win,no-go,ngw,Y,bacs2,0,1,0.721,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,15,4,1,win,go,gw,H,bacs2,1,0,,0,0.0,+1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,16,4,8,lose,go,gal,T,bacs2,1,0,,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,17,5,8,lose,go,gal,T,bacs2,1,0,,0,1.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,18,5,4,win,no-go,ngw,Y,bacs2,0,1,1.138,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,19,5,12,lose,no-go,ngal,Q,bacs2,0,0,,1,1.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,20,5,1,win,go,gw,H,bacs2,1,0,,0,0.0,+1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,21,6,8,lose,go,gal,T,bacs2,1,1,0.585,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,22,6,12,lose,no-go,ngal,Q,bacs2,0,0,,1,0.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,23,6,4,win,no-go,ngw,Y,bacs2,0,0,,1,0.0,+10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,24,6,1,win,go,gw,H,bacs2,1,0,,0,0.0,+1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,25,7,12,lose,no-go,ngal,Q,bacs2,0,1,1.159,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,26,7,1,win,go,gw,H,bacs2,1,1,0.974,1,1.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,27,7,8,lose,go,gal,T,bacs2,1,1,0.813,1,1.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,28,7,4,win,no-go,ngw,Y,bacs2,0,1,0.851,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,29,8,4,win,no-go,ngw,Y,bacs2,0,0,,1,1.0,+1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,30,8,8,lose,go,gal,T,bacs2,1,0,,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,31,8,1,win,go,gw,H,bacs2,1,1,0.399,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,32,8,12,lose,no-go,ngal,Q,bacs2,0,1,0.379,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,33,1,9,lose,go,gal,E,bacs2,1,1,0.56,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,34,9,12,lose,no-go,ngal,Q,bacs2,0,0,,1,0.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,35,9,8,lose,go,gal,T,bacs2,1,1,0.614,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,36,1,11,lose,no-go,ngal,C,bacs2,0,1,0.518,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,37,10,12,lose,no-go,ngal,Q,bacs2,0,0,,1,0.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,38,2,9,lose,go,gal,E,bacs2,1,0,,0,0.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,39,10,8,lose,go,gal,T,bacs2,1,1,0.772,1,1.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,40,2,11,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,41,1,6,win,no-go,ngw,O,bacs2,0,0,,1,0.0,+10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,42,3,11,lose,no-go,ngal,C,bacs2,0,1,0.483,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,43,11,12,lose,no-go,ngal,Q,bacs2,0,0,,1,1.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,44,3,9,lose,go,gal,E,bacs2,1,0,,0,0.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,45,12,12,lose,no-go,ngal,Q,bacs2,0,0,,1,0.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,46,4,9,lose,go,gal,E,bacs2,1,0,,0,0.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,47,4,11,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,48,2,6,win,no-go,ngw,O,bacs2,0,1,0.736,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,49,5,11,lose,no-go,ngal,C,bacs2,0,1,0.771,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,50,3,6,win,no-go,ngw,O,bacs2,0,1,1.114,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,51,1,2,win,go,gw,G,bacs2,1,0,,0,0.0,+1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,52,5,9,lose,go,gal,E,bacs2,1,1,0.861,1,1.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,53,4,6,win,no-go,ngw,O,bacs2,0,1,0.545,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,54,6,9,lose,go,gal,E,bacs2,1,1,0.826,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,55,2,2,win,go,gw,G,bacs2,1,1,0.354,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,56,6,11,lose,no-go,ngal,C,bacs2,0,1,0.653,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,57,7,9,lose,go,gal,E,bacs2,1,1,0.269,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,58,5,6,win,no-go,ngw,O,bacs2,0,1,0.295,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,59,3,2,win,go,gw,G,bacs2,1,1,0.415,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,60,7,11,lose,no-go,ngal,C,bacs2,0,1,0.269,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,61,8,11,lose,no-go,ngal,C,bacs2,0,1,0.394,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,62,8,9,lose,go,gal,E,bacs2,1,1,0.614,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,63,4,2,win,go,gw,G,bacs2,1,1,0.627,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,64,6,6,win,no-go,ngw,O,bacs2,0,0,,1,0.0,+10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,65,7,6,win,no-go,ngw,O,bacs2,0,0,,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,66,5,2,win,go,gw,G,bacs2,1,0,,0,0.0,+1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,67,9,9,lose,go,gal,E,bacs2,1,1,0.386,1,1.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,68,9,11,lose,no-go,ngal,C,bacs2,0,1,0.659,0,1.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,69,6,2,win,go,gw,G,bacs2,1,0,,0,0.0,+1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,70,10,11,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,71,8,6,win,no-go,ngw,O,bacs2,0,1,0.74,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,72,10,9,lose,go,gal,E,bacs2,1,0,,0,0.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,73,1,3,win,go,gw,Z,bacs2,1,1,0.774,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,74,9,6,win,no-go,ngw,O,bacs2,0,1,0.27,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,75,11,9,lose,go,gal,E,bacs2,1,0,,0,0.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,76,7,2,win,go,gw,G,bacs2,1,0,,0,1.0,+10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,77,8,2,win,go,gw,G,bacs2,1,1,0.686,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,78,10,6,win,no-go,ngw,O,bacs2,0,1,0.222,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,79,2,3,win,go,gw,Z,bacs2,1,1,1.04,1,1.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,80,12,9,lose,go,gal,E,bacs2,1,1,1.142,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,81,3,3,win,go,gw,Z,bacs2,1,1,0.334,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,82,11,6,win,no-go,ngw,O,bacs2,0,1,1.054,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,83,1,5,win,no-go,ngw,X,bacs2,0,1,0.444,0,1.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,84,9,2,win,go,gw,G,bacs2,1,1,0.566,1,1.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,85,12,6,win,no-go,ngw,O,bacs2,0,1,0.525,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,86,4,3,win,go,gw,Z,bacs2,1,1,0.439,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,87,10,2,win,go,gw,G,bacs2,1,1,0.243,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,88,2,5,win,no-go,ngw,X,bacs2,0,1,0.31,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,89,1,10,lose,no-go,ngal,J,bacs2,0,1,0.175,0,1.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,90,3,5,win,no-go,ngw,X,bacs2,0,1,0.281,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,91,5,3,win,go,gw,Z,bacs2,1,1,0.397,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,92,1,7,lose,go,gal,W,bacs2,1,1,0.65,1,1.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,93,4,5,win,no-go,ngw,X,bacs2,0,1,0.262,0,1.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,94,2,7,lose,go,gal,W,bacs2,1,1,0.508,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,95,2,10,lose,no-go,ngal,J,bacs2,0,1,0.271,0,1.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,96,6,3,win,go,gw,Z,bacs2,1,1,0.252,1,1.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,97,5,5,win,no-go,ngw,X,bacs2,0,0,,1,0.0,+10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,98,3,7,lose,go,gal,W,bacs2,1,0,,0,0.0,-10,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,99,7,3,win,go,gw,Z,bacs2,1,1,0.664,1,1.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,100,3,10,lose,no-go,ngal,J,bacs2,0,1,0.685,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,101,4,7,lose,go,gal,W,bacs2,1,0,,0,1.0,-1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,102,6,5,win,no-go,ngw,X,bacs2,0,1,0.356,0,0.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,103,4,10,lose,no-go,ngal,J,bacs2,0,1,0.402,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,104,8,3,win,go,gw,Z,bacs2,1,1,1.225,1,1.0,+1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,105,7,5,win,no-go,ngw,X,bacs2,0,0,,1,0.0,+10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,106,9,3,win,go,gw,Z,bacs2,1,0,,0,0.0,+1,0
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,107,5,10,lose,no-go,ngal,J,bacs2,0,1,0.258,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,108,5,7,lose,go,gal,W,bacs2,1,1,0.456,1,0.0,-1,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,109,6,10,lose,no-go,ngal,J,bacs2,0,1,0.026,0,0.0,-10,1
jaapgnx6r3fl1yumbsgijc2c,3,1,3a,110,6,7,lose,go,gal,W,bacs2,1,0,,0,0.0,-10,0
