	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	17.91	0.03	1.49	15.04	17.83	20.86	3291.91	0.19	1.0
b2_mu	16.65	0.03	1.54	13.67	16.58	19.71	3063.98	0.18	1.0
b3_mu	1.04	0.0	0.1	0.84	1.04	1.23	4311.99	0.25	1.0
b4_mu	0.29	0.0	0.08	0.13	0.29	0.44	4496.92	0.26	1.0
a1_mu	0.13	0.0	0.01	0.1	0.13	0.16	3112.5	0.18	1.0
a2_mu	0.12	0.0	0.02	0.09	0.12	0.15	2822.52	0.16	1.0
sigma[1]	0.976	0.00203	0.117	0.763	0.967	1.22	3298.0	0.189	1.0
sigma[2]	0.937	0.00196	0.113	0.731	0.928	1.17	3333.0	0.191	1.0
sigma[3]	0.163	0.000336	0.0182	0.13	0.162	0.2	2926.0	0.167	1.0
sigma[4]	0.133	0.000277	0.0146	0.106	0.132	0.163	2792.0	0.16	1.0
sigma[5]	0.399	0.00146	0.0623	0.277	0.397	0.52	1824.0	0.104	1.0
sigma[6]	0.489	0.00179	0.0745	0.338	0.487	0.631	1724.0	0.0986	1.0
b1[1]	27.8	0.114	6.8	16.1	27.2	42.3	3576.0	0.204	1.0
b1[2]	12.4	0.11	6.69	4.1	10.8	28.3	3670.0	0.21	1.0
b1[3]	16.3	0.122	6.48	6.96	15.2	31.0	2819.0	0.161	1.0
b1[4]	20.6	0.0863	5.55	11.6	19.8	33.0	4135.0	0.236	1.0
b1[5]	30.6	0.122	7.44	17.7	29.9	45.9	3715.0	0.212	1.0
b1[6]	23.5	0.0996	6.12	13.4	22.7	36.6	3777.0	0.216	0.999
b1[7]	6.19	0.0695	3.34	3.28	5.29	15.0	2315.0	0.132	1.0
b1[8]	11.8	0.086	5.01	5.99	10.4	24.9	3393.0	0.194	1.0
b1[9]	22.7	0.0855	5.37	14.0	22.0	34.7	3943.0	0.225	1.0
b1[10]	15.0	0.117	6.65	5.86	13.7	30.5	3240.0	0.185	1.0
b1[11]	15.6	0.0522	3.35	10.2	15.2	22.7	4125.0	0.236	1.0
b1[12]	24.1	0.103	6.38	13.9	23.3	37.9	3870.0	0.221	1.0
b1[13]	5.59	0.0672	3.58	2.72	4.51	15.5	2834.0	0.162	1.0
b1[14]	18.5	0.0825	5.33	10.2	17.6	30.2	4173.0	0.239	1.0
b1[15]	5.7	0.0335	1.8	3.13	5.46	9.12	2880.0	0.165	1.0
b1[16]	22.9	0.101	6.31	12.3	22.2	36.4	3896.0	0.223	1.0
b1[17]	13.5	0.0581	3.51	8.38	13.0	21.8	3654.0	0.209	1.0
b1[18]	25.0	0.108	6.82	13.7	24.2	39.2	3975.0	0.227	0.999
b1[19]	15.7	0.0851	5.41	8.17	14.5	28.7	4041.0	0.231	1.0
