name	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[1,8]	-0.594	0.00772	0.309	-1.13	-0.629	0.0812	1604.0	0.381	1.0
theta_c_pr[1,9]	0.401	0.00807	0.445	-0.381	0.355	1.33	3038.0	0.721	1.0
theta_c_pr[1,10]	-0.826	0.0105	0.395	-1.44	-0.887	0.101	1405.0	0.333	1.0
theta_c_pr[1,11]	-0.536	0.00897	0.311	-1.1	-0.562	0.114	1202.0	0.285	1.0
theta_c_pr[1,12]	0.271	0.00986	0.504	-0.565	0.207	1.36	2618.0	0.621	1.0
theta_c_pr[1,13]	-0.979	0.00725	0.234	-1.42	-0.989	-0.511	1039.0	0.247	1.0
theta_c_pr[1,14]	0.155	0.00956	0.449	-0.602	0.0987	1.14	2207.0	0.524	1.0
theta_c_pr[1,15]	-1.24	0.00669	0.188	-1.62	-1.24	-0.866	789.0	0.187	1.0
theta_c_pr[1,16]	0.899	0.0112	0.597	-0.157	0.852	2.16	2840.0	0.674	1.0
theta_c_pr[1,17]	-0.094	0.00812	0.388	-0.741	-0.148	0.755	2282.0	0.541	1.0
theta_c_pr[1,18]	0.958	0.0104	0.637	-0.129	0.897	2.29	3782.0	0.898	1.0
theta_c_pr[1,19]	-0.362	0.00952	0.381	-0.991	-0.411	0.489	1602.0	0.38	1.0
theta_c_pr[1,20]	0.0115	0.00841	0.39	-0.674	-0.0265	0.865	2148.0	0.51	1.0
theta_c_pr[1,21]	0.758	0.00991	0.576	-0.249	0.702	1.98	3375.0	0.801	1.0
theta_c_pr[1,22]	1.37	0.00974	0.639	0.202	1.32	2.67	4296.0	1.02	1.0
theta_c_pr[1,23]	-0.714	0.00727	0.29	-1.22	-0.744	-0.0909	1591.0	0.377	1.0
theta_c_pr[1,24]	1.26	0.0106	0.633	0.139	1.2	2.6	3547.0	0.842	1.0
theta_c_pr[1,25]	-0.988	0.01	0.335	-1.5	-1.04	-0.226	1121.0	0.266	1.0
theta_c_pr[1,26]	0.65	0.0109	0.58	-0.363	0.592	1.88	2821.0	0.669	1.0
theta_c_pr[1,27]	0.699	0.00984	0.516	-0.18	0.644	1.79	2753.0	0.653	1.0
theta_c_pr[1,28]	1.37	0.00931	0.614	0.254	1.33	2.67	4358.0	1.03	1.0
theta_c_pr[1,29]	0.568	0.00832	0.46	-0.233	0.518	1.54	3053.0	0.725	1.0
theta_c_pr[1,30]	-1.55	0.00822	0.197	-1.96	-1.55	-1.19	576.0	0.137	1.0
theta_c_pr[1,31]	0.181	0.0119	0.555	-0.73	0.115	1.37	2189.0	0.519	1.0
theta_c_pr[1,32]	-0.654	0.00655	0.237	-1.11	-0.667	-0.171	1313.0	0.312	1.0
theta_c_pr[1,33]	0.141	0.00864	0.43	-0.591	0.0955	1.05	2474.0	0.587	1.0
theta_c_pr[1,34]	1.61	0.00969	0.643	0.448	1.54	2.94	4408.0	1.05	1.0
theta_c_pr[1,35]	0.0688	0.0107	0.488	-0.73	-0.00638	1.15	2086.0	0.495	1.0
theta_c_pr[1,36]	-0.949	0.00819	0.247	-1.38	-0.971	-0.45	909.0	0.216	1.0
theta_c_pr[1,37]	-1.66	0.00833	0.188	-2.05	-1.66	-1.31	507.0	0.12	1.0
theta_c_pr[1,38]	0.56	0.0103	0.549	-0.371	0.499	1.72	2826.0	0.671	1.0
theta_c_pr[1,39]	-1.7	0.00864	0.199	-2.1	-1.7	-1.34	530.0	0.126	1.0
theta_c_pr[1,40]	-1.8	0.00912	0.224	-2.27	-1.8	-1.4	602.0	0.143	1.0
theta_c_pr[1,41]	0.624	0.0111	0.587	-0.36	0.556	1.88	2772.0	0.658	1.0
theta_c_pr[1,42]	-1.1	0.00731	0.221	-1.53	-1.11	-0.653	915.0	0.217	1.0
theta_c_pr[1,43]	0.0916	0.00775	0.389	-0.603	0.0627	0.898	2521.0	0.598	1.0
theta_c_pr[1,44]	0.427	0.00873	0.46	-0.393	0.387	1.41	2778.0	0.659	1.0
theta_c_pr[1,45]	-0.336	0.00691	0.296	-0.863	-0.362	0.277	1834.0	0.435	1.0
theta_c_pr[1,46]	1.5	0.00929	0.62	0.368	1.46	2.77	4459.0	1.06	1.0
theta_c_pr[1,47]	1.45	0.0101	0.65	0.262	1.42	2.79	4105.0	0.974	1.0
theta_c_pr[1,48]	-0.109	0.01	0.436	-0.849	-0.156	0.851	1896.0	0.45	1.0
theta_c_pr[1,49]	0.405	0.0109	0.52	-0.472	0.349	1.52	2269.0	0.539	1.0
theta_c_pr[1,50]	-0.318	0.00815	0.365	-0.937	-0.366	0.473	2003.0	0.475	1.0
theta_c_pr[1,51]	-1.25	0.00865	0.263	-1.71	-1.28	-0.669	924.0	0.219	1.0
theta_c_pr[1,52]	0.761	0.00941	0.515	-0.13	0.716	1.89	2991.0	0.71	1.0
theta_c_pr[1,53]	1.25	0.0104	0.624	0.132	1.2	2.55	3579.0	0.849	1.0
theta_c_pr[1,54]	-0.483	0.00859	0.345	-1.05	-0.532	0.308	1614.0	0.383	1.0
theta_c_pr[1,55]	-1.34	0.00736	0.189	-1.74	-1.34	-0.986	659.0	0.156	1.0
theta_c_pr[1,56]	-1.09	0.00809	0.291	-1.58	-1.13	-0.457	1291.0	0.306	1.0
theta_c_pr[1,57]	0.845	0.011	0.627	-0.242	0.777	2.17	3251.0	0.772	1.0
theta_c_pr[1,58]	-0.308	0.0106	0.459	-1.05	-0.371	0.716	1863.0	0.442	1.0
theta_c_pr[1,59]	1.17	0.00919	0.608	0.104	1.12	2.45	4379.0	1.04	1.0
theta_c_pr[1,60]	1.05	0.0102	0.616	-0.0172	1.0	2.35	3634.0	0.862	1.0
theta_c_pr[1,61]	-0.461	0.0116	0.467	-1.19	-0.542	0.611	1605.0	0.381	1.0
theta_c_pr[1,62]	0.688	0.00879	0.526	-0.215	0.635	1.82	3577.0	0.849	1.0
theta_c_pr[1,63]	0.0355	0.0117	0.547	-0.83	-0.0448	1.22	2172.0	0.515	1.0
theta_c_pr[1,64]	1.05	0.0104	0.61	-0.027	1.01	2.31	3461.0	0.821	1.0
theta_c_pr[1,65]	-1.32	0.00829	0.193	-1.71	-1.33	-0.952	540.0	0.128	1.0
theta_c_pr[1,66]	-1.07	0.00797	0.25	-1.52	-1.09	-0.549	983.0	0.233	1.0
theta_c_pr[1,67]	1.26	0.0112	0.67	0.0492	1.21	2.65	3583.0	0.85	1.0
theta_c_pr[1,68]	-1.12	0.00692	0.191	-1.51	-1.12	-0.759	757.0	0.18	1.0
theta_c_pr[1,69]	-0.124	0.0087	0.402	-0.767	-0.18	0.743	2135.0	0.507	1.0
theta_c_pr[1,70]	-0.784	0.00814	0.299	-1.3	-0.816	-0.12	1351.0	0.321	1.0
theta_c_pr[1,71]	0.308	0.00902	0.453	-0.452	0.258	1.31	2519.0	0.598	1.0
theta_c_pr[1,72]	1.56	0.0096	0.653	0.339	1.52	2.91	4624.0	1.1	1.0
theta_c_pr[1,73]	0.445	0.011	0.558	-0.508	0.392	1.66	2553.0	0.606	1.0
theta_c_pr[1,74]	0.374	0.00913	0.47	-0.428	0.325	1.38	2645.0	0.628	0.999
theta_c_pr[1,75]	-0.22	0.00618	0.279	-0.739	-0.234	0.349	2029.0	0.481	1.0
theta_c_pr[1,76]	-0.375	0.00654	0.283	-0.926	-0.386	0.184	1873.0	0.445	1.0
theta_c_pr[1,77]	0.985	0.0105	0.599	-0.0584	0.924	2.25	3234.0	0.767	1.0
theta_c_pr[1,78]	0.234	0.0094	0.449	-0.528	0.182	1.19	2280.0	0.541	1.0
theta_c_pr[1,79]	0.623	0.0104	0.56	-0.325	0.549	1.83	2916.0	0.692	1.0
theta_c_pr[1,80]	-1.25	0.00888	0.278	-1.72	-1.28	-0.678	982.0	0.233	1.0
theta_c_pr[1,81]	0.138	0.0107	0.44	-0.59	0.0863	1.13	1683.0	0.399	1.0
theta_c_pr[1,82]	1.33	0.00876	0.618	0.2	1.29	2.65	4973.0	1.18	1.0
theta_c_pr[1,83]	-0.147	0.0102	0.488	-0.953	-0.218	0.957	2306.0	0.547	1.0
theta_c_pr[1,84]	0.801	0.0112	0.584	-0.222	0.742	2.02	2695.0	0.64	1.0
theta_c_pr[1,85]	-0.315	0.00798	0.321	-0.889	-0.343	0.341	1621.0	0.385	1.0
theta_c_pr[1,86]	0.506	0.009	0.508	-0.388	0.457	1.59	3183.0	0.755	1.0
theta_c_pr[1,87]	0.35	0.00849	0.436	-0.415	0.307	1.27	2644.0	0.627	1.0
theta_c_pr[1,88]	-0.04	0.0125	0.477	-0.79	-0.108	1.0	1454.0	0.345	1.0
theta_c_pr[1,89]	-1.54	0.00789	0.173	-1.89	-1.54	-1.22	479.0	0.114	1.0
theta_c_pr[1,90]	-0.108	0.00957	0.398	-0.759	-0.163	0.775	1726.0	0.409	1.0
theta_c_pr[1,91]	0.0204	0.00896	0.427	-0.674	-0.0378	0.976	2272.0	0.539	1.0
theta_c_pr[1,92]	-1.21	0.00786	0.207	-1.6	-1.22	-0.792	697.0	0.165	1.0
theta_c_pr[1,93]	0.474	0.00793	0.422	-0.252	0.433	1.36	2837.0	0.673	1.0
theta_c_pr[1,94]	-1.12	0.00658	0.203	-1.52	-1.13	-0.721	949.0	0.225	1.0
theta_c_pr[1,95]	-0.384	0.00695	0.261	-0.865	-0.402	0.148	1408.0	0.334	1.0
theta_c_pr[1,96]	0.13	0.00708	0.354	-0.507	0.0983	0.886	2504.0	0.594	1.0
theta_c_pr[2,1]	0.755	0.00863	0.623	-0.495	0.74	1.94	5216.0	1.24	1.0
theta_c_pr[2,2]	-0.117	0.00704	0.427	-1.01	-0.121	0.704	3675.0	0.872	1.0
theta_c_pr[2,3]	-0.255	0.0061	0.35	-0.961	-0.264	0.429	3292.0	0.781	1.0
theta_c_pr[2,4]	0.129	0.00786	0.569	-1.07	0.124	1.2	5243.0	1.24	1.0
theta_c_pr[2,5]	1.36	0.0105	0.722	-0.0574	1.35	2.79	4705.0	1.12	1.0
theta_c_pr[2,6]	-0.373	0.00814	0.583	-1.59	-0.366	0.701	5138.0	1.22	0.999
theta_c_pr[2,7]	1.44	0.00704	0.456	0.527	1.43	2.31	4191.0	0.995	1.0
theta_c_pr[2,8]	0.431	0.00754	0.502	-0.559	0.423	1.41	4443.0	1.05	1.0
theta_c_pr[2,9]	0.539	0.00978	0.64	-0.714	0.527	1.81	4276.0	1.01	1.0
theta_c_pr[2,10]	-0.559	0.00571	0.332	-1.26	-0.556	0.0471	3380.0	0.802	1.0
theta_c_pr[2,11]	-0.521	0.00881	0.391	-1.37	-0.513	0.199	1967.0	0.467	1.0
theta_c_pr[2,12]	-0.964	0.00798	0.523	-2.07	-0.942	0.0148	4308.0	1.02	1.0
theta_c_pr[2,13]	0.352	0.00656	0.386	-0.415	0.343	1.13	3463.0	0.822	1.0
theta_c_pr[2,14]	0.881	0.00986	0.652	-0.448	0.861	2.16	4373.0	1.04	1.0
theta_c_pr[2,15]	-0.327	0.0062	0.393	-1.14	-0.335	0.418	4022.0	0.954	1.0
theta_c_pr[2,16]	1.56	0.0103	0.758	0.0663	1.55	3.02	5438.0	1.29	1.0
theta_c_pr[2,17]	-1.6	0.00948	0.611	-2.91	-1.58	-0.49	4151.0	0.985	0.999
theta_c_pr[2,18]	1.16	0.0089	0.67	-0.162	1.15	2.49	5667.0	1.34	1.0
theta_c_pr[2,19]	0.613	0.00737	0.466	-0.304	0.61	1.53	4001.0	0.949	1.0
theta_c_pr[2,20]	-0.354	0.00761	0.502	-1.43	-0.351	0.597	4362.0	1.04	1.0
theta_c_pr[2,21]	0.562	0.00995	0.697	-0.864	0.562	1.87	4902.0	1.16	1.0
theta_c_pr[2,22]	0.271	0.0103	0.716	-1.19	0.28	1.64	4868.0	1.16	1.0
theta_c_pr[2,23]	0.565	0.00978	0.596	-0.648	0.555	1.72	3707.0	0.88	1.0
theta_c_pr[2,24]	0.116	0.00857	0.616	-1.13	0.113	1.29	5175.0	1.23	1.0
theta_c_pr[2,25]	-0.888	0.00738	0.436	-1.83	-0.884	-0.0752	3492.0	0.829	1.0
theta_c_pr[2,26]	0.278	0.00938	0.608	-0.955	0.274	1.43	4202.0	0.997	1.0
theta_c_pr[2,27]	0.831	0.00984	0.69	-0.536	0.821	2.15	4917.0	1.17	1.0
theta_c_pr[2,28]	-0.905	0.0104	0.719	-2.36	-0.907	0.445	4780.0	1.13	1.0
theta_c_pr[2,29]	0.587	0.0102	0.719	-0.901	0.585	1.94	4961.0	1.18	1.0
theta_c_pr[2,30]	-1.2	0.00622	0.343	-1.94	-1.19	-0.581	3041.0	0.722	1.0
theta_c_pr[2,31]	-0.26	0.00974	0.59	-1.47	-0.266	0.839	3667.0	0.87	1.0
theta_c_pr[2,32]	1.24	0.00961	0.628	0.00182	1.22	2.46	4264.0	1.01	1.0
theta_c_pr[2,33]	0.892	0.00845	0.595	-0.288	0.885	2.02	4948.0	1.17	1.0
theta_c_pr[2,34]	-1.0	0.00977	0.672	-2.42	-0.982	0.217	4726.0	1.12	1.0
theta_c_pr[2,35]	-0.34	0.00734	0.541	-1.48	-0.347	0.688	5441.0	1.29	1.0
theta_c_pr[2,36]	-0.145	0.00802	0.49	-1.15	-0.15	0.786	3734.0	0.886	1.0
theta_c_pr[2,37]	-0.316	0.0059	0.322	-0.989	-0.311	0.302	2981.0	0.707	1.0
theta_c_pr[2,38]	0.524	0.00916	0.624	-0.732	0.503	1.72	4637.0	1.1	1.0
theta_c_pr[2,39]	-1.16	0.00624	0.337	-1.9	-1.15	-0.554	2921.0	0.693	1.0
theta_c_pr[2,40]	-3.83	0.00867	0.496	-4.89	-3.82	-2.95	3269.0	0.776	1.0
theta_c_pr[2,41]	0.0893	0.0104	0.663	-1.26	0.0791	1.34	4089.0	0.97	1.0
theta_c_pr[2,42]	-0.786	0.00662	0.383	-1.61	-0.778	-0.0869	3343.0	0.793	1.0
theta_c_pr[2,43]	0.0503	0.00684	0.446	-0.866	0.0493	0.884	4257.0	1.01	1.0
theta_c_pr[2,44]	0.63	0.0079	0.613	-0.588	0.616	1.82	6020.0	1.43	1.0
theta_c_pr[2,45]	0.0936	0.00947	0.596	-1.1	0.0869	1.22	3961.0	0.94	1.0
theta_c_pr[2,46]	-0.128	0.0103	0.71	-1.57	-0.133	1.24	4709.0	1.12	0.999
theta_c_pr[2,47]	-0.837	0.00955	0.714	-2.31	-0.838	0.52	5590.0	1.33	1.0
theta_c_pr[2,48]	0.387	0.00574	0.335	-0.295	0.382	1.03	3405.0	0.808	1.0
theta_c_pr[2,49]	-0.136	0.0098	0.623	-1.37	-0.141	1.08	4045.0	0.96	1.0
theta_c_pr[2,50]	-0.931	0.00717	0.475	-1.9	-0.927	-0.0677	4382.0	1.04	1.0
theta_c_pr[2,51]	-1.08	0.00596	0.371	-1.89	-1.07	-0.422	3868.0	0.918	1.0
theta_c_pr[2,52]	-0.4	0.00846	0.62	-1.64	-0.4	0.762	5362.0	1.27	1.0
theta_c_pr[2,53]	0.573	0.01	0.714	-0.867	0.565	1.93	5094.0	1.21	0.999
theta_c_pr[2,54]	-0.165	0.00742	0.478	-1.17	-0.168	0.743	4157.0	0.986	1.0
theta_c_pr[2,55]	1.01	0.00635	0.397	0.244	0.988	1.8	3917.0	0.93	1.0
theta_c_pr[2,56]	0.687	0.00635	0.399	-0.115	0.672	1.45	3935.0	0.934	1.0
theta_c_pr[2,57]	-0.703	0.00731	0.536	-1.86	-0.693	0.281	5385.0	1.28	1.0
theta_c_pr[2,58]	-0.257	0.00701	0.466	-1.18	-0.258	0.612	4409.0	1.05	1.0
theta_c_pr[2,59]	0.64	0.00884	0.672	-0.697	0.637	1.92	5783.0	1.37	1.0
theta_c_pr[2,60]	0.298	0.00981	0.694	-1.14	0.298	1.59	5005.0	1.19	1.0
theta_c_pr[2,61]	-0.763	0.00684	0.476	-1.78	-0.759	0.142	4847.0	1.15	1.0
theta_c_pr[2,62]	0.458	0.0102	0.682	-0.955	0.444	1.76	4442.0	1.05	1.0
theta_c_pr[2,63]	0.15	0.00783	0.497	-0.869	0.139	1.09	4036.0	0.958	1.0
theta_c_pr[2,64]	0.71	0.0091	0.641	-0.606	0.706	1.94	4967.0	1.18	1.0
theta_c_pr[2,65]	-1.26	0.00632	0.398	-2.1	-1.25	-0.527	3959.0	0.939	1.0
theta_c_pr[2,66]	-0.036	0.00705	0.442	-0.925	-0.0424	0.823	3919.0	0.93	1.0
theta_c_pr[2,67]	1.01	0.00853	0.605	-0.212	1.0	2.18	5028.0	1.19	1.0
theta_c_pr[2,68]	-0.0456	0.0062	0.39	-0.852	-0.0504	0.708	3963.0	0.94	1.0
theta_c_pr[2,69]	-0.155	0.0094	0.574	-1.33	-0.153	0.947	3733.0	0.886	1.0
theta_c_pr[2,70]	-0.719	0.00755	0.464	-1.7	-0.717	0.142	3784.0	0.898	1.0
theta_c_pr[2,71]	-0.334	0.0102	0.654	-1.67	-0.346	0.891	4139.0	0.982	1.0
theta_c_pr[2,72]	0.253	0.00928	0.69	-1.16	0.242	1.57	5533.0	1.31	1.0
theta_c_pr[2,73]	-1.98	0.00953	0.623	-3.31	-1.96	-0.856	4270.0	1.01	1.0
theta_c_pr[2,74]	0.248	0.00857	0.574	-0.917	0.244	1.35	4487.0	1.06	1.0
theta_c_pr[2,75]	-0.757	0.00859	0.58	-1.96	-0.758	0.334	4562.0	1.08	1.0
theta_c_pr[2,76]	1.29	0.00799	0.545	0.232	1.28	2.34	4644.0	1.1	1.0
theta_c_pr[2,77]	0.0353	0.00884	0.65	-1.29	0.0328	1.25	5414.0	1.28	1.0
theta_c_pr[2,78]	0.326	0.00879	0.576	-0.842	0.313	1.44	4297.0	1.02	1.0
theta_c_pr[2,79]	0.859	0.00973	0.617	-0.386	0.852	2.04	4016.0	0.953	1.0
theta_c_pr[2,80]	-0.85	0.0059	0.322	-1.52	-0.847	-0.265	2979.0	0.707	1.0
theta_c_pr[2,81]	-0.191	0.00738	0.508	-1.24	-0.18	0.775	4751.0	1.13	1.0
theta_c_pr[2,82]	-0.504	0.00924	0.677	-1.92	-0.504	0.773	5372.0	1.27	1.0
theta_c_pr[2,83]	0.0158	0.00694	0.459	-0.907	0.0145	0.88	4381.0	1.04	1.0
theta_c_pr[2,84]	1.15	0.00801	0.589	-0.0318	1.13	2.32	5412.0	1.28	1.0
theta_c_pr[2,85]	0.506	0.00782	0.487	-0.447	0.49	1.43	3868.0	0.918	1.0
theta_c_pr[2,86]	0.837	0.00928	0.67	-0.526	0.827	2.1	5218.0	1.24	1.0
theta_c_pr[2,87]	0.187	0.008	0.551	-0.914	0.184	1.25	4733.0	1.12	1.0
theta_c_pr[2,88]	-0.00939	0.00854	0.586	-1.22	-0.027	1.11	4715.0	1.12	1.0
theta_c_pr[2,89]	-0.243	0.00618	0.36	-0.99	-0.249	0.435	3397.0	0.806	1.0
theta_c_pr[2,90]	-0.000955	0.00853	0.55	-1.14	-0.00215	1.04	4158.0	0.987	1.0
theta_c_pr[2,91]	0.922	0.00909	0.608	-0.294	0.906	2.1	4474.0	1.06	1.0
theta_c_pr[2,92]	-0.0583	0.00676	0.427	-0.936	-0.0637	0.763	3988.0	0.946	1.0
theta_c_pr[2,93]	0.301	0.00929	0.65	-1.01	0.28	1.55	4903.0	1.16	1.0
theta_c_pr[2,94]	0.174	0.00697	0.441	-0.734	0.178	0.998	4012.0	0.952	1.0
theta_c_pr[2,95]	0.544	0.00863	0.56	-0.594	0.521	1.64	4216.0	1.0	1.0
theta_c_pr[2,96]	-1.38	0.00949	0.641	-2.77	-1.37	-0.18	4565.0	1.08	1.0
theta_c_pr[3,1]	0.309	0.00943	0.683	-1.08	0.284	1.63	5245.0	1.24	1.0
theta_c_pr[3,2]	-0.828	0.00666	0.372	-1.62	-0.818	-0.141	3119.0	0.74	1.0
theta_c_pr[3,3]	0.605	0.00702	0.437	-0.263	0.588	1.45	3874.0	0.919	1.0
theta_c_pr[3,4]	0.333	0.00958	0.625	-0.884	0.304	1.54	4259.0	1.01	0.999
theta_c_pr[3,5]	-0.145	0.0109	0.745	-1.62	-0.164	1.31	4700.0	1.12	1.0
theta_c_pr[3,6]	0.417	0.00885	0.584	-0.771	0.415	1.52	4358.0	1.03	1.0
theta_c_pr[3,7]	-0.411	0.00685	0.445	-1.29	-0.413	0.43	4226.0	1.0	1.0
theta_c_pr[3,8]	-0.0831	0.00831	0.529	-1.13	-0.0904	0.926	4060.0	0.964	1.0
theta_c_pr[3,9]	-1.17	0.00867	0.555	-2.35	-1.16	-0.134	4104.0	0.974	1.0
theta_c_pr[3,10]	0.0113	0.00648	0.374	-0.762	0.0165	0.715	3337.0	0.792	1.0
theta_c_pr[3,11]	-0.34	0.00664	0.414	-1.2	-0.336	0.441	3894.0	0.924	1.0
theta_c_pr[3,12]	-1.19	0.00748	0.503	-2.29	-1.18	-0.255	4512.0	1.07	1.0
theta_c_pr[3,13]	0.148	0.00771	0.454	-0.772	0.142	1.04	3468.0	0.823	1.0
theta_c_pr[3,14]	-0.688	0.0087	0.574	-1.88	-0.689	0.395	4350.0	1.03	1.0
theta_c_pr[3,15]	1.23	0.00776	0.44	0.384	1.22	2.12	3213.0	0.762	1.0
theta_c_pr[3,16]	0.835	0.0119	0.763	-0.674	0.803	2.32	4130.0	0.98	1.0
theta_c_pr[3,17]	0.635	0.00829	0.518	-0.396	0.622	1.62	3906.0	0.927	1.0
theta_c_pr[3,18]	-0.0659	0.00948	0.676	-1.43	-0.0666	1.25	5081.0	1.21	1.0
theta_c_pr[3,19]	-1.01	0.00744	0.461	-1.96	-1.01	-0.14	3839.0	0.911	1.0
theta_c_pr[3,20]	0.129	0.00806	0.514	-0.903	0.114	1.12	4058.0	0.963	1.0
theta_c_pr[3,21]	0.395	0.00937	0.645	-0.951	0.39	1.63	4739.0	1.12	1.0
theta_c_pr[3,22]	0.34	0.011	0.704	-1.08	0.329	1.71	4094.0	0.972	1.0
theta_c_pr[3,23]	0.342	0.0086	0.501	-0.668	0.341	1.32	3395.0	0.806	1.0
theta_c_pr[3,24]	-0.984	0.00866	0.621	-2.29	-0.984	0.17	5147.0	1.22	1.0
theta_c_pr[3,25]	0.502	0.00699	0.387	-0.267	0.502	1.25	3060.0	0.726	1.0
theta_c_pr[3,26]	-1.34	0.00896	0.572	-2.52	-1.34	-0.27	4072.0	0.966	1.0
theta_c_pr[3,27]	-0.958	0.00937	0.603	-2.19	-0.945	0.163	4136.0	0.982	1.0
theta_c_pr[3,28]	-1.1	0.00881	0.621	-2.36	-1.09	0.0871	4962.0	1.18	1.0
theta_c_pr[3,29]	0.159	0.00991	0.666	-1.2	0.143	1.43	4514.0	1.07	1.0
theta_c_pr[3,30]	0.33	0.00591	0.317	-0.318	0.326	0.94	2885.0	0.685	1.0
theta_c_pr[3,31]	-0.142	0.00822	0.472	-1.12	-0.147	0.758	3294.0	0.782	1.0
theta_c_pr[3,32]	1.05	0.00913	0.595	-0.121	1.03	2.2	4242.0	1.01	1.0
theta_c_pr[3,33]	0.316	0.00938	0.64	-0.944	0.305	1.57	4658.0	1.11	1.0
theta_c_pr[3,34]	-0.385	0.00904	0.623	-1.65	-0.382	0.799	4753.0	1.13	1.0
theta_c_pr[3,35]	0.896	0.0089	0.588	-0.265	0.887	2.06	4366.0	1.04	1.0
theta_c_pr[3,36]	-0.755	0.00756	0.406	-1.6	-0.754	-0.00856	2879.0	0.683	1.0
theta_c_pr[3,37]	-0.0719	0.00561	0.293	-0.656	-0.0763	0.5	2739.0	0.65	1.0
theta_c_pr[3,38]	-1.08	0.00831	0.53	-2.18	-1.07	-0.0795	4068.0	0.965	1.0
theta_c_pr[3,39]	0.399	0.00574	0.296	-0.198	0.401	0.96	2661.0	0.631	1.0
theta_c_pr[3,40]	4.54	0.00954	0.548	3.48	4.51	5.62	3305.0	0.784	1.0
theta_c_pr[3,41]	-0.237	0.00873	0.59	-1.47	-0.228	0.886	4567.0	1.08	0.999
theta_c_pr[3,42]	0.157	0.00766	0.384	-0.614	0.151	0.89	2514.0	0.597	0.999
theta_c_pr[3,43]	-0.116	0.00839	0.555	-1.24	-0.124	0.924	4380.0	1.04	1.0
theta_c_pr[3,44]	0.194	0.00988	0.639	-1.07	0.178	1.45	4185.0	0.993	1.0
theta_c_pr[3,45]	-0.69	0.00805	0.523	-1.74	-0.696	0.297	4218.0	1.0	1.0
theta_c_pr[3,46]	-0.225	0.00884	0.615	-1.49	-0.232	0.913	4838.0	1.15	1.0
theta_c_pr[3,47]	0.542	0.00983	0.712	-0.92	0.533	1.91	5246.0	1.24	1.0
theta_c_pr[3,48]	-0.302	0.00775	0.5	-1.28	-0.314	0.671	4166.0	0.989	1.0
theta_c_pr[3,49]	-0.322	0.00854	0.519	-1.35	-0.323	0.65	3693.0	0.876	1.0
theta_c_pr[3,50]	-0.496	0.00763	0.475	-1.52	-0.494	0.398	3867.0	0.918	1.0
theta_c_pr[3,51]	0.686	0.00691	0.383	-0.0685	0.684	1.43	3084.0	0.732	1.0
theta_c_pr[3,52]	1.24	0.0094	0.649	-0.0266	1.22	2.49	4767.0	1.13	1.0
theta_c_pr[3,53]	0.405	0.0109	0.732	-1.04	0.39	1.82	4532.0	1.08	1.0
theta_c_pr[3,54]	-0.798	0.00697	0.41	-1.69	-0.781	-0.0404	3460.0	0.821	1.0
theta_c_pr[3,55]	0.895	0.00982	0.54	-0.115	0.871	2.0	3020.0	0.717	1.0
theta_c_pr[3,56]	0.37	0.00712	0.444	-0.488	0.35	1.24	3876.0	0.92	1.0
theta_c_pr[3,57]	0.913	0.00904	0.667	-0.404	0.888	2.25	5441.0	1.29	1.0
theta_c_pr[3,58]	1.02	0.00765	0.526	-0.0422	1.0	2.02	4726.0	1.12	1.0
