	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	16.92	0.03	1.19	14.52	16.89	19.17	1404.23	0.14	1.0
b3_mu	1.04	0.0	0.1	0.84	1.04	1.23	2135.14	0.22	1.0
b4_mu	0.29	0.0	0.08	0.12	0.28	0.44	2165.01	0.22	1.0
a1_mu	0.14	0.0	0.01	0.12	0.14	0.16	2573.62	0.26	1.0
a2_mu	0.1	0.0	0.01	0.08	0.1	0.12	2621.89	0.27	1.0
sigma[1]	0.94	0.00262	0.0976	0.758	0.933	1.14	1391.0	0.143	1.0
sigma[2]	0.164	0.000351	0.0176	0.131	0.164	0.2	2510.0	0.258	1.0
sigma[3]	0.131	0.000293	0.0147	0.104	0.13	0.161	2503.0	0.257	1.0
sigma[4]	0.367	0.00108	0.0497	0.268	0.366	0.464	2121.0	0.218	1.0
sigma[5]	0.415	0.000957	0.0454	0.331	0.413	0.507	2253.0	0.232	1.0
b1[1]	26.9	0.0909	6.1	16.6	26.2	39.8	4510.0	0.464	1.0
b1[2]	7.92	0.0528	2.82	4.44	7.22	15.0	2849.0	0.293	1.0
b1[3]	10.5	0.0632	3.8	5.24	9.71	19.8	3623.0	0.373	1.0
b1[4]	21.1	0.0769	4.73	13.4	20.5	31.5	3785.0	0.389	1.0
b1[5]	30.4	0.0961	6.31	19.3	30.0	43.5	4312.0	0.443	1.0
b1[6]	22.9	0.0605	3.9	16.1	22.5	31.0	4157.0	0.428	1.0
b1[7]	5.96	0.0462	1.75	3.96	5.62	9.65	1428.0	0.147	1.0
b1[8]	9.48	0.0513	2.68	6.0	8.93	15.9	2731.0	0.281	1.0
b1[9]	20.7	0.0651	4.21	13.7	20.2	29.7	4187.0	0.431	1.0
b1[10]	9.15	0.0758	3.76	4.29	8.3	18.3	2464.0	0.253	1.0
b1[11]	13.4	0.0413	2.66	8.63	13.1	18.9	4144.0	0.426	1.0
b1[12]	18.3	0.074	4.58	11.0	17.7	28.7	3827.0	0.394	1.0
b1[13]	4.44	0.0195	1.14	2.92	4.24	6.95	3415.0	0.351	1.0
b1[14]	18.0	0.0664	4.12	11.6	17.3	27.3	3848.0	0.396	1.0
b1[15]	4.89	0.0154	1.03	3.18	4.76	7.16	4511.0	0.464	1.0
b1[16]	24.3	0.0885	5.63	14.9	23.7	36.3	4044.0	0.416	1.0
b1[17]	17.1	0.061	3.63	11.5	16.4	25.3	3541.0	0.364	1.0
b1[18]	25.3	0.0913	5.91	15.4	24.7	38.1	4185.0	0.43	1.0
b1[19]	15.2	0.0683	4.14	9.19	14.5	24.5	3668.0	0.377	1.0
b1[20]	16.2	0.0549	3.33	10.9	15.8	23.7	3687.0	0.379	1.0
b1[21]	24.0	0.081	5.43	15.0	23.4	35.9	4488.0	0.462	1.0
b1[22]	29.6	0.0903	5.83	19.7	29.0	41.9	4171.0	0.429	1.0
b1[23]	11.1	0.0454	2.76	7.02	10.5	17.4	3698.0	0.38	1.0
b1[24]	27.4	0.0898	5.7	17.7	26.8	39.9	4029.0	0.414	1.0
b1[25]	10.4	0.074	4.18	4.87	9.41	20.3	3191.0	0.328	1.0
b1[26]	23.2	0.0843	5.53	14.1	22.5	35.2	4306.0	0.443	1.0
b1[27]	24.7	0.0762	4.93	16.4	24.1	35.5	4181.0	0.43	1.0
b1[28]	30.1	0.0951	5.78	20.3	29.6	42.5	3691.0	0.38	1.0
b1[29]	22.6	0.0647	4.25	15.4	22.0	31.9	4311.0	0.443	1.0
