	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	16.1	0.02	1.16	13.8	16.06	18.46	2210.25	0.15	1.0
b3_mu	0.91	0.0	0.09	0.72	0.91	1.08	2726.71	0.18	1.0
b4_mu	0.32	0.0	0.08	0.15	0.32	0.49	3092.71	0.21	1.0
a1_mu	0.13	0.0	0.01	0.1	0.13	0.15	2733.37	0.18	1.0
sigma[1]	0.896	0.00186	0.0924	0.729	0.889	1.09	2476.0	0.167	1.0
sigma[2]	0.154	0.000305	0.0158	0.124	0.153	0.186	2687.0	0.181	1.0
sigma[3]	0.142	0.000266	0.0149	0.114	0.141	0.172	3156.0	0.213	1.0
sigma[4]	0.424	0.00122	0.0559	0.311	0.424	0.536	2097.0	0.141	1.0
b1[1]	24.1	0.0855	5.64	14.6	23.4	36.0	4349.0	0.293	1.0
b1[2]	10.7	0.0841	5.16	4.49	9.45	23.6	3760.0	0.253	1.0
b1[3]	7.12	0.0935	5.38	2.13	5.15	21.2	3306.0	0.223	1.0
b1[4]	21.4	0.0794	5.11	13.1	20.7	32.8	4143.0	0.279	1.0
b1[5]	27.1	0.0932	5.78	17.5	26.5	39.6	3840.0	0.259	1.0
b1[6]	21.8	0.0631	3.82	15.3	21.4	29.9	3658.0	0.246	1.0
b1[7]	6.49	0.069	3.24	3.65	5.52	15.4	2204.0	0.148	1.0
b1[8]	8.82	0.076	3.71	5.14	7.7	18.4	2375.0	0.16	1.0
b1[9]	19.8	0.0682	4.02	13.3	19.3	28.4	3474.0	0.234	1.0
b1[10]	11.3	0.105	6.16	3.39	9.79	25.7	3466.0	0.233	1.0
b1[11]	6.65	0.0316	1.72	4.38	6.31	10.7	2975.0	0.2	1.0
b1[12]	15.5	0.0695	4.3	9.42	14.8	25.5	3826.0	0.258	1.0
b1[13]	4.61	0.0466	2.26	2.56	3.99	10.1	2356.0	0.159	1.0
b1[14]	17.3	0.068	4.28	10.9	16.6	27.5	3953.0	0.266	1.0
b1[15]	4.43	0.0224	1.13	2.92	4.25	6.71	2534.0	0.171	1.0
b1[16]	23.2	0.0856	5.57	14.1	22.5	35.0	4230.0	0.285	0.999
b1[17]	15.6	0.0482	3.1	10.8	15.1	22.5	4138.0	0.279	1.0
b1[18]	24.4	0.0881	5.77	14.5	23.7	36.4	4294.0	0.289	1.0
b1[19]	18.4	0.0844	5.48	9.9	17.7	30.6	4213.0	0.284	1.0
b1[20]	19.4	0.0811	5.34	11.1	18.7	31.1	4329.0	0.291	1.0
b1[21]	22.9	0.0824	5.34	13.9	22.2	34.7	4193.0	0.282	1.0
b1[22]	27.2	0.08	5.06	18.3	26.7	38.0	4005.0	0.27	1.0
b1[23]	11.7	0.071	4.13	6.54	10.7	21.5	3382.0	0.228	1.0
b1[24]	23.7	0.0709	4.51	16.3	23.2	33.3	4042.0	0.272	1.0
b1[25]	14.5	0.0998	6.11	5.61	13.4	28.2	3751.0	0.253	1.0
b1[26]	23.0	0.0866	5.65	13.9	22.2	35.2	4254.0	0.286	1.0
b1[27]	23.2	0.0723	4.61	15.2	22.8	33.2	4072.0	0.274	1.0
b1[28]	29.0	0.0883	5.58	19.3	28.5	41.0	3994.0	0.269	1.0
b1[29]	20.5	0.0583	3.52	14.6	20.2	28.0	3652.0	0.246	1.0
b1[30]	2.13	0.058	1.92	0.943	1.72	5.84	1101.0	0.0741	1.0
b1[31]	20.2	0.0929	6.06	10.3	19.4	33.5	4250.0	0.286	1.0
b1[32]	10.1	0.035	2.0	7.1	9.79	14.6	3265.0	0.22	1.0
b1[33]	19.7	0.0744	4.71	12.5	18.9	30.3	4012.0	0.27	1.0
b1[34]	30.8	0.0904	5.66	20.7	30.3	42.5	3923.0	0.264	0.999
b1[35]	16.1	0.0714	4.54	9.38	15.3	26.2	4040.0	0.272	1.0
b1[36]	7.47	0.0256	1.56	5.18	7.21	11.0	3740.0	0.252	1.0
b1[37]	2.69	0.0767	3.34	0.726	1.53	12.7	1896.0	0.128	1.0
b1[38]	21.4	0.0801	4.92	13.5	20.6	32.1	3765.0	0.253	1.0
b1[39]	4.69	0.0965	5.02	0.413	2.76	18.7	2706.0	0.182	1.0
b1[40]	1.31	0.076	3.29	-2.26	0.702	9.9	1878.0	0.126	1.0
b1[41]	21.8	0.0843	5.69	12.6	21.1	34.3	4557.0	0.307	1.0
b1[42]	2.83	0.0529	1.35	1.96	2.66	3.86	650.0	0.0438	1.0
b1[43]	14.4	0.0849	4.84	7.74	13.4	25.9	3244.0	0.218	1.0
b1[44]	17.3	0.0553	3.53	11.6	16.8	25.0	4058.0	0.273	1.0
b1[45]	14.1	0.0376	2.42	10.0	13.8	19.2	4118.0	0.277	1.0
b1[46]	30.3	0.089	5.49	20.5	29.8	41.6	3801.0	0.256	1.0
b1[47]	27.6	0.0913	5.65	18.1	27.1	39.7	3832.0	0.258	1.0
b1[48]	4.06	0.0326	1.46	2.68	3.77	7.02	2001.0	0.135	1.0
b1[49]	19.7	0.0746	4.83	12.4	18.9	30.6	4193.0	0.282	1.0
b1[50]	16.9	0.0773	4.92	9.91	16.0	28.4	4045.0	0.272	1.0
b1[51]	3.8	0.0334	1.51	2.46	3.5	6.67	2051.0	0.138	1.0
b1[52]	23.8	0.0721	4.57	16.2	23.2	33.6	4014.0	0.27	1.0
b1[53]	26.0	0.0898	5.41	16.8	25.4	37.2	3626.0	0.244	1.0
b1[54]	16.6	0.0803	5.03	9.2	15.6	28.1	3919.0	0.264	0.999
b1[55]	2.92	0.0686	2.39	1.47	2.32	8.73	1220.0	0.0821	1.0
b1[56]	10.7	0.0973	5.99	3.35	9.25	24.8	3788.0	0.255	1.0
b1[57]	15.9	0.0631	3.96	10.1	15.3	25.2	3938.0	0.265	1.0
b1[58]	13.0	0.0918	5.92	5.16	11.7	26.8	4153.0	0.28	1.0
b1[59]	25.8	0.0901	5.57	16.4	25.3	38.0	3827.0	0.258	1.0
