name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
lp__	-22000.0	0.55	14.0	-22000.0	-22000.0	-22000.0	620.0	0.11	1.0
mu_pr[1]	-3.4	0.036	0.71	-4.7	-3.3	-2.5	395.0	0.067	1.0
mu_pr[2]	1.4	0.078	1.6	-0.72	1.1	4.3	422.0	0.072	1.0
sigma_pr[1]	-0.76	0.031	0.62	-1.9	-0.69	0.13	410.0	0.069	1.0
sigma_pr[2]	-0.14	0.049	0.97	-1.7	-0.16	1.5	387.0	0.066	1.0
theta_pr[1,1]	-0.13	0.041	0.94	-1.7	-0.09	1.3	517.0	0.088	1.0
theta_pr[1,2]	-0.082	0.024	0.94	-1.7	-0.051	1.4	1560.0	0.26	1.0
theta_pr[1,3]	-0.089	0.019	0.9	-1.6	-0.055	1.3	2116.0	0.36	1.0
theta_pr[1,4]	0.097	0.023	0.98	-1.6	0.12	1.6	1780.0	0.3	1.0
theta_pr[1,5]	-0.061	0.033	0.94	-1.7	-0.028	1.4	799.0	0.14	1.0
theta_pr[1,6]	-0.19	0.034	0.91	-1.7	-0.16	1.3	704.0	0.12	1.0
theta_pr[1,7]	-0.14	0.018	0.91	-1.6	-0.13	1.3	2505.0	0.42	1.0
theta_pr[1,8]	-0.025	0.03	0.94	-1.6	-0.016	1.5	965.0	0.16	1.0
theta_pr[1,9]	-0.067	0.022	0.92	-1.6	-0.041	1.4	1766.0	0.3	1.0
theta_pr[1,10]	-0.22	0.021	0.9	-1.7	-0.21	1.2	1891.0	0.32	1.0
theta_pr[1,11]	-0.13	0.025	0.92	-1.7	-0.086	1.3	1333.0	0.23	1.0
theta_pr[1,12]	-0.091	0.031	0.92	-1.6	-0.061	1.4	869.0	0.15	1.0
theta_pr[1,13]	0.19	0.029	1.0	-1.6	0.2	1.8	1270.0	0.22	1.0
theta_pr[1,14]	0.093	0.03	0.99	-1.6	0.14	1.6	1056.0	0.18	1.0
theta_pr[1,15]	-0.0013	0.028	0.97	-1.6	0.034	1.6	1229.0	0.21	1.0
theta_pr[1,16]	-0.16	0.032	0.93	-1.7	-0.12	1.3	862.0	0.15	1.0
theta_pr[1,17]	-0.19	0.03	0.9	-1.8	-0.17	1.2	918.0	0.16	1.0
theta_pr[1,18]	-0.058	0.018	0.91	-1.6	-0.022	1.4	2634.0	0.45	1.0
theta_pr[1,19]	0.82	0.034	1.1	-1.2	1.0	2.3	1028.0	0.17	1.0
theta_pr[1,20]	0.21	0.027	1.0	-1.5	0.27	1.7	1432.0	0.24	1.0
theta_pr[1,21]	-0.14	0.029	0.93	-1.7	-0.11	1.4	1063.0	0.18	1.0
theta_pr[1,22]	-0.2	0.028	0.91	-1.7	-0.2	1.3	1062.0	0.18	1.0
theta_pr[1,23]	-0.069	0.026	0.91	-1.6	-0.045	1.4	1212.0	0.21	1.0
theta_pr[1,24]	0.79	0.034	1.1	-1.2	0.99	2.3	1044.0	0.18	1.0
theta_pr[1,25]	-0.069	0.022	0.93	-1.6	-0.046	1.4	1714.0	0.29	1.0
theta_pr[1,26]	-0.18	0.016	0.85	-1.6	-0.12	1.2	2818.0	0.48	1.0
theta_pr[1,27]	-0.04	0.032	0.97	-1.7	0.0051	1.5	890.0	0.15	1.0
theta_pr[1,28]	-0.068	0.021	0.91	-1.6	-0.025	1.4	1956.0	0.33	1.0
theta_pr[1,29]	-0.22	0.02	0.88	-1.7	-0.21	1.2	1980.0	0.34	1.0
theta_pr[1,30]	-0.026	0.016	0.92	-1.6	0.018	1.4	3200.0	0.54	1.0
theta_pr[1,31]	-0.097	0.017	0.9	-1.6	-0.065	1.3	2950.0	0.5	1.0
theta_pr[1,32]	-0.26	0.046	0.96	-1.9	-0.22	1.2	437.0	0.074	1.0
theta_pr[1,33]	-0.091	0.021	0.92	-1.6	-0.063	1.3	1956.0	0.33	1.0
theta_pr[1,34]	-0.092	0.023	0.92	-1.7	-0.056	1.3	1614.0	0.27	1.0
theta_pr[1,35]	-0.18	0.016	0.88	-1.7	-0.16	1.2	2919.0	0.5	1.0
theta_pr[1,36]	0.75	0.033	1.1	-1.2	0.9	2.3	1138.0	0.19	1.0
theta_pr[1,37]	-0.043	0.023	0.94	-1.7	-0.018	1.4	1670.0	0.28	1.0
theta_pr[1,38]	-0.15	0.025	0.97	-1.7	-0.2	1.5	1482.0	0.25	1.0
theta_pr[1,39]	0.049	0.032	0.98	-1.6	0.084	1.5	916.0	0.16	1.0
theta_pr[1,40]	0.53	0.045	1.1	-1.5	0.66	2.1	625.0	0.11	1.0
theta_pr[1,41]	-0.18	0.021	0.91	-1.7	-0.16	1.2	1938.0	0.33	1.0
theta_pr[1,42]	-0.16	0.026	0.9	-1.7	-0.13	1.3	1182.0	0.2	1.0
theta_pr[1,43]	-0.12	0.031	0.93	-1.7	-0.095	1.4	895.0	0.15	1.0
theta_pr[1,44]	0.055	0.027	0.99	-1.6	0.089	1.6	1295.0	0.22	1.0
theta_pr[1,45]	-0.028	0.022	0.94	-1.6	0.035	1.4	1831.0	0.31	1.0
theta_pr[1,46]	0.14	0.024	0.99	-1.5	0.14	1.8	1659.0	0.28	1.0
theta_pr[1,47]	-0.2	0.018	0.89	-1.7	-0.18	1.2	2521.0	0.43	1.0
theta_pr[1,48]	-0.11	0.017	0.89	-1.6	-0.088	1.3	2822.0	0.48	1.0
theta_pr[1,49]	-0.022	0.034	0.96	-1.7	0.001	1.5	799.0	0.14	1.0
theta_pr[1,50]	0.41	0.024	1.0	-1.4	0.47	2.0	1861.0	0.32	1.0
theta_pr[1,51]	-0.14	0.016	0.9	-1.7	-0.11	1.3	3112.0	0.53	1.0
theta_pr[1,52]	-0.18	0.02	0.89	-1.7	-0.13	1.2	1890.0	0.32	1.0
theta_pr[1,53]	-0.017	0.034	0.96	-1.6	-0.00048	1.5	786.0	0.13	1.0
theta_pr[1,54]	0.032	0.02	0.97	-1.6	0.051	1.6	2431.0	0.41	1.0
theta_pr[1,55]	-0.21	0.024	0.89	-1.7	-0.16	1.2	1373.0	0.23	1.0
theta_pr[1,56]	-0.15	0.033	0.93	-1.7	-0.097	1.3	791.0	0.13	1.0
theta_pr[1,57]	0.78	0.034	1.1	-1.1	0.97	2.2	975.0	0.17	1.0
theta_pr[1,58]	-0.14	0.025	0.9	-1.7	-0.13	1.3	1271.0	0.22	1.0
theta_pr[1,59]	-0.13	0.022	0.9	-1.7	-0.096	1.3	1685.0	0.29	1.0
theta_pr[1,60]	-0.017	0.03	0.91	-1.6	-0.0063	1.4	919.0	0.16	1.0
theta_pr[1,61]	1.0	0.055	1.1	-1.2	1.3	2.4	420.0	0.071	1.0
theta_pr[1,62]	-0.18	0.028	0.88	-1.6	-0.15	1.2	1020.0	0.17	1.0
theta_pr[1,63]	-0.058	0.022	0.93	-1.7	-0.041	1.4	1844.0	0.31	1.0
theta_pr[1,64]	-0.12	0.016	0.89	-1.7	-0.081	1.3	3102.0	0.53	1.0
theta_pr[1,65]	0.057	0.02	0.95	-1.6	0.11	1.5	2134.0	0.36	1.0
theta_pr[1,66]	-0.12	0.035	0.93	-1.7	-0.085	1.3	700.0	0.12	1.0
theta_pr[1,67]	-0.034	0.022	0.96	-1.6	-0.016	1.5	1995.0	0.34	1.0
theta_pr[1,68]	-0.22	0.019	0.87	-1.7	-0.21	1.2	2062.0	0.35	1.0
theta_pr[1,69]	-0.21	0.028	0.9	-1.7	-0.2	1.2	1023.0	0.17	1.0
theta_pr[1,70]	-0.059	0.032	0.98	-1.7	-0.034	1.5	958.0	0.16	1.0
theta_pr[1,71]	-0.095	0.018	0.91	-1.7	-0.074	1.4	2607.0	0.44	1.0
theta_pr[1,72]	0.83	0.036	1.1	-1.1	1.0	2.3	903.0	0.15	1.0
theta_pr[1,73]	-0.2	0.033	0.9	-1.7	-0.18	1.2	753.0	0.13	1.0
theta_pr[1,74]	-0.19	0.02	0.88	-1.7	-0.15	1.2	1949.0	0.33	1.0
theta_pr[1,75]	0.13	0.036	1.0	-1.6	0.18	1.6	787.0	0.13	1.0
theta_pr[1,76]	-0.21	0.031	0.89	-1.7	-0.18	1.2	851.0	0.14	1.0
theta_pr[1,77]	-0.19	0.018	0.91	-1.8	-0.16	1.2	2523.0	0.43	1.0
theta_pr[1,78]	-0.081	0.017	0.91	-1.6	-0.067	1.4	2759.0	0.47	1.0
theta_pr[1,79]	0.24	0.03	1.1	-1.6	0.28	1.8	1226.0	0.21	1.0
theta_pr[1,80]	-0.17	0.021	0.89	-1.6	-0.16	1.3	1753.0	0.3	1.0
theta_pr[1,81]	-0.17	0.018	0.89	-1.7	-0.15	1.2	2543.0	0.43	1.0
theta_pr[1,82]	-2.2e-05	0.033	0.94	-1.6	0.047	1.5	822.0	0.14	1.0
