subject,session,block,trial,exposure,stimulus,valence,action,robot,rune,color,correct,choice,rt,accuracy,sham,outcome,totalkeys
0ubclurpshlgyru3cwo3stun,2,1,26,7,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,27,7,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.512,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,1,28,7,4,lose,go,gal,rune_04_ac,blue,1,1,0.885,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,29,8,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,30,8,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.465,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,31,8,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,32,8,4,lose,go,gal,rune_04_ac,blue,1,1,0.853,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,33,9,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,34,9,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.326,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,35,9,4,lose,go,gal,rune_04_ac,blue,1,1,0.549,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,1,36,9,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,1,37,10,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,38,10,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.391,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,39,10,4,lose,go,gal,rune_04_ac,blue,1,1,0.462,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,40,10,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,41,11,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,42,11,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.409,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,43,11,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,44,11,4,lose,go,gal,rune_04_ac,blue,1,1,0.324,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,45,12,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.406,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,46,12,4,lose,go,gal,rune_04_ac,blue,1,1,0.354,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,47,12,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,48,12,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,49,13,4,lose,go,gal,rune_04_ac,blue,1,1,0.397,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,1,50,13,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,1,51,13,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,52,13,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.391,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,53,14,4,lose,go,gal,rune_04_ac,blue,1,1,0.345,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,54,14,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,55,14,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,56,14,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.3,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,1,57,15,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,1,58,15,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.54,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,59,15,4,lose,go,gal,rune_04_ac,blue,1,1,0.359,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,60,15,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,61,16,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,62,16,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,63,16,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.322,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,1,64,16,4,lose,go,gal,rune_04_ac,blue,1,1,0.338,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,65,17,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.418,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,66,17,4,lose,go,gal,rune_04_ac,blue,1,1,0.449,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,67,17,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,68,17,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,69,18,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,1,70,18,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,1,71,18,4,lose,go,gal,rune_04_ac,blue,1,1,0.466,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,72,18,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.281,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,73,19,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,74,19,4,lose,go,gal,rune_04_ac,blue,1,1,0.315,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,75,19,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.315,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,76,19,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,77,20,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.45,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,78,20,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,79,20,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,80,20,4,lose,go,gal,rune_04_ac,blue,1,1,0.507,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,1,81,21,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,1,82,21,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,83,21,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.45,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,84,21,4,lose,go,gal,rune_04_ac,blue,1,1,0.357,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,1,85,22,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,86,22,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.51,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,87,22,4,lose,go,gal,rune_04_ac,blue,1,1,0.37,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,88,22,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,89,23,4,lose,go,gal,rune_04_ac,blue,1,1,0.488,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,90,23,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,91,23,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.313,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,92,23,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,1,93,24,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,94,24,4,lose,go,gal,rune_04_ac,blue,1,1,0.403,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,95,24,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,96,24,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.357,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,1,97,25,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,98,25,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.468,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,99,25,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,100,25,4,lose,go,gal,rune_04_ac,blue,1,1,0.5,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,101,26,4,lose,go,gal,rune_04_ac,blue,1,1,0.519,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,102,26,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,103,26,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.358,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,104,26,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,1,105,27,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,106,27,4,lose,go,gal,rune_04_ac,blue,1,1,0.481,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,107,27,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,108,27,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.537,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,109,28,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,110,28,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.486,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,111,28,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,112,28,4,lose,go,gal,rune_04_ac,blue,1,1,0.47,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,113,29,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,1,114,29,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,1,115,29,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.595,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,1,116,29,4,lose,go,gal,rune_04_ac,blue,1,1,0.512,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,1,117,30,4,lose,go,gal,rune_04_ac,blue,1,1,0.524,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,1,118,30,2,lose,no-go,ngal,rune_04_dagaz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,1,119,30,1,win,go,gw,rune_04_wunjo,yellow,1,1,0.319,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,1,120,30,3,win,no-go,ngw,rune_04_iwaz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,121,1,5,lose,no-go,ngal,rune_03_uruz,blue,0,1,1.112,0,0.0,-10,1
0ubclurpshlgyru3cwo3stun,2,2,122,1,6,win,no-go,ngw,rune_03_naudiz,yellow,0,1,0.687,0,0.0,+1,1
0ubclurpshlgyru3cwo3stun,2,2,123,1,7,lose,go,gal,rune_03_algiz,blue,1,1,0.689,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,124,1,8,win,go,gw,rune_03_othalan,yellow,1,1,0.86,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,125,2,7,lose,go,gal,rune_03_algiz,blue,1,1,1.052,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,126,2,8,win,go,gw,rune_03_othalan,yellow,1,1,0.77,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,127,2,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,2,128,2,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,2,129,3,6,win,no-go,ngw,rune_03_naudiz,yellow,0,1,0.323,0,0.0,+1,1
0ubclurpshlgyru3cwo3stun,2,2,130,3,8,win,go,gw,rune_03_othalan,yellow,1,1,0.514,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,2,131,3,5,lose,no-go,ngal,rune_03_uruz,blue,0,1,1.075,0,0.0,-10,1
0ubclurpshlgyru3cwo3stun,2,2,132,3,7,lose,go,gal,rune_03_algiz,blue,1,1,0.506,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,2,133,4,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,134,4,7,lose,go,gal,rune_03_algiz,blue,1,1,0.534,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,135,4,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,136,4,8,win,go,gw,rune_03_othalan,yellow,1,1,0.357,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,137,5,8,win,go,gw,rune_03_othalan,yellow,1,1,0.77,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,138,5,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,139,5,5,lose,no-go,ngal,rune_03_uruz,blue,0,1,1.07,0,0.0,-10,1
0ubclurpshlgyru3cwo3stun,2,2,140,5,7,lose,go,gal,rune_03_algiz,blue,1,1,0.505,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,141,6,7,lose,go,gal,rune_03_algiz,blue,1,1,0.576,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,142,6,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,143,6,8,win,go,gw,rune_03_othalan,yellow,1,1,0.447,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,144,6,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,2,145,7,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,146,7,8,win,go,gw,rune_03_othalan,yellow,1,1,0.479,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,2,147,7,7,lose,go,gal,rune_03_algiz,blue,1,1,0.333,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,148,7,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,149,8,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,150,8,7,lose,go,gal,rune_03_algiz,blue,1,1,0.445,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,151,8,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,152,8,8,win,go,gw,rune_03_othalan,yellow,1,1,0.382,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,153,9,7,lose,go,gal,rune_03_algiz,blue,1,1,0.521,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,2,154,9,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,155,9,8,win,go,gw,rune_03_othalan,yellow,1,1,0.409,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,156,9,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,2,157,10,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,158,10,7,lose,go,gal,rune_03_algiz,blue,1,1,0.488,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,159,10,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,160,10,8,win,go,gw,rune_03_othalan,yellow,1,1,0.417,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,161,11,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,162,11,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,163,11,7,lose,go,gal,rune_03_algiz,blue,1,1,0.462,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,164,11,8,win,go,gw,rune_03_othalan,yellow,1,1,0.46,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,165,12,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,166,12,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,167,12,7,lose,go,gal,rune_03_algiz,blue,1,1,0.423,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,168,12,8,win,go,gw,rune_03_othalan,yellow,1,1,0.415,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,169,13,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,2,170,13,8,win,go,gw,rune_03_othalan,yellow,1,1,0.401,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,171,13,7,lose,go,gal,rune_03_algiz,blue,1,1,0.401,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,2,172,13,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,173,14,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,174,14,7,lose,go,gal,rune_03_algiz,blue,1,1,0.421,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,175,14,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,176,14,8,win,go,gw,rune_03_othalan,yellow,1,1,0.283,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,2,177,15,7,lose,go,gal,rune_03_algiz,blue,1,1,0.373,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,178,15,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,179,15,8,win,go,gw,rune_03_othalan,yellow,1,1,0.36,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,180,15,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,2,181,16,7,lose,go,gal,rune_03_algiz,blue,1,1,0.28,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,182,16,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,183,16,8,win,go,gw,rune_03_othalan,yellow,1,1,0.362,1,1.0,+1,1
0ubclurpshlgyru3cwo3stun,2,2,184,16,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,185,17,8,win,go,gw,rune_03_othalan,yellow,1,1,0.35,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,186,17,7,lose,go,gal,rune_03_algiz,blue,1,1,0.478,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,187,17,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,188,17,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,189,18,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,2,190,18,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,1.0,+1,0
0ubclurpshlgyru3cwo3stun,2,2,191,18,8,win,go,gw,rune_03_othalan,yellow,1,1,0.39,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,192,18,7,lose,go,gal,rune_03_algiz,blue,1,1,0.415,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,193,19,8,win,go,gw,rune_03_othalan,yellow,1,1,0.487,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,194,19,7,lose,go,gal,rune_03_algiz,blue,1,1,0.443,1,0.0,-1,1
0ubclurpshlgyru3cwo3stun,2,2,195,19,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,196,19,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,197,20,6,win,no-go,ngw,rune_03_naudiz,yellow,0,0,,1,0.0,+10,0
0ubclurpshlgyru3cwo3stun,2,2,198,20,7,lose,go,gal,rune_03_algiz,blue,1,1,0.508,1,1.0,-10,1
0ubclurpshlgyru3cwo3stun,2,2,199,20,8,win,go,gw,rune_03_othalan,yellow,1,1,0.464,1,0.0,+10,1
0ubclurpshlgyru3cwo3stun,2,2,200,20,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,0.0,-1,0
0ubclurpshlgyru3cwo3stun,2,2,201,21,5,lose,no-go,ngal,rune_03_uruz,blue,0,0,,1,1.0,-10,0
0ubclurpshlgyru3cwo3stun,2,2,202,21,7,lose,go,gal,rune_03_algiz,blue,1,1,0.425,1,1.0,-10,1
