,cond,resp,choice,fdbk_sound_off,correct,rt,subn,cuepress,cuert
0,Escape,NoGo,1,1.0,0.0,0.21253204345703125,81,,
1,Avoid,NoGo,1,0.0,0.0,1.2977161407470703,81,,
2,Avoid,Go,1,1.0,1.0,0.6281969547271729,81,,
3,Avoid,Go,1,1.0,1.0,1.3242979049682617,81,,
4,Avoid,NoGo,0,1.0,1.0,,81,,
5,Escape,Go,1,0.0,1.0,0.6412508487701416,81,1.0,0.8553321361541748
6,Escape,NoGo,1,0.0,0.0,0.8558039665222168,81,,
7,Escape,Go,1,1.0,1.0,0.6553599834442139,81,,
8,Avoid,NoGo,1,0.0,0.0,1.9000749588012695,81,,
9,Escape,Go,0,0.0,0.0,,81,,
10,Avoid,Go,1,1.0,1.0,0.9226791858673096,81,,
11,Avoid,Go,1,0.0,1.0,1.886718988418579,81,,
12,Escape,NoGo,0,1.0,1.0,,81,,
13,Escape,NoGo,0,1.0,1.0,,81,,
14,Avoid,NoGo,1,1.0,0.0,0.9896731376647949,81,,
15,Escape,Go,1,1.0,1.0,0.4943981170654297,81,,
16,Escape,Go,1,1.0,1.0,0.5746450424194336,81,,
17,Escape,NoGo,0,1.0,1.0,,81,,
18,Avoid,Go,1,0.0,1.0,1.5253198146820068,81,,
19,Avoid,NoGo,1,0.0,0.0,0.9897029399871826,81,,
20,Avoid,Go,0,0.0,0.0,,81,,
21,Escape,NoGo,0,1.0,1.0,,81,,
22,Avoid,NoGo,1,0.0,0.0,1.1370420455932617,81,,
23,Escape,Go,0,0.0,0.0,,81,,
24,Avoid,Go,1,1.0,1.0,0.4408149719238281,81,,
25,Avoid,NoGo,1,0.0,0.0,0.9894380569458008,81,,
26,Escape,NoGo,1,1.0,0.0,0.45420408248901367,81,,
27,Escape,NoGo,0,1.0,1.0,,81,,
28,Escape,Go,1,1.0,1.0,0.936133861541748,81,,
29,Avoid,NoGo,0,1.0,1.0,,81,,
30,Escape,Go,1,0.0,1.0,0.9227759838104248,81,,
31,Avoid,Go,1,1.0,1.0,0.9228498935699463,81,,
32,Escape,Go,1,1.0,1.0,1.0164289474487305,81,,
33,Avoid,Go,0,0.0,0.0,,81,,
34,Avoid,Go,1,1.0,1.0,1.5518839359283447,81,,
35,Avoid,NoGo,1,0.0,0.0,1.4046709537506104,81,,
36,Escape,NoGo,0,1.0,1.0,,81,,
37,Escape,Go,1,1.0,1.0,1.9269518852233887,81,,
38,Avoid,NoGo,0,0.0,1.0,,81,,
39,Escape,NoGo,1,0.0,0.0,0.6148278713226318,81,,
40,Avoid,Go,1,1.0,1.0,1.0834360122680664,81,,
41,Avoid,NoGo,1,0.0,0.0,1.3778870105743408,81,,
42,Avoid,Go,1,1.0,1.0,0.8156828880310059,81,,
43,Avoid,NoGo,0,1.0,1.0,,81,,
44,Escape,NoGo,0,0.0,1.0,,81,,
45,Escape,NoGo,0,1.0,1.0,,81,,
46,Escape,Go,1,0.0,1.0,1.485105037689209,81,,
47,Escape,Go,0,0.0,0.0,,81,,
48,Avoid,NoGo,1,0.0,0.0,1.1369431018829346,81,,
49,Escape,NoGo,0,1.0,1.0,,81,,
50,Escape,NoGo,1,0.0,0.0,1.0700898170471191,81,,
51,Avoid,Go,1,1.0,1.0,0.5745429992675781,81,,
52,Escape,Go,0,0.0,0.0,,81,,
53,Avoid,Go,0,0.0,0.0,,81,,
54,Escape,Go,1,1.0,1.0,0.909264087677002,81,,
55,Avoid,NoGo,0,0.0,1.0,,81,,
56,Avoid,NoGo,1,0.0,0.0,1.1771259307861328,81,,
57,Avoid,Go,1,1.0,1.0,0.8156421184539795,81,,
58,Avoid,Go,1,0.0,1.0,0.8156330585479736,81,,
59,Escape,NoGo,0,1.0,1.0,,81,,
60,Avoid,NoGo,1,0.0,0.0,0.8290829658508301,81,,
61,Escape,Go,1,1.0,1.0,0.6548881530761719,81,,
62,Escape,Go,0,0.0,0.0,,81,,
63,Escape,NoGo,0,1.0,1.0,,81,,
64,Escape,NoGo,1,0.0,0.0,0.7620770931243896,81,,
65,Avoid,NoGo,1,0.0,0.0,0.6683700084686279,81,,
66,Escape,Go,1,1.0,1.0,1.8197920322418213,81,,
67,Avoid,Go,1,1.0,1.0,1.5920650959014893,81,,
68,Escape,Go,1,0.0,1.0,1.2708220481872559,81,,
69,Escape,NoGo,1,1.0,0.0,1.1101970672607422,81,,
70,Avoid,NoGo,1,0.0,0.0,0.6550679206848145,81,,
71,Avoid,Go,1,1.0,1.0,0.6014330387115479,81,,
72,Avoid,NoGo,1,1.0,0.0,0.7086160182952881,81,,
73,Escape,Go,1,1.0,1.0,1.25742506980896,81,,
74,Escape,NoGo,0,1.0,1.0,,81,,
75,Escape,Go,0,0.0,0.0,,81,,
76,Avoid,Go,1,0.0,1.0,0.721992015838623,81,,
77,Avoid,NoGo,1,0.0,0.0,0.9896981716156006,81,,
78,Avoid,Go,1,1.0,1.0,0.9360198974609375,81,,
79,Escape,NoGo,0,1.0,1.0,,81,,
80,Escape,Go,1,1.0,1.0,0.6147940158843994,81,,
81,Avoid,Go,1,1.0,1.0,1.5654149055480957,81,,
82,Escape,NoGo,0,1.0,1.0,,81,,
83,Escape,NoGo,1,1.0,0.0,0.9762320518493652,81,,
84,Avoid,NoGo,0,1.0,1.0,,81,,
85,Escape,Go,1,1.0,1.0,0.44059205055236816,81,,
86,Avoid,NoGo,0,1.0,1.0,,81,,
87,Avoid,Go,1,1.0,1.0,1.150400161743164,81,,
88,Avoid,NoGo,0,1.0,1.0,,81,,
89,Avoid,Go,1,1.0,1.0,0.7085561752319336,81,,
90,Escape,Go,0,0.0,0.0,,81,,
91,Avoid,NoGo,1,0.0,0.0,0.8290879726409912,81,,
92,Escape,NoGo,0,1.0,1.0,,81,,
93,Avoid,Go,1,0.0,1.0,1.0835561752319336,81,,
94,Escape,Go,1,0.0,1.0,1.5921530723571777,81,,
95,Escape,NoGo,0,1.0,1.0,,81,,
96,Avoid,Go,1,1.0,1.0,0.9494330883026123,81,,
97,Avoid,NoGo,1,0.0,0.0,1.9537179470062256,81,,
98,Escape,Go,0,0.0,0.0,,81,,
99,Escape,Go,1,1.0,1.0,0.6014091968536377,81,,
100,Avoid,NoGo,1,1.0,0.0,0.9361159801483154,81,,
101,Avoid,Go,1,1.0,1.0,0.9763338565826416,81,,
102,Escape,NoGo,1,0.0,0.0,0.9763391017913818,81,,
103,Escape,NoGo,1,1.0,0.0,1.3240399360656738,81,,
104,Escape,NoGo,0,1.0,1.0,,81,,
105,Escape,Go,1,1.0,1.0,0.775547981262207,81,,
106,Escape,NoGo,1,0.0,0.0,1.0968530178070068,81,,
107,Avoid,Go,1,0.0,1.0,0.5344691276550293,81,,
108,Avoid,NoGo,1,1.0,0.0,1.163748025894165,81,,
109,Avoid,NoGo,0,1.0,1.0,,81,,
110,Escape,Go,1,1.0,1.0,0.8022301197052002,81,,
111,Avoid,Go,1,1.0,1.0,0.7887959480285645,81,,
112,Avoid,NoGo,0,1.0,1.0,,81,,
113,Avoid,NoGo,1,0.0,0.0,0.8155879974365234,81,,
114,Avoid,Go,1,1.0,1.0,1.6055710315704346,81,,
115,Escape,Go,1,1.0,1.0,0.708463191986084,81,,
116,Avoid,Go,1,1.0,1.0,1.7127509117126465,81,,
117,Escape,Go,1,0.0,1.0,0.7085390090942383,81,,
118,Escape,NoGo,0,1.0,1.0,,81,,
119,Escape,NoGo,1,0.0,0.0,0.8558471202850342,81,,
120,Escape,NoGo,0,1.0,1.0,,81,,
121,Escape,NoGo,1,0.0,0.0,0.5612311363220215,81,,
122,Avoid,Go,1,1.0,1.0,0.588083028793335,81,,
123,Avoid,NoGo,1,0.0,0.0,0.7085521221160889,81,,
124,Avoid,NoGo,1,1.0,0.0,0.8290920257568359,81,,
125,Avoid,Go,1,0.0,1.0,0.6013369560241699,81,,
126,Escape,Go,1,1.0,1.0,0.46738290786743164,81,,
127,Escape,Go,1,1.0,1.0,0.7621080875396729,81,,
128,Escape,Go,1,0.0,1.0,0.7888081073760986,81,,
129,Avoid,NoGo,1,0.0,0.0,0.5478818416595459,81,,
130,Escape,NoGo,1,0.0,0.0,0.4807720184326172,81,,
131,Avoid,Go,1,1.0,1.0,0.6959600448608398,81,,
132,Escape,NoGo,0,1.0,1.0,,81,,
133,Avoid,Go,1,1.0,1.0,0.5211870670318604,81,,
134,Escape,Go,0,0.0,0.0,,81,,
135,Avoid,NoGo,1,0.0,0.0,0.6550240516662598,81,,
136,Avoid,NoGo,1,0.0,0.0,0.4943399429321289,81,,
137,Escape,Go,1,1.0,1.0,0.26720499992370605,81,,
138,Avoid,Go,1,1.0,1.0,0.8423330783843994,81,,
139,Avoid,Go,1,0.0,1.0,0.7086009979248047,81,,
140,Escape,NoGo,1,1.0,0.0,0.628777027130127,81,,
141,Escape,NoGo,0,1.0,1.0,,81,,
142,Avoid,NoGo,1,0.0,0.0,0.7353959083557129,81,,
143,Escape,Go,1,1.0,1.0,1.270853042602539,81,,
144,Escape,NoGo,1,0.0,0.0,1.0031578540802002,81,,
145,Escape,Go,1,1.0,1.0,1.136815071105957,81,,
146,Avoid,Go,1,1.0,1.0,0.48093700408935547,81,,
147,Avoid,NoGo,1,1.0,0.0,1.31095290184021,81,,
148,Avoid,Go,1,1.0,1.0,1.284214973449707,81,,
149,Escape,NoGo,0,0.0,1.0,,81,,
150,Escape,Go,1,1.0,1.0,0.6816959381103516,81,,
151,Avoid,NoGo,1,0.0,0.0,1.4582631587982178,81,,
152,Escape,Go,1,0.0,1.0,0.8557050228118896,81,,
153,Avoid,Go,1,1.0,1.0,0.8960080146789551,81,,
154,Avoid,Go,1,1.0,1.0,0.9094040393829346,81,,
155,Escape,NoGo,1,0.0,0.0,0.8424091339111328,81,,
156,Escape,NoGo,1,0.0,0.0,0.494326114654541,81,,
157,Avoid,NoGo,1,0.0,0.0,0.614893913269043,81,,
158,Avoid,NoGo,1,0.0,0.0,1.1101491451263428,81,,
159,Escape,Go,1,1.0,1.0,0.9763610363006592,81,,
160,Avoid,NoGo,0,1.0,1.0,,81,,
161,Escape,NoGo,1,1.0,0.0,0.6948990821838379,81,,
162,Escape,NoGo,0,1.0,1.0,,81,,
163,Avoid,Go,1,1.0,1.0,0.45420312881469727,81,,
164,Avoid,NoGo,1,0.0,0.0,1.0968859195709229,81,,
165,Escape,Go,1,1.0,1.0,0.5880510807037354,81,,
166,Avoid,Go,1,1.0,1.0,0.6819479465484619,81,,
167,Escape,Go,1,0.0,1.0,1.377974033355713,81,,
168,Avoid,Go,1,1.0,1.0,0.9629790782928467,81,,
169,Escape,NoGo,1,0.0,0.0,0.788905143737793,81,,
170,Escape,Go,1,1.0,1.0,0.7754759788513184,81,,
171,Avoid,NoGo,1,1.0,0.0,0.49437499046325684,81,,
172,Avoid,NoGo,1,0.0,0.0,0.8290579319000244,81,,
173,Escape,Go,1,1.0,1.0,0.38724398612976074,81,,
174,Avoid,Go,1,0.0,1.0,0.8826041221618652,81,,
175,Escape,NoGo,1,0.0,0.0,0.9227840900421143,81,,
176,Avoid,Go,1,0.0,1.0,0.8022780418395996,81,,
177,Escape,NoGo,0,1.0,1.0,,81,,
178,Avoid,NoGo,1,0.0,0.0,0.6951999664306641,81,,
179,Avoid,NoGo,1,0.0,0.0,0.7888331413269043,81,,
180,Escape,Go,1,1.0,1.0,0.7486929893493652,81,,
181,Escape,NoGo,1,0.0,0.0,1.337773084640503,81,,
182,Avoid,Go,1,1.0,1.0,0.7889490127563477,81,,
183,Escape,Go,1,1.0,1.0,1.5653698444366455,81,,
184,Escape,NoGo,1,0.0,0.0,0.8961920738220215,81,,
185,Avoid,NoGo,1,0.0,0.0,0.7487690448760986,81,,
186,Escape,NoGo,0,0.0,1.0,,81,,
187,Escape,Go,0,1.0,0.0,,81,,
188,Avoid,NoGo,1,0.0,0.0,0.6952378749847412,81,,
189,Avoid,Go,1,1.0,1.0,0.6014130115509033,81,,
190,Avoid,Go,1,1.0,1.0,0.8425159454345703,81,,
191,Escape,Go,0,0.0,0.0,,81,,
192,Escape,Go,1,1.0,1.0,0.413985013961792,81,,
193,Avoid,NoGo,1,1.0,0.0,1.3244869709014893,81,,
194,Avoid,NoGo,1,0.0,0.0,0.561223030090332,81,,
195,Avoid,Go,1,1.0,1.0,0.668442964553833,81,,
196,Escape,NoGo,1,0.0,0.0,1.458280086517334,81,,
197,Escape,NoGo,1,0.0,0.0,0.9496569633483887,81,,
198,Avoid,Go,1,1.0,1.0,0.44078803062438965,81,,
199,Escape,Go,0,0.0,0.0,,81,,
200,Avoid,NoGo,1,0.0,0.0,1.2307660579681396,81,,
201,Avoid,Go,1,1.0,1.0,1.1637639999389648,81,,
202,Avoid,NoGo,1,0.0,0.0,0.7085578441619873,81,,
203,Escape,Go,1,0.0,1.0,0.5478479862213135,81,,
204,Escape,Go,0,0.0,0.0,,81,,
205,Escape,NoGo,1,1.0,0.0,1.230668067932129,81,,
206,Escape,NoGo,1,0.0,0.0,1.48506498336792,81,,
207,Avoid,Go,1,1.0,1.0,0.6146810054779053,81,,
208,Avoid,Go,1,1.0,1.0,0.6815099716186523,81,,
209,Escape,NoGo,0,1.0,1.0,,81,,
210,Escape,Go,0,0.0,0.0,,81,,
211,Avoid,NoGo,1,1.0,0.0,1.0031709671020508,81,,
212,Avoid,Go,1,1.0,1.0,0.9495370388031006,81,,
213,Avoid,NoGo,1,0.0,0.0,1.0163021087646484,81,,
214,Escape,NoGo,0,1.0,1.0,,81,,
215,Escape,Go,0,0.0,0.0,,81,,
216,Escape,Go,1,1.0,1.0,0.48087406158447266,81,,
217,Escape,NoGo,1,0.0,0.0,1.1905760765075684,81,,
218,Avoid,Go,1,0.0,1.0,1.3511810302734375,81,,
219,Escape,NoGo,0,1.0,1.0,,81,,
220,Avoid,NoGo,1,0.0,0.0,0.8692648410797119,81,,
221,Avoid,Go,1,1.0,1.0,0.5210959911346436,81,,
222,Avoid,NoGo,1,0.0,0.0,0.561269998550415,81,,
223,Escape,Go,1,1.0,1.0,0.8290359973907471,81,,
224,Avoid,Go,1,1.0,1.0,0.5747690200805664,81,,
225,Escape,NoGo,0,0.0,1.0,,81,,
226,Escape,Go,1,0.0,1.0,0.34701991081237793,81,,
227,Avoid,NoGo,1,0.0,0.0,0.42742300033569336,81,,
228,Avoid,NoGo,1,0.0,0.0,0.33364391326904297,81,,
229,Avoid,Go,1,1.0,1.0,0.6952309608459473,81,,
230,Escape,Go,0,0.0,0.0,,81,,
231,Escape,NoGo,1,0.0,0.0,0.32012414932250977,81,,
232,Escape,NoGo,0,1.0,1.0,,81,,
233,Escape,NoGo,1,0.0,0.0,0.6549561023712158,81,,
234,Avoid,Go,1,1.0,1.0,0.373917818069458,81,,
235,Escape,Go,0,0.0,0.0,,81,,
236,Avoid,NoGo,1,0.0,0.0,0.6147851943969727,81,,
237,Avoid,Go,1,0.0,1.0,0.36069488525390625,81,,
238,Avoid,NoGo,0,0.0,1.0,,81,,
239,Escape,Go,1,1.0,1.0,0.3202669620513916,81,,
0,Avoid,Go,1,1.0,1.0,0.9623839855194092,82,,
1,Escape,Go,1,0.0,1.0,0.5879628658294678,82,,
2,Escape,NoGo,1,1.0,0.0,0.6951971054077148,82,,
3,Avoid,NoGo,0,1.0,1.0,,82,,
4,Avoid,NoGo,0,1.0,1.0,,82,,
5,Escape,NoGo,1,0.0,0.0,0.5211360454559326,82,,
6,Escape,Go,1,1.0,1.0,1.2039101123809814,82,,
7,Avoid,Go,1,1.0,1.0,0.5747051239013672,82,,
8,Escape,NoGo,1,0.0,0.0,0.467540979385376,82,,
9,Escape,Go,1,1.0,1.0,0.7353591918945312,82,,
10,Escape,NoGo,0,1.0,1.0,,82,,
11,Escape,Go,1,1.0,1.0,0.8028380870819092,82,,
12,Avoid,NoGo,1,1.0,0.0,1.3510620594024658,82,,
13,Avoid,Go,1,1.0,1.0,0.521259069442749,82,,
14,Avoid,NoGo,1,0.0,0.0,0.641650915145874,82,,
15,Avoid,Go,1,0.0,1.0,0.9227578639984131,82,,
16,Avoid,NoGo,0,1.0,1.0,,82,,
17,Avoid,NoGo,0,1.0,1.0,,82,,
18,Escape,Go,1,1.0,1.0,0.547914981842041,82,,
19,Escape,NoGo,0,1.0,1.0,,82,,
20,Avoid,Go,1,0.0,1.0,0.521169900894165,82,,
21,Escape,NoGo,0,1.0,1.0,,82,,
22,Avoid,Go,1,1.0,1.0,0.8290810585021973,82,,
23,Escape,Go,1,1.0,1.0,0.6548678874969482,82,,
24,Avoid,Go,1,1.0,1.0,0.6688230037689209,82,,
25,Avoid,Go,1,1.0,1.0,0.6147940158843994,82,,
26,Escape,Go,1,0.0,1.0,0.49439311027526855,82,,
27,Escape,NoGo,0,0.0,1.0,,82,,
28,Avoid,NoGo,0,1.0,1.0,,82,,
29,Escape,Go,1,1.0,1.0,0.5881099700927734,82,,
30,Escape,NoGo,0,1.0,1.0,,82,,
31,Avoid,NoGo,0,1.0,1.0,,82,,
32,Avoid,NoGo,0,0.0,1.0,,82,,
33,Avoid,Go,1,1.0,1.0,0.9228379726409912,82,,
34,Escape,NoGo,0,1.0,1.0,,82,,
35,Escape,Go,1,1.0,1.0,0.5878269672393799,82,,
36,Avoid,NoGo,0,1.0,1.0,,82,,
37,Escape,NoGo,0,1.0,1.0,,82,,
38,Escape,Go,1,1.0,1.0,0.7487461566925049,82,,
39,Avoid,Go,1,1.0,1.0,0.695167064666748,82,,
40,Escape,Go,1,0.0,1.0,0.6950180530548096,82,,
41,Avoid,NoGo,0,1.0,1.0,,82,,
42,Escape,NoGo,0,0.0,1.0,,82,,
43,Avoid,Go,1,1.0,1.0,0.6683731079101562,82,,
44,Escape,NoGo,0,1.0,1.0,,82,,
45,Avoid,Go,1,1.0,1.0,0.9766387939453125,82,,
46,Avoid,NoGo,0,1.0,1.0,,82,,
47,Escape,Go,1,1.0,1.0,0.4944040775299072,82,,
48,Escape,NoGo,0,1.0,1.0,,82,,
49,Escape,NoGo,0,1.0,1.0,,82,,
50,Avoid,Go,1,1.0,1.0,0.6416950225830078,82,,
51,Escape,Go,1,1.0,1.0,0.5076518058776855,82,,
52,Avoid,NoGo,0,0.0,1.0,,82,,
53,Avoid,NoGo,0,1.0,1.0,,82,,
54,Avoid,Go,1,1.0,1.0,0.9096169471740723,82,,
55,Escape,Go,1,1.0,1.0,0.6282360553741455,82,,
56,Escape,Go,1,1.0,1.0,0.6952149868011475,82,,
57,Escape,Go,1,1.0,1.0,0.44079113006591797,82,,
58,Avoid,Go,1,1.0,1.0,0.6416490077972412,82,,
59,Avoid,NoGo,0,1.0,1.0,,82,,
60,Escape,NoGo,0,1.0,1.0,,82,,
61,Avoid,Go,1,0.0,1.0,0.5344109535217285,82,,
62,Avoid,NoGo,0,1.0,1.0,,82,,
63,Escape,NoGo,0,1.0,1.0,,82,,
64,Escape,NoGo,0,1.0,1.0,,82,,
65,Avoid,NoGo,0,1.0,1.0,,82,,
66,Escape,Go,1,0.0,1.0,0.37383413314819336,82,,
67,Escape,Go,1,1.0,1.0,0.8557829856872559,82,,
68,Avoid,NoGo,0,1.0,1.0,,82,,
69,Escape,NoGo,0,0.0,1.0,,82,,
70,Avoid,Go,0,0.0,0.0,,82,,
71,Avoid,Go,1,1.0,1.0,0.42746400833129883,82,,
72,Avoid,NoGo,0,0.0,1.0,,82,,
73,Escape,NoGo,0,1.0,1.0,,82,,
74,Avoid,Go,1,1.0,1.0,0.5612740516662598,82,,
75,Avoid,NoGo,0,1.0,1.0,,82,,
76,Escape,Go,1,1.0,1.0,0.28011202812194824,82,,
77,Escape,Go,1,1.0,1.0,0.36045408248901367,82,,
78,Escape,NoGo,0,1.0,1.0,,82,,
79,Avoid,Go,1,0.0,1.0,1.2709169387817383,82,,
80,Escape,NoGo,0,0.0,1.0,,82,,
81,Escape,Go,1,1.0,1.0,0.588054895401001,82,,
82,Avoid,Go,1,1.0,1.0,0.762131929397583,82,,
83,Avoid,NoGo,0,1.0,1.0,,82,,
84,Avoid,Go,1,1.0,1.0,0.6416628360748291,82,,
85,Escape,Go,1,1.0,1.0,0.4541621208190918,82,,
86,Avoid,NoGo,0,1.0,1.0,,82,,
87,Escape,NoGo,0,1.0,1.0,,82,,
88,Escape,Go,1,0.0,1.0,0.4943850040435791,82,,
89,Escape,NoGo,0,1.0,1.0,,82,,
90,Avoid,NoGo,0,1.0,1.0,,82,,
91,Avoid,NoGo,0,1.0,1.0,,82,,
92,Avoid,Go,1,1.0,1.0,0.9227569103240967,82,,
93,Escape,Go,1,1.0,1.0,1.0968999862670898,82,,
94,Avoid,Go,1,0.0,1.0,0.8022620677947998,82,,
95,Escape,NoGo,0,1.0,1.0,,82,,
96,Escape,Go,1,1.0,1.0,0.4140288829803467,82,,
97,Avoid,NoGo,0,0.0,1.0,,82,,
98,Escape,Go,1,1.0,1.0,0.5212280750274658,82,,
99,Avoid,NoGo,0,1.0,1.0,,82,,
100,Avoid,Go,1,1.0,1.0,0.387225866317749,82,,
101,Escape,NoGo,0,1.0,1.0,,82,,
102,Avoid,Go,1,1.0,1.0,0.41405797004699707,82,,
103,Escape,NoGo,0,0.0,1.0,,82,,
104,Escape,Go,1,1.0,1.0,0.6951909065246582,82,,
105,Avoid,Go,1,1.0,1.0,1.203942060470581,82,,
106,Escape,Go,1,1.0,1.0,0.33373188972473145,82,,
107,Escape,NoGo,0,1.0,1.0,,82,,
108,Avoid,NoGo,0,1.0,1.0,,82,,
109,Avoid,NoGo,0,0.0,1.0,,82,,
110,Escape,NoGo,0,1.0,1.0,,82,,
111,Avoid,Go,1,0.0,1.0,0.3605179786682129,82,,
112,Avoid,Go,1,1.0,1.0,0.5345420837402344,82,,
113,Escape,Go,1,1.0,1.0,0.6282031536102295,82,,
114,Avoid,NoGo,0,1.0,1.0,,82,,
115,Escape,Go,1,0.0,1.0,0.7086009979248047,82,,
116,Escape,NoGo,0,1.0,1.0,,82,,
117,Escape,NoGo,0,1.0,1.0,,82,,
118,Avoid,NoGo,0,1.0,1.0,,82,,
119,Avoid,Go,1,1.0,1.0,0.49434900283813477,82,,
120,Avoid,Go,1,1.0,1.0,0.5613100528717041,82,,
121,Avoid,NoGo,0,1.0,1.0,,82,,
122,Escape,Go,1,1.0,1.0,1.0966980457305908,82,,
123,Escape,NoGo,0,1.0,1.0,,82,,
124,Avoid,NoGo,0,0.0,1.0,,82,,
125,Avoid,Go,1,0.0,1.0,0.9629969596862793,82,,
126,Escape,NoGo,0,1.0,1.0,,82,,
127,Escape,Go,1,1.0,1.0,1.511885166168213,82,,
128,Avoid,NoGo,0,1.0,1.0,,82,,
129,Escape,Go,1,0.0,1.0,0.32028913497924805,82,,
130,Avoid,Go,1,1.0,1.0,0.44084596633911133,82,,
131,Escape,NoGo,0,1.0,1.0,,82,,
132,Avoid,NoGo,0,1.0,1.0,,82,,
133,Avoid,Go,1,1.0,1.0,0.48094892501831055,82,,
134,Escape,Go,1,1.0,1.0,0.5478880405426025,82,,
135,Escape,NoGo,0,1.0,1.0,,82,,
136,Avoid,NoGo,0,1.0,1.0,,82,,
137,Escape,Go,1,1.0,1.0,0.4274430274963379,82,,
138,Avoid,NoGo,0,1.0,1.0,,82,,
139,Escape,NoGo,0,0.0,1.0,,82,,
140,Avoid,Go,1,1.0,1.0,0.8692600727081299,82,,
141,Avoid,Go,1,0.0,1.0,0.4140300750732422,82,,
142,Escape,Go,1,1.0,1.0,0.34701991081237793,82,,
143,Escape,NoGo,0,1.0,1.0,,82,,
144,Avoid,NoGo,0,1.0,1.0,,82,,
145,Avoid,Go,1,1.0,1.0,0.3207719326019287,82,,
146,Avoid,NoGo,0,0.0,1.0,,82,,
147,Escape,Go,1,1.0,1.0,0.34709811210632324,82,,
148,Escape,NoGo,0,1.0,1.0,,82,,
149,Escape,Go,1,1.0,1.0,0.33365893363952637,82,,
150,Avoid,Go,1,1.0,1.0,1.0968239307403564,82,,
151,Escape,NoGo,0,0.0,1.0,,82,,
152,Escape,Go,1,1.0,1.0,0.9629559516906738,82,,
153,Escape,NoGo,0,1.0,1.0,,82,,
154,Avoid,NoGo,0,1.0,1.0,,82,,
155,Avoid,Go,1,1.0,1.0,0.32044196128845215,82,,
156,Avoid,Go,1,1.0,1.0,0.33365511894226074,82,,
157,Escape,NoGo,0,1.0,1.0,,82,,
158,Escape,Go,1,0.0,1.0,0.2667520046234131,82,,
159,Avoid,NoGo,0,1.0,1.0,,82,,
160,Avoid,Go,1,1.0,1.0,0.6014878749847412,82,,
161,Avoid,NoGo,0,1.0,1.0,,82,,
162,Escape,Go,1,1.0,1.0,0.3333728313446045,82,1.0,0.6811089515686035
163,Escape,NoGo,0,0.0,1.0,,82,,
164,Escape,Go,1,0.0,1.0,0.3203310966491699,82,,
165,Avoid,Go,1,1.0,1.0,0.9362170696258545,82,,
166,Escape,NoGo,0,1.0,1.0,,82,,
167,Avoid,NoGo,0,1.0,1.0,,82,,
168,Avoid,Go,1,1.0,1.0,0.8826830387115479,82,,
169,Escape,Go,1,1.0,1.0,0.8021199703216553,82,,
170,Escape,NoGo,0,1.0,1.0,,82,,
171,Avoid,NoGo,0,0.0,1.0,,82,,
172,Avoid,NoGo,0,1.0,1.0,,82,,
173,Avoid,Go,1,0.0,1.0,1.1102879047393799,82,,
174,Escape,NoGo,0,1.0,1.0,,82,,
175,Escape,Go,1,1.0,1.0,0.7620189189910889,82,,
176,Escape,Go,1,1.0,1.0,0.6817800998687744,82,,
177,Avoid,Go,1,1.0,1.0,0.6683790683746338,82,,
178,Avoid,NoGo,0,1.0,1.0,,82,,
179,Avoid,NoGo,0,1.0,1.0,,82,,
180,Escape,NoGo,0,1.0,1.0,,82,,
181,Avoid,Go,1,0.0,1.0,0.6684730052947998,82,,
182,Escape,Go,1,1.0,1.0,0.3872201442718506,82,,
183,Escape,NoGo,0,1.0,1.0,,82,,
184,Avoid,Go,1,1.0,1.0,0.37389683723449707,82,,
185,Escape,NoGo,0,0.0,1.0,,82,,
186,Avoid,NoGo,0,1.0,1.0,,82,,
187,Escape,Go,1,0.0,1.0,0.307034969329834,82,,
188,Escape,Go,1,1.0,1.0,0.253385066986084,82,,
189,Avoid,Go,1,1.0,1.0,0.5747148990631104,82,,
190,Avoid,NoGo,0,1.0,1.0,,82,,
191,Escape,NoGo,0,1.0,1.0,,82,,
192,Avoid,NoGo,0,0.0,1.0,,82,,
193,Avoid,Go,1,1.0,1.0,1.230785846710205,82,,
194,Escape,NoGo,0,1.0,1.0,,82,,
195,Escape,Go,1,1.0,1.0,0.6817820072174072,82,,
196,Escape,Go,1,1.0,1.0,0.5610451698303223,82,,
197,Avoid,Go,1,1.0,1.0,1.2441420555114746,82,,
198,Avoid,NoGo,0,1.0,1.0,,82,,
199,Escape,NoGo,0,1.0,1.0,,82,,
200,Escape,NoGo,0,0.0,1.0,,82,,
201,Avoid,Go,1,1.0,1.0,1.2575459480285645,82,,
202,Avoid,Go,1,1.0,1.0,1.2307138442993164,82,,
203,Avoid,NoGo,0,1.0,1.0,,82,,
204,Escape,Go,1,1.0,1.0,0.5344691276550293,82,,
205,Escape,NoGo,0,1.0,1.0,,82,,
206,Escape,Go,1,0.0,1.0,0.3202040195465088,82,,
207,Avoid,NoGo,0,1.0,1.0,,82,,
208,Avoid,Go,1,1.0,1.0,0.8960318565368652,82,,
209,Avoid,Go,1,1.0,1.0,0.7353641986846924,82,,
210,Avoid,NoGo,0,1.0,1.0,,82,,
211,Escape,Go,1,1.0,1.0,0.9226961135864258,82,,
212,Escape,NoGo,0,1.0,1.0,,82,,
213,Escape,Go,1,1.0,1.0,0.42745304107666016,82,,
214,Escape,NoGo,0,1.0,1.0,,82,,
215,Avoid,NoGo,0,0.0,1.0,,82,,
216,Escape,NoGo,0,1.0,1.0,,82,,
