,cond,resp,choice,fdbk_sound_off,correct,rt,subn,cuepress,cuert
136,Avoid,NoGo,0,1.0,1.0,,96,,
137,Avoid,NoGo,0,1.0,1.0,,96,,
138,Escape,NoGo,0,0.0,1.0,,96,,
139,Avoid,Go,1,0.0,1.0,0.5345630645751953,96,,
140,Escape,Go,1,1.0,1.0,0.29355382919311523,96,,
141,Avoid,Go,1,1.0,1.0,0.4140019416809082,96,,
142,Escape,Go,1,1.0,1.0,0.3336789608001709,96,,
143,Escape,NoGo,0,1.0,1.0,,96,,
144,Avoid,NoGo,0,1.0,1.0,,96,,
145,Escape,Go,1,1.0,1.0,0.32010388374328613,96,,
146,Avoid,Go,1,1.0,1.0,0.6015019416809082,96,,
147,Avoid,Go,1,1.0,1.0,0.3336470127105713,96,,
148,Escape,NoGo,0,0.0,1.0,,96,,
149,Avoid,NoGo,0,0.0,1.0,,96,,
150,Escape,NoGo,0,1.0,1.0,,96,,
151,Escape,Go,1,1.0,1.0,0.2800619602203369,96,,
152,Escape,NoGo,0,1.0,1.0,,96,,
153,Avoid,Go,1,1.0,1.0,0.5077390670776367,96,,
154,Escape,Go,1,1.0,1.0,0.2935152053833008,96,,
155,Escape,NoGo,0,1.0,1.0,,96,,
156,Avoid,NoGo,0,1.0,1.0,,96,,
157,Escape,Go,1,0.0,1.0,0.2533900737762451,96,,
158,Avoid,NoGo,0,1.0,1.0,,96,,
159,Avoid,Go,1,1.0,1.0,0.28005290031433105,96,,
160,Avoid,NoGo,0,1.0,1.0,,96,,
161,Escape,Go,1,0.0,1.0,0.05243992805480957,96,,
162,Escape,Go,1,1.0,1.0,0.2533559799194336,96,,
163,Avoid,Go,1,1.0,1.0,0.320296049118042,96,,
164,Avoid,NoGo,0,1.0,1.0,,96,,
165,Escape,NoGo,0,1.0,1.0,,96,,
166,Avoid,Go,1,1.0,1.0,0.320343017578125,96,,
167,Escape,NoGo,0,0.0,1.0,,96,,
168,Escape,NoGo,0,1.0,1.0,,96,,
169,Avoid,NoGo,0,0.0,1.0,,96,,
170,Avoid,Go,1,1.0,1.0,0.30695104598999023,96,,
171,Avoid,NoGo,0,1.0,1.0,,96,,
172,Escape,NoGo,0,1.0,1.0,,96,,
173,Avoid,Go,1,0.0,1.0,0.30693793296813965,96,,
174,Escape,Go,1,1.0,1.0,0.2801640033721924,96,,
175,Escape,Go,1,1.0,1.0,0.3470649719238281,96,,
176,Escape,Go,1,1.0,1.0,0.26671695709228516,96,,
177,Avoid,Go,1,0.0,1.0,0.32027196884155273,96,,
178,Avoid,NoGo,1,0.0,0.0,1.070080041885376,96,,
179,Avoid,NoGo,0,1.0,1.0,,96,,
180,Escape,NoGo,0,1.0,1.0,,96,,
181,Avoid,Go,1,1.0,1.0,0.280195951461792,96,,
182,Escape,Go,1,1.0,1.0,0.32029199600219727,96,,
183,Escape,NoGo,0,1.0,1.0,,96,,
184,Escape,NoGo,0,0.0,1.0,,96,,
185,Escape,Go,1,0.0,1.0,0.33374500274658203,96,,
186,Avoid,NoGo,0,1.0,1.0,,96,,
187,Avoid,NoGo,0,1.0,1.0,,96,,
188,Avoid,Go,1,1.0,1.0,0.33372998237609863,96,,
189,Escape,NoGo,0,1.0,1.0,,96,,
190,Escape,Go,1,1.0,1.0,0.3069930076599121,96,,
191,Avoid,Go,1,1.0,1.0,0.3604409694671631,96,,
192,Avoid,NoGo,0,1.0,1.0,,96,,
193,Escape,NoGo,0,1.0,1.0,,96,,
194,Escape,Go,1,1.0,1.0,0.4006648063659668,96,,
195,Avoid,Go,1,1.0,1.0,0.3337390422821045,96,,
196,Escape,Go,1,1.0,1.0,0.5344369411468506,96,,
197,Escape,NoGo,0,1.0,1.0,,96,,
198,Avoid,Go,1,1.0,1.0,0.5881261825561523,96,,
199,Avoid,NoGo,0,0.0,1.0,,96,,
200,Avoid,NoGo,0,1.0,1.0,,96,,
201,Escape,Go,1,1.0,1.0,0.49437904357910156,96,,
202,Avoid,NoGo,0,1.0,1.0,,96,,
203,Avoid,Go,1,1.0,1.0,0.4541621208190918,96,,
204,Escape,NoGo,0,0.0,1.0,,96,,
205,Escape,Go,1,0.0,1.0,0.3604910373687744,96,,
206,Avoid,Go,1,1.0,1.0,0.5210461616516113,96,,
207,Escape,NoGo,0,1.0,1.0,,96,,
208,Escape,Go,1,1.0,1.0,0.32033300399780273,96,,
209,Avoid,Go,1,1.0,1.0,0.5880200862884521,96,,
210,Escape,NoGo,0,1.0,1.0,,96,,
211,Escape,NoGo,0,1.0,1.0,,96,,
212,Avoid,Go,1,1.0,1.0,0.3471219539642334,96,,
213,Escape,Go,1,1.0,1.0,0.25334787368774414,96,,
214,Avoid,NoGo,0,1.0,1.0,,96,,
215,Avoid,NoGo,0,0.0,1.0,,96,,
216,Avoid,Go,1,0.0,1.0,0.8425068855285645,96,,
217,Escape,NoGo,0,1.0,1.0,,96,,
218,Escape,NoGo,0,1.0,1.0,,96,,
219,Avoid,Go,1,1.0,1.0,0.347074031829834,96,,
220,Escape,Go,1,1.0,1.0,0.373837947845459,96,,
221,Avoid,NoGo,0,1.0,1.0,,96,,
222,Avoid,NoGo,0,1.0,1.0,,96,,
223,Escape,Go,1,1.0,1.0,0.33374881744384766,96,,
224,Avoid,Go,1,1.0,1.0,0.8960421085357666,96,,
225,Avoid,Go,1,1.0,1.0,0.2935328483581543,96,,
226,Escape,Go,1,1.0,1.0,0.3203139305114746,96,,
227,Escape,Go,1,0.0,1.0,0.2934749126434326,96,,
228,Avoid,NoGo,0,1.0,1.0,,96,,
229,Escape,NoGo,0,0.0,1.0,,96,,
230,Escape,NoGo,0,1.0,1.0,,96,,
231,Avoid,NoGo,0,1.0,1.0,,96,,
232,Escape,Go,1,1.0,1.0,0.266772985458374,96,,
233,Avoid,Go,1,0.0,1.0,0.3202831745147705,96,,
234,Escape,Go,1,1.0,1.0,0.22659707069396973,96,,
235,Avoid,NoGo,0,1.0,1.0,,96,,
236,Avoid,Go,1,1.0,1.0,0.30696702003479004,96,,
237,Avoid,NoGo,0,0.0,1.0,,96,,
238,Escape,NoGo,0,1.0,1.0,,96,,
239,Escape,NoGo,0,1.0,1.0,,96,,
0,Avoid,NoGo,1,0.0,0.0,1.0693888664245605,97,,
1,Avoid,Go,1,1.0,1.0,0.7621009349822998,97,,
2,Escape,Go,1,1.0,1.0,0.26702213287353516,97,,
3,Avoid,NoGo,0,1.0,1.0,,97,,
4,Escape,NoGo,0,1.0,1.0,,97,,
5,Avoid,Go,1,1.0,1.0,0.6015410423278809,97,,
6,Escape,NoGo,0,0.0,1.0,,97,,
7,Escape,Go,1,0.0,1.0,0.588047981262207,97,,
8,Avoid,NoGo,0,1.0,1.0,,97,,
9,Avoid,Go,1,1.0,1.0,0.46752095222473145,97,,
10,Escape,NoGo,0,1.0,1.0,,97,,
11,Avoid,Go,1,0.0,1.0,0.17308497428894043,97,,
12,Escape,Go,1,1.0,1.0,0.32021093368530273,97,,
13,Escape,Go,1,1.0,1.0,0.41432905197143555,97,,
14,Avoid,NoGo,0,0.0,1.0,,97,,
15,Escape,NoGo,1,0.0,0.0,1.0031108856201172,97,,
16,Escape,Go,1,1.0,1.0,0.44083213806152344,97,,
17,Avoid,Go,1,0.0,1.0,0.3473949432373047,97,,
18,Avoid,Go,1,1.0,1.0,0.3337559700012207,97,,
19,Avoid,NoGo,0,1.0,1.0,,97,,
20,Escape,NoGo,0,1.0,1.0,,97,,
21,Escape,NoGo,0,1.0,1.0,,97,,
22,Escape,Go,1,1.0,1.0,0.38727402687072754,97,,
23,Avoid,NoGo,0,1.0,1.0,,97,,
24,Escape,NoGo,0,0.0,1.0,,97,,
25,Escape,NoGo,0,1.0,1.0,,97,,
26,Escape,Go,1,1.0,1.0,0.856456995010376,97,,
27,Avoid,Go,1,1.0,1.0,0.3069329261779785,97,,
28,Avoid,Go,0,0.0,0.0,,97,,
29,Avoid,NoGo,0,1.0,1.0,,97,,
30,Escape,Go,1,0.0,1.0,0.41399312019348145,97,,
31,Avoid,NoGo,0,1.0,1.0,,97,,
32,Avoid,NoGo,0,0.0,1.0,,97,,
33,Escape,Go,1,1.0,1.0,0.3872699737548828,97,,
34,Avoid,Go,1,1.0,1.0,0.6014471054077148,97,,
35,Avoid,NoGo,0,1.0,1.0,,97,,
36,Escape,NoGo,0,1.0,1.0,,97,,
37,Avoid,Go,1,1.0,1.0,1.8466389179229736,97,,
38,Escape,NoGo,0,1.0,1.0,,97,,
39,Escape,Go,1,1.0,1.0,0.6818039417266846,97,,
40,Escape,NoGo,0,0.0,1.0,,97,,
41,Avoid,Go,1,1.0,1.0,0.9227249622344971,97,,
42,Avoid,NoGo,0,1.0,1.0,,97,,
43,Escape,Go,0,0.0,0.0,,97,,
44,Avoid,NoGo,0,1.0,1.0,,97,,
45,Escape,NoGo,0,1.0,1.0,,97,,
46,Avoid,Go,1,1.0,1.0,0.3069310188293457,97,,
47,Escape,Go,1,0.0,1.0,0.3868989944458008,97,1.0,0.6276259422302246
48,Avoid,NoGo,0,0.0,1.0,,97,,
49,Avoid,Go,1,1.0,1.0,0.30695104598999023,97,,
50,Escape,Go,1,1.0,1.0,0.8960049152374268,97,,
51,Escape,Go,0,0.0,0.0,,97,,
52,Avoid,NoGo,0,1.0,1.0,,97,,
53,Escape,NoGo,0,1.0,1.0,,97,,
54,Escape,NoGo,0,1.0,1.0,,97,,
55,Avoid,Go,1,1.0,1.0,0.7354061603546143,97,,
56,Avoid,NoGo,0,1.0,1.0,,97,,
57,Escape,Go,1,1.0,1.0,1.4851350784301758,97,,
58,Avoid,NoGo,0,1.0,1.0,,97,,
59,Avoid,Go,1,1.0,1.0,0.3069181442260742,97,,
60,Escape,Go,1,1.0,1.0,1.6725659370422363,97,,
61,Avoid,Go,1,0.0,1.0,0.3468759059906006,97,,
62,Escape,NoGo,1,0.0,0.0,0.5077250003814697,97,,
63,Escape,NoGo,1,0.0,0.0,0.788830041885376,97,,
64,Escape,NoGo,0,1.0,1.0,,97,,
65,Avoid,NoGo,0,1.0,1.0,,97,,
66,Escape,Go,1,0.0,1.0,0.3471250534057617,97,,
67,Avoid,Go,1,1.0,1.0,0.5077259540557861,97,,
68,Avoid,NoGo,0,1.0,1.0,,97,,
69,Escape,Go,0,0.0,0.0,,97,,
70,Escape,NoGo,0,0.0,1.0,,97,,
71,Avoid,Go,1,1.0,1.0,0.2665541172027588,97,,
72,Avoid,NoGo,0,0.0,1.0,,97,,
73,Avoid,NoGo,0,1.0,1.0,,97,,
74,Escape,NoGo,0,1.0,1.0,,97,,
75,Avoid,Go,1,1.0,1.0,1.4182310104370117,97,,
76,Escape,NoGo,0,1.0,1.0,,97,,
77,Escape,Go,1,1.0,1.0,1.136988878250122,97,,
78,Avoid,Go,1,0.0,1.0,0.2398829460144043,97,,
79,Escape,Go,1,1.0,1.0,0.1863689422607422,97,,
80,Avoid,NoGo,0,1.0,1.0,,97,,
81,Escape,NoGo,0,0.0,1.0,,97,,
82,Escape,NoGo,0,1.0,1.0,,97,,
83,Avoid,Go,1,1.0,1.0,0.6148757934570312,97,,
84,Escape,Go,1,1.0,1.0,0.28014707565307617,97,,
85,Avoid,Go,1,1.0,1.0,0.28009605407714844,97,,
86,Avoid,NoGo,0,1.0,1.0,,97,,
87,Escape,Go,1,1.0,1.0,0.2533578872680664,97,,
88,Escape,NoGo,0,1.0,1.0,,97,,
89,Escape,Go,1,0.0,1.0,0.4274330139160156,97,,
90,Avoid,NoGo,0,1.0,1.0,,97,,
91,Escape,NoGo,0,1.0,1.0,,97,,
92,Avoid,Go,1,0.0,1.0,0.2669360637664795,97,,
93,Avoid,Go,1,1.0,1.0,0.37385106086730957,97,,
94,Escape,Go,1,1.0,1.0,0.2667520046234131,97,,
95,Avoid,NoGo,0,1.0,1.0,,97,,
96,Escape,NoGo,1,0.0,0.0,1.6457691192626953,97,,
97,Escape,Go,1,1.0,1.0,0.2935049533843994,97,,
98,Avoid,Go,1,1.0,1.0,0.32038283348083496,97,,
99,Avoid,Go,1,1.0,1.0,0.2935202121734619,97,,
100,Avoid,NoGo,0,0.0,1.0,,97,,
101,Escape,NoGo,0,0.0,1.0,,97,,
102,Avoid,NoGo,0,1.0,1.0,,97,,
103,Escape,Go,1,1.0,1.0,0.28017616271972656,97,,
104,Avoid,NoGo,0,1.0,1.0,,97,,
105,Escape,NoGo,0,1.0,1.0,,97,,
106,Escape,NoGo,0,1.0,1.0,,97,,
107,Avoid,Go,1,1.0,1.0,0.9629490375518799,97,,
108,Escape,Go,1,1.0,1.0,1.029860019683838,97,,
109,Avoid,NoGo,0,0.0,1.0,,97,,
110,Escape,Go,1,1.0,1.0,0.4006462097167969,97,,
111,Avoid,Go,1,0.0,1.0,0.3069031238555908,97,,
112,Escape,NoGo,0,1.0,1.0,,97,,
113,Escape,Go,1,1.0,1.0,0.3872568607330322,97,,
114,Avoid,Go,1,1.0,1.0,0.7084372043609619,97,,
115,Escape,Go,1,0.0,1.0,0.6683249473571777,97,,
116,Escape,NoGo,0,1.0,1.0,,97,,
117,Avoid,NoGo,0,1.0,1.0,,97,,
118,Avoid,NoGo,0,1.0,1.0,,97,,
119,Avoid,Go,1,1.0,1.0,0.3069300651550293,97,,
120,Escape,NoGo,0,1.0,1.0,,97,,
121,Avoid,NoGo,0,1.0,1.0,,97,,
122,Escape,Go,1,1.0,1.0,0.3872950077056885,97,,
123,Avoid,Go,1,1.0,1.0,0.34693384170532227,97,,
124,Escape,Go,1,1.0,1.0,0.3872227668762207,97,,
125,Escape,NoGo,0,1.0,1.0,,97,1.0,0.4537010192871094
126,Avoid,NoGo,0,0.0,1.0,,97,,
127,Avoid,Go,1,0.0,1.0,1.9804718494415283,97,,
128,Avoid,NoGo,0,1.0,1.0,,97,,
129,Avoid,Go,1,1.0,1.0,0.6952259540557861,97,,
130,Avoid,Go,1,1.0,1.0,0.33374619483947754,97,,
131,Avoid,NoGo,0,1.0,1.0,,97,,
132,Escape,Go,1,1.0,1.0,0.38724589347839355,97,,
133,Escape,Go,1,0.0,1.0,0.28008317947387695,97,,
134,Escape,NoGo,0,1.0,1.0,,97,,
135,Escape,NoGo,0,1.0,1.0,,97,,
136,Escape,NoGo,0,1.0,1.0,,97,,
137,Avoid,Go,1,1.0,1.0,0.3206899166107178,97,,
138,Avoid,NoGo,0,1.0,1.0,,97,,
139,Avoid,Go,1,0.0,1.0,0.4273979663848877,97,,
140,Escape,NoGo,0,0.0,1.0,,97,,
141,Escape,Go,1,1.0,1.0,0.6014339923858643,97,,
142,Avoid,NoGo,0,1.0,1.0,,97,,
143,Escape,Go,1,1.0,1.0,0.45418500900268555,97,,
144,Avoid,NoGo,0,0.0,1.0,,97,,
145,Avoid,Go,1,1.0,1.0,0.9493269920349121,97,1.0,0.9758360385894775
146,Escape,NoGo,0,1.0,1.0,,97,,
147,Avoid,NoGo,0,1.0,1.0,,97,,
148,Escape,Go,0,0.0,0.0,,97,,
149,Escape,NoGo,0,0.0,1.0,,97,,
150,Avoid,Go,1,1.0,1.0,0.34705400466918945,97,,
151,Escape,Go,1,1.0,1.0,0.5211319923400879,97,,
152,Escape,Go,1,0.0,1.0,0.7888309955596924,97,,
153,Avoid,Go,1,1.0,1.0,1.150420904159546,97,,
154,Avoid,NoGo,0,1.0,1.0,,97,,
155,Avoid,NoGo,0,1.0,1.0,,97,,
156,Escape,NoGo,0,1.0,1.0,,97,,
157,Escape,NoGo,0,1.0,1.0,,97,,
158,Avoid,Go,1,1.0,1.0,0.7755410671234131,97,,
159,Escape,Go,1,1.0,1.0,0.5345299243927002,97,,
160,Escape,Go,1,0.0,1.0,0.7889549732208252,97,,
161,Escape,Go,1,1.0,1.0,0.7352499961853027,97,,
162,Avoid,Go,1,1.0,1.0,0.7487630844116211,97,,
163,Avoid,NoGo,0,1.0,1.0,,97,,
164,Avoid,Go,1,1.0,1.0,0.36043310165405273,97,,
165,Avoid,NoGo,1,0.0,0.0,1.4315710067749023,97,,
166,Escape,NoGo,0,1.0,1.0,,97,,
167,Escape,NoGo,0,0.0,1.0,,97,,
168,Escape,NoGo,0,1.0,1.0,,97,,
169,Avoid,Go,1,1.0,1.0,0.6684319972991943,97,,
170,Escape,NoGo,0,1.0,1.0,,97,,
171,Avoid,NoGo,0,0.0,1.0,,97,,
172,Avoid,NoGo,0,1.0,1.0,,97,,
173,Escape,Go,1,1.0,1.0,0.2537200450897217,97,,
174,Avoid,Go,1,0.0,1.0,0.45394301414489746,97,1.0,0.9623808860778809
175,Escape,Go,1,1.0,1.0,0.6147348880767822,97,,
176,Avoid,Go,1,0.0,1.0,1.3779358863830566,97,,
177,Escape,NoGo,0,1.0,1.0,,97,,
178,Escape,Go,1,1.0,1.0,1.6724848747253418,97,,
179,Avoid,NoGo,0,1.0,1.0,,97,,
180,Escape,NoGo,0,1.0,1.0,,97,,
181,Avoid,Go,1,1.0,1.0,0.2800109386444092,97,,
182,Escape,Go,0,0.0,0.0,,97,,
183,Avoid,NoGo,0,1.0,1.0,,97,,
184,Escape,NoGo,0,1.0,1.0,,97,,
185,Avoid,NoGo,0,1.0,1.0,,97,,
186,Escape,Go,1,1.0,1.0,0.5477280616760254,97,,
187,Avoid,Go,1,1.0,1.0,0.3069009780883789,97,,
188,Avoid,NoGo,0,1.0,1.0,,97,,
189,Escape,Go,1,0.0,1.0,0.2801249027252197,97,,
190,Avoid,Go,1,1.0,1.0,0.4004359245300293,97,,
191,Escape,NoGo,0,0.0,1.0,,97,,
192,Avoid,NoGo,0,1.0,1.0,,97,,
193,Avoid,Go,1,1.0,1.0,0.6148488521575928,97,,
194,Escape,Go,1,1.0,1.0,0.7085940837860107,97,,
195,Avoid,Go,1,1.0,1.0,0.6817920207977295,97,,
196,Avoid,NoGo,0,0.0,1.0,,97,,
197,Escape,NoGo,0,1.0,1.0,,97,,
198,Escape,NoGo,0,1.0,1.0,,97,,
199,Escape,Go,1,1.0,1.0,0.9361720085144043,97,,
200,Escape,Go,1,0.0,1.0,0.6148881912231445,97,,
201,Escape,NoGo,0,0.0,1.0,,97,,
202,Avoid,NoGo,0,1.0,1.0,,97,,
203,Avoid,Go,1,1.0,1.0,0.29352593421936035,97,,
204,Escape,NoGo,0,1.0,1.0,,97,,
205,Avoid,Go,1,1.0,1.0,0.29351305961608887,97,,
206,Escape,Go,0,0.0,0.0,,97,,
207,Avoid,NoGo,0,1.0,1.0,,97,,
208,Avoid,NoGo,0,0.0,1.0,,97,,
209,Avoid,Go,1,1.0,1.0,0.27982282638549805,97,1.0,0.6679050922393799
210,Escape,NoGo,0,1.0,1.0,,97,,
211,Escape,Go,1,1.0,1.0,0.41399192810058594,97,,
212,Escape,Go,1,1.0,1.0,0.8157098293304443,97,,
213,Escape,NoGo,0,1.0,1.0,,97,,
214,Avoid,Go,1,1.0,1.0,0.40068984031677246,97,,
215,Avoid,NoGo,0,1.0,1.0,,97,,
216,Avoid,NoGo,0,1.0,1.0,,97,,
217,Escape,NoGo,0,1.0,1.0,,97,,
218,Escape,Go,1,1.0,1.0,1.3646128177642822,97,,
219,Avoid,Go,1,1.0,1.0,0.561244010925293,97,,
220,Avoid,Go,1,0.0,1.0,0.7889280319213867,97,,
221,Escape,Go,1,1.0,1.0,0.3737919330596924,97,,
222,Avoid,NoGo,0,1.0,1.0,,97,,
223,Escape,NoGo,0,1.0,1.0,,97,,
224,Avoid,Go,1,1.0,1.0,0.9093880653381348,97,,
225,Avoid,NoGo,0,1.0,1.0,,97,,
226,Escape,Go,1,1.0,1.0,0.9361732006072998,97,,
227,Escape,NoGo,0,1.0,1.0,,97,,
228,Escape,NoGo,0,0.0,1.0,,97,,
229,Escape,Go,1,0.0,1.0,0.36048293113708496,97,,
230,Avoid,NoGo,0,1.0,1.0,,97,,
231,Avoid,Go,1,1.0,1.0,0.2799081802368164,97,1.0,0.627694845199585
232,Avoid,Go,1,1.0,1.0,0.4944272041320801,97,,
233,Avoid,NoGo,0,1.0,1.0,,97,,
234,Escape,NoGo,0,1.0,1.0,,97,,
235,Avoid,Go,1,0.0,1.0,0.5211930274963379,97,,
236,Escape,NoGo,0,1.0,1.0,,97,,
237,Escape,Go,1,1.0,1.0,0.775547981262207,97,,
238,Escape,Go,1,1.0,1.0,1.4047770500183105,97,,
239,Avoid,NoGo,0,0.0,1.0,,97,,
0,Avoid,Go,0,0.0,0.0,,98,,
1,Escape,Go,0,1.0,0.0,,98,,
2,Avoid,Go,1,1.0,1.0,0.5478711128234863,98,,
3,Escape,Go,1,1.0,1.0,1.5119190216064453,98,,
4,Escape,NoGo,0,1.0,1.0,,98,,
5,Avoid,NoGo,0,1.0,1.0,,98,,
6,Escape,NoGo,0,0.0,1.0,,98,,
7,Avoid,NoGo,0,1.0,1.0,,98,,
8,Avoid,NoGo,0,0.0,1.0,,98,,
9,Avoid,Go,1,1.0,1.0,0.48102593421936035,98,,
10,Avoid,NoGo,0,1.0,1.0,,98,,
11,Escape,Go,0,0.0,0.0,,98,,
12,Avoid,Go,1,0.0,1.0,0.6683809757232666,98,,
13,Escape,NoGo,1,0.0,0.0,0.9495849609375,98,,
14,Escape,Go,0,0.0,0.0,,98,,
15,Escape,NoGo,1,0.0,0.0,0.6549890041351318,98,,
16,Avoid,Go,1,1.0,1.0,0.4408230781555176,98,,
17,Avoid,NoGo,0,1.0,1.0,,98,,
18,Escape,Go,0,0.0,0.0,,98,,
19,Escape,Go,1,1.0,1.0,0.2667720317840576,98,,
20,Avoid,Go,1,0.0,1.0,0.3737938404083252,98,,
21,Avoid,NoGo,0,1.0,1.0,,98,,
22,Escape,NoGo,0,1.0,1.0,,98,,
23,Escape,NoGo,0,1.0,1.0,,98,,
24,Escape,NoGo,0,1.0,1.0,,98,,
25,Escape,NoGo,0,0.0,1.0,,98,,
26,Avoid,Go,1,1.0,1.0,0.34711718559265137,98,,
27,Escape,Go,1,1.0,1.0,0.3738999366760254,98,,
28,Avoid,Go,1,1.0,1.0,0.42737388610839844,98,,
29,Avoid,NoGo,0,1.0,1.0,,98,,
30,Escape,Go,1,0.0,1.0,0.36029791831970215,98,,
31,Avoid,NoGo,0,1.0,1.0,,98,,
32,Avoid,NoGo,0,1.0,1.0,,98,,
33,Avoid,Go,1,1.0,1.0,0.41415882110595703,98,,
34,Escape,Go,1,1.0,1.0,0.3471109867095947,98,,
35,Escape,NoGo,0,1.0,1.0,,98,,
36,Escape,Go,1,1.0,1.0,0.42734599113464355,98,,
37,Avoid,NoGo,0,0.0,1.0,,98,,
38,Escape,NoGo,0,1.0,1.0,,98,,
39,Avoid,Go,1,1.0,1.0,0.38727807998657227,98,,
40,Escape,NoGo,0,1.0,1.0,,98,,
41,Escape,Go,1,0.0,1.0,0.30693817138671875,98,,
42,Avoid,Go,1,1.0,1.0,0.6818249225616455,98,,
43,Avoid,Go,1,1.0,1.0,0.37434911727905273,98,,
44,Escape,NoGo,0,0.0,1.0,,98,,
45,Avoid,NoGo,0,1.0,1.0,,98,,
46,Avoid,NoGo,0,1.0,1.0,,98,,
47,Escape,Go,0,0.0,0.0,,98,,
48,Escape,Go,0,0.0,0.0,,98,,
49,Escape,Go,1,1.0,1.0,0.8291070461273193,98,,
50,Avoid,NoGo,0,1.0,1.0,,98,,
51,Avoid,Go,1,1.0,1.0,0.3069648742675781,98,,
52,Escape,NoGo,0,1.0,1.0,,98,,
53,Avoid,NoGo,0,0.0,1.0,,98,,
54,Escape,NoGo,0,1.0,1.0,,98,,
55,Avoid,Go,1,1.0,1.0,0.2801249027252197,98,,
56,Avoid,Go,1,0.0,1.0,0.32033801078796387,98,,
57,Escape,Go,1,1.0,1.0,0.280148983001709,98,,
58,Avoid,Go,1,1.0,1.0,0.3067209720611572,98,,
59,Escape,Go,1,1.0,1.0,0.2667710781097412,98,,
60,Avoid,NoGo,0,1.0,1.0,,98,,
61,Avoid,NoGo,0,1.0,1.0,,98,,
62,Escape,NoGo,0,1.0,1.0,,98,,
63,Escape,NoGo,0,1.0,1.0,,98,,
64,Avoid,Go,1,1.0,1.0,0.5077691078186035,98,,
65,Escape,Go,1,0.0,1.0,0.29355382919311523,98,,
66,Avoid,Go,1,1.0,1.0,0.2933931350708008,98,,
67,Escape,Go,1,1.0,1.0,0.2800710201263428,98,,
68,Avoid,NoGo,0,1.0,1.0,,98,,
69,Escape,NoGo,0,0.0,1.0,,98,,
70,Avoid,NoGo,0,1.0,1.0,,98,,
71,Escape,NoGo,0,1.0,1.0,,98,,
72,Escape,Go,1,1.0,1.0,0.2667579650878906,98,,
73,Escape,NoGo,0,1.0,1.0,,98,,
74,Escape,Go,1,1.0,1.0,0.2667109966278076,98,,
75,Avoid,Go,1,1.0,1.0,0.44084787368774414,98,,
76,Avoid,NoGo,0,1.0,1.0,,98,,
77,Avoid,Go,1,0.0,1.0,0.28014397621154785,98,,
78,Escape,NoGo,0,1.0,1.0,,98,,
79,Avoid,NoGo,0,0.0,1.0,,98,,
80,Escape,NoGo,0,0.0,1.0,,98,,
81,Avoid,NoGo,0,1.0,1.0,,98,,
82,Avoid,Go,1,1.0,1.0,0.280195951461792,98,,
83,Avoid,Go,1,1.0,1.0,0.29355883598327637,98,,
84,Escape,NoGo,0,1.0,1.0,,98,,
85,Avoid,NoGo,0,1.0,1.0,,98,,
86,Escape,Go,1,1.0,1.0,0.8023149967193604,98,,
87,Escape,Go,1,1.0,1.0,0.9092772006988525,98,,
88,Avoid,Go,1,1.0,1.0,0.6282730102539062,98,,
89,Escape,NoGo,0,1.0,1.0,,98,,
90,Escape,Go,1,0.0,1.0,0.32030606269836426,98,,
91,Escape,NoGo,0,1.0,1.0,,98,,
92,Avoid,Go,1,0.0,1.0,0.2667670249938965,98,,
93,Avoid,NoGo,0,1.0,1.0,,98,,
94,Avoid,NoGo,0,1.0,1.0,,98,,
95,Escape,Go,1,1.0,1.0,0.3069448471069336,98,,
96,Escape,NoGo,0,0.0,1.0,,98,,
97,Avoid,NoGo,0,1.0,1.0,,98,,
98,Avoid,NoGo,0,0.0,1.0,,98,,
99,Escape,Go,1,1.0,1.0,0.2667710781097412,98,,
100,Avoid,Go,1,1.0,1.0,0.3872721195220947,98,,
101,Escape,Go,1,1.0,1.0,0.2934699058532715,98,,
102,Avoid,Go,1,1.0,1.0,0.5345730781555176,98,,
103,Escape,NoGo,0,1.0,1.0,,98,,
104,Avoid,Go,1,1.0,1.0,0.5076689720153809,98,,
105,Avoid,NoGo,0,0.0,1.0,,98,,
106,Escape,NoGo,0,1.0,1.0,,98,,
107,Escape,NoGo,0,1.0,1.0,,98,,
108,Escape,Go,1,1.0,1.0,0.2935941219329834,98,,
109,Avoid,NoGo,0,1.0,1.0,,98,,
110,Avoid,Go,1,0.0,1.0,0.29347801208496094,98,,
111,Escape,Go,1,1.0,1.0,0.2801508903503418,98,,
112,Escape,NoGo,0,1.0,1.0,,98,,
113,Avoid,NoGo,0,1.0,1.0,,98,,
114,Escape,Go,1,0.0,1.0,0.2801990509033203,98,,
115,Avoid,NoGo,0,1.0,1.0,,98,,
116,Avoid,Go,1,1.0,1.0,0.3470799922943115,98,,
117,Escape,Go,1,1.0,1.0,0.2800099849700928,98,,
118,Escape,NoGo,0,1.0,1.0,,98,,
119,Avoid,Go,1,1.0,1.0,1.0031518936157227,98,,
120,Escape,NoGo,0,1.0,1.0,,98,,
121,Escape,Go,1,1.0,1.0,0.5479450225830078,98,,
122,Avoid,Go,1,0.0,1.0,0.5878720283508301,98,,
123,Avoid,NoGo,0,0.0,1.0,,98,,
124,Avoid,NoGo,0,1.0,1.0,,98,,
125,Escape,Go,1,1.0,1.0,0.34709715843200684,98,,
126,Escape,NoGo,0,1.0,1.0,,98,,
127,Avoid,Go,1,1.0,1.0,0.869236946105957,98,,
128,Escape,NoGo,0,1.0,1.0,,98,,
