name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
lp__	-22000.0	0.35	12.0	-22000.0	-22000.0	-22000.0	1100.0	0.25	1.0
mu_pr[1]	-4.0	0.03	1.2	-6.4	-3.7	-2.8	1560.0	0.35	1.0
mu_pr[2]	1.2	0.042	2.1	-2.6	1.2	4.6	2505.0	0.57	1.0
sigma_pr[1]	-0.93	0.012	0.67	-2.1	-0.9	0.11	3064.0	0.69	1.0
sigma_pr[2]	-0.21	0.016	0.92	-1.7	-0.21	1.3	3301.0	0.75	1.0
theta_pr[1,1]	0.038	0.015	0.99	-1.6	0.042	1.7	4289.0	0.97	1.0
theta_pr[1,2]	-0.022	0.02	1.0	-1.7	-0.015	1.6	2614.0	0.59	1.0
theta_pr[1,3]	-0.063	0.019	0.98	-1.7	-0.046	1.5	2825.0	0.64	1.0
theta_pr[1,4]	0.046	0.014	0.99	-1.6	0.041	1.7	5323.0	1.2	1.0
theta_pr[1,5]	0.055	0.016	0.99	-1.6	0.08	1.7	3814.0	0.86	1.0
theta_pr[1,6]	-0.015	0.013	0.95	-1.6	-0.016	1.5	5488.0	1.2	1.0
theta_pr[1,7]	-0.038	0.017	0.99	-1.7	-0.015	1.6	3321.0	0.75	1.0
theta_pr[1,8]	-0.035	0.017	0.96	-1.7	-0.025	1.5	3140.0	0.71	1.0
theta_pr[1,9]	-0.0079	0.025	1.0	-1.7	0.0012	1.6	1658.0	0.37	1.0
theta_pr[1,10]	-0.095	0.021	1.0	-1.8	-0.075	1.5	2290.0	0.52	1.0
theta_pr[1,11]	-0.0026	0.014	0.98	-1.6	0.011	1.6	4751.0	1.1	1.0
theta_pr[1,12]	-0.0069	0.016	0.97	-1.6	0.0022	1.6	3873.0	0.87	1.0
theta_pr[1,13]	-0.027	0.017	0.99	-1.6	-0.017	1.6	3531.0	0.8	1.0
theta_pr[1,14]	-0.036	0.018	0.99	-1.7	-0.011	1.5	2937.0	0.66	1.0
theta_pr[1,15]	0.17	0.017	1.1	-1.6	0.14	2.0	3861.0	0.87	1.0
theta_pr[1,16]	-0.07	0.015	1.0	-1.7	-0.055	1.6	4502.0	1.0	1.0
theta_pr[1,17]	-0.075	0.015	0.96	-1.7	-0.057	1.5	3994.0	0.9	1.0
theta_pr[1,18]	-0.011	0.016	0.99	-1.7	-0.0074	1.6	3793.0	0.86	1.0
theta_pr[1,19]	0.071	0.02	1.0	-1.6	0.084	1.7	2636.0	0.59	1.0
theta_pr[1,20]	0.14	0.026	1.0	-1.6	0.11	1.9	1626.0	0.37	1.0
theta_pr[1,21]	-0.07	0.013	0.98	-1.7	-0.074	1.5	5889.0	1.3	1.0
theta_pr[1,22]	-0.047	0.013	0.97	-1.6	-0.036	1.5	5753.0	1.3	1.0
theta_pr[1,23]	-0.011	0.015	0.96	-1.6	0.0019	1.5	4090.0	0.92	1.0
theta_pr[1,24]	0.25	0.032	1.1	-1.6	0.2	2.2	1317.0	0.3	1.0
theta_pr[1,25]	-0.065	0.017	0.99	-1.7	-0.069	1.5	3466.0	0.78	1.0
theta_pr[1,26]	-0.085	0.016	0.96	-1.7	-0.089	1.5	3559.0	0.8	1.0
theta_pr[1,27]	0.0081	0.019	0.99	-1.6	0.0069	1.6	2740.0	0.62	1.0
theta_pr[1,28]	-0.033	0.015	0.98	-1.7	-0.028	1.6	4319.0	0.97	1.0
theta_pr[1,29]	-0.056	0.015	0.94	-1.6	-0.051	1.5	3914.0	0.88	1.0
theta_pr[1,30]	-0.058	0.016	0.97	-1.7	-0.041	1.5	3780.0	0.85	1.0
theta_pr[1,31]	-0.073	0.018	0.97	-1.7	-0.068	1.5	3059.0	0.69	1.0
theta_pr[1,32]	-0.066	0.019	0.97	-1.7	-0.053	1.5	2565.0	0.58	1.0
theta_pr[1,33]	-0.061	0.023	1.0	-1.8	-0.035	1.6	1965.0	0.44	1.0
theta_pr[1,34]	-0.05	0.016	0.99	-1.7	-0.043	1.5	3678.0	0.83	1.0
theta_pr[1,35]	0.0013	0.015	0.99	-1.7	0.022	1.6	4282.0	0.97	1.0
theta_pr[1,36]	0.14	0.022	1.1	-1.6	0.13	1.9	2215.0	0.5	1.0
theta_pr[1,37]	0.042	0.02	0.98	-1.6	0.055	1.6	2454.0	0.55	1.0
theta_pr[1,38]	-0.087	0.015	0.97	-1.7	-0.077	1.5	3948.0	0.89	1.0
theta_pr[1,39]	-0.0088	0.018	0.98	-1.6	-0.012	1.6	2880.0	0.65	1.0
theta_pr[1,40]	0.25	0.028	1.1	-1.6	0.23	2.1	1517.0	0.34	1.0
theta_pr[1,41]	-0.087	0.014	0.96	-1.7	-0.081	1.5	4858.0	1.1	1.0
theta_pr[1,42]	-0.0057	0.018	0.99	-1.6	0.004	1.6	3176.0	0.72	1.0
theta_pr[1,43]	-0.021	0.016	0.99	-1.7	-0.01	1.6	3644.0	0.82	1.0
theta_pr[1,44]	0.05	0.026	1.0	-1.7	0.062	1.7	1555.0	0.35	1.0
theta_pr[1,45]	0.015	0.015	0.99	-1.6	0.031	1.6	4394.0	0.99	1.0
theta_pr[1,46]	0.0012	0.015	0.98	-1.6	-0.0069	1.7	4026.0	0.91	1.0
theta_pr[1,47]	-0.1	0.019	0.97	-1.7	-0.1	1.5	2680.0	0.6	1.0
theta_pr[1,48]	-0.048	0.016	0.97	-1.7	-0.028	1.5	3533.0	0.8	1.0
theta_pr[1,49]	-0.038	0.021	1.0	-1.7	-0.049	1.6	2178.0	0.49	1.0
theta_pr[1,50]	0.14	0.022	1.1	-1.6	0.12	1.9	2369.0	0.53	1.0
theta_pr[1,51]	-0.07	0.016	0.97	-1.7	-0.072	1.5	3515.0	0.79	1.0
theta_pr[1,52]	-0.062	0.016	0.99	-1.7	-0.048	1.6	4049.0	0.91	1.0
theta_pr[1,53]	0.031	0.017	0.97	-1.6	0.032	1.6	3238.0	0.73	1.0
theta_pr[1,54]	0.031	0.024	1.0	-1.7	0.061	1.6	1837.0	0.41	1.0
