name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	1.89	0.0431	0.191	1.59	1.89	2.21	19.7	0.0123	1.09
mu_pr[2]	-0.954	0.00633	0.0934	-1.1	-0.954	-0.803	218.0	0.136	1.01
mu_pr[3]	0.0601	0.00204	0.00985	0.0446	0.0596	0.0767	23.4	0.0145	1.07
mu_pr[4]	0.0351	0.000281	0.0047	0.0277	0.0349	0.0432	281.0	0.175	1.02
L[1,1]	1.0		6e-16	1.0	1.0	1.0			
L[1,2]	0.0		0.0	0.0	0.0	0.0			
L[1,3]	0.0		0.0	0.0	0.0	0.0			
L[1,4]	0.0		0.0	0.0	0.0	0.0			
L[2,1]	-0.35	0.0558	0.131	-0.564	-0.352	-0.129	5.52	0.00343	1.28
L[2,2]	0.926	0.0212	0.0516	0.826	0.936	0.992	5.91	0.00367	1.27
L[2,3]	0.0		0.0	0.0	0.0	0.0			
L[2,4]	0.0		0.0	0.0	0.0	0.0			
L[3,1]	-0.424	0.0068	0.104	-0.581	-0.431	-0.241	232.0	0.144	1.02
L[3,2]	-0.202	0.0284	0.12	-0.393	-0.204	-0.00535	17.8	0.0111	1.08
L[3,3]	0.867	0.00898	0.0554	0.77	0.871	0.95	38.0	0.0237	1.05
L[3,4]	0.0		0.0	0.0	0.0	0.0			
L[4,1]	-0.446	0.0063	0.131	-0.648	-0.453	-0.209	431.0	0.269	1.02
L[4,2]	-0.0854	0.00516	0.142	-0.33	-0.0842	0.151	763.0	0.475	1.0
L[4,3]	0.077	0.031	0.155	-0.188	0.0807	0.317	25.0	0.0156	1.06
L[4,4]	0.849	0.00334	0.0701	0.726	0.857	0.954	442.0	0.275	1.02
sigma_pr[1]	0.148	0.00518	0.118	-0.0445	0.143	0.347	521.0	0.325	1.0
sigma_pr[2]	-0.313	0.00576	0.0942	-0.47	-0.311	-0.159	267.0	0.166	1.02
sigma_pr[3]	-2.69	0.028	0.136	-2.91	-2.69	-2.47	23.5	0.0146	1.06
sigma_pr[4]	-3.66	0.00776	0.158	-3.92	-3.65	-3.39	415.0	0.258	1.01
theta_pr[1,1]	0.517	0.0234	0.729	-0.604	0.467	1.73	975.0	0.607	1.0
theta_pr[1,2]	-0.807	0.0192	0.371	-1.28	-0.857	-0.197	375.0	0.233	1.03
theta_pr[1,3]	0.818	0.019	0.456	0.118	0.783	1.6	573.0	0.357	1.01
theta_pr[1,4]	-0.734	0.0273	0.717	-1.55	-0.925	0.722	689.0	0.429	1.0
theta_pr[1,5]	-0.512	0.02	0.559	-1.15	-0.662	0.638	783.0	0.487	1.01
theta_pr[1,6]	-0.936	0.0403	0.19	-1.26	-0.926	-0.632	22.3	0.0138	1.08
theta_pr[1,7]	0.208	0.0262	0.697	-0.849	0.159	1.44	709.0	0.441	1.0
theta_pr[1,8]	0.844	0.0226	0.729	-0.315	0.805	2.1	1040.0	0.647	1.0
theta_pr[1,9]	1.24	0.0173	0.54	0.406	1.2	2.19	975.0	0.607	1.01
theta_pr[1,10]	-0.425	0.0412	0.235	-0.795	-0.431	-0.0198	32.6	0.0203	1.05
theta_pr[1,11]	1.72	0.0154	0.613	0.746	1.71	2.75	1586.0	0.987	1.0
theta_pr[1,12]	-0.6	0.0246	0.626	-1.31	-0.768	0.655	649.0	0.404	1.0
theta_pr[1,13]	-0.655	0.022	0.61	-1.38	-0.801	0.638	773.0	0.481	1.0
theta_pr[1,14]	0.805	0.0252	0.744	-0.368	0.775	2.09	871.0	0.542	1.0
theta_pr[1,15]	-1.4	0.0272	0.326	-1.77	-1.43	-1.04	143.0	0.0891	1.04
theta_pr[1,16]	0.419	0.0185	0.585	-0.396	0.344	1.51	1001.0	0.623	1.0
theta_pr[1,17]	-0.0101	0.0219	0.693	-0.907	-0.135	1.31	1005.0	0.626	1.01
theta_pr[1,18]	0.5	0.0234	0.696	-0.528	0.45	1.68	881.0	0.548	1.0
theta_pr[1,19]	-0.146	0.0177	0.557	-0.875	-0.237	0.934	995.0	0.619	1.0
theta_pr[1,20]	0.744	0.0135	0.462	0.0441	0.71	1.53	1178.0	0.733	1.01
theta_pr[1,21]	-0.432	0.0225	0.644	-1.21	-0.582	0.823	818.0	0.509	1.0
theta_pr[1,22]	-0.701	0.0136	0.313	-1.15	-0.736	-0.121	529.0	0.329	1.01
theta_pr[1,23]	0.49	0.0135	0.475	-0.196	0.436	1.36	1241.0	0.772	1.01
theta_pr[1,24]	-0.00446	0.0286	0.797	-1.06	-0.122	1.45	776.0	0.483	1.0
theta_pr[1,25]	-1.06	0.0335	0.267	-1.45	-1.09	-0.598	63.2	0.0394	1.04
theta_pr[1,26]	0.373	0.0174	0.552	-0.393	0.305	1.39	1009.0	0.628	1.01
theta_pr[1,27]	-0.377	0.0583	1.02	-1.49	-0.782	1.63	307.0	0.191	1.01
theta_pr[1,28]	-0.262	0.0539	0.926	-1.29	-0.55	1.53	295.0	0.183	1.02
theta_pr[1,29]	-0.331	1.47	2.14	-2.82	-0.318	2.63	2.11	0.00131	4.44
theta_pr[1,30]	-1.12	0.0363	0.194	-1.45	-1.12	-0.806	28.7	0.0178	1.07
theta_pr[1,31]	-0.263	0.022	0.662	-1.07	-0.415	1.05	905.0	0.564	1.0
theta_pr[1,32]	-0.53	0.0227	0.666	-1.3	-0.71	0.895	861.0	0.536	1.0
theta_pr[1,33]	-0.365	0.0153	0.359	-0.858	-0.411	0.285	547.0	0.34	1.02
theta_pr[1,34]	-0.246	0.0175	0.531	-0.895	-0.351	0.776	925.0	0.576	1.0
theta_pr[1,35]	0.966	0.0179	0.596	0.0337	0.945	2.02	1106.0	0.688	1.01
theta_pr[1,36]	0.653	0.0209	0.662	-0.327	0.589	1.81	1001.0	0.623	1.0
theta_pr[1,37]	0.135	0.0125	0.434	-0.481	0.0769	0.905	1200.0	0.747	1.01
theta_pr[1,38]	0.265	0.0178	0.567	-0.544	0.218	1.32	1009.0	0.628	1.0
theta_pr[1,39]	1.42	0.0147	0.507	0.642	1.41	2.28	1192.0	0.742	1.01
theta_pr[1,40]	-0.866	0.0436	0.194	-1.18	-0.864	-0.548	19.8	0.0123	1.08
theta_pr[1,41]	-0.288	0.0271	0.706	-1.12	-0.471	1.13	682.0	0.424	1.01
theta_pr[1,42]	-0.57	0.0344	0.34	-1.02	-0.617	0.0598	98.1	0.061	1.04
theta_pr[1,43]	-0.658	0.0348	0.811	-1.54	-0.888	1.01	545.0	0.339	1.0
theta_pr[1,44]	-1.28	0.0429	0.322	-1.67	-1.31	-0.821	56.6	0.0352	1.06
theta_pr[1,45]	0.749	0.0158	0.587	-0.119	0.693	1.81	1381.0	0.86	1.0
theta_pr[1,46]	0.514	0.0177	0.631	-0.348	0.426	1.67	1275.0	0.794	1.0
theta_pr[1,47]	-0.632	0.0313	0.738	-1.39	-0.883	0.91	556.0	0.346	1.01
theta_pr[1,48]	-0.806	0.0159	0.389	-1.29	-0.864	-0.133	600.0	0.373	1.02
theta_pr[1,49]	0.523	0.0257	0.7	-0.489	0.451	1.77	741.0	0.461	1.01
theta_pr[1,50]	0.691	0.0283	0.843	-0.625	0.676	2.09	888.0	0.553	0.999
theta_pr[1,51]	-0.0854	0.0201	0.626	-0.914	-0.183	1.1	971.0	0.604	1.01
theta_pr[1,52]	0.0461	0.016	0.346	-0.479	0.0192	0.643	472.0	0.294	1.02
theta_pr[1,53]	0.075	0.0261	0.751	-0.844	-0.0627	1.5	830.0	0.517	1.02
theta_pr[1,54]	0.518	0.0178	0.642	-0.455	0.474	1.66	1303.0	0.811	1.0
theta_pr[1,55]	1.92	0.019	0.611	0.987	1.89	2.96	1031.0	0.642	1.01
theta_pr[1,56]	-0.549	0.0195	0.524	-1.17	-0.672	0.455	725.0	0.451	1.0
theta_pr[1,57]	0.494	0.0188	0.665	-0.462	0.432	1.72	1244.0	0.774	1.0
theta_pr[1,58]	-0.327	0.0216	0.645	-1.11	-0.481	0.987	895.0	0.557	1.0
