	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
beta[47,1,1]	0.444	0.00424	0.197	0.0549	0.442	0.823	2161.0	0.905	0.999
beta[48,1,1]	-0.759	0.00354	0.145	-1.06	-0.758	-0.489	1665.0	0.697	1.0
beta[49,1,1]	-0.508	0.00434	0.156	-0.826	-0.505	-0.21	1292.0	0.541	1.0
beta[50,1,1]	-0.345	0.00432	0.168	-0.688	-0.346	-0.0166	1515.0	0.634	1.0
beta[51,1,1]	-0.643	0.00389	0.154	-0.965	-0.641	-0.352	1568.0	0.657	1.0
beta[52,1,1]	0.3	0.00379	0.183	-0.0818	0.299	0.651	2321.0	0.972	1.0
beta[53,1,1]	-0.266	0.00356	0.151	-0.577	-0.267	0.0153	1800.0	0.754	1.0
beta[54,1,1]	-0.694	0.00405	0.166	-1.04	-0.692	-0.378	1689.0	0.707	1.0
beta[55,1,1]	-0.859	0.00373	0.152	-1.17	-0.857	-0.567	1653.0	0.692	1.0
beta[56,1,1]	-0.373	0.00347	0.146	-0.673	-0.377	-0.0852	1764.0	0.739	1.0
beta[57,1,1]	0.455	0.00369	0.185	0.0762	0.451	0.805	2507.0	1.05	1.0
beta[58,1,1]	-0.451	0.00339	0.169	-0.789	-0.457	-0.138	2496.0	1.05	1.0
beta[59,1,1]	0.461	0.00444	0.196	0.0828	0.456	0.838	1949.0	0.816	1.0
beta[60,1,1]	-0.454	0.00378	0.157	-0.77	-0.46	-0.161	1713.0	0.717	1.0
beta[61,1,1]	0.936	0.00474	0.227	0.489	0.93	1.39	2297.0	0.962	0.999
beta[62,1,1]	-0.0904	0.00389	0.174	-0.44	-0.0887	0.232	2007.0	0.84	0.999
beta[63,1,1]	-0.126	0.00379	0.164	-0.447	-0.131	0.183	1867.0	0.782	0.999
beta[64,1,1]	-0.486	0.00365	0.158	-0.799	-0.49	-0.185	1873.0	0.784	1.0
beta[65,1,1]	-0.402	0.00435	0.165	-0.731	-0.399	-0.0885	1437.0	0.602	1.0
beta[66,1,1]	-0.477	0.00423	0.161	-0.795	-0.482	-0.16	1444.0	0.605	1.0
beta[67,1,1]	0.963	0.00475	0.232	0.518	0.961	1.41	2384.0	0.998	1.0
beta[68,1,1]	0.78	0.00539	0.21	0.383	0.771	1.2	1525.0	0.639	1.0
beta[69,1,1]	-0.25	0.00385	0.161	-0.576	-0.247	0.0596	1739.0	0.728	1.0
beta[70,1,1]	-0.261	0.00404	0.168	-0.599	-0.263	0.0583	1726.0	0.723	0.999
beta[71,1,1]	-0.666	0.00371	0.155	-0.991	-0.669	-0.376	1742.0	0.729	0.999
beta[72,1,1]	-0.173	0.00347	0.163	-0.497	-0.177	0.145	2222.0	0.93	0.998
beta[73,1,1]	-0.278	0.00383	0.158	-0.6	-0.28	0.0277	1709.0	0.715	1.0
beta[74,1,1]	0.416	0.0042	0.19	0.0339	0.419	0.765	2054.0	0.86	1.0
beta[75,1,1]	-0.535	0.00414	0.166	-0.882	-0.539	-0.215	1607.0	0.673	1.0
beta[76,1,1]	0.847	0.00446	0.21	0.408	0.844	1.24	2215.0	0.928	1.0
beta[77,1,1]	-0.565	0.00416	0.164	-0.897	-0.562	-0.269	1559.0	0.653	1.0
beta[78,1,1]	0.789	0.00461	0.213	0.359	0.784	1.2	2129.0	0.892	1.0
beta[79,1,1]	-0.773	0.00328	0.143	-1.08	-0.772	-0.509	1904.0	0.797	1.0
beta[80,1,1]	0.0295	0.00384	0.172	-0.326	0.0269	0.36	1997.0	0.836	1.0
beta[81,1,1]	0.451	0.00413	0.192	0.0667	0.441	0.81	2166.0	0.907	1.0
beta[82,1,1]	0.489	0.00587	0.207	0.0748	0.492	0.867	1245.0	0.521	1.0
beta[83,1,1]	-0.0467	0.00595	0.171	-0.388	-0.0526	0.296	830.0	0.347	1.0
beta[84,1,1]	0.147	0.00528	0.176	-0.221	0.141	0.482	1115.0	0.467	1.0
beta[85,1,1]	-0.465	0.00425	0.16	-0.802	-0.467	-0.162	1421.0	0.595	1.0
beta[86,1,1]	0.827	0.00551	0.213	0.392	0.82	1.26	1495.0	0.626	0.999
beta[87,1,1]	-0.193	0.00389	0.169	-0.525	-0.194	0.134	1877.0	0.786	1.0
beta[88,1,1]	-0.0829	0.00551	0.18	-0.448	-0.0859	0.262	1063.0	0.445	1.0
beta[89,1,1]	-0.46	0.00587	0.165	-0.793	-0.457	-0.148	793.0	0.332	1.0
beta[90,1,1]	0.637	0.0054	0.202	0.231	0.631	1.02	1404.0	0.588	1.0
beta[91,1,1]	0.515	0.00423	0.199	0.111	0.513	0.89	2216.0	0.928	1.0
beta[92,1,1]	-0.722	0.00372	0.162	-1.07	-0.721	-0.426	1884.0	0.789	1.0
beta[93,1,1]	-0.000897	0.00642	0.173	-0.365	0.00115	0.325	727.0	0.304	1.01
beta[94,1,1]	-0.566	0.00402	0.162	-0.895	-0.566	-0.269	1629.0	0.682	1.0
beta[95,1,1]	-0.413	0.00529	0.159	-0.743	-0.412	-0.118	903.0	0.378	1.0
beta[96,1,1]	-0.257	0.00424	0.17	-0.6	-0.259	0.0699	1607.0	0.673	1.0
beta[97,1,1]	-0.743	0.00588	0.155	-1.05	-0.747	-0.442	695.0	0.291	1.01
beta[98,1,1]	-0.273	0.00419	0.171	-0.631	-0.276	0.0424	1667.0	0.698	1.0
beta[99,1,1]	0.41	0.00624	0.191	0.0369	0.405	0.76	936.0	0.392	1.0
beta[100,1,1]	-0.00392	0.00427	0.182	-0.373	-0.00198	0.342	1814.0	0.76	1.0
beta[101,1,1]	0.245	0.00392	0.18	-0.103	0.24	0.588	2119.0	0.887	0.999
beta[102,1,1]	-0.719	0.00377	0.16	-1.06	-0.722	-0.418	1811.0	0.758	1.0
beta[103,1,1]	0.993	0.00521	0.225	0.55	0.982	1.44	1868.0	0.782	1.0
beta[104,1,1]	0.0926	0.00369	0.172	-0.25	0.0906	0.416	2182.0	0.914	1.0
beta[105,1,1]	-0.592	0.00375	0.151	-0.907	-0.597	-0.307	1627.0	0.681	1.0
beta[106,1,1]	-0.777	0.00422	0.167	-1.1	-0.783	-0.466	1568.0	0.656	1.0
beta[107,1,1]	0.0919	0.00442	0.183	-0.255	0.0904	0.447	1715.0	0.718	1.0
beta[108,1,1]	-0.848	0.00413	0.158	-1.17	-0.851	-0.547	1455.0	0.609	1.0
beta[109,1,1]	-0.0424	0.00643	0.167	-0.392	-0.0393	0.268	676.0	0.283	1.01
beta[110,1,1]	-0.0176	0.00431	0.177	-0.366	-0.0213	0.322	1684.0	0.705	1.0
beta[1,2,1]	-0.431	0.0045	0.157	-0.741	-0.43	-0.136	1216.0	0.509	1.0
beta[2,2,1]	-0.837	0.00398	0.15	-1.13	-0.835	-0.54	1424.0	0.597	1.0
beta[3,2,1]	-0.197	0.00435	0.163	-0.53	-0.198	0.117	1413.0	0.592	1.0
beta[4,2,1]	0.265	0.00488	0.171	-0.0918	0.265	0.59	1224.0	0.513	1.0
beta[5,2,1]	-0.664	0.00524	0.155	-0.987	-0.664	-0.372	881.0	0.369	1.0
beta[6,2,1]	0.0663	0.00447	0.17	-0.274	0.0649	0.392	1442.0	0.604	1.0
beta[7,2,1]	0.208	0.0044	0.179	-0.15	0.202	0.543	1647.0	0.69	1.0
beta[8,2,1]	-0.113	0.00473	0.166	-0.447	-0.115	0.191	1234.0	0.517	1.0
beta[9,2,1]	0.384	0.00479	0.192	-0.0148	0.381	0.75	1609.0	0.674	1.0
beta[10,2,1]	0.479	0.00477	0.189	0.0971	0.477	0.851	1570.0	0.658	1.0
beta[11,2,1]	0.701	0.00468	0.203	0.301	0.696	1.08	1889.0	0.791	1.0
beta[12,2,1]	0.00632	0.00424	0.168	-0.342	0.00858	0.334	1572.0	0.658	0.999
beta[13,2,1]	0.975	0.00518	0.22	0.553	0.967	1.41	1800.0	0.754	1.0
beta[14,2,1]	-0.0169	0.00464	0.177	-0.382	-0.0187	0.325	1447.0	0.606	1.0
beta[15,2,1]	-1.12	0.00445	0.144	-1.42	-1.12	-0.845	1049.0	0.439	1.0
beta[16,2,1]	0.847	0.00477	0.219	0.409	0.838	1.27	2117.0	0.887	0.999
beta[17,2,1]	-0.526	0.00413	0.157	-0.859	-0.524	-0.23	1445.0	0.605	1.0
beta[18,2,1]	0.629	0.00458	0.202	0.222	0.623	1.02	1947.0	0.815	1.0
beta[19,2,1]	-0.351	0.00447	0.163	-0.682	-0.347	-0.0431	1321.0	0.553	1.0
beta[20,2,1]	-0.303	0.00435	0.167	-0.644	-0.305	0.0169	1464.0	0.613	1.0
beta[21,2,1]	-0.0892	0.00416	0.17	-0.445	-0.0887	0.229	1671.0	0.7	0.999
beta[22,2,1]	0.305	0.00468	0.197	-0.0778	0.303	0.69	1767.0	0.74	1.0
beta[23,2,1]	0.435	0.00503	0.207	0.0278	0.427	0.818	1703.0	0.713	1.0
beta[24,2,1]	-0.505	0.00437	0.16	-0.847	-0.503	-0.208	1335.0	0.559	0.999
beta[25,2,1]	0.12	0.00512	0.183	-0.254	0.123	0.452	1285.0	0.538	1.0
beta[26,2,1]	-0.0393	0.00444	0.173	-0.386	-0.0433	0.284	1521.0	0.637	1.0
beta[27,2,1]	0.602	0.00453	0.197	0.21	0.594	0.983	1886.0	0.79	0.999
beta[28,2,1]	0.0506	0.00437	0.174	-0.307	0.0495	0.38	1584.0	0.663	0.999
beta[29,2,1]	0.73	0.00501	0.215	0.309	0.728	1.14	1838.0	0.77	1.0
beta[30,2,1]	0.00739	0.00982	0.628	-1.27	0.00716	1.17	4091.0	1.71	0.999
beta[31,2,1]	-0.83	0.0044	0.159	-1.16	-0.826	-0.524	1303.0	0.546	1.0
beta[32,2,1]	-0.69	0.00486	0.16	-1.01	-0.695	-0.375	1083.0	0.454	1.0
beta[33,2,1]	-0.504	0.00388	0.147	-0.808	-0.503	-0.23	1434.0	0.6	1.0
beta[34,2,1]	-0.302	0.00467	0.159	-0.621	-0.309	-0.0034	1160.0	0.486	1.0
beta[35,2,1]	1.15	0.00587	0.237	0.659	1.15	1.6	1628.0	0.682	1.0
beta[36,2,1]	0.706	0.00544	0.209	0.278	0.707	1.1	1471.0	0.616	1.0
beta[37,2,1]	-0.0239	0.00463	0.189	-0.393	-0.0265	0.333	1658.0	0.694	1.0
beta[38,2,1]	0.296	0.00413	0.188	-0.0887	0.295	0.65	2061.0	0.863	0.999
beta[39,2,1]	0.289	0.00458	0.187	-0.0816	0.284	0.647	1674.0	0.701	1.0
beta[40,2,1]	0.243	0.005	0.187	-0.138	0.244	0.594	1397.0	0.585	1.0
beta[41,2,1]	0.276	0.00468	0.189	-0.108	0.273	0.629	1637.0	0.686	1.0
beta[42,2,1]	1.31	0.00484	0.237	0.859	1.3	1.77	2387.0	1.0	1.0
beta[43,2,1]	0.00603	0.00936	0.618	-1.26	0.0107	1.17	4355.0	1.82	0.999
beta[44,2,1]	0.395	0.00445	0.182	0.0226	0.393	0.754	1662.0	0.696	1.0
beta[45,2,1]	0.0949	0.0052	0.19	-0.292	0.0918	0.468	1338.0	0.56	1.0
beta[46,2,1]	-0.00131	0.00943	0.608	-1.31	-0.0117	1.15	4160.0	1.74	0.999
beta[47,2,1]	0.742	0.00466	0.203	0.35	0.74	1.13	1897.0	0.795	1.0
beta[48,2,1]	0.0046	0.00956	0.643	-1.28	0.0215	1.23	4522.0	1.89	0.999
beta[49,2,1]	-0.807	0.00492	0.155	-1.11	-0.809	-0.524	994.0	0.416	1.0
beta[50,2,1]	-0.444	0.00419	0.152	-0.753	-0.442	-0.159	1320.0	0.553	1.0
beta[51,2,1]	-0.542	0.00416	0.163	-0.877	-0.545	-0.229	1547.0	0.648	1.0
beta[52,2,1]	0.323	0.00433	0.183	-0.0342	0.318	0.664	1777.0	0.744	1.0
beta[53,2,1]	0.136	0.0046	0.175	-0.232	0.141	0.467	1444.0	0.605	1.0
beta[54,2,1]	0.0631	0.00489	0.198	-0.335	0.0641	0.425	1647.0	0.69	1.0
beta[55,2,1]	-0.0105	0.00938	0.619	-1.27	-0.00372	1.18	4350.0	1.82	1.0
beta[56,2,1]	0.00622	0.0102	0.619	-1.27	-0.00116	1.19	3706.0	1.55	0.999
beta[57,2,1]	0.691	0.00463	0.189	0.308	0.691	1.04	1664.0	0.697	1.0
beta[58,2,1]	-0.858	0.00474	0.159	-1.18	-0.866	-0.556	1126.0	0.471	1.0
beta[59,2,1]	0.0168	0.00981	0.619	-1.32	0.00865	1.18	3991.0	1.67	0.999
beta[60,2,1]	-0.403	0.00418	0.155	-0.723	-0.402	-0.108	1370.0	0.574	1.0
beta[61,2,1]	0.873	0.00515	0.21	0.448	0.868	1.29	1663.0	0.696	1.0
beta[62,2,1]	-0.00152	0.00998	0.629	-1.32	0.00502	1.16	3972.0	1.66	0.998
beta[63,2,1]	0.898	0.00548	0.231	0.424	0.901	1.36	1775.0	0.743	1.0
beta[64,2,1]	-0.618	0.00477	0.161	-0.944	-0.622	-0.308	1141.0	0.478	1.0
beta[65,2,1]	-0.351	0.00477	0.159	-0.667	-0.353	-0.0501	1109.0	0.465	1.0
beta[66,2,1]	-0.428	0.00469	0.159	-0.74	-0.431	-0.119	1145.0	0.479	1.0
beta[67,2,1]	1.06	0.00546	0.234	0.59	1.06	1.51	1835.0	0.768	1.0
beta[68,2,1]	0.623	0.00581	0.203	0.212	0.622	0.996	1225.0	0.513	1.0
beta[69,2,1]	-0.396	0.00447	0.158	-0.71	-0.398	-0.0938	1251.0	0.524	1.0
beta[70,2,1]	0.0434	0.00443	0.175	-0.294	0.0407	0.381	1553.0	0.65	1.0
beta[71,2,1]	-0.601	0.00419	0.156	-0.915	-0.606	-0.299	1389.0	0.582	1.0
beta[72,2,1]	-1.05	0.00507	0.165	-1.38	-1.05	-0.737	1057.0	0.443	1.0
beta[73,2,1]	0.258	0.00464	0.192	-0.126	0.254	0.624	1721.0	0.721	1.0
beta[74,2,1]	0.353	0.005	0.195	-0.0434	0.351	0.712	1517.0	0.635	1.0
beta[75,2,1]	-0.248	0.00453	0.167	-0.596	-0.248	0.0619	1358.0	0.569	1.0
beta[76,2,1]	0.802	0.00434	0.209	0.387	0.797	1.2	2318.0	0.971	0.999
beta[77,2,1]	0.588	0.00532	0.209	0.177	0.582	0.989	1548.0	0.648	1.0
beta[78,2,1]	0.809	0.00522	0.219	0.374	0.804	1.23	1750.0	0.733	1.0
beta[79,2,1]	-0.00761	0.0087	0.592	-1.19	-0.0115	1.12	4631.0	1.94	0.999
beta[80,2,1]	0.0648	0.00478	0.173	-0.291	0.0621	0.382	1314.0	0.55	1.0
beta[81,2,1]	1.41	0.00569	0.254	0.909	1.41	1.89	1992.0	0.834	0.999
beta[82,2,1]	0.85	0.0059	0.221	0.401	0.85	1.26	1405.0	0.588	1.0
beta[83,2,1]	-0.00407	0.00905	0.614	-1.25	-0.000725	1.15	4601.0	1.93	0.999
beta[84,2,1]	-0.275	0.00466	0.163	-0.6	-0.276	0.0285	1221.0	0.511	1.0
beta[85,2,1]	-0.241	0.00482	0.162	-0.557	-0.247	0.0655	1122.0	0.47	1.0
beta[86,2,1]	0.414	0.00508	0.195	0.0199	0.41	0.782	1469.0	0.615	1.0
beta[87,2,1]	-0.249	0.0046	0.173	-0.597	-0.253	0.0782	1409.0	0.59	1.01
beta[88,2,1]	-0.461	0.00486	0.158	-0.771	-0.459	-0.154	1058.0	0.443	1.0
beta[89,2,1]	-0.656	0.00475	0.164	-1.0	-0.652	-0.347	1198.0	0.502	1.0
beta[90,2,1]	0.519	0.0049	0.194	0.125	0.517	0.887	1564.0	0.655	1.0
beta[91,2,1]	-0.122	0.00462	0.164	-0.456	-0.126	0.19	1255.0	0.526	1.0
beta[92,2,1]	0.0666	0.0046	0.175	-0.282	0.0615	0.396	1448.0	0.606	1.0
beta[93,2,1]	-0.664	0.00439	0.153	-0.989	-0.666	-0.375	1219.0	0.51	1.0
beta[94,2,1]	-0.783	0.00447	0.153	-1.09	-0.782	-0.493	1172.0	0.491	1.0
beta[95,2,1]	-0.00116	0.00965	0.627	-1.31	0.00442	1.17	4224.0	1.77	1.0
beta[96,2,1]	-0.0772	0.00453	0.162	-0.421	-0.0787	0.214	1274.0	0.533	1.0
beta[97,2,1]	-0.0994	0.00491	0.17	-0.436	-0.102	0.224	1204.0	0.504	1.0
beta[98,2,1]	0.0024	0.0102	0.636	-1.27	0.0203	1.21	3881.0	1.63	0.999
beta[99,2,1]	-0.288	0.00449	0.161	-0.615	-0.284	0.0228	1279.0	0.536	1.0
beta[100,2,1]	0.628	0.00535	0.2	0.231	0.631	1.01	1397.0	0.585	1.0
beta[101,2,1]	0.0212	0.00469	0.172	-0.333	0.0185	0.352	1350.0	0.565	1.0
beta[102,2,1]	-0.609	0.00412	0.153	-0.911	-0.61	-0.319	1385.0	0.58	1.0
beta[103,2,1]	0.873	0.00498	0.22	0.441	0.864	1.3	1948.0	0.816	1.0
beta[104,2,1]	0.304	0.0046	0.173	-0.0588	0.302	0.636	1422.0	0.596	1.0
beta[105,2,1]	0.0883	0.00545	0.166	-0.243	0.0875	0.4	926.0	0.388	1.0
beta[106,2,1]	-0.931	0.00564	0.157	-1.26	-0.927	-0.638	773.0	0.324	1.0
beta[107,2,1]	0.108	0.00525	0.182	-0.262	0.104	0.446	1205.0	0.505	1.0
beta[108,2,1]	0.0103	0.0088	0.605	-1.26	0.0105	1.16	4724.0	1.98	1.0
beta[109,2,1]	-0.053	0.00454	0.178	-0.414	-0.0536	0.294	1541.0	0.645	1.0
beta[110,2,1]	0.612	0.00546	0.204	0.215	0.606	1.01	1395.0	0.584	1.0
beta[1,3,1]	0.0121	0.00893	0.586	-1.16	0.0142	1.09	4296.0	1.8	0.998
beta[2,3,1]	-0.761	0.00402	0.147	-1.05	-0.757	-0.481	1342.0	0.562	1.0
beta[3,3,1]	-0.0271	0.00353	0.16	-0.354	-0.0283	0.275	2063.0	0.864	0.998
beta[4,3,1]	0.952	0.00613	0.234	0.476	0.946	1.41	1453.0	0.608	1.0
beta[5,3,1]	-0.875	0.00455	0.152	-1.19	-0.875	-0.592	1113.0	0.466	1.0
beta[6,3,1]	0.0115	0.00537	0.181	-0.369	0.00983	0.342	1139.0	0.477	1.0
beta[7,3,1]	-0.206	0.00575	0.174	-0.558	-0.209	0.124	915.0	0.383	1.0
beta[8,3,1]	-0.167	0.00469	0.179	-0.519	-0.169	0.175	1467.0	0.614	1.0
beta[9,3,1]	0.304	0.00472	0.182	-0.0579	0.309	0.666	1488.0	0.623	1.0
beta[10,3,1]	0.00963	0.00981	0.586	-1.22	0.0131	1.09	3571.0	1.5	0.999
beta[11,3,1]	1.29	0.00648	0.259	0.768	1.28	1.77	1601.0	0.67	1.0
beta[12,3,1]	0.199	0.00513	0.184	-0.176	0.194	0.542	1290.0	0.54	1.0
beta[13,3,1]	0.723	0.00446	0.198	0.321	0.723	1.11	1964.0	0.822	1.0
beta[14,3,1]	-0.468	0.00343	0.156	-0.786	-0.47	-0.178	2071.0	0.867	0.999
beta[15,3,1]	-0.588	0.00478	0.164	-0.92	-0.589	-0.288	1169.0	0.49	1.0
beta[16,3,1]	0.458	0.00393	0.179	0.108	0.458	0.799	2072.0	0.867	1.0
beta[17,3,1]	-0.78	0.00517	0.149	-1.09	-0.779	-0.505	833.0	0.349	1.0
beta[18,3,1]	-0.0067	0.00888	0.616	-1.28	-0.0125	1.11	4815.0	2.02	0.999
beta[19,3,1]	0.678	0.00444	0.208	0.267	0.677	1.08	2189.0	0.917	0.999
beta[20,3,1]	-0.617	0.00518	0.171	-0.959	-0.617	-0.299	1087.0	0.455	1.0
beta[21,3,1]	-0.538	0.00537	0.162	-0.874	-0.54	-0.239	907.0	0.38	1.01
beta[22,3,1]	-0.159	0.00523	0.174	-0.513	-0.161	0.183	1107.0	0.464	1.0
beta[23,3,1]	0.831	0.00446	0.212	0.403	0.83	1.24	2253.0	0.943	0.999
beta[24,3,1]	-0.372	0.0037	0.162	-0.703	-0.377	-0.0547	1925.0	0.806	1.0
beta[25,3,1]	-0.166	0.00475	0.174	-0.515	-0.166	0.167	1337.0	0.56	1.0
beta[26,3,1]	0.64	0.00609	0.224	0.189	0.635	1.09	1350.0	0.565	1.0
beta[27,3,1]	-0.532	0.00527	0.16	-0.854	-0.534	-0.232	918.0	0.384	1.0
beta[28,3,1]	-0.181	0.00363	0.156	-0.492	-0.18	0.114	1853.0	0.776	0.999
beta[29,3,1]	0.734	0.0044	0.202	0.329	0.729	1.12	2099.0	0.879	1.0
beta[30,3,1]	-0.94	0.00402	0.148	-1.23	-0.941	-0.666	1348.0	0.565	1.0
beta[31,3,1]	-1.0	0.00499	0.164	-1.33	-1.01	-0.686	1076.0	0.451	1.0
beta[32,3,1]	-0.533	0.00473	0.178	-0.883	-0.532	-0.192	1413.0	0.592	1.0
beta[33,3,1]	-0.503	0.00591	0.162	-0.833	-0.507	-0.189	753.0	0.315	1.01
beta[34,3,1]	0.414	0.00382	0.183	0.0414	0.411	0.779	2309.0	0.967	0.999
beta[35,3,1]	-0.626	0.00382	0.151	-0.943	-0.628	-0.343	1571.0	0.658	1.0
beta[36,3,1]	0.556	0.00434	0.192	0.19	0.549	0.932	1960.0	0.821	1.0
beta[37,3,1]	-0.131	0.00434	0.171	-0.458	-0.136	0.192	1550.0	0.649	1.0
beta[38,3,1]	0.631	0.00471	0.192	0.266	0.623	1.01	1670.0	0.699	0.999
beta[39,3,1]	0.413	0.00511	0.19	0.0196	0.408	0.785	1385.0	0.58	1.0
beta[40,3,1]	1.1	0.00514	0.233	0.626	1.1	1.54	2055.0	0.861	1.0
beta[41,3,1]	0.95	0.00493	0.222	0.493	0.95	1.36	2029.0	0.85	1.0
beta[42,3,1]	1.34	0.00509	0.242	0.885	1.34	1.82	2266.0	0.949	0.999
