name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
lp__	-20000.0	0.63	13.0	-20000.0	-20000.0	-20000.0	410.0	0.074	1.0
mu_pr[1]	-4.0	0.057	1.3	-6.5	-3.8	-2.3	509.0	0.091	1.0
mu_pr[2]	0.46	0.025	2.0	-3.1	0.39	3.8	6662.0	1.2	1.0
sigma_pr[1]	-0.98	0.023	0.73	-2.2	-0.93	0.16	1038.0	0.19	1.0
sigma_pr[2]	-0.06	0.021	0.97	-1.6	-0.058	1.5	2230.0	0.4	1.0
theta_pr[1,1]	-0.0054	0.011	0.98	-1.6	0.018	1.5	7222.0	1.3	1.0
theta_pr[1,2]	-0.076	0.017	0.98	-1.7	-0.074	1.5	3309.0	0.59	1.0
theta_pr[1,3]	0.083	0.017	1.0	-1.6	0.069	1.8	3505.0	0.62	1.0
theta_pr[1,4]	-0.06	0.012	0.98	-1.7	-0.041	1.5	6910.0	1.2	1.0
theta_pr[1,5]	0.022	0.014	0.99	-1.6	0.046	1.6	4764.0	0.85	1.0
theta_pr[1,6]	-0.014	0.021	0.98	-1.6	-3.5e-05	1.5	2296.0	0.41	1.0
theta_pr[1,7]	-0.0052	0.0097	0.95	-1.6	0.016	1.6	9711.0	1.7	1.0
theta_pr[1,8]	-0.043	0.016	0.99	-1.7	-0.027	1.6	4022.0	0.72	1.0
theta_pr[1,9]	-0.028	0.014	1.0	-1.7	-0.031	1.6	5128.0	0.91	1.0
theta_pr[1,10]	-0.024	0.011	0.98	-1.6	-0.023	1.6	7944.0	1.4	1.0
theta_pr[1,11]	0.0038	0.012	0.99	-1.7	0.015	1.6	6996.0	1.2	1.0
theta_pr[1,12]	0.029	0.015	1.0	-1.6	0.038	1.7	4754.0	0.85	1.0
theta_pr[1,13]	-0.057	0.016	0.96	-1.6	-0.052	1.5	3688.0	0.66	1.0
theta_pr[1,14]	0.078	0.016	1.0	-1.6	0.073	1.8	4013.0	0.72	1.0
theta_pr[1,15]	0.044	0.013	1.0	-1.6	0.023	1.7	5581.0	0.99	1.0
theta_pr[1,16]	0.02	0.028	1.0	-1.7	0.0089	1.7	1380.0	0.25	1.0
theta_pr[1,17]	0.039	0.011	1.0	-1.6	0.046	1.7	7920.0	1.4	1.0
theta_pr[1,18]	0.11	0.023	1.1	-1.6	0.081	1.9	2144.0	0.38	1.0
theta_pr[1,19]	0.076	0.013	1.0	-1.6	0.067	1.8	6614.0	1.2	1.0
theta_pr[1,20]	0.027	0.011	1.0	-1.6	0.031	1.7	8519.0	1.5	1.0
