subID TrialNo Threat(1)/Safe(2) Fractal CodeOutcomeRightSide CodeOutcomeWrongSide CodeOutcomeNoPress ActualOutcome Circleside(1Left2Right) response Accuracy rt 
38 1 1 3 1 1 0 1 1 1 0 3.927341e-01 
38 2 1 1 0 1 1 1 1 2 0 6.151952e-02 
38 3 1 4 -1 -1 0 -1 1 1 0 6.508729e-01 
38 4 1 4 -1 -1 0 0 2 0 1 NaN 
38 5 1 3 0 0 1 0 1 1 0 2.629630e-01 
38 6 1 4 -1 -1 0 -1 2 2 0 4.819199e-01 
38 7 1 3 0 0 1 0 1 1 0 8.191923e-01 
38 8 1 3 0 0 1 0 2 2 0 4.936779e-01 
38 9 1 1 1 0 0 1 2 2 1 3.989921e-01 
38 10 1 2 0 -1 -1 0 2 2 1 8.583727e-01 
38 11 1 4 0 0 -1 0 2 2 0 6.573200e-01 
38 12 1 3 0 0 1 0 2 2 0 4.896388e-01 
38 13 1 2 -1 0 0 -1 2 2 1 5.198489e-01 
38 14 1 2 0 -1 -1 0 1 1 1 5.038624e-01 
38 15 1 1 1 0 0 1 2 2 1 4.241162e-01 
38 16 1 4 -1 -1 0 0 1 0 1 NaN 
38 17 1 2 0 -1 -1 -1 2 0 0 NaN 
38 18 1 1 1 0 0 1 1 1 1 4.146221e-01 
38 19 1 2 0 -1 -1 -1 1 0 0 NaN 
38 20 1 1 1 0 0 0 1 0 0 NaN 
38 1 2 1 1 0 0 1 1 1 1 4.280609e-01 
38 2 2 4 -1 -1 0 -1 2 2 0 3.213254e-01 
38 3 2 4 -1 -1 0 -1 1 1 0 2.886225e-01 
38 4 2 2 0 -1 -1 0 2 2 1 4.106754e-01 
38 5 2 3 0 0 1 0 2 2 0 6.408558e-01 
38 6 2 1 1 0 0 1 1 1 1 3.244845e-01 
38 7 2 1 0 1 1 0 1 1 1 5.846851e-01 
38 8 2 1 1 0 0 1 2 2 1 4.669981e-01 
38 9 2 2 -1 0 0 -1 2 2 1 4.322827e-01 
38 10 2 2 0 -1 -1 -1 1 0 0 NaN 
38 11 2 4 -1 -1 0 -1 1 1 0 3.478161e-01 
38 12 2 3 0 0 1 0 1 1 0 6.808505e-01 
38 13 2 4 -1 -1 0 -1 2 2 0 3.951089e-01 
38 14 2 3 1 1 0 0 1 0 1 NaN 
38 15 2 3 0 0 1 1 2 0 1 NaN 
38 16 2 3 0 0 1 0 1 1 0 3.362638e-01 
38 17 2 2 0 -1 -1 -1 2 0 0 NaN 
38 18 2 2 0 -1 -1 -1 1 0 0 NaN 
38 19 2 1 1 0 0 1 2 2 1 3.370715e-01 
38 20 2 4 0 0 -1 -1 2 0 1 NaN 
38 1 1 3 0 0 1 0 1 1 0 2.266174e-01 
38 2 1 3 0 0 1 0 2 2 0 3.598634e-01 
38 3 1 4 0 0 -1 0 2 2 0 4.415416e-01 
38 4 1 1 1 0 0 1 1 1 1 3.078246e-01 
38 5 1 4 -1 -1 0 -1 1 1 0 6.307751e-01 
38 6 1 3 1 1 0 1 1 1 0 3.903372e-01 
38 7 1 1 0 1 1 1 1 0 0 NaN 
38 8 1 3 0 0 1 0 1 1 0 3.272624e-01 
38 9 1 1 1 0 0 0 1 0 0 NaN 
38 10 1 4 -1 -1 0 0 1 0 1 NaN 
38 11 1 2 0 -1 -1 -1 2 0 0 NaN 
38 12 1 2 -1 0 0 0 2 0 0 NaN 
38 13 1 1 1 0 0 1 2 2 1 3.739804e-01 
38 14 1 2 0 -1 -1 -1 1 0 0 NaN 
38 15 1 1 1 0 0 1 2 2 1 3.065235e-01 
38 16 1 4 -1 -1 0 0 2 0 1 NaN 
38 17 1 3 0 0 1 0 2 2 0 3.115135e-01 
38 18 1 2 0 -1 -1 0 2 2 1 7.123482e-01 
38 19 1 4 -1 -1 0 0 2 0 1 NaN 
38 20 1 2 0 -1 -1 -1 1 0 0 NaN 
38 1 2 3 1 1 0 0 1 0 1 NaN 
38 2 2 3 0 0 1 1 2 0 1 NaN 
38 3 2 4 -1 -1 0 0 1 0 1 NaN 
38 4 2 1 1 0 0 1 1 1 1 3.986297e-01 
38 5 2 2 0 -1 -1 -1 1 0 0 NaN 
38 6 2 1 1 0 0 1 2 2 1 3.442354e-01 
38 7 2 3 0 0 1 0 2 2 0 6.185008e-01 
38 8 2 1 1 0 0 1 1 1 1 3.091316e-01 
38 9 2 4 -1 -1 0 0 2 0 1 NaN 
38 10 2 2 0 -1 -1 -1 1 0 0 NaN 
38 11 2 3 0 0 1 0 1 1 0 2.955613e-01 
38 12 2 4 0 0 -1 -1 2 0 1 NaN 
38 13 2 2 0 -1 -1 -1 2 0 0 NaN 
38 14 2 1 1 0 0 1 2 2 1 3.341448e-01 
38 15 2 3 0 0 1 0 1 1 0 2.854463e-01 
38 16 2 2 -1 0 0 0 2 0 0 NaN 
38 17 2 4 -1 -1 0 0 1 0 1 NaN 
38 18 2 1 0 1 1 0 1 1 1 3.311048e-01 
38 19 2 2 0 -1 -1 -1 2 0 0 NaN 
38 20 2 4 -1 -1 0 0 2 0 1 NaN 
38 1 1 1 1 0 0 1 2 2 1 3.201115e-01 
38 2 1 3 1 1 0 1 1 1 0 2.923374e-01 
38 3 1 4 -1 -1 0 0 2 0 1 NaN 
38 4 1 1 1 0 0 1 2 2 1 2.962277e-01 
38 5 1 2 0 -1 -1 -1 2 0 0 NaN 
38 6 1 4 -1 -1 0 0 2 0 1 NaN 
