subID TrialNo Threat(1)/Safe(2) Fractal CodeOutcomeRightSide CodeOutcomeWrongSide CodeOutcomeNoPress ActualOutcome Circleside(1Left2Right) response Accuracy rt 
245 1 2 4 -1 -1 0 -1 2 2 0 5.055353e-01 
245 2 2 2 0 -1 -1 0 2 2 1 2.993384e-01 
245 3 2 3 0 0 1 0 1 1 0 4.629839e-01 
245 4 2 1 1 0 0 1 2 2 1 3.096427e-01 
245 5 2 4 -1 -1 0 -1 2 2 0 2.826320e-01 
245 6 2 4 -1 -1 0 -1 1 1 0 3.412711e-01 
245 7 2 2 0 -1 -1 0 1 1 1 4.650104e-01 
245 8 2 2 0 -1 -1 0 2 2 1 3.179183e-01 
245 9 2 1 0 1 1 0 1 1 1 3.755315e-01 
245 10 2 1 1 0 0 1 1 1 1 4.277852e-01 
245 11 2 3 0 0 1 0 2 2 0 4.485248e-01 
245 12 2 3 0 0 1 0 2 2 0 4.661651e-01 
245 13 2 1 1 0 0 1 2 2 1 4.748500e-01 
245 14 2 4 -1 -1 0 -1 1 1 0 6.601171e-01 
245 15 2 3 1 1 0 1 1 1 0 4.269062e-01 
245 16 2 2 0 -1 -1 0 1 1 1 4.431315e-01 
245 17 2 1 1 0 0 1 1 1 1 4.928566e-01 
245 18 2 4 0 0 -1 0 2 2 0 3.941635e-01 
245 19 2 3 0 0 1 0 1 1 0 4.152568e-01 
245 20 2 2 -1 0 0 -1 2 2 1 4.950283e-01 
245 1 1 2 0 -1 -1 0 1 1 1 3.662902e-01 
245 2 1 2 -1 0 0 -1 2 2 1 3.119548e-01 
245 3 1 3 0 0 1 0 1 1 0 5.995261e-01 
245 4 1 2 0 -1 -1 0 1 1 1 4.072486e-01 
245 5 1 4 -1 -1 0 -1 2 2 0 3.492982e-01 
245 6 1 4 -1 -1 0 -1 1 1 0 3.219635e-01 
245 7 1 3 0 0 1 0 2 2 0 2.944978e-01 
245 8 1 4 -1 -1 0 -1 1 1 0 3.535125e-01 
245 9 1 2 0 -1 -1 0 2 2 1 3.749754e-01 
245 10 1 1 0 1 1 0 1 1 1 3.436302e-01 
245 11 1 4 0 0 -1 -1 2 0 1 NaN 
245 12 1 1 1 0 0 1 1 1 1 4.524040e-01 
245 13 1 3 1 1 0 1 1 1 0 3.885787e-01 
245 14 1 3 0 0 1 0 2 2 0 6.173780e-01 
245 15 1 2 0 -1 -1 0 2 2 1 3.462518e-01 
245 16 1 4 -1 -1 0 -1 2 2 0 4.368943e-01 
245 17 1 1 1 0 0 1 2 2 1 4.989564e-01 
245 18 1 1 1 0 0 1 2 2 1 3.829062e-01 
245 19 1 1 1 0 0 0 1 0 0 NaN 
245 20 1 3 0 0 1 0 1 1 0 6.376852e-01 
245 1 2 2 0 -1 -1 0 1 1 1 4.829345e-01 
245 2 2 3 1 1 0 1 1 1 0 4.537131e-01 
245 3 2 3 0 0 1 0 1 1 0 5.384972e-01 
245 4 2 2 0 -1 -1 -1 2 0 0 NaN 
245 5 2 1 1 0 0 1 2 2 1 3.339950e-01 
245 6 2 4 -1 -1 0 -1 1 1 0 4.345815e-01 
245 7 2 2 0 -1 -1 0 2 2 1 4.448957e-01 
245 8 2 3 0 0 1 0 1 1 0 7.394308e-01 
245 9 2 2 -1 0 0 0 2 0 0 NaN 
245 10 2 3 0 0 1 1 2 0 1 NaN 
245 11 2 4 -1 -1 0 0 2 0 1 NaN 
245 12 2 2 0 -1 -1 0 1 1 1 5.421890e-01 
245 13 2 1 1 0 0 0 1 0 0 NaN 
245 14 2 4 0 0 -1 0 2 2 0 6.547272e-01 
245 15 2 1 1 0 0 1 2 2 1 7.875807e-01 
245 16 2 4 -1 -1 0 -1 2 2 0 6.681353e-01 
245 17 2 1 0 1 1 0 1 1 1 7.479040e-01 
245 18 2 4 -1 -1 0 -1 1 1 0 4.192582e-01 
245 19 2 3 0 0 1 0 2 2 0 3.112686e-01 
245 20 2 1 1 0 0 1 1 1 1 4.067805e-01 
245 1 1 2 -1 0 0 0 2 0 0 NaN 
245 2 1 3 0 0 1 0 2 2 0 3.846228e-01 
245 3 1 1 1 0 0 0 2 0 0 NaN 
245 4 1 3 0 0 1 0 1 1 0 5.232410e-01 
245 5 1 4 -1 -1 0 -1 2 2 0 3.126068e-01 
245 6 1 4 0 0 -1 0 2 2 0 6.894094e-01 
245 7 1 1 1 0 0 1 1 1 1 4.086875e-01 
245 8 1 3 0 0 1 0 1 1 0 5.461852e-01 
245 9 1 2 0 -1 -1 0 1 1 1 4.866996e-01 
245 10 1 1 1 0 0 1 2 2 1 5.665999e-01 
245 11 1 2 0 -1 -1 0 2 2 1 7.613594e-01 
245 12 1 1 1 0 0 0 1 0 0 NaN 
245 13 1 1 0 1 1 1 1 0 0 NaN 
245 14 1 4 -1 -1 0 0 1 0 1 NaN 
245 15 1 3 1 1 0 1 1 1 0 3.895731e-01 
245 16 1 3 0 0 1 1 2 0 1 NaN 
245 17 1 2 0 -1 -1 -1 1 0 0 NaN 
245 18 1 2 0 -1 -1 -1 2 0 0 NaN 
245 19 1 4 -1 -1 0 0 2 0 1 NaN 
245 20 1 4 -1 -1 0 -1 1 1 0 4.302795e-01 
245 1 2 3 0 0 1 0 1 1 0 4.971901e-01 
245 2 2 3 0 0 1 0 1 1 0 6.586402e-01 
245 3 2 4 -1 -1 0 -1 1 1 0 5.298202e-01 
245 4 2 4 -1 -1 0 -1 2 2 0 4.859137e-01 
245 5 2 3 1 1 0 0 1 0 1 NaN 
245 6 2 1 0 1 1 0 1 1 1 4.727587e-01 
245 7 2 2 0 -1 -1 -1 1 0 0 NaN 
245 8 2 4 -1 -1 0 -1 1 1 0 5.800278e-01 
245 9 2 3 0 0 1 0 2 2 0 4.279708e-01 
245 10 2 1 1 0 0 1 1 1 1 3.978097e-01 
245 11 2 4 -1 -1 0 0 2 0 1 NaN 
245 12 2 1 1 0 0 0 2 0 0 NaN 
245 13 2 1 1 0 0 1 1 1 1 4.930268e-01 
245 14 2 2 0 -1 -1 0 2 2 1 5.155266e-01 
245 15 2 3 0 0 1 0 2 2 0 5.745427e-01 
245 16 2 2 0 -1 -1 -1 2 0 0 NaN 
245 17 2 1 1 0 0 0 2 0 0 NaN 
245 18 2 2 0 -1 -1 0 1 1 1 4.677002e-01 
245 19 2 2 -1 0 0 -1 2 2 1 5.482467e-01 
245 20 2 4 0 0 -1 -1 2 0 1 NaN 
245 1 1 1 1 0 0 1 2 2 1 4.257587e-01 
245 2 1 4 -1 -1 0 0 2 0 1 NaN 
245 3 1 2 0 -1 -1 -1 2 0 0 NaN 
245 4 1 1 1 0 0 1 1 1 1 6.896673e-01 
245 5 1 1 1 0 0 1 2 2 1 5.574955e-01 
245 6 1 4 -1 -1 0 -1 1 1 0 5.109184e-01 
245 7 1 4 0 0 -1 0 2 2 0 5.723391e-01 
245 8 1 3 0 0 1 0 2 2 0 5.768367e-01 
245 9 1 2 0 -1 -1 0 1 1 1 4.161078e-01 
245 10 1 3 1 1 0 1 1 1 0 5.627047e-01 
245 11 1 2 -1 0 0 -1 2 2 1 5.515943e-01 
245 12 1 3 0 0 1 0 1 1 0 5.088816e-01 
245 13 1 2 0 -1 -1 -1 2 0 0 NaN 
245 14 1 3 0 0 1 0 2 2 0 6.259232e-01 
245 15 1 1 1 0 0 1 1 1 1 5.311649e-01 
245 16 1 4 -1 -1 0 -1 2 2 0 8.371809e-01 
245 17 1 4 -1 -1 0 -1 1 1 0 6.598274e-01 
245 18 1 3 0 0 1 0 1 1 0 4.105357e-01 
245 19 1 1 0 1 1 0 1 1 1 3.661512e-01 
245 20 1 2 0 -1 -1 0 1 1 1 4.279290e-01 
245 1 2 3 1 1 0 1 1 1 0 6.218958e-01 
245 2 2 2 0 -1 -1 0 2 2 1 9.317001e-01 
245 3 2 2 0 -1 -1 0 2 2 1 4.598547e-01 
245 4 2 1 0 1 1 1 1 0 0 NaN 
245 5 2 1 1 0 0 0 2 0 0 NaN 
245 6 2 4 -1 -1 0 0 1 0 1 NaN 
245 7 2 4 -1 -1 0 0 2 0 1 NaN 
245 8 2 4 0 0 -1 -1 2 0 1 NaN 
245 9 2 4 -1 -1 0 0 1 0 1 NaN 
245 10 2 2 -1 0 0 0 2 0 0 NaN 
245 11 2 1 1 0 0 0 1 0 0 NaN 
245 12 2 1 1 0 0 1 1 1 1 9.933725e-01 
245 13 2 3 0 0 1 0 1 1 0 5.884004e-01 
245 14 2 1 1 0 0 1 2 2 1 9.613188e-01 
245 15 2 2 0 -1 -1 0 1 1 1 6.113193e-01 
245 16 2 2 0 -1 -1 0 1 1 1 5.235605e-01 
245 17 2 3 0 0 1 0 2 2 0 4.862199e-01 
245 18 2 3 0 0 1 0 1 1 0 4.272650e-01 
245 19 2 3 0 0 1 0 2 2 0 3.738683e-01 
245 20 2 4 -1 -1 0 0 2 0 1 NaN 
245 1 1 3 0 0 1 0 2 2 0 5.771455e-01 
245 2 1 3 0 0 1 1 1 0 1 NaN 
245 3 1 2 0 -1 -1 -1 2 0 0 NaN 
245 4 1 3 1 1 0 1 1 1 0 5.253014e-01 
245 5 1 1 1 0 0 0 1 0 0 NaN 
245 6 1 1 1 0 0 1 1 1 1 7.091954e-01 
245 7 1 3 0 0 1 1 1 0 1 NaN 
245 8 1 1 1 0 0 1 2 2 1 5.760973e-01 
245 9 1 2 0 -1 -1 0 1 1 1 4.691864e-01 
245 10 1 2 0 -1 -1 0 2 2 1 3.673771e-01 
245 11 1 4 -1 -1 0 0 2 0 1 NaN 
245 12 1 4 -1 -1 0 -1 1 1 0 9.174185e-01 
245 13 1 4 -1 -1 0 0 1 0 1 NaN 
245 14 1 1 1 0 0 1 2 2 1 3.944288e-01 
245 15 1 4 -1 -1 0 0 2 0 1 NaN 
245 16 1 2 -1 0 0 -1 2 2 1 3.943004e-01 
245 17 1 4 0 0 -1 -1 2 0 1 NaN 
245 18 1 1 0 1 1 1 1 0 0 NaN 
