name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	1.16	0.00557	0.126	0.972	1.16	1.38	514.0	0.0241	1.01
mu_pr[2]	0.192	0.000255	0.013	0.171	0.192	0.214	2593.0	0.122	1.0
mu_pr[3]	0.0254	0.000161	0.00991	0.00939	0.0254	0.042	3785.0	0.177	1.0
mu_pr[4]	-0.293	0.00397	0.104	-0.466	-0.293	-0.122	690.0	0.0323	1.01
theta_pr[1,1]	-0.852	0.0251	0.588	-1.26	-0.992	0.594	548.0	0.0257	1.01
theta_pr[1,2]	-0.756	0.00546	0.16	-1.02	-0.756	-0.495	863.0	0.0405	1.0
theta_pr[1,3]	-0.0119	0.0105	0.593	-0.653	-0.178	1.23	3187.0	0.149	1.0
theta_pr[1,4]	-0.417	0.00643	0.359	-0.821	-0.483	0.231	3108.0	0.146	1.0
theta_pr[1,5]	1.01	0.00773	0.677	-0.0437	0.973	2.19	7677.0	0.36	1.0
theta_pr[1,6]	-0.71	0.00543	0.154	-0.964	-0.711	-0.456	801.0	0.0375	1.01
theta_pr[1,7]	-0.901	0.0116	0.223	-1.17	-0.913	-0.642	367.0	0.0172	1.01
theta_pr[1,8]	-0.0697	0.0143	0.856	-0.988	-0.393	1.62	3560.0	0.167	1.0
theta_pr[1,9]	-0.669	0.00536	0.15	-0.915	-0.667	-0.425	779.0	0.0365	1.01
theta_pr[1,10]	0.906	0.0107	0.832	-0.521	0.941	2.22	6019.0	0.282	1.0
theta_pr[1,11]	0.674	0.00695	0.515	-0.073	0.622	1.61	5491.0	0.257	1.0
theta_pr[1,12]	-0.238	0.00534	0.261	-0.619	-0.263	0.22	2396.0	0.112	1.0
theta_pr[1,13]	1.81	0.00841	0.538	0.982	1.78	2.73	4090.0	0.192	1.0
theta_pr[1,14]	-0.163	0.00882	0.542	-0.741	-0.316	0.992	3783.0	0.177	1.0
theta_pr[1,15]	-0.915	0.00562	0.151	-1.16	-0.913	-0.677	725.0	0.034	1.0
theta_pr[1,16]	1.75	0.00758	0.548	0.886	1.72	2.68	5218.0	0.245	1.0
theta_pr[1,17]	-0.677	0.127	1.03	-1.31	-1.04	2.04	64.7	0.00303	1.08
theta_pr[1,18]	0.702	0.00577	0.406	0.1	0.671	1.42	4935.0	0.231	1.0
theta_pr[1,19]	-0.847	0.00535	0.143	-1.08	-0.846	-0.614	715.0	0.0335	1.01
theta_pr[1,20]	-0.279	0.0129	0.725	-0.965	-0.547	1.34	3185.0	0.149	1.0
theta_pr[1,21]	-0.337	0.0129	0.688	-1.0	-0.575	1.21	2836.0	0.133	1.0
theta_pr[1,22]	-0.504	0.00896	0.463	-0.949	-0.619	0.47	2674.0	0.125	1.0
theta_pr[1,23]	0.776	0.00655	0.519	0.0148	0.732	1.72	6282.0	0.295	1.0
theta_pr[1,24]	-0.609	0.00551	0.161	-0.868	-0.613	-0.339	857.0	0.0402	1.0
theta_pr[1,25]	-0.845	0.0108	0.27	-1.14	-0.869	-0.542	630.0	0.0296	1.01
theta_pr[1,26]	-0.547	0.0187	0.765	-1.16	-0.834	1.33	1668.0	0.0782	1.0
theta_pr[1,27]	0.505	0.0178	0.976	-0.823	0.446	2.14	3017.0	0.141	1.0
theta_pr[1,28]	-0.595	0.0158	0.618	-1.09	-0.789	0.943	1527.0	0.0716	1.0
theta_pr[1,29]	-0.233	0.00676	0.366	-0.671	-0.304	0.456	2927.0	0.137	1.0
theta_pr[1,30]	-0.771	0.0088	0.315	-1.09	-0.818	-0.382	1278.0	0.0599	1.0
theta_pr[1,31]	-0.78	0.0392	0.867	-1.35	-1.07	1.51	490.0	0.0229	1.01
theta_pr[1,32]	-0.0358	0.00917	0.623	-0.767	-0.193	1.24	4607.0	0.216	1.0
theta_pr[1,33]	-0.774	0.00818	0.245	-1.07	-0.795	-0.447	893.0	0.0419	1.0
theta_pr[1,34]	0.641	0.00713	0.593	-0.227	0.581	1.71	6904.0	0.324	1.0
theta_pr[1,35]	1.21	0.00791	0.572	0.335	1.16	2.22	5232.0	0.245	1.0
theta_pr[1,36]	0.553	0.00696	0.378	0.00412	0.513	1.23	2957.0	0.139	1.0
theta_pr[1,37]	-0.539	0.00915	0.385	-0.938	-0.619	0.159	1768.0	0.0829	1.0
theta_pr[1,38]	0.439	0.00685	0.506	-0.255	0.363	1.39	5447.0	0.255	1.0
theta_pr[1,39]	0.808	0.00744	0.443	0.155	0.764	1.61	3548.0	0.166	1.0
theta_pr[1,40]	1.24	0.00845	0.498	0.494	1.2	2.14	3478.0	0.163	1.0
theta_pr[1,41]	-0.294	0.0103	0.457	-0.754	-0.404	0.634	1955.0	0.0916	1.0
theta_pr[1,42]	1.62	0.00858	0.513	0.808	1.6	2.5	3571.0	0.167	1.0
theta_pr[1,43]	-0.145	0.0488	1.27	-1.27	-0.899	2.27	675.0	0.0316	1.01
theta_pr[1,44]	-0.728	0.00572	0.155	-0.98	-0.73	-0.477	734.0	0.0344	1.0
theta_pr[1,45]	-0.0611	0.0114	0.71	-0.846	-0.28	1.4	3857.0	0.181	1.0
theta_pr[1,46]	-0.0947	0.00881	0.611	-0.799	-0.259	1.16	4812.0	0.226	1.0
theta_pr[1,47]	0.692	0.00663	0.458	0.0243	0.647	1.51	4765.0	0.223	1.0
theta_pr[1,48]	-0.74	0.046	0.922	-1.35	-1.06	1.66	402.0	0.0188	1.01
theta_pr[1,49]	-0.668	0.0125	0.438	-1.03	-0.755	0.00158	1240.0	0.0581	1.0
theta_pr[1,50]	0.605	0.0123	0.883	-0.73	0.58	2.08	5158.0	0.242	1.0
theta_pr[1,51]	-0.274	0.0291	1.1	-1.24	-0.865	1.96	1440.0	0.0675	1.0
theta_pr[1,52]	0.699	0.0068	0.536	-0.0694	0.638	1.68	6228.0	0.292	1.0
theta_pr[1,53]	-0.789	0.00568	0.166	-1.05	-0.791	-0.526	857.0	0.0402	1.0
theta_pr[1,54]	-0.958	0.0085	0.266	-1.25	-0.978	-0.678	982.0	0.046	1.0
theta_pr[1,55]	-0.959	0.083	0.78	-1.42	-1.15	1.36	88.3	0.00414	1.02
theta_pr[1,56]	-0.746	0.00604	0.149	-0.994	-0.746	-0.502	612.0	0.0287	1.01
theta_pr[1,57]	-0.25	0.00553	0.26	-0.615	-0.28	0.209	2216.0	0.104	1.0
theta_pr[1,58]	-0.695	0.0101	0.435	-1.1	-0.787	0.138	1855.0	0.087	1.0
theta_pr[1,59]	0.813	0.00828	0.668	-0.202	0.78	1.99	6498.0	0.305	1.0
theta_pr[1,60]	-0.808	0.0114	0.301	-1.1	-0.844	-0.493	703.0	0.033	1.0
theta_pr[1,61]	1.65	0.00785	0.541	0.814	1.61	2.59	4739.0	0.222	1.0
theta_pr[1,62]	0.299	0.0092	0.654	-0.549	0.171	1.53	5056.0	0.237	1.0
theta_pr[1,63]	1.2	0.00712	0.64	0.185	1.18	2.28	8077.0	0.379	1.0
theta_pr[1,64]	0.458	0.0158	0.976	-0.974	0.486	2.04	3819.0	0.179	1.0
theta_pr[1,65]	-0.0624	0.0119	0.757	-0.893	-0.317	1.47	4022.0	0.189	1.0
theta_pr[1,66]	-0.789	0.0171	0.419	-1.13	-0.858	-0.381	600.0	0.0281	1.0
theta_pr[1,67]	1.51	0.00946	0.526	0.713	1.48	2.44	3090.0	0.145	1.0
theta_pr[1,68]	0.691	0.00706	0.488	-0.00925	0.635	1.57	4794.0	0.225	1.0
theta_pr[1,69]	-0.872	0.0051	0.144	-1.11	-0.871	-0.636	801.0	0.0375	1.01
theta_pr[1,70]	-0.827	0.00553	0.141	-1.06	-0.827	-0.596	653.0	0.0306	1.01
theta_pr[1,71]	-0.934	0.0118	0.253	-1.21	-0.953	-0.681	464.0	0.0217	1.0
theta_pr[1,72]	0.174	0.0173	0.933	-0.834	-0.18	1.96	2907.0	0.136	1.0
theta_pr[1,73]	-0.601	0.00554	0.154	-0.853	-0.601	-0.35	776.0	0.0364	1.01
theta_pr[1,74]	0.854	0.00717	0.576	-0.00624	0.806	1.88	6437.0	0.302	1.0
theta_pr[1,75]	-0.836	0.00629	0.195	-1.11	-0.846	-0.554	960.0	0.045	1.0
theta_pr[1,76]	2.04	0.00876	0.538	1.19	2.02	2.97	3771.0	0.177	1.0
theta_pr[1,77]	-0.763	0.00849	0.255	-1.06	-0.792	-0.415	906.0	0.0425	1.0
theta_pr[1,78]	0.725	0.00597	0.493	-0.00363	0.676	1.62	6814.0	0.319	1.0
theta_pr[1,79]	-0.373	0.036	1.02	-1.15	-0.848	1.94	807.0	0.0378	1.0
theta_pr[1,80]	-0.535	0.00563	0.18	-0.821	-0.541	-0.232	1023.0	0.048	1.0
theta_pr[1,81]	1.91	0.00667	0.571	1.02	1.89	2.9	7329.0	0.344	1.0
theta_pr[1,82]	0.925	0.0075	0.535	0.142	0.87	1.88	5085.0	0.238	1.0
theta_pr[1,83]	-0.337	0.0089	0.494	-0.833	-0.473	0.77	3086.0	0.145	1.0
theta_pr[1,84]	-0.534	0.00561	0.15	-0.779	-0.534	-0.287	716.0	0.0336	1.01
theta_pr[1,85]	0.0721	0.0177	0.97	-1.05	-0.176	1.82	2997.0	0.141	1.0
theta_pr[1,86]	2.22	0.00901	0.541	1.38	2.21	3.15	3612.0	0.169	1.0
theta_pr[1,87]	-0.782	0.00555	0.172	-1.04	-0.788	-0.5	960.0	0.045	1.0
theta_pr[1,88]	0.0157	0.0106	0.645	-0.718	-0.165	1.35	3696.0	0.173	1.0
theta_pr[1,89]	-0.693	0.00552	0.15	-0.946	-0.692	-0.446	739.0	0.0346	1.01
theta_pr[1,90]	0.247	0.00631	0.429	-0.328	0.178	1.05	4632.0	0.217	1.0
