name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	2.11	0.00942	0.287	1.67	2.09	2.61	926.0	0.021	1.0
mu_pr[2]	0.132	0.000273	0.0142	0.108	0.132	0.155	2687.0	0.0609	1.0
mu_pr[3]	0.0253	0.000176	0.0118	0.00594	0.0251	0.0447	4495.0	0.102	1.0
mu_pr[4]	-0.808	0.00326	0.118	-1.0	-0.808	-0.614	1316.0	0.0298	1.0
theta_pr[1,1]	0.177	0.0281	1.21	-1.34	0.149	2.19	1859.0	0.0421	1.0
theta_pr[1,2]	-0.764	0.00668	0.327	-1.12	-0.809	-0.291	2390.0	0.0541	1.0
theta_pr[1,3]	0.575	0.00712	0.421	-0.032	0.531	1.33	3502.0	0.0793	1.0
theta_pr[1,4]	0.244	0.0318	1.23	-1.37	0.298	2.22	1494.0	0.0338	1.0
theta_pr[1,5]	-0.14	0.0099	0.703	-0.945	-0.342	1.26	5039.0	0.114	1.0
theta_pr[1,6]	-0.826	0.0045	0.164	-1.1	-0.828	-0.556	1331.0	0.0302	1.0
theta_pr[1,7]	-0.443	0.0142	0.809	-1.22	-0.783	1.28	3227.0	0.0731	1.0
theta_pr[1,8]	0.82	0.00742	0.676	-0.202	0.775	2.03	8312.0	0.188	1.0
theta_pr[1,9]	1.05	0.00915	0.524	0.267	1.0	1.98	3282.0	0.0743	1.0
theta_pr[1,10]	-0.485	0.00512	0.199	-0.802	-0.491	-0.15	1521.0	0.0344	1.0
theta_pr[1,11]	1.47	0.00867	0.581	0.572	1.44	2.48	4491.0	0.102	1.0
theta_pr[1,12]	-0.508	0.0162	0.856	-1.28	-0.881	1.4	2811.0	0.0637	1.0
theta_pr[1,13]	-0.651	0.0181	0.874	-1.37	-1.03	1.36	2333.0	0.0529	1.0
theta_pr[1,14]	0.705	0.0078	0.69	-0.319	0.644	1.91	7820.0	0.177	1.0
theta_pr[1,15]	-0.715	0.0305	0.977	-1.45	-1.13	1.61	1026.0	0.0232	1.01
theta_pr[1,16]	0.438	0.00717	0.546	-0.319	0.363	1.46	5790.0	0.131	1.0
theta_pr[1,17]	0.368	0.0126	0.921	-1.02	0.356	1.92	5345.0	0.121	1.0
theta_pr[1,18]	0.53	0.0131	0.924	-0.933	0.535	2.04	4936.0	0.112	1.0
theta_pr[1,19]	0.0141	0.00924	0.701	-0.861	-0.135	1.38	5762.0	0.131	1.0
theta_pr[1,20]	0.574	0.0068	0.449	-0.0791	0.525	1.4	4372.0	0.099	1.0
theta_pr[1,21]	0.214	0.0136	0.957	-1.11	0.152	1.84	4952.0	0.112	1.0
theta_pr[1,22]	-0.851	0.00451	0.19	-1.15	-0.856	-0.541	1771.0	0.0401	1.0
theta_pr[1,23]	0.193	0.00672	0.423	-0.378	0.135	0.974	3958.0	0.0897	1.0
theta_pr[1,24]	0.584	0.00887	0.8	-0.653	0.551	1.95	8138.0	0.184	1.0
theta_pr[1,25]	-0.982	0.00992	0.245	-1.28	-1.0	-0.684	612.0	0.0139	1.0
theta_pr[1,26]	0.49	0.00721	0.568	-0.31	0.41	1.54	6213.0	0.141	1.0
theta_pr[1,27]	-0.0808	0.0244	1.12	-1.33	-0.432	1.91	2120.0	0.048	1.0
theta_pr[1,28]	-0.175	0.031	1.2	-1.4	-0.832	2.03	1505.0	0.0341	1.0
theta_pr[1,29]	-0.147	0.0325	1.21	-1.33	-0.803	2.16	1379.0	0.0312	1.0
theta_pr[1,30]	-0.942	0.00437	0.168	-1.22	-0.943	-0.666	1487.0	0.0337	1.0
theta_pr[1,31]	-0.0151	0.0106	0.748	-0.922	-0.192	1.44	4937.0	0.112	1.0
theta_pr[1,32]	0.104	0.0194	1.08	-1.26	0.0309	1.94	3084.0	0.0699	1.0
theta_pr[1,33]	-0.309	0.00686	0.38	-0.788	-0.372	0.39	3066.0	0.0695	1.0
theta_pr[1,34]	-0.404	0.00899	0.612	-1.04	-0.6	0.914	4634.0	0.105	1.0
theta_pr[1,35]	1.04	0.00685	0.619	0.0953	1.0	2.12	8167.0	0.185	1.0
theta_pr[1,36]	0.576	0.0074	0.682	-0.431	0.522	1.78	8501.0	0.193	1.0
theta_pr[1,37]	-0.0171	0.00665	0.414	-0.568	-0.0805	0.766	3869.0	0.0876	1.0
theta_pr[1,38]	0.354	0.00738	0.627	-0.51	0.27	1.49	7212.0	0.163	1.0
theta_pr[1,39]	1.19	0.00823	0.503	0.416	1.16	2.08	3742.0	0.0848	1.0
