name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	1.2	0.00397	0.103	1.04	1.19	1.38	678.0	0.0357	1.01
mu_pr[2]	0.0998	0.000228	0.00923	0.0845	0.0999	0.115	1645.0	0.0865	1.0
mu_pr[3]	-0.555	0.00303	0.0917	-0.702	-0.557	-0.402	914.0	0.048	1.0
mu_pr[4]	0.765	0.00147	0.0785	0.639	0.763	0.899	2857.0	0.15	1.0
theta_pr[1,1]	-0.645	0.0106	0.343	-1.08	-0.677	-0.178	1057.0	0.0556	1.0
theta_pr[1,2]	-0.831	0.00584	0.195	-1.13	-0.838	-0.517	1113.0	0.0585	1.0
theta_pr[1,3]	0.121	0.0099	0.56	-0.58	0.00595	1.22	3202.0	0.168	1.0
theta_pr[1,4]	-0.57	0.00727	0.29	-0.945	-0.601	-0.11	1585.0	0.0833	1.0
theta_pr[1,5]	0.697	0.013	0.741	-0.328	0.599	2.05	3255.0	0.171	1.0
theta_pr[1,6]	-0.557	0.00727	0.302	-0.951	-0.6	-0.0283	1724.0	0.0906	1.0
theta_pr[1,7]	-0.954	0.0154	0.441	-1.32	-1.04	-0.265	819.0	0.0431	1.0
theta_pr[1,8]	-0.616	0.00663	0.3	-1.04	-0.64	-0.118	2050.0	0.108	1.0
theta_pr[1,9]	-0.799	0.00527	0.148	-1.05	-0.795	-0.561	789.0	0.0415	1.0
theta_pr[1,10]	0.852	0.0169	0.936	-0.699	0.875	2.4	3079.0	0.162	1.0
theta_pr[1,11]	0.864	0.00791	0.575	0.0338	0.804	1.89	5277.0	0.277	1.0
theta_pr[1,12]	-0.407	0.00567	0.24	-0.756	-0.426	0.00089	1792.0	0.0942	1.0
theta_pr[1,13]	1.75	0.00855	0.56	0.887	1.72	2.73	4298.0	0.226	1.0
theta_pr[1,14]	-0.168	0.011	0.559	-0.778	-0.322	1.02	2605.0	0.137	1.0
theta_pr[1,15]	-1.03	0.0057	0.156	-1.28	-1.02	-0.776	748.0	0.0393	1.0
theta_pr[1,16]	1.87	0.00801	0.579	0.945	1.85	2.85	5232.0	0.275	1.0
theta_pr[1,17]	-0.41	0.0417	1.18	-1.38	-0.997	2.1	799.0	0.042	1.0
theta_pr[1,18]	0.541	0.00563	0.367	-0.00853	0.51	1.2	4264.0	0.224	1.0
theta_pr[1,19]	-0.966	0.00549	0.146	-1.21	-0.965	-0.726	712.0	0.0374	1.0
theta_pr[1,20]	-0.709	0.00908	0.345	-1.09	-0.764	-0.178	1442.0	0.0758	1.0
theta_pr[1,21]	-0.0998	0.00631	0.385	-0.605	-0.158	0.608	3716.0	0.195	1.0
theta_pr[1,22]	-0.25	0.0145	0.676	-0.945	-0.478	1.19	2183.0	0.115	1.0
theta_pr[1,23]	0.559	0.0073	0.486	-0.122	0.496	1.47	4435.0	0.233	1.0
theta_pr[1,24]	-0.739	0.00522	0.155	-0.992	-0.739	-0.486	885.0	0.0465	1.0
theta_pr[1,25]	-1.03	0.0103	0.221	-1.31	-1.04	-0.74	455.0	0.0239	1.01
theta_pr[1,26]	-0.324	0.00777	0.423	-0.835	-0.394	0.437	2956.0	0.155	1.0
theta_pr[1,27]	0.309	0.0203	0.919	-0.869	0.164	1.97	2040.0	0.107	1.0
theta_pr[1,28]	0.451	0.00964	0.638	-0.463	0.369	1.63	4381.0	0.23	1.0
theta_pr[1,29]	-0.478	0.00745	0.292	-0.843	-0.51	-0.00887	1538.0	0.0809	1.0
theta_pr[1,30]	-0.135	0.0108	0.6	-0.918	-0.235	1.02	3118.0	0.164	1.0
theta_pr[1,31]	-1.04	0.0209	0.439	-1.44	-1.1	-0.576	441.0	0.0232	1.01
theta_pr[1,32]	-0.175	0.00554	0.314	-0.627	-0.205	0.368	3221.0	0.169	1.0
theta_pr[1,33]	-0.854	0.00564	0.183	-1.14	-0.858	-0.554	1048.0	0.0551	1.0
theta_pr[1,34]	1.28	0.00863	0.587	0.379	1.25	2.31	4634.0	0.244	1.0
theta_pr[1,35]	1.02	0.00855	0.561	0.192	0.954	2.03	4301.0	0.226	1.0
theta_pr[1,36]	0.758	0.00636	0.439	0.122	0.714	1.57	4772.0	0.251	1.0
theta_pr[1,37]	-0.775	0.00583	0.184	-1.06	-0.782	-0.471	1001.0	0.0526	1.0
theta_pr[1,38]	0.783	0.00852	0.582	-0.0567	0.717	1.84	4671.0	0.246	1.0
theta_pr[1,39]	1.04	0.00734	0.493	0.305	0.994	1.91	4521.0	0.238	1.0
theta_pr[1,40]	1.31	0.007	0.515	0.524	1.27	2.21	5405.0	0.284	1.0
theta_pr[1,41]	-0.298	0.0151	0.654	-0.891	-0.519	1.22	1870.0	0.0983	1.0
theta_pr[1,42]	1.46	0.00776	0.519	0.657	1.43	2.36	4468.0	0.235	1.0
theta_pr[1,43]	-0.625	0.0218	0.773	-1.27	-0.869	1.29	1257.0	0.0661	1.0
theta_pr[1,44]	-0.546	0.0185	0.614	-1.1	-0.786	0.805	1097.0	0.0577	1.0
theta_pr[1,45]	-0.379	0.00684	0.322	-0.81	-0.419	0.19	2223.0	0.117	1.0
theta_pr[1,46]	0.857	0.00869	0.622	-0.0777	0.812	1.96	5117.0	0.269	1.0
theta_pr[1,47]	0.781	0.00743	0.509	0.0557	0.72	1.72	4688.0	0.246	1.0
theta_pr[1,48]	-0.763	0.0243	0.745	-1.35	-0.975	1.17	943.0	0.0496	1.0
theta_pr[1,49]	-0.649	0.0314	0.706	-1.17	-0.855	1.2	507.0	0.0266	1.01
theta_pr[1,50]	0.308	0.0167	0.88	-0.846	0.143	1.93	2763.0	0.145	1.0
theta_pr[1,51]	0.0263	0.0249	1.08	-1.25	-0.243	2.01	1881.0	0.0989	1.0
theta_pr[1,52]	0.674	0.00827	0.589	-0.155	0.599	1.75	5070.0	0.267	1.0
theta_pr[1,53]	-0.921	0.00616	0.169	-1.19	-0.925	-0.655	750.0	0.0394	1.0
theta_pr[1,54]	-1.05	0.0176	0.284	-1.37	-1.07	-0.711	262.0	0.0137	1.02
theta_pr[1,55]	-1.22	0.0352	0.429	-1.57	-1.28	-0.942	148.0	0.0078	1.04
theta_pr[1,56]	-0.669	0.00539	0.181	-0.963	-0.671	-0.37	1125.0	0.0592	1.0
theta_pr[1,57]	-0.195	0.00617	0.305	-0.607	-0.234	0.33	2439.0	0.128	1.0
theta_pr[1,58]	-0.492	0.00541	0.262	-0.901	-0.504	-0.048	2341.0	0.123	1.0
