	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu[1]	7.87	0.0303	0.811	6.35	7.82	9.53	714.0	0.172	1.0
b1_mu[2]	7.25	0.0267	0.748	5.84	7.19	8.77	785.0	0.189	1.01
b2_mu[1]	8.44	0.0711	1.24	6.23	8.33	11.0	306.0	0.0736	1.02
b2_mu[2]	9.3	0.0455	1.1	7.24	9.24	11.5	588.0	0.142	1.02
b3_mu[1]	4.22	0.0355	0.621	3.12	4.17	5.51	306.0	0.0736	1.02
b3_mu[2]	4.65	0.0227	0.551	3.62	4.62	5.75	588.0	0.142	1.02
b4_mu[1]	0.749	0.00265	0.0866	0.578	0.749	0.913	1070.0	0.258	1.0
b4_mu[2]	0.844	0.00271	0.0883	0.668	0.841	1.02	1060.0	0.255	1.0
a1_mu[1]	0.505	0.000135	0.00529	0.494	0.505	0.515	1524.0	0.367	1.0
a1_mu[2]	0.512	0.000145	0.00543	0.501	0.512	0.522	1410.0	0.339	1.0
a2_mu[1]	0.25	0.000966	0.0298	0.189	0.25	0.306	954.0	0.23	1.0
a2_mu[2]	0.293	0.000922	0.0317	0.228	0.292	0.356	1178.0	0.283	1.0
sigma[1,1]	0.507	0.00222	0.0658	0.387	0.501	0.642	881.0	0.212	1.01
sigma[2,1]	0.524	0.00255	0.0752	0.392	0.517	0.679	870.0	0.209	1.0
sigma[3,1]	0.14	0.000349	0.0124	0.117	0.139	0.166	1271.0	0.306	1.0
sigma[4,1]	0.0981	0.000208	0.00921	0.0815	0.0975	0.117	1962.0	0.472	1.0
sigma[5,1]	0.405	0.00466	0.0948	0.21	0.404	0.585	413.0	0.0995	1.02
sigma[6,1]	0.658	0.00333	0.0854	0.492	0.655	0.829	659.0	0.159	1.01
sigma[1,2]	0.09	0.00153	0.0309	0.0181	0.0903	0.146	410.0	0.0987	1.01
sigma[2,2]	0.14	0.00326	0.0532	0.0344	0.14	0.243	266.0	0.064	1.01
sigma[3,2]	0.0651	0.000201	0.00893	0.0476	0.0647	0.0827	1979.0	0.476	1.0
sigma[4,2]	0.0472	0.000158	0.00764	0.0326	0.047	0.0624	2345.0	0.565	1.0
sigma[5,2]	0.216	0.00235	0.0486	0.108	0.217	0.304	429.0	0.103	1.01
sigma[6,2]	0.218	0.00439	0.0639	0.0648	0.222	0.327	212.0	0.051	1.01
b1[1,1]	3.0	0.0733	2.37	0.364	2.31	8.96	1045.0	0.251	1.0
b1[2,1]	3.24	0.0618	2.17	0.771	2.75	8.54	1228.0	0.296	1.0
b1[1,2]	3.62	0.0506	2.03	0.905	3.23	8.62	1617.0	0.389	1.0
b1[2,2]	1.62	0.0582	2.06	-0.745	1.09	6.94	1248.0	0.3	1.01
b1[1,3]	5.39	0.0784	2.77	1.94	4.6	11.9	1244.0	0.299	1.0
b1[2,3]	6.93	0.0377	2.15	3.44	6.64	11.8	3235.0	0.779	1.0
b1[1,4]	9.85	0.036	2.34	5.76	9.64	14.7	4222.0	1.02	1.0
b1[2,4]	8.34	0.0333	2.16	4.58	8.09	12.9	4214.0	1.01	1.0
b1[1,5]	1.76	0.109	3.02	-1.42	0.693	9.65	768.0	0.185	1.0
b1[2,5]	3.06	0.0763	2.4	0.169	2.47	9.29	987.0	0.237	1.0
b1[1,6]	6.26	0.0513	2.34	2.76	5.87	11.4	2073.0	0.499	1.0
b1[2,6]	6.82	0.0319	1.88	3.75	6.6	10.9	3482.0	0.838	1.0
b1[1,7]	10.7	0.0543	2.98	5.85	10.4	17.1	3020.0	0.727	1.0
b1[2,7]	9.71	0.0599	3.08	4.7	9.34	16.3	2633.0	0.634	1.0
b1[1,8]	8.0	0.0323	2.13	4.27	7.85	12.3	4365.0	1.05	1.0
b1[2,8]	7.55	0.0255	1.91	4.2	7.36	11.6	5581.0	1.34	1.0
b1[1,9]	12.9	0.0549	3.25	7.42	12.6	19.8	3498.0	0.842	1.0
b1[2,9]	11.5	0.0736	3.48	5.52	11.1	18.8	2233.0	0.537	1.0
b1[1,10]	7.47	0.0637	2.9	3.2	6.93	14.1	2077.0	0.5	1.0
b1[2,10]	6.36	0.0605	2.84	2.46	5.75	13.1	2197.0	0.529	1.0
b1[1,11]	16.7	0.0612	3.63	10.1	16.5	24.2	3514.0	0.846	1.0
b1[2,11]	16.6	0.0583	3.55	10.1	16.4	24.1	3711.0	0.893	1.0
b1[1,12]	6.7	0.0264	1.7	3.71	6.55	10.2	4165.0	1.0	1.0
b1[2,12]	5.69	0.0192	1.45	3.14	5.59	8.66	5700.0	1.37	1.0
b1[1,13]	13.8	0.0601	3.5	7.64	13.5	21.0	3392.0	0.816	1.0
b1[2,13]	13.5	0.0586	3.43	7.43	13.2	20.6	3425.0	0.825	1.0
b1[1,14]	5.05	0.0419	1.85	2.22	4.76	9.19	1953.0	0.47	1.0
b1[2,14]	4.18	0.0374	1.46	2.18	3.93	7.42	1532.0	0.369	1.0
b1[1,15]	-1.21	0.0245	1.16	-3.86	-1.17	0.642	2233.0	0.538	1.0
b1[2,15]	-0.984	0.0284	1.31	-4.11	-0.858	1.08	2121.0	0.511	1.0
b1[1,16]	18.2	0.0642	3.96	11.0	17.9	26.3	3795.0	0.913	1.0
b1[2,16]	17.5	0.0643	4.03	10.1	17.2	25.9	3937.0	0.948	1.0
b1[1,17]	3.86	0.0692	2.53	0.895	3.14	10.2	1333.0	0.321	1.0
b1[2,17]	4.21	0.0525	2.23	1.37	3.71	9.68	1798.0	0.433	1.0
b1[1,18]	10.6	0.0441	2.72	5.99	10.3	16.5	3810.0	0.917	1.0
b1[2,18]	10.9	0.0379	2.68	6.26	10.7	16.6	5022.0	1.21	1.0
b1[1,19]	6.1	0.0608	2.77	2.39	5.5	12.8	2069.0	0.498	1.0
b1[2,19]	4.72	0.0653	2.84	1.16	3.99	11.7	1896.0	0.456	1.0
b1[1,20]	5.03	0.0679	2.77	1.44	4.35	11.7	1663.0	0.4	1.0
b1[2,20]	5.63	0.0511	2.38	2.29	5.13	11.3	2159.0	0.52	1.0
