	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	7.32	0.03	0.7	5.93	7.3	8.74	650.43	0.17	1.0
b3_mu	0.39	0.0	0.05	0.28	0.39	0.48	854.95	0.22	1.01
a1_mu	0.25	0.0	0.03	0.19	0.25	0.31	728.12	0.19	1.01
sigma[1]	0.527	0.00155	0.0602	0.416	0.522	0.653	1500.0	0.384	1.0
sigma[2]	0.0937	0.000238	0.00795	0.0787	0.0933	0.11	1112.0	0.285	1.0
sigma[3]	0.643	0.00279	0.0825	0.484	0.641	0.803	870.0	0.223	1.0
b1[1]	4.03	0.0671	2.99	1.08	2.96	11.6	1987.0	0.509	1.0
b1[2]	1.78	0.0864	1.95	0.58	1.22	7.3	510.0	0.131	1.0
b1[3]	4.66	0.0287	1.3	2.82	4.43	7.69	2046.0	0.524	1.0
b1[4]	3.51	0.013	0.724	2.38	3.4	5.1	3091.0	0.791	1.0
b1[5]	3.0	0.0792	3.36	-0.329	1.72	11.8	1798.0	0.46	1.0
b1[6]	4.43	0.0312	1.29	2.77	4.18	7.45	1715.0	0.439	1.0
b1[7]	7.94	0.0525	2.7	4.22	7.4	14.2	2645.0	0.677	1.0
b1[8]	6.65	0.0565	2.9	2.78	5.98	13.4	2643.0	0.677	1.0
b1[9]	10.6	0.0468	2.66	6.39	10.2	16.6	3235.0	0.828	1.0
b1[10]	11.4	0.0643	3.63	5.53	10.9	19.4	3186.0	0.816	1.0
b1[11]	12.6	0.052	3.03	7.55	12.2	19.1	3392.0	0.868	1.0
b1[12]	5.85	0.011	0.902	4.17	5.8	7.7	6747.0	1.73	1.0
b1[13]	14.9	0.0533	3.36	9.09	14.6	22.2	3968.0	1.02	1.0
b1[14]	4.91	0.0365	1.75	2.77	4.5	9.4	2294.0	0.587	1.0
b1[15]	0.425	0.112	2.81	-3.82	-0.0872	8.43	628.0	0.161	1.01
b1[16]	14.6	0.0501	2.88	9.76	14.4	20.8	3301.0	0.845	1.0
b1[17]	3.08	0.0786	2.73	0.869	1.96	10.8	1210.0	0.31	1.01
b1[18]	13.3	0.0389	2.58	8.7	13.1	18.6	4381.0	1.12	1.0
b1[19]	7.42	0.0711	3.65	2.33	6.7	15.6	2643.0	0.677	1.0
b1[20]	4.24	0.0769	3.33	0.994	3.03	12.7	1873.0	0.48	1.0
b1[21]	5.68	0.0579	2.63	2.49	4.98	12.3	2061.0	0.528	1.0
b1[22]	8.8	0.0567	3.01	4.29	8.31	15.8	2814.0	0.72	1.0
b1[23]	13.3	0.0599	3.46	7.46	13.0	20.6	3336.0	0.854	1.0
b1[24]	2.22	0.0124	0.504	1.47	2.16	3.2	1642.0	0.42	1.0
b1[25]	4.43	0.0665	2.8	1.68	3.43	11.8	1779.0	0.455	1.0
b1[26]	5.85	0.0546	2.52	2.81	5.12	12.0	2139.0	0.548	1.0
b1[27]	11.7	0.0543	3.27	6.38	11.2	18.9	3620.0	0.927	1.0
b1[28]	7.64	0.0605	2.91	3.66	7.01	14.7	2308.0	0.591	1.0
b1[29]	12.9	0.0531	3.15	7.81	12.6	19.6	3519.0	0.901	1.0
b1[30]	2.56	0.0859	3.12	-0.0671	1.31	11.3	1322.0	0.338	1.0
b1[31]	3.85	0.0744	3.42	0.48	2.59	12.5	2108.0	0.54	1.0
b1[32]	2.08	0.017	0.76	1.18	1.94	3.63	2003.0	0.513	1.0
b1[33]	3.43	0.0537	1.83	1.63	2.91	8.5	1155.0	0.296	1.0
b1[34]	11.6	0.0476	2.71	7.26	11.2	17.4	3244.0	0.831	1.0
b1[35]	10.3	0.0485	2.88	5.85	9.92	16.7	3522.0	0.902	1.0
b1[36]	6.88	0.0542	2.53	3.51	6.35	13.0	2176.0	0.557	1.0
b1[37]	14.6	0.0467	3.02	9.2	14.4	21.0	4191.0	1.07	1.0
b1[38]	9.14	0.0414	2.33	5.37	8.79	14.2	3171.0	0.812	1.0
b1[39]	7.08	0.0375	2.11	3.92	6.71	12.0	3173.0	0.812	1.0
b1[40]	8.25	0.0513	2.81	4.25	7.71	14.7	3013.0	0.771	1.0
b1[41]	13.9	0.0526	3.08	8.72	13.6	20.8	3426.0	0.877	1.0
b1[42]	7.06	0.0109	1.01	5.2	7.0	9.1	8448.0	2.16	1.0
b1[43]	6.81	0.0687	3.27	2.58	6.05	14.5	2269.0	0.581	1.0
b1[44]	13.6	0.0481	2.89	8.72	13.3	19.8	3615.0	0.926	1.0
b1[45]	2.4	0.0534	1.62	1.04	1.94	7.19	924.0	0.236	1.0
b1[46]	4.9	0.0736	3.55	0.926	3.85	13.4	2328.0	0.596	1.0
b1[47]	5.11	0.0734	3.45	1.08	4.11	13.1	2205.0	0.565	1.0
b1[48]	6.16	0.0325	1.62	3.82	5.87	9.8	2487.0	0.637	1.0
b1[49]	5.48	0.0565	2.37	2.61	4.85	11.5	1760.0	0.451	1.0
b1[50]	6.89	0.0583	2.93	3.14	6.17	14.1	2531.0	0.648	1.0
b1[51]	8.08	0.0181	1.35	5.6	7.99	10.9	5587.0	1.43	1.0
b1[52]	2.98	0.0751	3.27	0.179	1.63	12.0	1889.0	0.484	1.0
b1[53]	2.78	0.0513	1.89	1.11	2.18	8.18	1352.0	0.346	1.0
b1[54]	16.5	0.0532	3.34	10.4	16.1	23.3	3928.0	1.01	1.0
b1[55]	9.01	0.0402	2.33	5.33	8.68	14.2	3355.0	0.859	1.0
b1[56]	4.05	0.0764	3.35	0.657	2.87	12.4	1920.0	0.492	1.0
b1[57]	5.61	0.0748	3.43	1.5	4.64	14.1	2106.0	0.539	1.0
b1[58]	1.96	0.0203	0.655	1.19	1.87	3.1	1046.0	0.268	1.0
b1[59]	19.5	0.0564	3.43	13.5	19.2	26.7	3689.0	0.944	1.0
b1[60]	10.5	0.0335	2.12	6.86	10.3	15.0	4004.0	1.03	1.0
b1[61]	3.7	0.073	2.98	1.04	2.6	11.9	1667.0	0.427	1.0
b1[62]	6.33	0.0379	1.96	3.63	5.94	10.9	2670.0	0.684	1.0
b1[63]	6.39	0.0771	3.77	1.36	5.58	15.0	2386.0	0.611	1.0
b1[64]	0.969	0.0861	2.79	-2.45	0.177	9.17	1053.0	0.27	1.01
b1[65]	4.95	0.00856	0.696	3.65	4.91	6.35	6614.0	1.69	1.0
b1[66]	9.75	0.0588	3.1	5.19	9.19	16.9	2769.0	0.709	1.0
b1[67]	3.08	0.006	0.429	2.26	3.06	3.93	5108.0	1.31	1.0
b1[68]	18.1	0.0564	3.32	12.1	17.9	25.0	3460.0	0.886	1.0
b1[69]	11.0	0.0517	3.1	6.01	10.5	17.8	3592.0	0.92	1.0
b1[70]	11.9	0.0394	2.47	7.78	11.6	17.3	3950.0	1.01	1.0
b1[71]	4.69	0.0564	2.32	2.28	3.98	10.7	1688.0	0.432	1.0
b1[72]	21.0	0.0606	3.73	14.2	20.7	28.6	3791.0	0.971	0.999
b1[73]	17.2	0.0516	3.35	11.4	16.9	24.3	4220.0	1.08	1.0
b1[74]	3.44	0.00823	0.569	2.43	3.38	4.6	4784.0	1.22	1.0
b1[75]	3.71	0.0118	0.799	2.38	3.62	5.49	4603.0	1.18	1.0
b1[76]	10.5	0.0264	1.86	7.2	10.3	14.4	4978.0	1.27	1.0
b1[77]	2.97	0.0363	1.27	1.72	2.7	5.91	1219.0	0.312	1.0
b1[78]	1.99	0.0455	0.852	1.21	1.87	3.08	351.0	0.0899	1.02
b1[79]	5.56	0.0703	3.45	1.39	4.67	13.9	2405.0	0.616	1.0
b1[80]	7.27	0.037	1.89	4.57	6.94	11.6	2603.0	0.666	1.0
b1[81]	7.78	0.0658	3.2	3.45	7.1	15.3	2366.0	0.606	1.0
b1[82]	5.5	0.0521	2.31	2.71	4.9	11.3	1971.0	0.505	1.0
b1[83]	2.56	0.0732	2.46	0.772	1.64	9.69	1127.0	0.289	1.0
b1[84]	2.89	0.0889	3.16	0.336	1.57	11.4	1260.0	0.323	1.0
b1[85]	9.26	0.0643	3.36	4.23	8.73	16.7	2721.0	0.697	1.0
b1[86]	3.04	0.0072	0.533	2.09	2.99	4.18	5474.0	1.4	1.0
b1[87]	7.89	0.0634	3.38	3.03	7.24	15.7	2846.0	0.729	1.0
b1[88]	9.73	0.0478	2.72	5.61	9.31	15.9	3242.0	0.83	1.0
b1[89]	3.65	0.0204	0.989	2.28	3.48	6.02	2346.0	0.601	1.0
b1[90]	4.33	0.0662	2.81	1.51	3.35	11.4	1798.0	0.46	1.0
b1[91]	15.9	0.0547	3.27	10.4	15.6	22.9	3585.0	0.918	1.0
b1[92]	7.91	0.046	2.56	4.25	7.42	13.9	3094.0	0.792	1.0
b1[93]	3.26	0.0159	0.692	2.21	3.18	4.57	1892.0	0.485	1.0
b1[94]	2.32	0.0871	3.28	-1.09	1.03	10.9	1415.0	0.362	1.0
b1[95]	8.77	0.0535	3.05	4.26	8.23	15.7	3253.0	0.833	1.0
b1[96]	5.82	0.0612	2.99	2.28	4.95	13.2	2386.0	0.611	1.0
b1[97]	10.3	0.0436	2.53	6.3	9.91	15.9	3368.0	0.862	1.0
b3[1]	0.154	0.00149	0.136	-0.122	0.155	0.41	8372.0	2.14	1.0
b3[2]	-0.281	0.00141	0.128	-0.551	-0.282	-0.0401	8239.0	2.11	0.999
b3[3]	0.659	0.00182	0.165	0.32	0.659	0.968	8203.0	2.1	1.0
b3[4]	0.666	0.00197	0.173	0.305	0.666	0.994	7678.0	1.97	0.999
b3[5]	-0.184	0.00128	0.125	-0.442	-0.183	0.0462	9491.0	2.43	0.999
b3[6]	-0.211	0.00181	0.158	-0.535	-0.209	0.0854	7572.0	1.94	1.0
b3[7]	0.351	0.00189	0.16	0.0359	0.345	0.655	7157.0	1.83	1.0
b3[8]	0.417	0.0016	0.144	0.129	0.414	0.693	8193.0	2.1	0.999
b3[9]	0.115	0.00178	0.174	-0.248	0.115	0.453	9559.0	2.45	1.0
b3[10]	0.112	0.00182	0.154	-0.205	0.113	0.398	7167.0	1.83	0.999
b3[11]	0.816	0.00214	0.196	0.418	0.814	1.2	8381.0	2.15	0.999
b3[12]	-0.33	0.00203	0.178	-0.697	-0.327	0.00537	7724.0	1.98	1.0
b3[13]	0.0444	0.00192	0.182	-0.332	0.0457	0.39	9020.0	2.31	1.0
b3[14]	0.917	0.00207	0.171	0.571	0.916	1.24	6792.0	1.74	1.0
b3[15]	0.215	0.00141	0.128	-0.0507	0.216	0.456	8233.0	2.11	1.0
b3[16]	-0.607	0.00245	0.21	-1.06	-0.604	-0.22	7333.0	1.88	1.0
b3[17]	0.491	0.00152	0.135	0.216	0.49	0.746	7803.0	2.0	1.0
b3[18]	-0.0763	0.00233	0.199	-0.488	-0.0755	0.287	7280.0	1.86	0.999
b3[19]	-0.284	0.00151	0.137	-0.574	-0.283	-0.0345	8182.0	2.09	0.999
b3[20]	0.547	0.00151	0.134	0.267	0.546	0.806	7887.0	2.02	0.999
b3[21]	0.27	0.00169	0.149	-0.036	0.271	0.553	7776.0	1.99	1.0
b3[22]	0.853	0.00204	0.179	0.506	0.847	1.2	7688.0	1.97	1.0
b3[23]	0.906	0.00203	0.184	0.535	0.906	1.26	8204.0	2.1	1.0
b3[24]	0.742	0.00172	0.148	0.453	0.738	1.02	7424.0	1.9	0.999
b3[25]	0.395	0.00167	0.143	0.107	0.392	0.672	7315.0	1.87	1.0
b3[26]	0.506	0.00168	0.154	0.199	0.504	0.794	8363.0	2.14	1.0
b3[27]	-0.179	0.00192	0.159	-0.506	-0.177	0.116	6877.0	1.76	1.0
b3[28]	0.327	0.00162	0.15	0.0248	0.324	0.615	8570.0	2.19	1.0
b3[29]	0.398	0.00227	0.19	0.0148	0.395	0.761	7045.0	1.8	0.999
b3[30]	0.661	0.00144	0.132	0.391	0.661	0.916	8346.0	2.14	0.999
b3[31]	-0.678	0.0014	0.135	-0.956	-0.676	-0.422	9326.0	2.39	1.0
b3[32]	0.361	0.00166	0.142	0.0638	0.361	0.627	7357.0	1.88	0.999
b3[33]	0.496	0.00169	0.146	0.194	0.492	0.78	7526.0	1.93	1.0
b3[34]	0.82	0.0027	0.208	0.412	0.818	1.22	5943.0	1.52	1.0
b3[35]	0.743	0.0024	0.198	0.353	0.741	1.12	6764.0	1.73	0.999
b3[36]	0.953	0.002	0.169	0.619	0.949	1.28	7196.0	1.84	0.999
b3[37]	0.438	0.00211	0.185	0.0585	0.433	0.792	7675.0	1.97	1.0
b3[38]	0.494	0.00198	0.171	0.148	0.492	0.815	7533.0	1.93	1.0
b3[39]	0.853	0.00218	0.178	0.494	0.85	1.2	6660.0	1.71	0.999
b3[40]	0.383	0.00196	0.164	0.0478	0.378	0.691	6970.0	1.78	1.0
b3[41]	0.0994	0.00229	0.205	-0.33	0.1	0.483	7998.0	2.05	1.0
b3[42]	-0.243	0.00221	0.203	-0.661	-0.242	0.138	8499.0	2.18	0.999
b3[43]	0.696	0.00165	0.148	0.388	0.695	0.971	8034.0	2.06	0.999
b3[44]	0.744	0.00238	0.202	0.347	0.743	1.13	7231.0	1.85	1.0
b3[45]	-0.17	0.00171	0.138	-0.451	-0.169	0.0889	6525.0	1.67	1.0
b3[46]	0.33	0.00139	0.13	0.067	0.331	0.574	8811.0	2.26	1.0
b3[47]	0.594	0.00158	0.136	0.316	0.592	0.857	7469.0	1.91	1.0
