	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1[1,1]	9.02	0.086	4.58	1.98	8.31	19.3	2833.0	0.319	1.0
b1[2,1]	8.18	0.0779	4.3	2.25	7.23	18.2	3040.0	0.342	1.0
b1[1,2]	7.9	0.0736	4.27	1.87	7.08	17.7	3357.0	0.378	1.0
b1[2,2]	6.2	0.0885	4.79	-0.865	5.27	17.0	2931.0	0.33	1.0
b1[1,3]	5.44	0.127	3.51	1.78	4.15	14.4	764.0	0.086	1.0
b1[2,3]	7.7	0.0531	2.69	3.65	7.25	13.9	2561.0	0.288	1.0
b1[1,4]	12.9	0.0753	3.86	6.62	12.5	21.6	2625.0	0.296	1.0
b1[2,4]	10.9	0.0863	3.98	5.08	10.2	19.9	2133.0	0.24	1.0
b1[1,5]	2.8	0.184	4.56	-1.83	0.934	14.8	614.0	0.0691	1.0
b1[2,5]	4.43	0.121	3.65	0.34	3.36	13.7	903.0	0.102	1.0
b1[1,6]	7.95	0.0761	3.45	2.94	7.33	15.9	2063.0	0.232	1.0
b1[2,6]	8.27	0.0559	2.91	4.09	7.71	15.1	2705.0	0.305	1.0
b1[1,7]	13.2	0.0648	4.04	6.6	12.7	22.3	3876.0	0.436	1.0
b1[2,7]	11.8	0.0678	4.07	5.36	11.3	20.7	3608.0	0.406	1.0
b1[1,8]	12.1	0.0737	4.0	5.64	11.6	20.8	2940.0	0.331	1.0
b1[2,8]	12.2	0.0688	3.95	5.72	11.8	20.8	3296.0	0.371	1.0
b1[1,9]	16.1	0.072	4.25	9.1	15.6	25.4	3485.0	0.392	1.0
b1[2,9]	14.3	0.0817	4.54	6.59	13.9	24.1	3093.0	0.348	1.0
b1[1,10]	9.21	0.081	3.91	3.48	8.51	18.2	2335.0	0.263	1.0
b1[2,10]	7.72	0.0826	3.77	2.6	6.86	17.0	2082.0	0.234	1.0
b1[1,11]	19.2	0.0693	4.38	11.3	18.8	28.2	4002.0	0.451	1.0
b1[2,11]	19.1	0.0647	4.35	11.4	18.7	28.2	4523.0	0.509	1.0
b1[1,12]	7.93	0.0558	2.63	4.0	7.48	13.8	2218.0	0.25	1.0
b1[2,12]	7.05	0.0607	2.64	3.34	6.51	13.3	1884.0	0.212	1.0
b1[1,13]	16.6	0.0907	4.55	8.6	16.1	26.3	2512.0	0.283	1.0
b1[2,13]	16.4	0.0797	4.33	8.79	16.1	25.5	2956.0	0.333	1.0
b1[1,14]	8.02	0.107	4.05	2.68	7.07	17.9	1436.0	0.162	1.0
b1[2,14]	6.75	0.111	3.92	2.58	5.54	17.4	1239.0	0.14	1.0
b1[1,15]	-0.436	0.137	4.3	-7.0	-1.28	11.3	977.0	0.11	1.0
b1[2,15]	-0.439	0.111	3.85	-7.21	-0.867	9.26	1201.0	0.135	1.0
b1[1,16]	21.5	0.0948	4.94	12.5	21.1	31.6	2722.0	0.306	1.0
b1[2,16]	20.4	0.0951	4.98	11.3	20.1	30.9	2743.0	0.309	1.0
b1[1,17]	9.71	0.084	4.34	2.27	9.31	18.8	2668.0	0.3	1.0
b1[2,17]	9.2	0.0732	3.96	2.84	8.7	17.9	2926.0	0.329	1.0
b1[1,18]	17.1	0.123	5.64	7.38	16.8	28.4	2090.0	0.235	1.0
b1[2,18]	16.7	0.103	5.12	8.13	16.2	27.7	2473.0	0.278	1.0
b1[1,19]	11.0	0.141	5.33	3.13	10.2	22.5	1438.0	0.162	1.0
b1[2,19]	9.33	0.168	5.87	1.34	8.28	21.9	1216.0	0.137	1.0
b1[1,20]	5.86	0.108	3.91	1.3	4.69	15.6	1305.0	0.147	1.0
b1[2,20]	6.75	0.0763	3.27	2.56	5.94	14.6	1839.0	0.207	1.0
b1[1,21]	6.29	0.0846	3.33	2.17	5.49	14.6	1555.0	0.175	1.0
b1[2,21]	5.97	0.0721	2.95	2.33	5.22	13.4	1673.0	0.188	1.0
b1[1,22]	11.6	0.0782	3.94	5.32	11.0	20.0	2535.0	0.285	1.0
b1[2,22]	11.5	0.0651	3.56	5.8	11.1	19.1	2983.0	0.336	1.0
b1[1,23]	14.2	0.0686	4.25	7.14	13.7	23.3	3831.0	0.431	1.0
b1[2,23]	12.6	0.0722	4.18	5.89	11.9	21.6	3355.0	0.378	1.0
b1[1,24]	8.31	0.0792	3.58	2.96	7.79	16.5	2050.0	0.231	1.0
b1[2,24]	6.59	0.0816	3.55	2.03	5.74	15.4	1890.0	0.213	1.0
b1[1,25]	6.32	0.0761	3.1	2.52	5.58	14.1	1658.0	0.187	1.0
b1[2,25]	6.6	0.0655	2.85	2.91	5.97	13.7	1892.0	0.213	1.0
b1[1,26]	9.28	0.0694	3.48	3.54	8.89	16.6	2513.0	0.283	1.0
b1[2,26]	8.15	0.0644	3.13	3.16	7.75	14.7	2357.0	0.265	1.0
b1[1,27]	14.9	0.121	5.16	5.04	14.6	25.3	1828.0	0.206	1.0
b1[2,27]	15.6	0.0823	4.38	8.08	15.2	24.8	2833.0	0.319	1.0
b1[1,28]	11.0	0.137	4.65	4.27	10.0	21.9	1158.0	0.13	1.0
b1[2,28]	10.7	0.119	4.31	4.83	9.68	21.2	1315.0	0.148	1.0
b1[1,29]	16.8	0.0708	4.43	9.1	16.4	26.2	3912.0	0.44	1.0
b1[2,29]	16.0	0.0662	4.31	8.57	15.6	25.1	4237.0	0.477	1.0
b1[1,30]	3.61	0.0856	3.55	-0.891	2.75	12.0	1719.0	0.194	1.0
b1[2,30]	2.62	0.0692	3.07	-1.91	2.07	10.3	1970.0	0.222	1.0
b1[1,31]	3.53	0.084	3.46	-0.87	2.61	12.4	1701.0	0.192	1.0
b1[2,31]	3.25	0.0669	2.88	-0.102	2.46	10.8	1849.0	0.208	1.0
b1[1,32]	9.79	0.101	4.7	2.95	9.02	20.2	2147.0	0.242	1.0
b1[2,32]	8.5	0.1	4.68	1.8	7.68	18.9	2186.0	0.246	1.0
b1[1,33]	7.74	0.0876	3.97	1.98	7.09	16.9	2053.0	0.231	1.0
b1[2,33]	7.39	0.0732	3.48	2.52	6.75	15.5	2262.0	0.255	1.0
b1[1,34]	17.0	0.0678	4.22	9.79	16.7	25.9	3880.0	0.437	1.0
b1[2,34]	15.3	0.0773	4.43	7.54	15.0	24.5	3278.0	0.369	1.0
b1[1,35]	15.1	0.0866	4.5	6.88	14.7	24.2	2698.0	0.304	1.0
b1[2,35]	15.2	0.0625	4.03	8.41	14.8	23.8	4145.0	0.467	1.0
b1[1,36]	12.2	0.0732	3.96	5.42	11.9	20.5	2926.0	0.329	1.0
b1[2,36]	11.7	0.0626	3.66	5.59	11.3	19.4	3408.0	0.384	1.0
b1[1,37]	17.7	0.0788	4.7	9.68	17.3	27.5	3546.0	0.399	1.0
b1[2,37]	17.1	0.0758	4.7	9.05	16.6	27.1	3849.0	0.433	1.0
b1[1,38]	17.5	0.0658	4.18	10.3	17.2	26.5	4028.0	0.453	0.999
b1[2,38]	15.6	0.0798	4.24	8.16	15.2	24.5	2829.0	0.318	1.0
b1[1,39]	7.08	0.0515	2.48	3.29	6.68	12.7	2322.0	0.261	1.0
b1[2,39]	6.21	0.0669	2.75	2.78	5.44	12.8	1684.0	0.19	1.0
b1[1,40]	13.4	0.07	4.08	6.37	13.1	21.9	3386.0	0.381	1.0
b1[2,40]	12.0	0.089	4.52	4.11	11.8	21.1	2575.0	0.29	1.0
b1[1,41]	15.0	0.0668	3.94	8.37	14.6	23.7	3466.0	0.39	1.0
b1[2,41]	13.9	0.0667	3.96	7.1	13.5	22.3	3534.0	0.398	1.0
b1[1,42]	8.29	0.0331	2.03	4.82	8.11	12.6	3758.0	0.423	1.0
b1[2,42]	6.25	0.0392	2.07	3.15	5.9	11.1	2788.0	0.314	1.0
b1[1,43]	15.8	0.0883	4.81	7.65	15.2	26.2	2972.0	0.335	1.0
b1[2,43]	14.9	0.0838	4.85	6.81	14.4	25.3	3357.0	0.378	1.0
b1[1,44]	19.9	0.09	4.94	11.2	19.5	30.2	3011.0	0.339	1.0
b1[2,44]	19.3	0.0858	4.79	10.6	18.8	29.2	3119.0	0.351	1.0
b1[1,45]	12.6	0.092	5.07	3.67	12.2	23.4	3037.0	0.342	1.0
b1[2,45]	12.2	0.0832	4.85	3.95	11.7	22.3	3395.0	0.382	1.0
b1[1,46]	7.51	0.0987	4.39	1.86	6.44	17.8	1975.0	0.222	1.0
b1[2,46]	7.02	0.0903	4.19	1.7	5.99	17.0	2154.0	0.243	1.0
b1[1,47]	4.28	0.0864	1.77	2.0	4.04	7.39	419.0	0.0472	1.01
b1[2,47]	2.34	0.101	1.85	0.343	1.97	6.15	336.0	0.0378	1.01
b1[1,48]	9.92	0.0719	3.73	4.23	9.33	18.3	2689.0	0.303	1.0
b1[2,48]	10.1	0.0708	3.85	4.05	9.58	18.4	2948.0	0.332	1.0
b1[1,49]	8.84	0.0898	4.1	2.8	8.12	17.9	2085.0	0.235	1.0
b1[2,49]	7.47	0.0828	3.89	2.24	6.61	16.4	2205.0	0.248	1.0
b1[1,50]	8.8	0.0573	2.97	3.98	8.44	15.1	2692.0	0.303	1.0
b1[2,50]	9.13	0.0407	2.49	4.99	8.81	14.6	3750.0	0.422	1.0
b1[1,51]	11.7	0.0587	3.08	6.46	11.3	18.4	2751.0	0.31	1.0
b1[2,51]	8.51	0.0599	2.86	4.37	8.02	15.4	2281.0	0.257	1.0
b1[1,52]	3.87	0.0893	4.01	-1.49	2.84	13.7	2017.0	0.227	1.0
b1[2,52]	3.4	0.0755	3.9	-2.14	2.51	12.9	2659.0	0.299	1.0
b1[1,53]	6.28	0.0609	2.82	1.69	6.0	12.3	2140.0	0.241	1.0
b1[2,53]	5.95	0.0421	2.31	2.1	5.67	10.8	3004.0	0.338	1.0
b1[1,54]	16.3	0.0971	4.7	8.1	15.9	26.0	2345.0	0.264	1.0
b1[2,54]	16.3	0.0744	4.36	8.95	15.9	25.6	3440.0	0.387	1.0
b1[1,55]	11.2	0.0692	3.12	6.19	10.9	18.0	2038.0	0.229	1.0
b1[2,55]	7.05	0.097	3.11	3.05	6.39	15.1	1026.0	0.116	1.0
b1[1,56]	2.33	0.145	4.0	-2.56	1.28	12.8	758.0	0.0853	1.01
b1[2,56]	3.47	0.0927	3.15	-0.0606	2.68	11.9	1158.0	0.13	1.01
b1[1,57]	7.36	0.0692	3.29	3.05	6.65	15.4	2253.0	0.254	1.0
b1[2,57]	4.04	0.114	3.71	0.203	2.72	13.8	1064.0	0.12	1.0
b1[1,58]	9.92	0.0939	4.87	2.52	8.99	20.7	2695.0	0.303	1.0
b1[2,58]	8.68	0.0923	4.68	2.36	7.65	19.5	2576.0	0.29	1.0
b1[1,59]	19.6	0.0845	4.72	11.3	19.3	29.3	3116.0	0.351	1.0
b1[2,59]	19.1	0.0769	4.49	11.1	18.6	28.3	3410.0	0.384	1.0
b1[1,60]	12.9	0.0673	3.64	6.6	12.6	20.5	2915.0	0.328	1.0
b1[2,60]	13.2	0.0463	3.18	7.56	12.8	19.8	4724.0	0.532	1.0
b1[1,61]	8.79	0.109	4.9	1.92	7.81	19.7	2013.0	0.227	1.0
b1[2,61]	7.0	0.113	5.03	0.856	5.72	18.8	1982.0	0.223	1.0
b1[1,62]	7.67	0.0603	3.01	3.19	7.25	14.4	2481.0	0.279	1.0
b1[2,62]	6.53	0.0459	2.48	2.92	6.11	12.3	2928.0	0.33	1.0
b1[1,63]	6.15	0.0962	4.06	1.1	5.11	15.6	1782.0	0.201	1.0
b1[2,63]	5.5	0.0903	3.86	0.962	4.41	15.1	1826.0	0.206	1.0
b1[1,64]	3.71	0.0984	3.74	-1.75	2.96	12.7	1443.0	0.162	1.0
b1[2,64]	3.12	0.0875	3.47	-1.35	2.26	11.7	1568.0	0.177	1.0
b1[1,65]	11.1	0.0618	3.32	6.09	10.6	18.9	2879.0	0.324	1.0
b1[2,65]	8.11	0.105	3.85	3.25	7.08	17.2	1341.0	0.151	1.0
b1[1,66]	8.76	0.0757	3.48	3.31	8.35	16.3	2112.0	0.238	1.0
b1[2,66]	9.32	0.0459	2.83	4.87	8.94	15.6	3807.0	0.429	1.0
b1[1,67]	7.23	0.0474	2.22	3.82	6.92	12.2	2186.0	0.246	1.0
b1[2,67]	5.3	0.0349	1.73	2.58	5.07	9.22	2444.0	0.275	1.0
b1[1,68]	21.6	0.0831	4.7	12.8	21.2	31.1	3203.0	0.361	1.0
b1[2,68]	20.5	0.0815	4.57	11.9	20.2	29.8	3147.0	0.354	1.0
b1[1,69]	13.6	0.0758	4.39	6.41	13.0	23.2	3359.0	0.378	1.0
b1[2,69]	10.7	0.122	5.02	3.05	10.1	21.4	1693.0	0.191	1.0
b1[1,70]	12.9	0.0582	3.63	6.83	12.4	20.7	3887.0	0.438	1.0
b1[2,70]	12.0	0.0575	3.58	6.27	11.5	19.9	3881.0	0.437	1.0
b1[1,71]	7.52	0.101	4.28	2.14	6.51	17.7	1778.0	0.2	1.0
b1[2,71]	7.07	0.0831	3.88	2.21	6.07	16.5	2181.0	0.246	1.0
b1[1,72]	20.9	0.091	4.86	12.3	20.5	31.1	2848.0	0.321	1.0
b1[2,72]	19.8	0.0915	4.91	11.0	19.4	29.8	2877.0	0.324	1.0
b1[1,73]	20.8	0.0977	4.77	12.4	20.4	30.9	2384.0	0.268	1.0
b1[2,73]	19.8	0.102	4.86	11.2	19.4	29.9	2255.0	0.254	1.0
b1[1,74]	10.1	0.0523	2.94	5.25	9.73	16.6	3161.0	0.356	1.0
b1[2,74]	7.2	0.0638	3.02	2.73	6.7	14.1	2234.0	0.252	1.0
b1[1,75]	5.97	0.0928	3.56	1.63	5.05	14.8	1469.0	0.165	1.01
b1[2,75]	6.18	0.0741	3.24	1.9	5.49	13.9	1917.0	0.216	1.0
b1[1,76]	13.8	0.0729	3.89	7.26	13.4	22.7	2848.0	0.321	1.0
b1[2,76]	15.2	0.0527	3.56	9.14	14.9	22.9	4569.0	0.514	1.0
b1[1,77]	6.96	0.0346	1.94	3.78	6.74	11.0	3139.0	0.353	1.0
b1[2,77]	5.47	0.0454	2.03	2.42	5.12	9.93	2008.0	0.226	1.0
b1[1,78]	10.9	0.0621	3.94	4.64	10.3	19.4	4031.0	0.454	1.0
b1[2,78]	10.2	0.0631	3.98	3.82	9.7	19.0	3969.0	0.447	1.0
b1[1,79]	6.65	0.0777	3.48	1.75	5.94	14.9	2012.0	0.227	1.0
b1[2,79]	6.03	0.0697	3.25	1.78	5.29	14.1	2176.0	0.245	1.0
b1[1,80]	10.3	0.0705	4.05	3.86	9.84	18.9	3304.0	0.372	1.0
b1[2,80]	9.74	0.0594	3.61	4.23	9.22	17.7	3688.0	0.415	1.0
b1[1,81]	10.0	0.056	3.19	4.65	9.78	16.8	3244.0	0.365	1.0
b1[2,81]	9.13	0.0423	2.71	4.58	8.87	14.9	4108.0	0.462	1.0
b1[1,82]	7.2	0.0431	2.17	3.71	6.89	12.0	2543.0	0.286	1.0
b1[2,82]	8.12	0.0473	2.29	4.2	7.86	13.0	2353.0	0.265	1.0
b1[1,83]	6.65	0.0654	3.14	2.04	6.09	14.1	2305.0	0.26	1.0
b1[2,83]	5.14	0.0678	3.16	0.762	4.52	12.7	2172.0	0.245	1.0
b1[1,84]	5.5	0.0286	1.56	2.9	5.32	8.99	2985.0	0.336	1.0
b1[2,84]	3.23	0.0438	1.82	0.664	2.89	7.42	1733.0	0.195	1.0
b1[1,85]	11.7	0.0752	4.03	5.33	11.2	20.5	2870.0	0.323	1.0
b1[2,85]	9.01	0.124	4.89	1.91	8.45	19.0	1553.0	0.175	1.0
b1[1,86]	13.4	0.0627	4.14	6.61	12.9	22.1	4352.0	0.49	1.0
b1[2,86]	11.7	0.0747	4.65	3.63	11.4	21.5	3870.0	0.436	1.0
b1[1,87]	12.0	0.112	4.81	4.03	11.5	22.6	1848.0	0.208	1.0
b1[2,87]	12.6	0.0776	4.25	5.91	12.0	21.8	2993.0	0.337	1.0
b1[1,88]	11.6	0.0741	4.08	5.32	11.0	20.7	3029.0	0.341	1.0
b1[2,88]	11.3	0.068	4.0	5.14	10.7	20.1	3464.0	0.39	1.0
b1[1,89]	10.0	0.184	5.52	1.47	9.76	20.9	900.0	0.101	1.0
b1[2,89]	10.2	0.124	4.68	3.56	9.37	20.3	1420.0	0.16	1.0
b1[1,90]	6.11	0.0642	2.63	2.65	5.6	12.4	1676.0	0.189	1.0
b1[2,90]	5.89	0.0505	2.21	3.15	5.47	11.0	1914.0	0.216	1.0
b1[1,91]	18.8	0.0812	4.67	10.4	18.3	28.7	3312.0	0.373	1.0
b1[2,91]	17.7	0.0856	4.91	9.15	17.2	28.2	3292.0	0.371	1.0
b1[1,92]	9.55	0.0665	3.4	4.21	9.04	17.1	2608.0	0.294	1.0
b1[2,92]	8.32	0.0581	3.23	3.53	7.76	15.9	3094.0	0.348	1.0
b1[1,93]	9.26	0.0746	3.63	3.9	8.67	17.5	2371.0	0.267	1.0
b1[2,93]	8.72	0.0846	3.86	2.04	8.44	16.9	2084.0	0.235	1.0
b1[1,94]	0.903	0.0924	3.54	-4.01	0.016	10.4	1471.0	0.166	1.0
b1[2,94]	1.23	0.0686	3.09	-3.28	0.568	9.41	2021.0	0.227	1.0
b1[1,95]	10.0	0.0642	3.55	4.66	9.41	17.9	3059.0	0.344	1.0
b1[2,95]	8.75	0.0666	3.55	3.49	8.15	16.7	2844.0	0.32	1.0
b1[1,96]	5.9	0.0922	3.13	2.33	5.12	13.8	1151.0	0.13	1.0
b1[2,96]	3.23	0.111	3.23	0.4	2.2	11.7	842.0	0.0947	1.0
b1[1,97]	12.7	0.0662	3.63	6.86	12.2	20.9	3005.0	0.338	1.0
b1[2,97]	9.25	0.133	4.06	3.5	8.5	18.6	931.0	0.105	1.0
b2[1,1]	12.8	0.0983	6.35	2.6	12.1	25.8	4170.0	0.469	1.0
b2[2,1]	16.1	0.0839	6.25	4.95	15.6	29.2	5552.0	0.625	1.0
b2[1,2]	11.5	0.0918	5.78	2.58	10.7	24.4	3957.0	0.445	1.0
b2[2,2]	14.2	0.103	6.44	1.79	13.8	27.3	3907.0	0.44	1.0
b2[1,3]	7.81	0.108	4.48	2.36	6.68	18.8	1721.0	0.194	1.0
b2[2,3]	15.3	0.101	5.16	7.14	14.6	26.5	2623.0	0.295	1.0
b2[1,4]	12.3	0.134	5.27	4.29	11.5	23.7	1541.0	0.173	1.0
b2[2,4]	4.27	0.19	5.04	0.27	2.19	18.3	706.0	0.0795	1.0
b2[1,5]	5.77	0.161	6.56	-3.85	4.17	20.4	1651.0	0.186	1.0
b2[2,5]	10.9	0.159	6.4	0.973	10.3	24.4	1619.0	0.182	1.0
b2[1,6]	9.7	0.104	5.06	2.86	8.71	21.4	2353.0	0.265	1.0
b2[2,6]	12.1	0.1	5.44	4.01	11.3	23.8	2935.0	0.33	1.0
b2[1,7]	13.2	0.107	5.48	4.68	12.4	25.0	2615.0	0.294	1.0
b2[2,7]	9.08	0.126	5.71	2.39	7.45	22.6	2041.0	0.23	1.0
b2[1,8]	5.03	0.145	4.98	0.0482	3.33	18.1	1181.0	0.133	1.0
b2[2,8]	14.7	0.149	5.73	5.68	13.9	26.9	1485.0	0.167	1.0
b2[1,9]	12.9	0.0741	4.58	5.82	12.2	23.0	3827.0	0.431	1.0
b2[2,9]	13.4	0.102	5.6	4.87	12.7	25.4	3040.0	0.342	1.0
b2[1,10]	16.4	0.0788	5.18	7.37	15.8	27.5	4312.0	0.485	1.0
b2[2,10]	15.6	0.0974	5.66	6.1	15.0	27.3	3371.0	0.38	1.0
b2[1,11]	17.8	0.0934	5.11	9.01	17.2	28.9	2997.0	0.337	1.0
b2[2,11]	9.98	0.242	6.61	1.55	8.38	25.2	744.0	0.0837	1.0
b2[1,12]	11.6	0.0633	3.54	6.02	11.1	19.7	3136.0	0.353	1.0
b2[2,12]	13.2	0.171	6.33	4.43	11.7	27.2	1370.0	0.154	1.0
b2[1,13]	20.2	0.0976	5.6	9.98	19.9	32.0	3296.0	0.371	1.0
b2[2,13]	16.8	0.149	6.27	6.17	16.3	29.7	1772.0	0.199	1.0
b2[1,14]	8.21	0.0892	4.68	2.46	6.97	19.5	2753.0	0.31	1.0
b2[2,14]	14.8	0.12	5.34	6.16	14.1	26.0	1977.0	0.223	1.0
b2[1,15]	9.7	0.14	6.82	-1.61	9.19	23.7	2375.0	0.267	1.0
b2[2,15]	11.1	0.137	7.46	-0.615	10.7	25.9	2950.0	0.332	1.0
b2[1,16]	11.4	0.131	4.79	4.59	10.4	22.7	1348.0	0.152	0.999
b2[2,16]	20.7	0.0861	5.05	11.3	20.2	31.2	3443.0	0.388	1.0
b2[1,17]	4.82	0.151	5.97	-1.6	2.41	19.6	1563.0	0.176	1.0
b2[2,17]	12.0	0.181	6.25	2.77	11.2	25.7	1199.0	0.135	1.0
b2[1,18]	19.7	0.0845	5.49	9.96	19.2	31.0	4211.0	0.474	1.0
b2[2,18]	19.8	0.097	5.64	10.1	19.3	31.6	3380.0	0.381	1.0
b2[1,19]	11.8	0.103	5.6	2.58	11.1	23.6	2975.0	0.335	1.0
b2[2,19]	14.2	0.0948	6.16	3.52	13.7	26.6	4226.0	0.476	1.0
b2[1,20]	6.17	0.134	5.81	-0.965	4.6	19.5	1892.0	0.213	1.0
b2[2,20]	12.7	0.152	6.52	2.39	12.0	26.4	1839.0	0.207	1.0
b2[1,21]	13.0	0.087	5.43	4.28	12.3	24.8	3892.0	0.438	1.0
b2[2,21]	15.9	0.0837	5.61	6.32	15.2	27.6	4499.0	0.507	1.0
b2[1,22]	10.8	0.102	5.26	3.3	9.86	22.5	2672.0	0.301	1.0
b2[2,22]	13.1	0.0985	5.82	4.13	12.4	25.6	3484.0	0.392	1.0
b2[1,23]	20.8	0.0951	5.73	10.8	20.3	33.0	3636.0	0.409	1.0
b2[2,23]	15.2	0.186	6.43	5.31	14.4	28.9	1193.0	0.134	1.0
b2[1,24]	10.1	0.112	5.65	1.68	9.29	22.5	2528.0	0.285	1.0
b2[2,24]	12.9	0.116	6.15	3.0	12.4	25.8	2818.0	0.317	1.0
b2[1,25]	4.68	0.133	5.03	-0.175	2.76	18.2	1434.0	0.161	1.0
b2[2,25]	11.6	0.2	6.38	3.02	10.4	25.5	1014.0	0.114	1.0
b2[1,26]	14.9	0.0954	5.85	5.35	14.2	27.6	3764.0	0.424	1.0
b2[2,26]	16.7	0.0906	6.18	5.85	16.1	29.6	4659.0	0.525	1.0
b2[1,27]	16.1	0.179	6.78	4.12	15.9	29.7	1437.0	0.162	1.0
b2[2,27]	19.8	0.0886	5.69	9.55	19.2	31.9	4126.0	0.465	1.0
b2[1,28]	9.49	0.184	6.46	1.26	8.09	24.0	1230.0	0.138	1.0
b2[2,28]	13.7	0.12	5.76	4.92	12.9	26.2	2294.0	0.258	1.0
b2[1,29]	14.8	0.0968	5.45	5.9	14.1	26.6	3167.0	0.357	1.0
b2[2,29]	14.2	0.108	5.57	5.57	13.4	26.5	2688.0	0.303	1.0
b2[1,30]	8.65	0.133	6.72	-2.26	7.91	22.7	2538.0	0.286	1.0
b2[2,30]	10.7	0.14	6.93	0.0401	10.1	24.6	2438.0	0.274	1.0
b2[1,31]	12.5	0.124	6.3	1.91	11.9	25.4	2580.0	0.291	1.0
b2[2,31]	8.71	0.161	7.31	-1.42	7.81	24.0	2070.0	0.233	1.0
b2[1,32]	12.3	0.0872	5.85	2.39	11.8	24.6	4503.0	0.507	1.0
b2[2,32]	14.9	0.0984	6.56	2.61	14.8	28.0	4448.0	0.501	1.0
b2[1,33]	14.0	0.123	6.24	2.89	13.7	26.4	2575.0	0.29	1.0
b2[2,33]	16.0	0.0866	5.82	6.13	15.6	28.3	4512.0	0.508	1.0
b2[1,34]	19.6	0.0994	5.94	8.79	19.3	31.5	3566.0	0.401	1.0
b2[2,34]	16.4	0.136	5.9	6.99	15.7	29.2	1881.0	0.212	1.0
b2[1,35]	12.4	0.121	5.72	4.1	11.4	24.8	2251.0	0.253	1.0
b2[2,35]	12.3	0.0782	4.69	5.09	11.6	23.2	3603.0	0.406	1.0
b2[1,36]	12.6	0.0908	5.41	3.87	11.9	24.0	3547.0	0.399	1.0
b2[2,36]	14.0	0.103	5.9	4.39	13.4	26.9	3298.0	0.371	1.0
b2[1,37]	14.7	0.112	5.74	5.51	13.9	26.7	2618.0	0.295	1.0
b2[2,37]	19.3	0.0743	5.26	10.3	18.7	30.6	5015.0	0.565	1.0
b2[1,38]	6.81	0.0867	3.67	2.45	5.89	16.3	1792.0	0.202	1.0
b2[2,38]	13.2	0.109	5.13	5.47	12.2	25.3	2228.0	0.251	1.0
b2[1,39]	17.2	0.0784	5.09	8.49	16.7	28.1	4214.0	0.474	1.0
b2[2,39]	16.1	0.103	5.79	6.52	15.5	28.3	3150.0	0.355	1.0
b2[1,40]	12.6	0.0891	5.24	4.63	11.9	24.5	3462.0	0.39	1.0
b2[2,40]	15.8	0.0989	6.01	5.69	15.2	28.2	3688.0	0.415	1.0
