	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	7.06	0.03	0.67	5.73	7.03	8.4	633.49	0.15	1.01
b3_mu	0.7	0.0	0.06	0.57	0.7	0.83	892.87	0.21	1.0
b4_mu	0.11	0.0	0.06	-0.01	0.11	0.21	1040.83	0.25	1.0
a1_mu	0.27	0.0	0.03	0.22	0.27	0.33	948.39	0.22	1.0
sigma[1]	0.516	0.00173	0.0585	0.41	0.512	0.635	1144.0	0.27	1.0
sigma[2]	0.119	0.000265	0.0104	0.0992	0.118	0.139	1529.0	0.361	1.0
sigma[3]	0.101	0.000285	0.00977	0.083	0.1	0.121	1172.0	0.276	1.01
sigma[4]	0.608	0.00246	0.0784	0.458	0.604	0.764	1018.0	0.24	1.0
b1[1]	3.47	0.0675	2.74	1.04	2.45	10.6	1653.0	0.39	1.0
b1[2]	1.64	0.0618	1.46	0.624	1.24	5.92	558.0	0.132	1.0
b1[3]	4.63	0.032	1.27	2.85	4.41	7.45	1576.0	0.372	1.0
b1[4]	3.57	0.0111	0.689	2.45	3.49	5.05	3856.0	0.909	1.0
b1[5]	2.66	0.0829	3.16	-0.32	1.46	11.2	1455.0	0.343	1.0
b1[6]	4.75	0.0302	1.32	3.0	4.48	7.78	1901.0	0.448	1.0
b1[7]	7.82	0.0471	2.54	4.19	7.33	13.9	2918.0	0.688	1.0
b1[8]	6.13	0.046	2.51	2.72	5.56	12.0	2980.0	0.703	1.0
b1[9]	10.1	0.0433	2.51	6.14	9.76	16.1	3373.0	0.795	1.0
b1[10]	10.9	0.0659	3.5	5.33	10.4	18.5	2820.0	0.665	1.0
b1[11]	12.4	0.0519	2.96	7.6	12.0	18.9	3251.0	0.766	1.0
b1[12]	5.95	0.0109	0.916	4.27	5.91	7.86	7003.0	1.65	1.0
b1[13]	14.9	0.0549	3.29	9.21	14.5	21.8	3590.0	0.846	1.0
b1[14]	4.84	0.0404	1.69	2.77	4.43	8.96	1757.0	0.414	1.0
b1[15]	-0.235	0.0478	1.76	-3.59	-0.279	3.58	1360.0	0.321	1.0
b1[16]	14.6	0.0441	2.86	9.6	14.4	20.7	4198.0	0.99	1.0
b1[17]	2.67	0.0648	2.29	0.85	1.78	9.09	1250.0	0.295	1.0
b1[18]	12.9	0.0368	2.45	8.59	12.7	18.0	4411.0	1.04	1.0
b1[19]	7.25	0.065	3.46	2.37	6.58	15.2	2829.0	0.667	1.0
b1[20]	3.51	0.0719	2.8	1.04	2.39	11.1	1513.0	0.357	1.0
b1[21]	5.0	0.0563	2.23	2.57	4.4	10.3	1576.0	0.372	1.0
b1[22]	8.23	0.0477	2.71	4.22	7.75	14.4	3235.0	0.763	1.0
b1[23]	12.9	0.0582	3.42	7.17	12.5	20.2	3449.0	0.813	1.0
b1[24]	2.25	0.0244	0.657	1.45	2.16	3.31	723.0	0.17	1.0
b1[25]	3.03	0.0373	1.28	1.72	2.71	6.1	1179.0	0.278	1.0
b1[26]	5.54	0.0479	2.22	2.85	4.98	10.9	2148.0	0.506	1.0
b1[27]	11.4	0.0558	3.26	6.26	11.0	18.6	3422.0	0.807	1.0
b1[28]	6.34	0.0512	2.43	3.22	5.78	12.1	2247.0	0.53	1.0
b1[29]	12.2	0.0449	2.89	7.49	11.8	18.6	4150.0	0.978	1.0
b1[30]	2.23	0.0785	2.7	-0.0216	1.19	9.85	1186.0	0.28	1.0
b1[31]	3.42	0.0723	3.14	0.434	2.21	11.6	1883.0	0.444	1.0
b1[32]	2.1	0.0201	0.79	1.2	1.95	3.68	1548.0	0.365	1.0
b1[33]	2.95	0.0327	1.15	1.67	2.71	5.59	1234.0	0.291	1.0
b1[34]	11.4	0.0414	2.6	7.19	11.0	17.2	3951.0	0.931	1.0
b1[35]	9.83	0.0443	2.66	5.72	9.41	15.7	3619.0	0.853	1.0
b1[36]	6.65	0.043	2.32	3.45	6.13	12.3	2916.0	0.687	1.0
b1[37]	13.9	0.0467	2.94	8.85	13.6	20.0	3951.0	0.931	0.999
b1[38]	8.98	0.0327	1.98	5.67	8.72	13.3	3681.0	0.868	0.999
b1[39]	7.96	0.0433	2.38	4.4	7.53	13.4	3007.0	0.709	1.0
b1[40]	8.24	0.0506	2.73	4.33	7.72	14.7	2901.0	0.684	1.0
b1[41]	14.1	0.0499	3.08	8.97	13.7	20.6	3808.0	0.898	1.0
b1[42]	7.05	0.0104	0.973	5.23	6.99	9.0	8763.0	2.07	1.0
b1[43]	6.13	0.0702	3.03	2.37	5.39	13.5	1858.0	0.438	1.0
b1[44]	13.0	0.0469	2.85	8.11	12.7	19.2	3693.0	0.871	1.0
b1[45]	2.21	0.0495	1.31	1.05	1.9	5.62	696.0	0.164	1.01
b1[46]	4.11	0.0696	3.08	0.952	3.09	11.6	1955.0	0.461	1.0
b1[47]	4.13	0.0735	2.97	1.02	3.12	11.9	1636.0	0.386	1.0
b1[48]	6.17	0.0302	1.52	3.91	5.91	9.75	2556.0	0.603	1.0
b1[49]	5.15	0.0449	2.12	2.59	4.62	10.5	2218.0	0.523	1.0
