	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	6.832	0.023	0.638	5.65	6.792	8.112	737.114	0.144	1.002
b2_mu	7.599	0.027	0.843	6.042	7.539	9.302	947.088	0.185	1.002
b3_mu	0.765	0.002	0.074	0.616	0.765	0.9	1090.877	0.213	1.005
b4_mu	0.095	0.002	0.056	-0.021	0.097	0.198	1345.039	0.262	1.001
a1_mu	0.288	0.001	0.025	0.236	0.288	0.336	1805.43	0.352	1.002
a2_mu	0.216	0.001	0.034	0.152	0.215	0.282	780.647	0.152	1.009
sigma[1]	0.47	0.00177	0.0582	0.361	0.466	0.588	1079.0	0.21	1.0
sigma[2]	0.472	0.00163	0.0621	0.358	0.467	0.6	1452.0	0.283	1.0
sigma[3]	0.133	0.0003	0.0116	0.111	0.132	0.155	1492.0	0.291	1.0
sigma[4]	0.0978	0.000223	0.00941	0.0806	0.0973	0.117	1782.0	0.347	1.01
sigma[5]	0.384	0.00387	0.0921	0.204	0.38	0.566	566.0	0.11	1.0
sigma[6]	0.698	0.00292	0.0923	0.518	0.694	0.88	996.0	0.194	1.0
b1[1]	2.49	0.0548	1.7	0.787	2.05	6.8	966.0	0.188	1.0
b1[2]	2.14	0.045	1.73	0.273	1.71	6.32	1482.0	0.289	1.0
b1[3]	4.37	0.0197	1.15	2.48	4.22	6.93	3408.0	0.664	1.0
b1[4]	8.53	0.0272	1.96	5.24	8.31	12.6	5176.0	1.01	0.999
b1[5]	1.25	0.0475	1.68	-0.523	0.84	5.78	1248.0	0.243	1.0
b1[6]	5.59	0.0266	1.53	3.32	5.33	8.98	3311.0	0.645	1.0
b1[7]	9.22	0.0475	2.68	4.88	8.85	15.1	3181.0	0.62	1.0
b1[8]	7.07	0.0267	1.82	3.99	6.84	11.0	4636.0	0.903	1.0
b1[9]	11.0	0.0495	2.84	6.17	10.7	17.1	3305.0	0.644	1.0
b1[10]	6.33	0.0478	2.43	2.92	5.83	12.1	2582.0	0.503	1.0
b1[11]	14.8	0.0368	2.85	9.54	14.6	20.5	5998.0	1.17	1.0
